cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,531,1500.01%,4500.05,1y 62d 9h 8m,1y 62d 9h 8m
ETHUSDT Perpetual,249,1466.06%,4398.18,1y 62d 9h 29m,1y 62d 9h 29m
ETHUSDT Perpetual,0,1311.41%,262.28,34d 15h 40m,34d 15h 40m
ADAUSDT Perpetual,1076,1210.98%,145.32,69d 8h 2m,69d 8h 2m
BAKEUSDT Perpetual,49,1143.66%,114.37,56d 14m,56d 14m
ETHUSDT Perpetual,13,1135.68%,2805.15,1y 61d 15h 41m,1y 61d 15h 41m
DOGEUSDT Perpetual,92,1031.39%,179.46,1y 8d 33m,1y 8d 33m
CHZUSDT Perpetual,22,1008.83%,2576.06,1y 35d 23h 29m,1y 35d 23h 29m
ETHUSDT Perpetual,0,976.50%,2656.11,1y 61d 42m,1y 61d 42m
TRXUSDT Perpetual,56,893.96%,187.73,162d 9h 16m,162d 9h 16m
UNFIUSDT Perpetual,93,877.38%,175.48,36d 5h 27m,36d 5h 27m
ALICEUSDT Perpetual,15,819.16%,737.25,356d 9h 51m,356d 9h 51m
ANKRUSDT Perpetual,12,806.64%,80.66,327d 18h 51m,327d 18h 51m
XMRUSDT Perpetual,7,778.69%,4672.18,165d 11h 27m,165d 11h 27m
XMRUSDT Perpetual,1,736.00%,1472.02,1y 32d 3h 46m,1y 32d 3h 46m
BTCUSDT Perpetual,43,640.73%,44.85,1y 39d 17h 13m,1y 39d 17h 13m
MATICUSDT Perpetual,5,628.70%,43.32,49d 20h 22m,49d 20h 22m
UNIUSDT Perpetual,0,558.45%,1747.95,1y 34d 23h 16m,1y 34d 23h 16m
ZRXUSDT Perpetual,14,550.85%,27.54,22d 19h 29m,22d 19h 29m
BTCUSDT Perpetual,8,527.69%,349.97,36d 15h 41m,36d 15h 41m
CRVUSDT Perpetual,0,502.72%,235.28,38d 1h 13m,38d 1h 13m
LTCUSDT Perpetual,1,495.44%,1481.37,1y 34d 23h 13m,1y 34d 23h 13m
PEOPLEUSDT Perpetual,11,487.21%,40.29,50d 3h 10m,50d 3h 10m
KNCUSDT Perpetual,6,481.61%,481.62,28d 15h 6m,28d 15h 6m
BTCUSDT Perpetual,5,465.65%,232.83,1y 93d 20h 23m,1y 93d 20h 23m
ZECUSDT Perpetual,0,450.13%,225.07,146d 11h 42m,146d 11h 42m
DOTUSDT Perpetual,2,448.74%,1355.22,70d 1h 17m,70d 1h 17m
DOTUSDT Perpetual,0,425.37%,22.42,35d 3h 17m,35d 3h 17m
BLZUSDT Perpetual,0,409.03%,122.71,160d 23h 1m,160d 23h 1m
LINKUSDT Perpetual,1,408.54%,330.10,69d 2h 12m,69d 2h 12m
EOSUSDT Perpetual,0,407.23%,814.46,37d 14h 55m,37d 14h 55m
ANTUSDT Perpetual,0,406.09%,60.91,34d 8h 26m,34d 8h 26m
