cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,411,1417.76%,4253.30,1y 55d 13h 6m,1y 55d 13h 6m
ADAUSDT Perpetual,777,1385.65%,166.28,62d 12h,62d 12h
ETHUSDT Perpetual,181,1271.79%,3815.38,1y 55d 13h 27m,1y 55d 13h 27m
DOGEUSDT Perpetual,66,1024.30%,178.23,1y 1d 4h 31m,1y 1d 4h 31m
CHZUSDT Perpetual,17,929.66%,2373.89,1y 29d 3h 27m,1y 29d 3h 27m
TRXUSDT Perpetual,51,876.82%,184.13,155d 13h 14m,155d 13h 14m
ETHUSDT Perpetual,0,821.25%,2028.50,1y 54d 19h 39m,1y 54d 19h 39m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 13h 49m,349d 13h 49m
ANKRUSDT Perpetual,10,766.22%,76.62,320d 22h 49m,320d 22h 49m
ETHUSDT Perpetual,0,706.75%,1922.36,1y 54d 4h 40m,1y 54d 4h 40m
XMRUSDT Perpetual,6,689.70%,4138.26,158d 15h 25m,158d 15h 25m
UNFIUSDT Perpetual,61,649.43%,129.89,29d 9h 25m,29d 9h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 32d 21h 11m,1y 32d 21h 11m
API3USDT Perpetual,19,638.45%,127.69,38d 1h 45m,38d 1h 45m
BAKEUSDT Perpetual,15,613.86%,61.39,49d 4h 11m,49d 4h 11m
XMRUSDT Perpetual,0,539.87%,1079.75,1y 25d 7h 44m,1y 25d 7h 44m
CRVUSDT Perpetual,0,502.72%,235.28,31d 5h 11m,31d 5h 11m
BTCUSDT Perpetual,3,442.15%,221.08,1y 87d 21m,1y 87d 21m
BTCUSDT Perpetual,7,437.54%,118.14,21d 19h 20m,21d 19h 20m
BTCUSDT Perpetual,3,435.59%,117.61,21d 19h 20m,21d 19h 20m
UNIUSDT Perpetual,0,428.38%,1340.83,1y 28d 3h 13m,1y 28d 3h 13m
LTCUSDT Perpetual,1,426.27%,1274.57,1y 28d 3h 11m,1y 28d 3h 11m
PEOPLEUSDT Perpetual,9,395.88%,32.74,43d 7h 8m,43d 7h 8m
DUSKUSDT Perpetual,5,386.42%,22.80,30d 7h 52m,30d 7h 52m
ZECUSDT Perpetual,0,385.44%,192.72,139d 15h 40m,139d 15h 40m
LTCUSDT Perpetual,0,360.53%,93.27,245d 22h 34m,245d 22h 34m
ADAUSDT Perpetual,1,356.21%,24.01,62d 14h 10m,62d 14h 10m
KNCUSDT Perpetual,0,347.83%,869.58,1y 69d 12h 46m,1y 69d 12h 46m
LINKUSDT Perpetual,1,334.51%,270.29,62d 6h 9m,62d 6h 9m
ETHUSDT Perpetual,9,328.24%,46.84,30d 7h 30m,30d 7h 30m
KNCUSDT Perpetual,3,328.10%,328.11,21d 19h 4m,21d 19h 4m
MATICUSDT Perpetual,1,322.72%,22.24,43d 20m,43d 20m
BLZUSDT Perpetual,0,322.48%,96.74,154d 2h 59m,154d 2h 59m
TRXUSDT Perpetual,2,312.64%,400.18,177d 10h 53m,177d 10h 53m
TRXUSDT Perpetual,0,308.55%,154.28,103d 3h 41m,103d 3h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 1h 38m,238d 1h 38m
GMTUSDT Perpetual,6,303.85%,455.79,14d 6h 27m,14d 6h 27m
TRBUSDT Perpetual,5,302.66%,155.72,33d 3h 35m,33d 3h 35m
