cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,430,1445.78%,4337.37,1y 57d 9h 6m,1y 57d 9h 6m
ADAUSDT Perpetual,854,1382.69%,165.92,64d 8h,64d 8h
ETHUSDT Perpetual,194,1332.99%,3999.00,1y 57d 9h 27m,1y 57d 9h 27m
DOGEUSDT Perpetual,72,1026.00%,178.53,1y 3d 31m,1y 3d 31m
CHZUSDT Perpetual,17,962.73%,2458.34,1y 30d 23h 27m,1y 30d 23h 27m
BAKEUSDT Perpetual,17,917.81%,91.78,51d 11m,51d 11m
ETHUSDT Perpetual,9,907.47%,2241.45,1y 56d 15h 39m,1y 56d 15h 39m
TRXUSDT Perpetual,51,883.91%,185.62,157d 9h 14m,157d 9h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,351d 9h 49m,351d 9h 49m
ETHUSDT Perpetual,0,780.97%,2124.26,1y 56d 40m,1y 56d 40m
ANKRUSDT Perpetual,11,776.20%,77.62,322d 18h 48m,322d 18h 48m
UNFIUSDT Perpetual,65,753.06%,150.61,31d 5h 25m,31d 5h 25m
XMRUSDT Perpetual,7,735.12%,4410.74,160d 11h 25m,160d 11h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 34d 17h 11m,1y 34d 17h 11m
XMRUSDT Perpetual,0,633.69%,1267.40,1y 27d 3h 44m,1y 27d 3h 44m
MATICUSDT Perpetual,2,616.45%,42.47,44d 20h 20m,44d 20h 20m
API3USDT Perpetual,19,562.40%,112.48,39d 21h 45m,39d 21h 45m
UNIUSDT Perpetual,0,525.79%,1645.74,1y 29d 23h 13m,1y 29d 23h 13m
BTCUSDT Perpetual,10,518.01%,139.87,23d 15h 20m,23d 15h 20m
BTCUSDT Perpetual,6,517.60%,139.75,23d 15h 20m,23d 15h 20m
GMTUSDT Perpetual,9,513.61%,30.82,19d 5h 9m,19d 5h 9m
CRVUSDT Perpetual,0,502.72%,235.28,33d 1h 11m,33d 1h 11m
BTCUSDT Perpetual,4,448.85%,224.43,1y 88d 20h 21m,1y 88d 20h 21m
LTCUSDT Perpetual,1,447.53%,1338.14,1y 29d 23h 11m,1y 29d 23h 11m
PEOPLEUSDT Perpetual,10,416.93%,34.48,45d 3h 8m,45d 3h 8m
ZECUSDT Perpetual,0,414.16%,207.08,141d 11h 40m,141d 11h 40m
KNCUSDT Perpetual,3,409.81%,409.82,23d 15h 4m,23d 15h 4m
BTCUSDT Perpetual,7,409.38%,271.51,31d 15h 39m,31d 15h 39m
ADAUSDT Perpetual,1,365.04%,24.60,64d 10h 10m,64d 10h 10m
ZRXUSDT Perpetual,9,363.20%,18.16,17d 19h 27m,17d 19h 27m
BLZUSDT Perpetual,0,362.78%,108.84,155d 22h 59m,155d 22h 59m
KNCUSDT Perpetual,0,362.29%,905.74,1y 71d 8h 46m,1y 71d 8h 46m
LTCUSDT Perpetual,0,360.53%,93.27,247d 18h 34m,247d 18h 34m
LINKUSDT Perpetual,1,359.17%,290.21,64d 2h 9m,64d 2h 9m
ETHUSDT Perpetual,0,336.74%,30.31,21d 1h 46m,21d 1h 46m
ETHUSDT Perpetual,2,333.35%,53.34,20d 8h 9m,20d 8h 9m
APEUSDT Perpetual,0,327.87%,32.79,17d 7h 52m,17d 7h 52m
EOSUSDT Perpetual,0,327.86%,655.74,32d 14h 52m,32d 14h 52m
TRXUSDT Perpetual,2,318.53%,407.72,179d 6h 53m,179d 6h 53m
EOSUSDT Perpetual,2,316.52%,94.96,16d 23h 27m,16d 23h 27m
TRXUSDT Perpetual,0,312.63%,156.32,104d 23h 41m,104d 23h 41m
DOTUSDT Perpetual,0,308.12%,16.24,30d 3h 15m,30d 3h 15m
AVAXUSDT Perpetual,0,307.43%,676.35,239d 21h 38m,239d 21h 38m
ARUSDT Perpetual,0,307.01%,276.32,141d 11h 44m,141d 11h 44m
ETHBUSD Perpetual,3,305.01%,5.64,19d 14h 18m,19d 14h 18m
1000SHIBUSDT Perpetual,5,304.94%,30.49,20d 20h 13m,20d 20h 13m
SNXUSDT Perpetual,47,303.74%,18.47,24d 18h 6m,24d 18h 6m
XEMUSDT Perpetual,28,302.02%,60.40,12d 11h 52m,12d 11h 52m
TRBUSDT Perpetual,5,301.60%,155.18,34d 23h 35m,34d 23h 35m
SOLUSDT Perpetual,3,295.40%,24.43,27d 20h 56m,27d 20h 56m
DOTUSDT Perpetual,2,294.27%,888.70,65d 1h 15m,65d 1h 15m
UNIUSDT Perpetual,0,285.90%,48.60,62d 5h 51m,62d 5h 51m
GMTUSDT Perpetual,7,285.58%,428.37,16d 2h 27m,16d 2h 27m
ALPHAUSDT Perpetual,1,285.57%,7.71,24d 3h 40m,24d 3h 40m
ETHUSDT Perpetual,0,277.37%,55.47,29d 15h 38m,29d 15h 38m
JASMYUSDT Perpetual,0,276.80%,13.29,31d 19h 37m,31d 19h 37m
ETHUSDT Perpetual,10,276.20%,39.42,32d 3h 30m,32d 3h 30m
TLMBUSD Perpetual,1,274.26%,411.40,29d 9h 25m,29d 9h 25m
KSMUSDT Perpetual,0,272.55%,457.88,33d 20h 58m,33d 20h 58m
AXSUSDT Perpetual,2,267.34%,140.52,25d 15h 37m,25d 15h 37m
LINKUSDT Perpetual,0,260.49%,1302.47,66d 11h 54m,66d 11h 54m
1000XECUSDT Perpetual,1,255.90%,12.80,22d 10h 48m,22d 10h 48m
BTSUSDT Perpetual,1,254.22%,256.77,54d 14h 42m,54d 14h 42m
ATOMUSDT Perpetual,0,252.79%,85.95,234d 8h 4m,234d 8h 4m
APEBUSD Perpetual,1,252.76%,4.93,19d 14h 20m,19d 14h 20m
