cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,538,1483.95%,4451.87,1y 62d 18h 8m,1y 62d 18h 8m
ETHUSDT Perpetual,251,1446.97%,4340.94,1y 62d 18h 29m,1y 62d 18h 29m
ADAUSDT Perpetual,1093,1338.79%,160.66,69d 17h 2m,69d 17h 2m
ETHUSDT Perpetual,0,1174.62%,234.92,35d 40m,35d 40m
ETHUSDT Perpetual,13,1099.20%,2715.03,1y 62d 41m,1y 62d 41m
BAKEUSDT Perpetual,52,1036.16%,103.62,56d 9h 14m,56d 9h 14m
DOGEUSDT Perpetual,93,1029.61%,179.15,1y 8d 9h 34m,1y 8d 9h 34m
CHZUSDT Perpetual,23,980.88%,2504.69,1y 36d 8h 29m,1y 36d 8h 29m
ETHUSDT Perpetual,0,943.72%,2566.94,1y 61d 9h 42m,1y 61d 9h 42m
TRXUSDT Perpetual,56,893.34%,187.60,162d 18h 16m,162d 18h 16m
UNFIUSDT Perpetual,95,830.93%,166.19,36d 14h 27m,36d 14h 27m
ALICEUSDT Perpetual,15,819.16%,737.25,356d 18h 51m,356d 18h 51m
ANKRUSDT Perpetual,12,796.08%,79.61,328d 3h 51m,328d 3h 51m
XMRUSDT Perpetual,7,782.20%,4693.21,165d 20h 28m,165d 20h 28m
XMRUSDT Perpetual,1,742.20%,1484.40,1y 32d 12h 46m,1y 32d 12h 46m
BTCUSDT Perpetual,46,640.73%,44.85,1y 40d 2h 14m,1y 40d 2h 14m
MATICUSDT Perpetual,5,628.70%,43.32,50d 5h 22m,50d 5h 22m
ZRXUSDT Perpetual,14,551.65%,27.58,23d 4h 30m,23d 4h 30m
BTCUSDT Perpetual,9,546.73%,362.60,37d 41m,37d 41m
UNIUSDT Perpetual,0,519.15%,1624.94,1y 35d 8h 16m,1y 35d 8h 16m
CRVUSDT Perpetual,0,502.72%,235.28,38d 10h 13m,38d 10h 13m
LTCUSDT Perpetual,1,483.42%,1445.45,1y 35d 8h 13m,1y 35d 8h 13m
PEOPLEUSDT Perpetual,11,477.31%,39.47,50d 12h 11m,50d 12h 11m
