cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,425,1445.90%,4337.71,1y 56d 21h 6m,1y 56d 21h 6m
ADAUSDT Perpetual,831,1370.18%,164.42,63d 20h,63d 20h
ETHUSDT Perpetual,192,1326.47%,3979.42,1y 56d 21h 27m,1y 56d 21h 27m
DOGEUSDT Perpetual,70,1025.85%,178.50,1y 2d 12h 31m,1y 2d 12h 31m
CHZUSDT Perpetual,17,959.44%,2449.94,1y 30d 11h 27m,1y 30d 11h 27m
ETHUSDT Perpetual,0,898.18%,2218.52,1y 56d 3h 39m,1y 56d 3h 39m
TRXUSDT Perpetual,51,883.53%,185.54,156d 21h 14m,156d 21h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,350d 21h 49m,350d 21h 49m
BAKEUSDT Perpetual,17,809.24%,80.92,50d 12h 11m,50d 12h 11m
UNFIUSDT Perpetual,65,780.00%,156.00,30d 17h 24m,30d 17h 24m
ANKRUSDT Perpetual,11,774.75%,77.48,322d 6h 48m,322d 6h 48m
ETHUSDT Perpetual,0,772.98%,2102.52,1y 55d 12h 39m,1y 55d 12h 39m
XMRUSDT Perpetual,7,739.61%,4437.66,159d 23h 25m,159d 23h 25m
XMRUSDT Perpetual,0,646.38%,1292.78,1y 26d 15h 43m,1y 26d 15h 43m
BTCUSDT Perpetual,36,640.73%,44.85,1y 34d 5h 11m,1y 34d 5h 11m
MATICUSDT Perpetual,1,607.45%,41.85,44d 8h 20m,44d 8h 20m
API3USDT Perpetual,19,582.60%,116.52,39d 9h 45m,39d 9h 45m
UNIUSDT Perpetual,0,545.56%,1707.61,1y 29d 11h 13m,1y 29d 11h 13m
BTCUSDT Perpetual,5,507.27%,136.96,23d 3h 20m,23d 3h 20m
BTCUSDT Perpetual,10,506.22%,136.68,23d 3h 19m,23d 3h 19m
CRVUSDT Perpetual,0,502.72%,235.28,32d 13h 11m,32d 13h 11m
GMTUSDT Perpetual,8,490.70%,29.44,18d 17h 9m,18d 17h 9m
BTCUSDT Perpetual,4,447.55%,223.78,1y 88d 8h 21m,1y 88d 8h 21m
LTCUSDT Perpetual,1,446.68%,1335.60,1y 29d 11h 11m,1y 29d 11h 11m
ZECUSDT Perpetual,0,413.05%,206.53,140d 23h 40m,140d 23h 40m
PEOPLEUSDT Perpetual,10,413.05%,34.16,44d 15h 8m,44d 15h 8m
