cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,738,1522.71%,4568.15,1y 71d 4h 8m,1y 71d 4h 8m
ETHUSDT Perpetual,393,1510.96%,4532.89,1y 71d 4h 29m,1y 71d 4h 29m
ADAUSDT Perpetual,1541,1284.97%,154.20,78d 3h 2m,78d 3h 2m
BAKEUSDT Perpetual,123,1235.96%,123.60,64d 19h 14m,64d 19h 14m
ETHUSDT Perpetual,22,1220.10%,3013.66,1y 70d 10h 41m,1y 70d 10h 41m
ETHUSDT Perpetual,1,1047.97%,2850.48,1y 69d 19h 42m,1y 69d 19h 42m
DOGEUSDT Perpetual,157,1029.71%,179.17,1y 16d 19h 33m,1y 16d 19h 33m
CHZUSDT Perpetual,35,1026.31%,2620.70,1y 44d 18h 29m,1y 44d 18h 29m
UNFIUSDT Perpetual,142,1023.17%,204.64,45d 27m,45d 27m
TRXUSDT Perpetual,75,903.86%,189.81,171d 4h 16m,171d 4h 16m
XMRUSDT Perpetual,3,827.05%,1654.11,1y 40d 22h 46m,1y 40d 22h 46m
ALICEUSDT Perpetual,24,819.16%,737.25,1y 4h 51m,1y 4h 51m
XMRUSDT Perpetual,15,811.53%,4869.23,174d 6h 27m,174d 6h 27m
ANKRUSDT Perpetual,20,794.30%,79.43,336d 13h 51m,336d 13h 51m
UNIUSDT Perpetual,0,678.23%,2122.87,1y 43d 18h 16m,1y 43d 18h 16m
MATICUSDT Perpetual,9,628.70%,43.32,58d 15h 22m,58d 15h 22m
BTCUSDT Perpetual,22,610.87%,405.13,45d 10h 41m,45d 10h 41m
APEUSDT Perpetual,2,575.54%,287.77,73d 36m,73d 36m
LTCUSDT Perpetual,4,515.79%,1542.23,1y 43d 18h 13m,1y 43d 18h 13m
DOTUSDT Perpetual,4,507.98%,1534.12,78d 20h 17m,78d 20h 17m
CRVUSDT Perpetual,3,502.72%,235.28,46d 20h 13m,46d 20h 13m
ANTUSDT Perpetual,1,497.11%,74.57,43d 3h 26m,43d 3h 26m
DOTUSDT Perpetual,3,493.86%,75.31,36d 16h 12m,36d 16h 12m
BTCUSDT Perpetual,5,466.64%,233.32,1y 102d 15h 23m,1y 102d 15h 23m
ZECUSDT Perpetual,2,445.25%,222.63,155d 6h 42m,155d 6h 42m
LINKUSDT Perpetual,1,437.27%,353.31,77d 21h 12m,77d 21h 12m
BLZUSDT Perpetual,0,428.65%,128.60,169d 18h 1m,169d 18h 1m
SANDUSDT Perpetual,2,425.32%,127.60,60d 15h 55m,60d 15h 55m
LTCUSDT Perpetual,0,418.09%,239.57,78d 19h 53m,78d 19h 53m
MASKUSDT Perpetual,0,400.86%,801.72,38d 8h 3m,38d 8h 3m
ADAUSDT Perpetual,9,391.27%,26.37,78d 5h 12m,78d 5h 12m
MANAUSDT Perpetual,1,386.72%,77.34,48d 20h 6m,48d 20h 6m
FTMBUSD Perpetual,5,385.49%,42.40,51d 9h 13m,51d 9h 13m
