cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,537,1494.21%,4482.64,1y 62d 15h 8m,1y 62d 15h 8m
ETHUSDT Perpetual,250,1456.26%,4368.80,1y 62d 15h 29m,1y 62d 15h 29m
ADAUSDT Perpetual,1090,1280.71%,153.69,69d 14h 2m,69d 14h 2m
ETHUSDT Perpetual,0,1242.01%,248.40,34d 21h 40m,34d 21h 40m
ETHUSDT Perpetual,13,1117.22%,2759.54,1y 61d 21h 41m,1y 61d 21h 41m
BAKEUSDT Perpetual,50,1111.39%,111.14,56d 6h 14m,56d 6h 14m
DOGEUSDT Perpetual,93,1030.42%,179.29,1y 8d 6h 33m,1y 8d 6h 33m
CHZUSDT Perpetual,23,1000.39%,2554.52,1y 36d 5h 29m,1y 36d 5h 29m
ETHUSDT Perpetual,0,959.78%,2610.62,1y 61d 6h 42m,1y 61d 6h 42m
TRXUSDT Perpetual,56,893.88%,187.72,162d 15h 16m,162d 15h 16m
UNFIUSDT Perpetual,95,859.67%,171.93,36d 11h 27m,36d 11h 27m
ALICEUSDT Perpetual,15,819.16%,737.25,356d 15h 51m,356d 15h 51m
ANKRUSDT Perpetual,12,801.74%,80.17,328d 51m,328d 51m
XMRUSDT Perpetual,7,783.26%,4699.59,165d 17h 27m,165d 17h 27m
XMRUSDT Perpetual,1,751.36%,1502.73,1y 32d 9h 46m,1y 32d 9h 46m
BTCUSDT Perpetual,46,640.73%,44.85,1y 39d 23h 13m,1y 39d 23h 13m
MATICUSDT Perpetual,5,628.70%,43.32,50d 2h 22m,50d 2h 22m
ZRXUSDT Perpetual,14,558.79%,27.94,23d 1h 29m,23d 1h 29m
UNIUSDT Perpetual,0,534.66%,1673.50,1y 35d 5h 16m,1y 35d 5h 16m
BTCUSDT Perpetual,9,533.92%,354.10,36d 21h 41m,36d 21h 41m
KNCUSDT Perpetual,6,504.23%,504.24,28d 21h 6m,28d 21h 6m
CRVUSDT Perpetual,0,502.72%,235.28,38d 7h 13m,38d 7h 13m
LTCUSDT Perpetual,1,494.37%,1478.19,1y 35d 5h 13m,1y 35d 5h 13m
PEOPLEUSDT Perpetual,11,487.13%,40.29,50d 9h 10m,50d 9h 10m
BTCUSDT Perpetual,5,465.42%,232.71,1y 94d 2h 23m,1y 94d 2h 23m
ZECUSDT Perpetual,0,441.67%,220.84,146d 17h 42m,146d 17h 42m
DOTUSDT Perpetual,2,438.46%,1324.17,70d 7h 17m,70d 7h 17m
DOTUSDT Perpetual,0,428.28%,22.57,35d 9h 17m,35d 9h 17m
EOSUSDT Perpetual,0,408.79%,817.59,37d 20h 55m,37d 20h 55m
LINKUSDT Perpetual,1,408.53%,330.10,69d 8h 12m,69d 8h 12m
BLZUSDT Perpetual,0,404.57%,121.37,161d 5h 1m,161d 5h 1m
SNXUSDT Perpetual,67,389.11%,23.66,30d 8m,30d 8m
DOTUSDT Perpetual,0,383.55%,58.49,28d 3h 12m,28d 3h 12m
ANTUSDT Perpetual,0,383.41%,57.51,34d 14h 26m,34d 14h 26m
ADAUSDT Perpetual,3,381.68%,25.73,69d 16h 12m,69d 16h 12m
EOSUSDT Perpetual,4,380.75%,114.23,22d 5h 30m,22d 5h 30m
KNCUSDT Perpetual,0,371.89%,929.73,1y 76d 14h 49m,1y 76d 14h 49m
TRBUSDT Perpetual,5,369.86%,190.29,40d 5h 38m,40d 5h 38m
LTCUSDT Perpetual,2,360.53%,93.27,253d 37m,253d 37m
YFIUSDT Perpetual,1,355.63%,53.35,25d 15h 17m,25d 15h 17m
LTCUSDT Perpetual,0,350.19%,200.66,70d 6h 53m,70d 6h 53m
APEUSDT Perpetual,0,341.76%,170.88,64d 11h 37m,64d 11h 37m
MASKUSDT Perpetual,0,339.94%,679.89,29d 19h 3m,29d 19h 3m
LUNA2BUSD Perpetual,1,332.31%,365.55,36d 12h 5m,36d 12h 5m
SANDUSDT Perpetual,1,330.79%,99.24,52d 2h 55m,52d 2h 55m
BTCUSDT Perpetual,26,328.11%,88.59,28d 21h 22m,28d 21h 22m
TRXUSDT Perpetual,2,325.62%,416.80,184d 12h 55m,184d 12h 55m
LINKUSDT Perpetual,1,319.19%,1595.97,71d 17h 56m,71d 17h 56m
TRXUSDT Perpetual,0,317.51%,158.76,110d 5h 43m,110d 5h 43m
MANAUSDT Perpetual,1,314.42%,62.89,40d 7h 6m,40d 7h 6m
ARUSDT Perpetual,0,312.03%,280.83,146d 17h 46m,146d 17h 46m
KSMUSDT Perpetual,0,310.63%,646.12,70d 7h 2m,70d 7h 2m
LUNA2BUSD Perpetual,5,309.41%,464.13,34d 19h 25m,34d 19h 25m
