cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,415,1424.37%,4273.11,1y 56d 4h 6m,1y 56d 4h 6m
ADAUSDT Perpetual,801,1392.19%,167.06,63d 3h,63d 3h
ETHUSDT Perpetual,189,1268.79%,3806.39,1y 56d 4h 27m,1y 56d 4h 27m
DOGEUSDT Perpetual,68,1024.11%,178.20,1y 1d 19h 31m,1y 1d 19h 31m
CHZUSDT Perpetual,17,930.52%,2376.08,1y 29d 18h 27m,1y 29d 18h 27m
TRXUSDT Perpetual,51,876.12%,183.99,156d 4h 14m,156d 4h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,350d 4h 49m,350d 4h 49m
ETHUSDT Perpetual,0,816.65%,2017.13,1y 55d 10h 39m,1y 55d 10h 39m
ANKRUSDT Perpetual,11,766.99%,76.70,321d 13h 48m,321d 13h 48m
BAKEUSDT Perpetual,17,704.51%,70.45,49d 19h 11m,49d 19h 11m
ETHUSDT Perpetual,0,702.79%,1911.60,1y 54d 19h 39m,1y 54d 19h 39m
XMRUSDT Perpetual,6,699.22%,4195.35,159d 6h 25m,159d 6h 25m
API3USDT Perpetual,19,642.36%,128.47,38d 16h 45m,38d 16h 45m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 12h 11m,1y 33d 12h 11m
UNFIUSDT Perpetual,64,638.53%,127.71,30d 24m,30d 24m
XMRUSDT Perpetual,0,557.58%,1115.18,1y 25d 22h 44m,1y 25d 22h 44m
CRVUSDT Perpetual,0,502.72%,235.28,31d 20h 11m,31d 20h 11m
MATICUSDT Perpetual,1,482.52%,33.25,43d 15h 20m,43d 15h 20m
UNIUSDT Perpetual,0,466.56%,1460.35,1y 28d 18h 13m,1y 28d 18h 13m
BTCUSDT Perpetual,4,444.56%,120.03,22d 10h 20m,22d 10h 20m
BTCUSDT Perpetual,9,444.43%,120.00,22d 10h 20m,22d 10h 20m
BTCUSDT Perpetual,4,441.67%,220.84,1y 87d 15h 21m,1y 87d 15h 21m
LTCUSDT Perpetual,1,424.20%,1268.38,1y 28d 18h 11m,1y 28d 18h 11m
PEOPLEUSDT Perpetual,9,389.79%,32.24,43d 22h 8m,43d 22h 8m
ZECUSDT Perpetual,0,384.27%,192.14,140d 6h 40m,140d 6h 40m
LTCUSDT Perpetual,0,360.53%,93.27,246d 13h 34m,246d 13h 34m
ADAUSDT Perpetual,1,354.19%,23.87,63d 5h 10m,63d 5h 10m
KNCUSDT Perpetual,0,344.12%,860.30,1y 70d 3h 46m,1y 70d 3h 46m
LINKUSDT Perpetual,1,338.20%,273.27,62d 21h 9m,62d 21h 9m
ETHUSDT Perpetual,10,331.12%,47.25,30d 22h 29m,30d 22h 29m
BLZUSDT Perpetual,0,327.15%,98.15,154d 17h 59m,154d 17h 59m
GMTUSDT Perpetual,6,316.66%,475.00,14d 21h 27m,14d 21h 27m
ETHUSDT Perpetual,1,314.47%,314.48,13d 1h 35m,13d 1h 35m
TRXUSDT Perpetual,2,311.94%,399.29,178d 1h 53m,178d 1h 53m
TRXUSDT Perpetual,0,307.87%,153.94,103d 18h 41m,103d 18h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 16h 38m,238d 16h 38m
KNCUSDT Perpetual,3,306.78%,306.78,22d 10h 4m,22d 10h 4m
ETHBUSD Perpetual,16,306.57%,370.96,27d 22h 16m,27d 22h 16m
TRBUSDT Perpetual,5,305.76%,157.32,33d 18h 35m,33d 18h 35m
SNXUSDT Perpetual,46,303.47%,18.45,23d 13h 6m,23d 13h 6m
BTCUSDT Perpetual,7,298.99%,198.30,30d 10h 39m,30d 10h 39m
SOLUSDT Perpetual,3,295.40%,24.43,26d 15h 55m,26d 15h 55m
ETHUSDT Perpetual,5,291.72%,8.75,16d 1h 51m,16d 1h 51m
UNIUSDT Perpetual,0,285.90%,48.60,61d 51m,61d 51m
ARUSDT Perpetual,0,284.81%,256.33,140d 6h 44m,140d 6h 44m
1000SHIBUSDT Perpetual,5,279.07%,27.91,19d 15h 13m,19d 15h 13m
1000SHIBUSDT Perpetual,19,278.23%,22.26,21d 5h 54m,21d 5h 54m
BTCBUSD Perpetual,15,277.39%,22.66,26d 1h 38m,26d 1h 38m
TLMBUSD Perpetual,1,275.73%,413.60,28d 4h 25m,28d 4h 25m
EOSUSDT Perpetual,0,274.88%,549.76,31d 9h 52m,31d 9h 52m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 14h 37m,30d 14h 37m
APEUSDT Perpetual,0,264.45%,26.45,16d 2h 52m,16d 2h 52m
ALPHAUSDT Perpetual,1,262.33%,7.08,22d 22h 40m,22d 22h 40m
GMTUSDT Perpetual,7,257.87%,15.47,18d 9m,18d 9m
AXSUSDT Perpetual,2,253.34%,133.16,24d 10h 37m,24d 10h 37m
ZRXUSDT Perpetual,8,245.78%,12.29,16d 14h 27m,16d 14h 27m
1000XECUSDT Perpetual,1,245.65%,12.28,21d 5h 48m,21d 5h 48m
LINKUSDT Perpetual,0,241.32%,1206.61,65d 6h 54m,65d 6h 54m
IOSTUSDT Perpetual,2,240.86%,13.49,30d 15h 44m,30d 15h 44m
APEBUSD Perpetual,1,240.37%,4.69,18d 9h 20m,18d 9h 20m
BNBUSDT Perpetual,0,238.37%,595.94,1y 79d 2h 19m,1y 79d 2h 19m
AVAXUSDT Perpetual,0,238.12%,135.35,24d 10h 38m,24d 10h 38m
EOSUSDT Perpetual,2,237.95%,71.39,15d 18h 27m,15d 18h 27m
ATOMUSDT Perpetual,0,231.27%,78.63,233d 3h 4m,233d 3h 4m
ANCBUSD Perpetual,5,230.93%,69.28,24d 12h 15m,24d 12h 15m
SUSHIUSDT Perpetual,1,224.62%,80.87,53d 2h 55m,53d 2h 55m
NEARUSDT Perpetual,1,220.67%,115.68,24d 11h 12m,24d 11h 12m
API3USDT Perpetual,0,219.57%,27.23,14d 18h 24m,14d 18h 24m
BTCUSDT Perpetual,1,218.42%,23.24,20d 4h 11m,20d 4h 11m
GMTUSDT Perpetual,6,218.03%,8.70,31d 5h 13m,31d 5h 13m
MATICUSDT Perpetual,1,216.76%,34.68,50d 22h 13m,50d 22h 13m
MATICUSDT Perpetual,2,214.34%,107.17,49d 23h 7m,49d 23h 7m
KSMUSDT Perpetual,0,214.12%,359.73,32d 15h 57m,32d 15h 57m
ADAUSDT Perpetual,0,212.64%,35.34,166d 11h 37m,166d 11h 37m
ZILUSDT Perpetual,0,211.16%,2.32,94d 10h 22m,94d 10h 22m
CHZUSDT Perpetual,0,210.86%,21.09,21d 4h 10m,21d 4h 10m
ETHUSDT Perpetual,0,209.71%,18.87,19d 20h 46m,19d 20h 46m
ETHUSDT Perpetual,1,208.31%,24.66,30d 9h 30m,30d 9h 30m
MATICUSDT Perpetual,0,205.86%,26.47,20d 4h 33m,20d 4h 33m
THETAUSDT Perpetual,0,205.67%,206.70,29d 2h 30m,29d 2h 30m
PEOPLEUSDT Perpetual,0,203.67%,1018.36,47d 21h 47m,47d 21h 47m
STORJUSDT Perpetual,0,199.65%,59.90,24d 30m,24d 30m
MANAUSDT Perpetual,1,198.05%,39.61,33d 20h 4m,33d 20h 4m
AVAXUSDT Perpetual,1,197.39%,191.47,48d 39m,48d 39m
BATUSDT Perpetual,0,196.73%,23.61,26d 21h 28m,26d 21h 28m
LINKUSDT Perpetual,0,196.02%,107.15,21d 15h 48m,21d 15h 48m
UNFIUSDT Perpetual,0,194.15%,19.42,14d 17h 41m,14d 17h 41m
MASKUSDT Perpetual,0,193.22%,386.45,23d 8h,23d 8h
HNTUSDT Perpetual,1,192.16%,40.35,35d 11h 33m,35d 11h 33m
XRPUSDT Perpetual,2,189.62%,11.59,30d 23h 8m,30d 23h 8m
IOTXUSDT Perpetual,0,187.60%,13.41,29d 19h 31m,29d 19h 31m
STORJUSDT Perpetual,0,187.51%,41.25,25d 3h 8m,25d 3h 8m
SANDUSDT Perpetual,1,187.20%,56.16,45d 15h 53m,45d 15h 53m
SOLBUSD Perpetual,2,186.33%,931.68,33d 22h 58m,33d 22h 58m
DOTUSDT Perpetual,0,185.96%,9.80,28d 22h 15m,28d 22h 15m
SOLUSDT Perpetual,0,184.64%,92.32,25d 9h 41m,25d 9h 41m
DOTUSDT Perpetual,2,184.08%,555.95,63d 20h 15m,63d 20h 15m
XRPUSDT Perpetual,17,184.05%,23006.80,1y 52d 17h 17m,1y 52d 17h 17m
SNXUSDT Perpetual,1,183.73%,22.62,14d 3h 51m,14d 3h 51m
LINKUSDT Perpetual,0,183.73%,12.26,13d 5h 46m,13d 5h 46m
MATICUSDT Perpetual,0,183.29%,35.23,41d 11h 35m,41d 11h 35m
ETHUSDT Perpetual,2,182.35%,29.18,19d 3h 9m,19d 3h 9m
MASKUSDT Perpetual,0,182.17%,27.33,21d 6h 38m,21d 6h 38m
BTSUSDT Perpetual,1,182.03%,183.86,53d 9h 42m,53d 9h 42m
ETHUSDT Perpetual,1,180.90%,180.91,22d 15h 41m,22d 15h 41m
SANDUSDT Perpetual,0,178.74%,15.19,49d 13h 27m,49d 13h 27m
LINKUSDT Perpetual,0,178.04%,71.22,25d 8h 27m,25d 8h 27m
CVCUSDT Perpetual,0,176.77%,44.19,30d 2h 36m,30d 2h 36m
SNXUSDT Perpetual,0,176.62%,26.49,23d 19h 55m,23d 19h 55m
GMTUSDT Perpetual,0,176.29%,881.48,15d 15h 5m,15d 15h 5m
BTCBUSD Perpetual,1,175.30%,122.71,22d 10h 28m,22d 10h 28m
BTCBUSD Perpetual,1,174.62%,122.24,22d 10h 27m,22d 10h 27m
LTCUSDT Perpetual,0,174.21%,620.22,1y 40d 22h 48m,1y 40d 22h 48m
XRPUSDT Perpetual,1,173.04%,1.71,26d 11h 33m,26d 11h 33m
1000LUNCBUSD Perpetual,6,171.08%,17108.42,16d 1h 27m,16d 1h 27m
ETHBUSD Perpetual,0,170.71%,341.43,24d 12h 40m,24d 12h 40m
DODOBUSD Perpetual,0,170.66%,21.47,16d 5h 32m,16d 5h 32m
BNBBUSD Perpetual,17,170.53%,12.18,30d 23h 44m,30d 23h 44m
BCHUSDT Perpetual,0,169.27%,9.95,28d 2h 19m,28d 2h 19m
SOLBUSD Perpetual,0,168.63%,168.64,27d 13h 7m,27d 13h 7m
ATOMUSDT Perpetual,0,167.56%,269.78,62d 11h 49m,62d 11h 49m
BTCUSDT Perpetual,2,167.51%,126.15,16d 10h 38m,16d 10h 38m
SOLUSDT Perpetual,1,166.60%,249.91,13d 5h 25m,13d 5h 25m
LITUSDT Perpetual,2,166.50%,832.47,23d 16h 40m,23d 16h 40m
ETHBUSD Perpetual,3,166.21%,21.69,27d 3h 27m,27d 3h 27m
TRXUSDT Perpetual,0,165.80%,240.42,120d 18h 52m,120d 18h 52m
SNXUSDT Perpetual,0,165.35%,48.93,16d 1h 15m,16d 1h 15m
THETAUSDT Perpetual,0,164.46%,41.12,13d 19m,13d 19m
XRPBUSD Perpetual,5,164.14%,6.57,195d 7h 45m,195d 7h 45m
RLCUSDT Perpetual,0,162.23%,27.58,13d 22h 2m,13d 22h 2m
ETHUSDT Perpetual,0,162.16%,17.84,28d 22h 15m,28d 22h 15m
UNFIUSDT Perpetual,2,161.17%,32.23,10d 18h 41m,10d 18h 41m
SANDUSDT Perpetual,0,160.87%,241.31,13d 7h 16m,13d 7h 16m
BTCUSDT Perpetual,0,160.83%,643.34,22d 7h 12m,22d 7h 12m
LINKUSDT Perpetual,1,158.27%,23.79,11d 23h 40m,11d 23h 40m
OGNUSDT Perpetual,0,157.71%,27.60,15d 16h 35m,15d 16h 35m
XEMUSDT Perpetual,26,157.69%,31.54,11d 6h 52m,11d 6h 52m
UNIUSDT Perpetual,0,156.37%,423.78,1y 54d 19h 37m,1y 54d 19h 37m
CRVUSDT Perpetual,0,154.63%,145.17,62d 11h 59m,62d 11h 59m
DASHUSDT Perpetual,0,154.54%,10.51,24d 16h 37m,24d 16h 37m
BTCUSDT Perpetual,2,154.10%,129.60,7d 15h 40m,7d 15h 40m
LITUSDT Perpetual,0,153.93%,384.84,26d 1h 53m,26d 1h 53m
XRPUSDT Perpetual,0,153.46%,7.67,24d 22h 5m,24d 22h 5m
ETHUSDT Perpetual,2,151.78%,5.31,1d 17h 10m,1d 17h 10m
ETHBUSD Perpetual,0,151.36%,146.83,30d 7h 51m,30d 7h 51m
MATICUSDT Perpetual,0,151.18%,71.06,41d 42m,41d 42m
1000LUNCBUSD Perpetual,0,149.83%,14983.94,16d 1h 39m,16d 1h 39m
APEBUSD Perpetual,0,149.80%,1872.55,32d 22h 34m,32d 22h 34m
SANDUSDT Perpetual,0,148.28%,74.14,52d 15h 13m,52d 15h 13m
WAVESUSDT Perpetual,0,147.29%,736.49,25d 21h 13m,25d 21h 13m
PEOPLEUSDT Perpetual,0,147.20%,294.41,32d 6h 13m,32d 6h 13m
CHZUSDT Perpetual,0,147.10%,77.02,19d 16h 1m,19d 16h 1m
STORJUSDT Perpetual,0,145.86%,4.38,10d 19h 7m,10d 19h 7m
LITUSDT Perpetual,0,145.60%,43.68,25d 9h 40m,25d 9h 40m
BNBBUSD Perpetual,7,145.24%,1870.74,62d 20h 41m,62d 20h 41m
BTCBUSD Perpetual,7,145.05%,207.43,25d 11h 20m,25d 11h 20m
WAVESUSDT Perpetual,0,145.02%,145.02,61d 11h 38m,61d 11h 38m
APEBUSD Perpetual,0,143.66%,119.37,14d 2h 57m,14d 2h 57m
ETHUSDT Perpetual,1,143.53%,14.48,30d 13h 11m,30d 13h 11m
ZENUSDT Perpetual,0,143.50%,380.28,1y 64d 3h 29m,1y 64d 3h 29m
BTCBUSD Perpetual,0,143.30%,1433.10,27d 16h 43m,27d 16h 43m
LUNA2BUSD Perpetual,2,141.15%,6.20,33d 3h 25m,33d 3h 25m
CHZUSDT Perpetual,0,139.74%,53.16,56d 7h 9m,56d 7h 9m
AXSUSDT Perpetual,0,139.42%,195.20,28d 7h 46m,28d 7h 46m
MTLUSDT Perpetual,0,139.23%,41.77,24d 5h 42m,24d 5h 42m
1000SHIBUSDT Perpetual,0,139.06%,41.72,23d 22h 8m,23d 22h 8m
SOLUSDT Perpetual,0,139.00%,278.02,28d 23h 38m,28d 23h 38m
PEOPLEUSDT Perpetual,0,138.19%,29.89,23d 13h 36m,23d 13h 36m
DOGEUSDT Perpetual,1,138.07%,111.18,32d 8h 23m,32d 8h 23m
BTCUSDT Perpetual,0,138.03%,55.21,25d 11h 59m,25d 11h 59m
ETHBUSD Perpetual,2,136.92%,2.53,18d 9h 18m,18d 9h 18m
TLMBUSD Perpetual,0,136.64%,136.64,13d 22h 57m,13d 22h 57m
SOLBUSD Perpetual,2,135.57%,71.88,25d 7h 54m,25d 7h 54m
BNBUSDT Perpetual,0,135.43%,180.58,13d 1h 27m,13d 1h 27m
CELRUSDT Perpetual,0,135.17%,202.76,12d 23h 47m,12d 23h 47m
LUNA2BUSD Perpetual,1,134.96%,148.46,30d 1h 3m,30d 1h 3m
ETHUSDT Perpetual,1,134.94%,33.74,26d 15h 38m,26d 15h 38m
SOLBUSD Perpetual,0,134.65%,1734.41,32d 7h 19m,32d 7h 19m
LITUSDT Perpetual,0,133.64%,24.30,25d 3h 13m,25d 3h 13m
BTCBUSD Perpetual,0,133.27%,1328.05,25d 5h 30m,25d 5h 30m
1000SHIBUSDT Perpetual,1,132.85%,33.21,22d 17h 25m,22d 17h 25m
AVAXBUSD Perpetual,0,132.62%,19.89,28d 22h 50m,28d 22h 50m
XRPUSDT Perpetual,0,132.37%,41.70,1y 42d 4h 21m,1y 42d 4h 21m
RVNUSDT Perpetual,0,131.62%,13.16,27d 11h 29m,27d 11h 29m
ANCBUSD Perpetual,2,131.56%,13156.88,24d 6h 51m,24d 6h 51m
WAVESUSDT Perpetual,0,130.29%,65.15,44d 18h 3m,44d 18h 3m
ADABUSD Perpetual,0,130.14%,1676.29,61d 18h 33m,61d 18h 33m
SUSHIUSDT Perpetual,0,129.96%,1299.67,31d 2h 49m,31d 2h 49m
LTCUSDT Perpetual,0,129.79%,25.96,27d 17h 37m,27d 17h 37m
GMTBUSD Perpetual,3,129.71%,2.72,19d 22h 42m,19d 22h 42m
SOLUSDT Perpetual,0,129.19%,21.51,17d 13h 35m,17d 13h 35m
TLMBUSD Perpetual,0,128.58%,31.37,16d 5h 34m,16d 5h 34m
WAVESUSDT Perpetual,0,128.53%,77.12,24d 15h 55m,24d 15h 55m
BTCUSDT Perpetual,1,128.36%,295.23,17d 20h 37m,17d 20h 37m
SNXUSDT Perpetual,0,128.10%,28.18,15d 8h 37m,15d 8h 37m
MATICUSDT Perpetual,0,127.88%,6.39,1y 50d 14h 40m,1y 50d 14h 40m
BTCUSDT Perpetual,0,127.88%,19.18,16d 1h 36m,16d 1h 36m
SUSHIUSDT Perpetual,0,127.56%,15.18,29d 14h 11m,29d 14h 11m
APEUSDT Perpetual,0,126.51%,13.92,17d 9h 56m,17d 9h 56m
DOTUSDT Perpetual,0,126.50%,19.29,21d 16h 10m,21d 16h 10m
UNFIUSDT Perpetual,1,125.06%,125.07,11d 19h 54m,11d 19h 54m
BTCUSDT Perpetual,0,124.95%,7.50,10d 59m,10d 59m
BNBUSDT Perpetual,3,123.77%,43.10,30d 12h 27m,30d 12h 27m
1000SHIBUSDT Perpetual,0,122.36%,15.96,19d 21h 41m,19d 21h 41m
BTCBUSD Perpetual,0,122.35%,244.72,24d 12h 45m,24d 12h 45m
ANTUSDT Perpetual,0,121.91%,18.29,28d 3h 24m,28d 3h 24m
TLMBUSD Perpetual,0,121.74%,30.44,34d 29m,34d 29m
CRVUSDT Perpetual,0,121.50%,30.38,47d 17h 45m,47d 17h 45m
DODOBUSD Perpetual,2,121.18%,12118.65,47d 1h 52m,47d 1h 52m
1000SHIBUSDT Perpetual,0,120.73%,241.47,21d 5h 44m,21d 5h 44m
BTCUSDT Perpetual,0,120.56%,6.03,16d 4h 14m,16d 4h 14m
ETHUSDT Perpetual,0,120.18%,48.07,28d 17h 14m,28d 17h 14m
PEOPLEUSDT Perpetual,6,120.14%,2402.86,16d 17h 32m,16d 17h 32m
ETHUSDT Perpetual,0,119.38%,119.39,24d 12h 36m,24d 12h 36m
AVAXBUSD Perpetual,0,119.10%,178.66,28d 4h 52m,28d 4h 52m
GMTUSDT Perpetual,0,118.00%,83.78,17d 22h 9m,17d 22h 9m
GALBUSD Perpetual,0,117.95%,294.89,28d 16h 41m,28d 16h 41m
BNXUSDT Perpetual,2,117.94%,8846.02,30d 16h 44m,30d 16h 44m
ADAUSDT Perpetual,0,117.78%,35.34,1y 58d 2h 47m,1y 58d 2h 47m
ADAUSDT Perpetual,2,117.34%,1525.46,42d 12h 57m,42d 12h 57m
BNBUSDT Perpetual,0,116.95%,3.51,45d 16h 2m,45d 16h 2m
ANTUSDT Perpetual,0,116.86%,8.18,27d 19h 9m,27d 19h 9m
DOGEUSDT Perpetual,0,116.75%,16.81,49d 14m,49d 14m
ADAUSDT Perpetual,0,116.26%,23.79,28d 20h 22m,28d 20h 22m
TRXUSDT Perpetual,0,116.22%,231.29,63d 20h 49m,63d 20h 49m
ETHUSDT Perpetual,0,116.04%,54.08,30d 12h 20m,30d 12h 20m
ADAUSDT Perpetual,0,115.07%,8.15,13d 16h 14m,13d 16h 14m
XRPUSDT Perpetual,0,115.05%,57.53,13d 9h 30m,13d 9h 30m
APEBUSD Perpetual,0,114.91%,5.75,17d 14h 43m,17d 14h 43m
SNXUSDT Perpetual,0,114.41%,28.44,9d 12h 45m,9d 12h 45m
GMTBUSD Perpetual,1,114.40%,36.61,24d 3h 34m,24d 3h 34m
MATICUSDT Perpetual,4,114.27%,48.04,21d 8h 47m,21d 8h 47m
1000LUNCBUSD Perpetual,0,114.26%,1142.68,15d 2h 4m,15d 2h 4m
LUNA2BUSD Perpetual,4,113.95%,170.93,28d 8h 23m,28d 8h 23m
ETHUSDT Perpetual,0,113.80%,288.23,23d 15m,23d 15m
ALGOUSDT Perpetual,1,113.69%,73.90,32d 19h 52m,32d 19h 52m
ICPBUSD Perpetual,0,113.11%,1131.10,33d 22h 42m,33d 22h 42m
ICPBUSD Perpetual,0,112.16%,1402.04,33d 22h 29m,33d 22h 29m
PEOPLEUSDT Perpetual,1,112.13%,224.96,52d 17h 53m,52d 17h 53m
DUSKUSDT Perpetual,0,111.36%,278.42,30d 6h 26m,30d 6h 26m
APEBUSD Perpetual,0,110.74%,12.86,12d 14h 4m,12d 14h 4m
DOTUSDT Perpetual,0,110.56%,81.65,29d 5h 10m,29d 5h 10m
APEBUSD Perpetual,0,110.54%,11.05,21d 3h 42m,21d 3h 42m
1000SHIBUSDT Perpetual,0,110.40%,11.12,22d 8h 51m,22d 8h 51m
BTCBUSD Perpetual,0,109.59%,157.82,26d 18h 55m,26d 18h 55m
SRMUSDT Perpetual,0,108.59%,32.57,4d 19h 24m,4d 19h 24m
XRPUSDT Perpetual,0,108.54%,5.83,11d 16h 51m,11d 16h 51m
PEOPLEUSDT Perpetual,0,108.35%,21.67,22d 15h 42m,22d 15h 42m
BNBUSDT Perpetual,0,107.88%,5.61,21d 8h 11m,21d 8h 11m
BTCUSDT Perpetual,0,107.58%,161.37,13d 21h 48m,13d 21h 48m
ETHUSDT Perpetual,1,107.35%,3.06,19d 17h 45m,19d 17h 45m
ADABUSD Perpetual,1,107.06%,321.18,36d 13h 22m,36d 13h 22m
DOTBUSD Perpetual,0,106.91%,320.75,35d 14h 30m,35d 14h 30m
SKLUSDT Perpetual,0,106.30%,37.21,30d 11h 25m,30d 11h 25m
1000SHIBUSDT Perpetual,0,105.87%,11.04,44d 15h 33m,44d 15h 33m
BTCUSDT Perpetual,0,105.58%,105.58,25d 54m,25d 54m
BTCUSDT Perpetual,0,105.44%,21.90,23d 17h 12m,23d 17h 12m
LTCUSDT Perpetual,0,105.31%,60.34,63d 19h 51m,63d 19h 51m
SANDUSDT Perpetual,0,105.09%,525.45,31d 5h 40m,31d 5h 40m
ATOMUSDT Perpetual,0,104.73%,488.51,28d 14h 44m,28d 14h 44m
HNTUSDT Perpetual,0,104.53%,41.81,45d 15h 54m,45d 15h 54m
EOSUSDT Perpetual,0,104.14%,15.62,30d 23h 20m,30d 23h 20m
LUNA2BUSD Perpetual,0,103.79%,376.25,26d 14h 5m,26d 14h 5m
ETCUSDT Perpetual,0,103.09%,151.56,120d 18h 54m,120d 18h 54m
XMRUSDT Perpetual,0,102.45%,149.58,120d 18h 56m,120d 18h 56m
REEFUSDT Perpetual,0,102.31%,14.32,51d 23h 24m,51d 23h 24m
1000LUNCBUSD Perpetual,0,102.14%,1021.50,16d 20h 22m,16d 20h 22m
GALAUSDT Perpetual,0,101.60%,4.46,18d 18h 5m,18d 18h 5m
TRBUSDT Perpetual,0,101.19%,11.64,30d 15h 42m,30d 15h 42m
ADAUSDT Perpetual,0,101.05%,6.06,13d 3h 42m,13d 3h 42m
NKNUSDT Perpetual,0,101.00%,24.24,45d 21h 24m,45d 21h 24m
ETHBUSD Perpetual,0,100.83%,50.42,22d 17h 24m,22d 17h 24m
ALICEUSDT Perpetual,0,100.78%,503.91,62d 20h,62d 20h
BTCBUSD Perpetual,0,100.27%,1002.71,23d 16h 55m,23d 16h 55m
SRMUSDT Perpetual,2,100.14%,4.01,4d 16h 14m,4d 16h 14m
ETHBUSD Perpetual,0,99.96%,18.99,15d 10h 9m,15d 10h 9m
BTCBUSD Perpetual,0,99.91%,32.96,17d 6h 47m,17d 6h 47m
DYDXUSDT Perpetual,0,98.99%,494.99,8d 20h 23m,8d 20h 23m
BTCUSDT Perpetual,2,98.86%,1186.44,28d 22h 25m,28d 22h 25m
DOGEBUSD Perpetual,0,98.45%,14.27,172d 15h 4m,172d 15h 4m
BTCBUSD Perpetual,0,98.29%,209.37,29d 10m,29d 10m
ETHUSDT Perpetual,0,98.03%,14.63,29d 5h 46m,29d 5h 46m
ETHBUSD Perpetual,0,97.94%,18.61,16d 5h 58m,16d 5h 58m
XTZUSDT Perpetual,0,97.88%,29.36,11d 1h 46m,11d 1h 46m
NEOUSDT Perpetual,0,97.71%,1221.49,63d 15h 53m,63d 15h 53m
AXSUSDT Perpetual,0,97.66%,3027.57,40d 1h 48m,40d 1h 48m
SANDUSDT Perpetual,0,97.22%,14.58,15d 14h 20m,15d 14h 20m
GTCUSDT Perpetual,0,97.21%,680.47,47d 1h 52m,47d 1h 52m
NEOUSDT Perpetual,0,96.68%,241.72,30d 7h 28m,30d 7h 28m
LINKUSDT Perpetual,1,96.58%,5.52,8d 1h 3m,8d 1h 3m
BTCBUSD Perpetual,0,96.53%,72.56,30d 10h 22m,30d 10h 22m
SOLBUSD Perpetual,0,96.50%,1930.17,33d 16h 18m,33d 16h 18m
1000SHIBUSDT Perpetual,0,96.27%,48.14,22d 5h 57m,22d 5h 57m
MANAUSDT Perpetual,0,95.75%,9.43,30d 1h 50m,30d 1h 50m
WAVESUSDT Perpetual,0,95.65%,239.13,1y 69d 3h 17m,1y 69d 3h 17m
ETHUSDT Perpetual,0,95.53%,23.88,23d 14h 8m,23d 14h 8m
GALAUSDT Perpetual,0,95.05%,327.39,31d 55m,31d 55m
SRMUSDT Perpetual,1,94.61%,946.14,15d 13h 57m,15d 13h 57m
UNFIUSDT Perpetual,0,94.40%,188.81,27d 13h 51m,27d 13h 51m
LTCUSDT Perpetual,0,94.16%,941.61,227d 18h 33m,227d 18h 33m
NEARUSDT Perpetual,0,94.15%,53.67,29d 1h 15m,29d 1h 15m
DODOBUSD Perpetual,0,94.08%,940.84,31d 1h 22m,31d 1h 22m
