cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,439,1443.27%,4329.84,1y 57d 23h 6m,1y 57d 23h 6m
ADAUSDT Perpetual,876,1389.46%,166.74,64d 22h,64d 22h
ETHUSDT Perpetual,198,1330.65%,3991.97,1y 57d 23h 27m,1y 57d 23h 27m
DOGEUSDT Perpetual,72,1025.57%,178.45,1y 3d 14h 31m,1y 3d 14h 31m
CHZUSDT Perpetual,17,962.91%,2458.81,1y 31d 13h 27m,1y 31d 13h 27m
BAKEUSDT Perpetual,17,949.03%,94.90,51d 14h 11m,51d 14h 11m
ETHUSDT Perpetual,9,902.72%,2229.73,1y 57d 5h 39m,1y 57d 5h 39m
TRXUSDT Perpetual,53,884.01%,185.64,157d 23h 14m,157d 23h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,351d 23h 49m,351d 23h 49m
ETHUSDT Perpetual,0,776.89%,2113.15,1y 56d 14h 40m,1y 56d 14h 40m
ANKRUSDT Perpetual,11,775.51%,77.55,323d 8h 49m,323d 8h 49m
UNFIUSDT Perpetual,67,753.12%,150.63,31d 19h 25m,31d 19h 25m
XMRUSDT Perpetual,7,746.15%,4476.92,161d 1h 25m,161d 1h 25m
XMRUSDT Perpetual,0,660.63%,1321.26,1y 27d 17h 44m,1y 27d 17h 44m
BTCUSDT Perpetual,36,640.73%,44.85,1y 35d 7h 11m,1y 35d 7h 11m
MATICUSDT Perpetual,2,625.48%,43.10,45d 10h 20m,45d 10h 20m
API3USDT Perpetual,19,600.76%,120.15,40d 11h 45m,40d 11h 45m
BTCUSDT Perpetual,12,527.25%,142.36,24d 5h 20m,24d 5h 20m
BTCUSDT Perpetual,7,525.83%,141.98,24d 5h 20m,24d 5h 20m
UNIUSDT Perpetual,0,509.44%,1594.57,1y 30d 13h 14m,1y 30d 13h 14m
CRVUSDT Perpetual,0,502.72%,235.28,33d 15h 11m,33d 15h 11m
BTCUSDT Perpetual,4,447.58%,223.79,1y 89d 10h 21m,1y 89d 10h 21m
LTCUSDT Perpetual,1,445.45%,1331.90,1y 30d 13h 11m,1y 30d 13h 11m
ZECUSDT Perpetual,0,414.28%,207.14,142d 1h 40m,142d 1h 40m
KNCUSDT Perpetual,4,413.71%,413.72,24d 5h 4m,24d 5h 4m
GMTUSDT Perpetual,13,413.43%,24.81,19d 19h 9m,19d 19h 9m
PEOPLEUSDT Perpetual,10,407.65%,33.71,45d 17h 8m,45d 17h 8m
BTCUSDT Perpetual,7,396.56%,263.00,32d 5h 39m,32d 5h 39m
ZRXUSDT Perpetual,9,390.23%,19.51,18d 9h 27m,18d 9h 27m
ADAUSDT Perpetual,1,364.36%,24.56,65d 10m,65d 10m
LTCUSDT Perpetual,0,360.53%,93.27,248d 8h 34m,248d 8h 34m
LINKUSDT Perpetual,1,359.34%,290.35,64d 16h 9m,64d 16h 9m
KNCUSDT Perpetual,0,357.15%,892.89,1y 71d 22h 47m,1y 71d 22h 47m
BLZUSDT Perpetual,0,348.82%,104.65,156d 12h 59m,156d 12h 59m
ETHUSDT Perpetual,0,348.18%,31.34,21d 15h 46m,21d 15h 46m
ETHUSDT Perpetual,2,346.93%,55.51,20d 22h 10m,20d 22h 10m
GMTUSDT Perpetual,7,328.70%,493.06,16d 16h 27m,16d 16h 27m
EOSUSDT Perpetual,0,324.27%,648.55,33d 4h 52m,33d 4h 52m
ETHBUSD Perpetual,3,321.36%,5.95,20d 4h 18m,20d 4h 18m
EOSUSDT Perpetual,2,321.33%,96.40,17d 13h 27m,17d 13h 27m
APEUSDT Perpetual,0,320.61%,32.06,17d 21h 52m,17d 21h 52m
XEMUSDT Perpetual,28,319.54%,63.91,13d 1h 53m,13d 1h 53m
TRXUSDT Perpetual,2,318.48%,407.67,179d 20h 53m,179d 20h 53m
1000SHIBUSDT Perpetual,5,316.72%,31.67,21d 10h 13m,21d 10h 13m
TRXUSDT Perpetual,0,312.27%,156.14,105d 13h 41m,105d 13h 41m
ARUSDT Perpetual,0,307.48%,276.74,142d 1h 44m,142d 1h 44m
AVAXUSDT Perpetual,0,307.43%,676.35,240d 11h 38m,240d 11h 38m
ALPHAUSDT Perpetual,1,299.45%,8.09,24d 17h 40m,24d 17h 40m
SNXUSDT Perpetual,47,295.85%,17.99,25d 8h 6m,25d 8h 6m
SOLUSDT Perpetual,3,295.40%,24.43,28d 10h 56m,28d 10h 56m
ANTUSDT Perpetual,0,292.55%,43.88,29d 22h 24m,29d 22h 24m
TRBUSDT Perpetual,5,290.53%,149.48,35d 13h 35m,35d 13h 35m
DOTUSDT Perpetual,0,289.22%,15.24,30d 17h 15m,30d 17h 15m
UNIUSDT Perpetual,0,285.90%,48.60,62d 19h 51m,62d 19h 51m
ETHUSDT Perpetual,10,283.87%,40.51,32d 17h 30m,32d 17h 30m
TLMBUSD Perpetual,1,280.71%,421.08,29d 23h 25m,29d 23h 25m
JASMYUSDT Perpetual,0,279.07%,13.40,32d 9h 37m,32d 9h 37m
KSMUSDT Perpetual,0,275.68%,463.16,34d 10h 58m,34d 10h 58m
DOTUSDT Perpetual,2,272.95%,824.34,65d 15h 15m,65d 15h 15m
AXSUSDT Perpetual,2,270.55%,142.20,26d 5h 37m,26d 5h 37m
APEBUSD Perpetual,1,262.80%,5.12,20d 4h 20m,20d 4h 20m
1000XECUSDT Perpetual,1,262.13%,13.11,23d 49m,23d 49m
BTSUSDT Perpetual,1,259.87%,262.47,55d 4h 42m,55d 4h 42m
