cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,388,1415.24%,4245.73,1y 53d 21h 6m,1y 53d 21h 6m
ADAUSDT Perpetual,721,1362.66%,163.52,60d 20h,60d 20h
ETHUSDT Perpetual,175,1270.48%,3811.47,1y 53d 21h 27m,1y 53d 21h 27m
DOGEUSDT Perpetual,62,1025.21%,178.39,364d 12h 31m,364d 12h 31m
CHZUSDT Perpetual,17,972.39%,2483.01,1y 27d 11h 27m,1y 27d 11h 27m
TRXUSDT Perpetual,49,872.52%,183.23,153d 21h 14m,153d 21h 14m
BAKEUSDT Perpetual,12,828.38%,82.84,47d 12h 11m,47d 12h 11m
ETHUSDT Perpetual,0,820.71%,2027.16,1y 53d 3h 39m,1y 53d 3h 39m
ALICEUSDT Perpetual,10,819.16%,737.25,347d 21h 49m,347d 21h 49m
ANKRUSDT Perpetual,7,773.32%,77.33,319d 6h 48m,319d 6h 48m
UNFIUSDT Perpetual,55,730.38%,146.08,27d 17h 24m,27d 17h 24m
XMRUSDT Perpetual,5,709.52%,4257.14,156d 23h 25m,156d 23h 25m
ETHUSDT Perpetual,0,706.29%,1921.13,1y 52d 12h 40m,1y 52d 12h 40m
BTCUSDT Perpetual,29,640.73%,44.85,1y 31d 5h 11m,1y 31d 5h 11m
API3USDT Perpetual,19,587.49%,117.50,36d 9h 45m,36d 9h 45m
XMRUSDT Perpetual,0,584.67%,1169.34,1y 23d 15h 44m,1y 23d 15h 44m
CRVUSDT Perpetual,0,502.72%,235.28,29d 13h 11m,29d 13h 11m
BTCUSDT Perpetual,3,442.47%,221.24,1y 85d 8h 21m,1y 85d 8h 21m
LTCUSDT Perpetual,1,427.38%,1277.88,1y 26d 11h 11m,1y 26d 11h 11m
UNIUSDT Perpetual,0,412.40%,1290.84,1y 26d 11h 13m,1y 26d 11h 13m
BTCUSDT Perpetual,5,398.05%,107.48,20d 3h 20m,20d 3h 20m
ZECUSDT Perpetual,0,393.42%,196.71,137d 23h 40m,137d 23h 40m
BTCUSDT Perpetual,2,389.70%,105.22,20d 3h 20m,20d 3h 20m
PEOPLEUSDT Perpetual,8,386.62%,31.97,41d 15h 8m,41d 15h 8m
DUSKUSDT Perpetual,4,377.66%,22.28,28d 15h 52m,28d 15h 52m
LTCUSDT Perpetual,0,360.53%,93.27,244d 6h 34m,244d 6h 34m
ADAUSDT Perpetual,1,357.11%,24.07,60d 22h 10m,60d 22h 10m
KNCUSDT Perpetual,0,344.18%,860.45,1y 67d 20h 46m,1y 67d 20h 46m
LINKUSDT Perpetual,1,336.89%,272.21,60d 14h 9m,60d 14h 9m
BLZUSDT Perpetual,0,321.58%,96.47,152d 10h 59m,152d 10h 59m
ETHUSDT Perpetual,4,319.17%,45.55,28d 15h 30m,28d 15h 30m
TRXUSDT Perpetual,2,309.81%,396.56,175d 18h 53m,175d 18h 53m
AVAXUSDT Perpetual,0,307.43%,676.35,236d 9h 38m,236d 9h 38m
TRXUSDT Perpetual,0,306.46%,153.23,101d 11h 41m,101d 11h 41m
TRBUSDT Perpetual,4,298.85%,153.76,31d 11h 35m,31d 11h 35m
ZRXUSDT Perpetual,7,294.92%,14.75,14d 7h 27m,14d 7h 27m
BTCUSDT Perpetual,7,289.63%,192.09,28d 3h 39m,28d 3h 39m
BTSUSDT Perpetual,0,288.90%,37.56,21d 22h 14m,21d 22h 14m
SOLUSDT Perpetual,2,287.21%,23.75,24d 8h 55m,24d 8h 55m
ARUSDT Perpetual,0,280.88%,252.79,137d 23h 44m,137d 23h 44m
EOSUSDT Perpetual,0,280.56%,561.12,29d 2h 52m,29d 2h 52m
