cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,750,1533.37%,4600.13,1y 71d 9h 8m,1y 71d 9h 8m
ETHUSDT Perpetual,399,1508.20%,4524.61,1y 71d 9h 29m,1y 71d 9h 29m
BAKEUSDT Perpetual,126,1311.35%,131.14,65d 14m,65d 14m
ADAUSDT Perpetual,1560,1303.57%,156.43,78d 8h 2m,78d 8h 2m
ETHUSDT Perpetual,22,1215.23%,3001.62,1y 70d 15h 41m,1y 70d 15h 41m
ETHUSDT Perpetual,1,1043.22%,2837.57,1y 70d 42m,1y 70d 42m
CHZUSDT Perpetual,35,1042.19%,2661.24,1y 44d 23h 29m,1y 44d 23h 29m
DOGEUSDT Perpetual,158,1028.95%,179.04,1y 17d 33m,1y 17d 33m
UNFIUSDT Perpetual,146,1023.17%,204.64,45d 5h 27m,45d 5h 27m
TRXUSDT Perpetual,75,905.18%,190.09,171d 9h 16m,171d 9h 16m
XMRUSDT Perpetual,3,825.69%,1651.39,1y 41d 3h 46m,1y 41d 3h 46m
ALICEUSDT Perpetual,24,819.16%,737.25,1y 9h 51m,1y 9h 51m
XMRUSDT Perpetual,15,812.57%,4875.48,174d 11h 27m,174d 11h 27m
ANKRUSDT Perpetual,20,792.75%,79.28,336d 18h 51m,336d 18h 51m
UNIUSDT Perpetual,0,683.69%,2139.98,1y 43d 23h 16m,1y 43d 23h 16m
MATICUSDT Perpetual,9,628.70%,43.32,58d 20h 22m,58d 20h 22m
BTCUSDT Perpetual,22,616.91%,409.14,45d 15h 41m,45d 15h 41m
APEUSDT Perpetual,2,568.31%,284.16,73d 5h 36m,73d 5h 36m
DOTUSDT Perpetual,4,513.12%,1549.65,79d 1h 17m,79d 1h 17m
LTCUSDT Perpetual,4,510.60%,1526.70,1y 43d 23h 13m,1y 43d 23h 13m
CRVUSDT Perpetual,3,502.72%,235.28,47d 1h 13m,47d 1h 13m
ANTUSDT Perpetual,1,497.35%,74.60,43d 8h 26m,43d 8h 26m
DOTUSDT Perpetual,3,496.00%,75.64,36d 21h 12m,36d 21h 12m
BTCUSDT Perpetual,6,465.86%,232.93,1y 102d 20h 23m,1y 102d 20h 23m
ZECUSDT Perpetual,2,444.23%,222.12,155d 11h 42m,155d 11h 42m
LINKUSDT Perpetual,1,437.27%,353.31,78d 2h 12m,78d 2h 12m
SANDUSDT Perpetual,2,433.63%,130.09,60d 20h 55m,60d 20h 55m
BLZUSDT Perpetual,0,424.98%,127.50,169d 23h 1m,169d 23h 1m
LTCUSDT Perpetual,0,412.29%,236.25,79d 53m,79d 53m
MASKUSDT Perpetual,0,410.98%,821.98,38d 13h 3m,38d 13h 3m
MANAUSDT Perpetual,1,393.08%,78.62,49d 1h 6m,49d 1h 6m
ADAUSDT Perpetual,9,392.71%,26.47,78d 10h 12m,78d 10h 12m
TRBUSDT Perpetual,5,387.72%,199.48,48d 23h 38m,48d 23h 38m
FTMBUSD Perpetual,5,383.89%,42.23,51d 14h 13m,51d 14h 13m
KNCUSDT Perpetual,2,383.62%,959.05,1y 85d 8h 49m,1y 85d 8h 49m
KSMUSDT Perpetual,0,371.87%,773.51,79d 1h 2m,79d 1h 2m
SANDUSDT Perpetual,0,367.91%,31.27,64d 18h 29m,64d 18h 29m
LINKUSDT Perpetual,1,360.69%,1803.46,80d 11h 56m,80d 11h 56m
LTCUSDT Perpetual,2,360.53%,93.27,261d 18h 36m,261d 18h 36m
ADAUSDT Perpetual,2,354.98%,4614.80,57d 17h 59m,57d 17h 59m
