cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,402,1401.67%,4205.04,1y 55d 8h 6m,1y 55d 8h 6m
ADAUSDT Perpetual,766,1386.30%,166.36,62d 7h,62d 7h
ETHUSDT Perpetual,181,1241.68%,3725.04,1y 55d 8h 27m,1y 55d 8h 27m
DOGEUSDT Perpetual,65,1023.23%,178.04,1y 23h 31m,1y 23h 31m
CHZUSDT Perpetual,17,912.21%,2329.35,1y 28d 22h 27m,1y 28d 22h 27m
TRXUSDT Perpetual,50,866.95%,182.06,155d 8h 13m,155d 8h 13m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 8h 49m,349d 8h 49m
ETHUSDT Perpetual,0,782.39%,1932.51,1y 54d 14h 38m,1y 54d 14h 38m
ANKRUSDT Perpetual,10,761.20%,76.12,320d 17h 48m,320d 17h 48m
XMRUSDT Perpetual,6,681.54%,4089.28,158d 10h 25m,158d 10h 25m
ETHUSDT Perpetual,0,673.37%,1831.59,1y 53d 23h 39m,1y 53d 23h 39m
API3USDT Perpetual,19,651.59%,130.32,37d 20h 45m,37d 20h 45m
BTCUSDT Perpetual,34,640.73%,44.85,1y 32d 16h 11m,1y 32d 16h 11m
UNFIUSDT Perpetual,60,620.69%,124.14,29d 4h 24m,29d 4h 24m
XMRUSDT Perpetual,0,525.90%,1051.82,1y 25d 2h 43m,1y 25d 2h 43m
CRVUSDT Perpetual,0,502.72%,235.28,31d 11m,31d 11m
BAKEUSDT Perpetual,15,451.40%,45.14,48d 23h 11m,48d 23h 11m
BTCUSDT Perpetual,3,438.09%,219.05,1y 86d 19h 20m,1y 86d 19h 20m
LTCUSDT Perpetual,1,414.08%,1238.10,1y 27d 22h 11m,1y 27d 22h 11m
UNIUSDT Perpetual,0,398.51%,1247.36,1y 27d 22h 13m,1y 27d 22h 13m
PEOPLEUSDT Perpetual,9,380.79%,31.49,43d 2h 8m,43d 2h 8m
DUSKUSDT Perpetual,5,371.37%,21.91,30d 2h 52m,30d 2h 52m
ZECUSDT Perpetual,0,371.32%,185.66,139d 10h 40m,139d 10h 40m
LTCUSDT Perpetual,0,360.53%,93.27,245d 17h 34m,245d 17h 34m
BTCUSDT Perpetual,7,350.92%,94.75,21d 14h 19m,21d 14h 19m
ADAUSDT Perpetual,1,348.44%,23.49,62d 9h 10m,62d 9h 10m
BTCUSDT Perpetual,3,343.18%,92.66,21d 14h 20m,21d 14h 20m
