cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,387,1423.89%,4271.70,1y 53d 17h 6m,1y 53d 17h 6m
ADAUSDT Perpetual,716,1355.46%,162.66,60d 16h,60d 16h
ETHUSDT Perpetual,175,1283.60%,3850.81,1y 53d 17h 27m,1y 53d 17h 27m
DOGEUSDT Perpetual,61,1025.77%,178.48,364d 8h 31m,364d 8h 31m
CHZUSDT Perpetual,17,963.14%,2459.39,1y 27d 7h 27m,1y 27d 7h 27m
TRXUSDT Perpetual,49,872.25%,183.17,153d 17h 14m,153d 17h 14m
ETHUSDT Perpetual,0,838.76%,2071.74,1y 52d 23h 39m,1y 52d 23h 39m
ALICEUSDT Perpetual,9,819.16%,737.25,347d 17h 49m,347d 17h 49m
BAKEUSDT Perpetual,12,816.79%,81.68,47d 8h 11m,47d 8h 11m
ANKRUSDT Perpetual,6,773.43%,77.34,319d 2h 48m,319d 2h 48m
UNFIUSDT Perpetual,54,759.03%,151.81,27d 13h 24m,27d 13h 24m
ETHUSDT Perpetual,0,721.82%,1963.37,1y 52d 8h 39m,1y 52d 8h 39m
XMRUSDT Perpetual,5,705.80%,4234.83,156d 19h 25m,156d 19h 25m
BTCUSDT Perpetual,28,640.73%,44.85,1y 31d 1h 11m,1y 31d 1h 11m
XMRUSDT Perpetual,0,577.31%,1154.62,1y 23d 11h 43m,1y 23d 11h 43m
API3USDT Perpetual,16,561.62%,112.32,36d 5h 45m,36d 5h 45m
CRVUSDT Perpetual,0,502.72%,235.28,29d 9h 11m,29d 9h 11m
BTCUSDT Perpetual,3,444.41%,222.21,1y 85d 4h 21m,1y 85d 4h 21m
LTCUSDT Perpetual,1,433.22%,1295.34,1y 26d 7h 11m,1y 26d 7h 11m
UNIUSDT Perpetual,0,421.73%,1320.02,1y 26d 7h 13m,1y 26d 7h 13m
BTCUSDT Perpetual,5,414.54%,111.93,19d 23h 19m,19d 23h 19m
BTCUSDT Perpetual,2,408.27%,110.23,19d 23h 20m,19d 23h 20m
ZECUSDT Perpetual,0,408.04%,204.02,137d 19h 40m,137d 19h 40m
PEOPLEUSDT Perpetual,8,385.43%,31.88,41d 11h 8m,41d 11h 8m
DUSKUSDT Perpetual,3,377.36%,22.26,28d 11h 52m,28d 11h 52m
LTCUSDT Perpetual,0,360.53%,93.27,244d 2h 34m,244d 2h 34m
ADAUSDT Perpetual,1,358.35%,24.15,60d 18h 10m,60d 18h 10m
KNCUSDT Perpetual,0,348.19%,870.48,1y 67d 16h 46m,1y 67d 16h 46m
LINKUSDT Perpetual,1,342.64%,276.86,60d 10h 9m,60d 10h 9m
BLZUSDT Perpetual,0,333.26%,99.98,152d 6h 59m,152d 6h 59m
BTCUSDT Perpetual,7,318.66%,211.34,27d 23h 39m,27d 23h 39m
ETHUSDT Perpetual,4,310.90%,44.37,28d 11h 29m,28d 11h 29m
TRXUSDT Perpetual,2,309.69%,396.41,175d 14h 53m,175d 14h 53m
AVAXUSDT Perpetual,0,307.43%,676.35,236d 5h 37m,236d 5h 37m
KNCUSDT Perpetual,3,306.57%,306.57,19d 23h 4m,19d 23h 4m
TRXUSDT Perpetual,0,306.40%,153.20,101d 7h 41m,101d 7h 41m
ZRXUSDT Perpetual,7,304.76%,15.24,14d 3h 27m,14d 3h 27m
ETHUSDT Perpetual,5,304.64%,9.14,13d 14h 51m,13d 14h 51m
TRBUSDT Perpetual,4,292.27%,150.38,31d 7h 35m,31d 7h 35m
EOSUSDT Perpetual,0,289.68%,579.37,28d 22h 52m,28d 22h 52m
SOLUSDT Perpetual,2,287.21%,23.75,24d 4h 55m,24d 4h 55m
ARUSDT Perpetual,0,281.73%,253.56,137d 19h 44m,137d 19h 44m
MATICUSDT Perpetual,0,280.93%,19.36,41d 4h 20m,41d 4h 20m
BTSUSDT Perpetual,0,277.71%,36.10,21d 18h 14m,21d 18h 14m
SNXUSDT Perpetual,43,277.33%,16.86,21d 2h 6m,21d 2h 6m
UNIUSDT Perpetual,0,265.69%,45.17,58d 13h 51m,58d 13h 51m
ETHUSDT Perpetual,0,259.09%,11.66,21d 9h 24m,21d 9h 24m
GMTUSDT Perpetual,5,258.60%,387.90,12d 10h 27m,12d 10h 27m
1000SHIBUSDT Perpetual,5,257.77%,25.78,17d 4h 13m,17d 4h 13m
THETAUSDT Perpetual,0,255.07%,102.03,27d 9h 31m,27d 9h 31m
MASKUSDT Perpetual,0,251.52%,503.05,20d 21h,20d 21h
LINKUSDT Perpetual,0,250.24%,1251.24,62d 19h 54m,62d 19h 54m
ETHBUSD Perpetual,14,249.82%,302.28,25d 11h 16m,25d 11h 16m
FLMUSDT Perpetual,1,247.56%,32.21,17d 36m,17d 36m
DOTUSDT Perpetual,0,244.84%,12.90,26d 11h 15m,26d 11h 15m
BTCBUSD Perpetual,14,244.80%,20.00,23d 14h 38m,23d 14h 38m
AXSUSDT Perpetual,1,244.43%,128.48,21d 23h 37m,21d 23h 37m
TLMBUSD Perpetual,0,244.36%,366.54,25d 17h 25m,25d 17h 25m
ETHUSDT Perpetual,0,243.23%,1.39,8d 2h 10m,8d 2h 10m
DOTUSDT Perpetual,2,240.47%,726.25,61d 9h 15m,61d 9h 15m
