cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,412,1420.35%,4261.05,1y 55d 18h 6m,1y 55d 18h 6m
ADAUSDT Perpetual,785,1386.80%,166.42,62d 17h,62d 17h
ETHUSDT Perpetual,182,1269.58%,3808.76,1y 55d 18h 27m,1y 55d 18h 27m
DOGEUSDT Perpetual,67,1024.70%,178.30,1y 1d 9h 31m,1y 1d 9h 31m
CHZUSDT Perpetual,17,932.42%,2380.95,1y 29d 8h 27m,1y 29d 8h 27m
TRXUSDT Perpetual,51,876.72%,184.11,155d 18h 14m,155d 18h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 18h 49m,349d 18h 49m
ETHUSDT Perpetual,0,818.01%,2020.49,1y 55d 39m,1y 55d 39m
ANKRUSDT Perpetual,10,768.04%,76.80,321d 3h 48m,321d 3h 48m
ETHUSDT Perpetual,0,703.96%,1914.78,1y 54d 9h 39m,1y 54d 9h 39m
XMRUSDT Perpetual,6,694.02%,4164.17,158d 20h 25m,158d 20h 25m
UNFIUSDT Perpetual,62,664.88%,132.98,29d 14h 24m,29d 14h 24m
BAKEUSDT Perpetual,15,662.80%,66.28,49d 9h 11m,49d 9h 11m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 2h 11m,1y 33d 2h 11m
API3USDT Perpetual,19,635.14%,127.03,38d 6h 45m,38d 6h 45m
XMRUSDT Perpetual,0,548.07%,1096.16,1y 25d 12h 44m,1y 25d 12h 44m
CRVUSDT Perpetual,0,502.72%,235.28,31d 10h 11m,31d 10h 11m
UNIUSDT Perpetual,0,446.91%,1398.85,1y 28d 8h 13m,1y 28d 8h 13m
BTCUSDT Perpetual,3,442.21%,221.11,1y 87d 5h 21m,1y 87d 5h 21m
BTCUSDT Perpetual,8,441.51%,119.21,22d 20m,22d 20m
BTCUSDT Perpetual,3,440.79%,119.01,22d 20m,22d 20m
LTCUSDT Perpetual,1,426.95%,1276.60,1y 28d 8h 11m,1y 28d 8h 11m
MATICUSDT Perpetual,1,407.45%,28.07,43d 5h 20m,43d 5h 20m
PEOPLEUSDT Perpetual,9,402.10%,33.25,43d 12h 8m,43d 12h 8m
DUSKUSDT Perpetual,5,388.51%,22.92,30d 12h 52m,30d 12h 52m
ZECUSDT Perpetual,0,386.15%,193.08,139d 20h 40m,139d 20h 40m
LTCUSDT Perpetual,0,360.53%,93.27,246d 3h 34m,246d 3h 34m
ADAUSDT Perpetual,1,356.77%,24.05,62d 19h 10m,62d 19h 10m
KNCUSDT Perpetual,0,346.65%,866.65,1y 69d 17h 46m,1y 69d 17h 46m
LINKUSDT Perpetual,1,336.94%,272.25,62d 11h 9m,62d 11h 9m
ETHUSDT Perpetual,9,329.60%,47.04,30d 12h 29m,30d 12h 29m
BLZUSDT Perpetual,0,326.94%,98.08,154d 7h 59m,154d 7h 59m
KNCUSDT Perpetual,3,322.12%,322.12,22d 4m,22d 4m
TRXUSDT Perpetual,2,312.46%,399.96,177d 15h 53m,177d 15h 53m
TRXUSDT Perpetual,0,308.47%,154.24,103d 8h 41m,103d 8h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 6h 38m,238d 6h 38m
GMTUSDT Perpetual,6,306.70%,460.06,14d 11h 27m,14d 11h 27m
ETHUSDT Perpetual,1,305.27%,305.28,12d 15h 35m,12d 15h 35m
BTCUSDT Perpetual,7,303.94%,201.58,30d 39m,30d 39m
ETHBUSD Perpetual,16,301.30%,364.58,27d 12h 16m,27d 12h 16m
TRBUSDT Perpetual,5,295.44%,152.01,33d 8h 35m,33d 8h 35m
SOLUSDT Perpetual,3,295.40%,24.43,26d 5h 55m,26d 5h 55m
ETHUSDT Perpetual,5,289.76%,8.69,15d 15h 51m,15d 15h 51m
UNIUSDT Perpetual,0,285.53%,48.54,60d 14h 51m,60d 14h 51m
ARUSDT Perpetual,0,284.55%,256.10,139d 20h 44m,139d 20h 44m
SNXUSDT Perpetual,45,281.70%,17.13,23d 3h 6m,23d 3h 6m
1000SHIBUSDT Perpetual,5,281.57%,28.16,19d 5h 13m,19d 5h 13m
EOSUSDT Perpetual,0,276.81%,553.63,30d 23h 52m,30d 23h 52m
APEUSDT Perpetual,0,275.26%,27.53,15d 16h 52m,15d 16h 52m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 4h 37m,30d 4h 37m
TLMBUSD Perpetual,1,273.35%,410.03,27d 18h 25m,27d 18h 25m
BTCBUSD Perpetual,15,273.08%,22.31,25d 15h 38m,25d 15h 38m
1000SHIBUSDT Perpetual,16,265.02%,21.20,20d 19h 54m,20d 19h 54m
ZRXUSDT Perpetual,8,254.45%,12.72,16d 4h 27m,16d 4h 27m
AXSUSDT Perpetual,1,248.59%,130.66,24d 37m,24d 37m
1000XECUSDT Perpetual,1,245.28%,12.26,20d 19h 48m,20d 19h 48m
IOSTUSDT Perpetual,2,244.67%,13.70,30d 5h 44m,30d 5h 44m
LINKUSDT Perpetual,0,240.47%,1202.35,64d 20h 54m,64d 20h 54m
EOSUSDT Perpetual,2,238.01%,71.40,15d 8h 27m,15d 8h 27m
BNBUSDT Perpetual,0,237.56%,593.92,1y 78d 16h 19m,1y 78d 16h 19m
SNXUSDT Perpetual,1,235.78%,29.03,13d 17h 51m,13d 17h 51m
APEBUSD Perpetual,0,235.11%,4.58,17d 23h 20m,17d 23h 20m
ANCBUSD Perpetual,4,232.02%,69.61,24d 2h 15m,24d 2h 15m
AVAXUSDT Perpetual,0,229.52%,130.46,24d 38m,24d 38m
BTCUSDT Perpetual,1,225.02%,23.94,19d 18h 11m,19d 18h 11m
