cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,411,1416.70%,4250.12,1y 55d 15h 6m,1y 55d 15h 6m
ADAUSDT Perpetual,781,1387.45%,166.50,62d 14h,62d 14h
ETHUSDT Perpetual,182,1265.43%,3796.31,1y 55d 15h 27m,1y 55d 15h 27m
DOGEUSDT Perpetual,66,1024.21%,178.21,1y 1d 6h 31m,1y 1d 6h 31m
CHZUSDT Perpetual,17,927.60%,2368.65,1y 29d 5h 27m,1y 29d 5h 27m
TRXUSDT Perpetual,51,876.11%,183.98,155d 15h 14m,155d 15h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 15h 49m,349d 15h 49m
ETHUSDT Perpetual,0,812.53%,2006.95,1y 54d 21h 39m,1y 54d 21h 39m
ANKRUSDT Perpetual,10,765.07%,76.51,321d 48m,321d 48m
ETHUSDT Perpetual,0,699.24%,1901.95,1y 54d 6h 39m,1y 54d 6h 39m
XMRUSDT Perpetual,6,689.91%,4139.51,158d 17h 25m,158d 17h 25m
UNFIUSDT Perpetual,61,648.50%,129.70,29d 11h 24m,29d 11h 24m
BTCUSDT Perpetual,36,640.73%,44.85,1y 32d 23h 11m,1y 32d 23h 11m
API3USDT Perpetual,19,640.31%,128.06,38d 3h 45m,38d 3h 45m
BAKEUSDT Perpetual,15,592.74%,59.27,49d 6h 11m,49d 6h 11m
XMRUSDT Perpetual,0,540.37%,1080.76,1y 25d 9h 43m,1y 25d 9h 43m
CRVUSDT Perpetual,0,502.72%,235.28,31d 7h 11m,31d 7h 11m
BTCUSDT Perpetual,3,441.12%,220.56,1y 87d 2h 21m,1y 87d 2h 21m
UNIUSDT Perpetual,0,427.33%,1337.57,1y 28d 5h 13m,1y 28d 5h 13m
LTCUSDT Perpetual,1,424.45%,1269.11,1y 28d 5h 11m,1y 28d 5h 11m
BTCUSDT Perpetual,7,423.71%,114.40,21d 21h 19m,21d 21h 19m
BTCUSDT Perpetual,3,421.84%,113.90,21d 21h 20m,21d 21h 20m
PEOPLEUSDT Perpetual,9,397.05%,32.84,43d 9h 8m,43d 9h 8m
DUSKUSDT Perpetual,5,384.56%,22.69,30d 9h 52m,30d 9h 52m
ZECUSDT Perpetual,0,383.27%,191.64,139d 17h 40m,139d 17h 40m
LTCUSDT Perpetual,0,360.53%,93.27,246d 34m,246d 34m
ADAUSDT Perpetual,1,354.44%,23.89,62d 16h 10m,62d 16h 10m
KNCUSDT Perpetual,0,344.86%,862.17,1y 69d 14h 46m,1y 69d 14h 46m
LINKUSDT Perpetual,1,331.81%,268.11,62d 8h 9m,62d 8h 9m
ETHUSDT Perpetual,9,331.10%,47.25,30d 9h 29m,30d 9h 29m
MATICUSDT Perpetual,1,324.46%,22.36,43d 2h 20m,43d 2h 20m
BLZUSDT Perpetual,0,318.76%,95.63,154d 4h 59m,154d 4h 59m
TRXUSDT Perpetual,2,312.06%,399.44,177d 12h 53m,177d 12h 53m
KNCUSDT Perpetual,3,308.41%,308.41,21d 21h 4m,21d 21h 4m
TRXUSDT Perpetual,0,308.03%,154.02,103d 5h 41m,103d 5h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 3h 38m,238d 3h 38m
ETHBUSD Perpetual,16,307.42%,371.98,27d 9h 16m,27d 9h 16m
ETHUSDT Perpetual,1,306.64%,306.64,12d 12h 35m,12d 12h 35m
GMTUSDT Perpetual,6,303.63%,455.45,14d 8h 27m,14d 8h 27m
TRBUSDT Perpetual,5,303.58%,156.20,33d 5h 35m,33d 5h 35m
SOLUSDT Perpetual,3,295.40%,24.43,26d 2h 55m,26d 2h 55m
BTCUSDT Perpetual,7,284.56%,188.73,29d 21h 39m,29d 21h 39m
ARUSDT Perpetual,0,283.72%,255.35,139d 17h 44m,139d 17h 44m
UNIUSDT Perpetual,0,281.58%,47.87,60d 11h 51m,60d 11h 51m
BTCBUSD Perpetual,15,274.91%,22.46,25d 12h 38m,25d 12h 38m
SNXUSDT Perpetual,45,274.79%,16.71,23d 6m,23d 6m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 1h 37m,30d 1h 37m
1000SHIBUSDT Perpetual,5,274.33%,27.43,19d 2h 13m,19d 2h 13m
TLMBUSD Perpetual,1,272.72%,409.08,27d 15h 25m,27d 15h 25m
1000SHIBUSDT Perpetual,14,268.56%,21.49,20d 16h 54m,20d 16h 54m
EOSUSDT Perpetual,0,266.06%,532.13,30d 20h 52m,30d 20h 52m
ETHUSDT Perpetual,5,265.13%,7.95,15d 12h 51m,15d 12h 51m
APEUSDT Perpetual,0,264.38%,26.44,15d 13h 52m,15d 13h 52m
THETAUSDT Perpetual,0,264.08%,105.63,29d 7h 31m,29d 7h 31m
AXSUSDT Perpetual,1,243.82%,128.15,23d 21h 37m,23d 21h 37m
1000XECUSDT Perpetual,1,243.29%,12.16,20d 16h 48m,20d 16h 48m
IOSTUSDT Perpetual,2,242.25%,13.57,30d 2h 44m,30d 2h 44m
SNXUSDT Perpetual,1,242.01%,29.79,13d 14h 51m,13d 14h 51m
AVAXUSDT Perpetual,0,238.03%,135.30,23d 21h 38m,23d 21h 38m
BNBUSDT Perpetual,0,236.82%,592.07,1y 78d 13h 19m,1y 78d 13h 19m
LINKUSDT Perpetual,0,235.79%,1178.97,64d 17h 54m,64d 17h 54m
ANCBUSD Perpetual,4,230.47%,69.14,23d 23h 15m,23d 23h 15m
APEBUSD Perpetual,0,225.15%,4.39,17d 20h 20m,17d 20h 20m
KSMUSDT Perpetual,0,219.97%,369.56,32d 2h 57m,32d 2h 57m
EOSUSDT Perpetual,2,219.57%,65.87,15d 5h 27m,15d 5h 27m
API3USDT Perpetual,0,219.57%,27.23,14d 5h 24m,14d 5h 24m
ALPHAUSDT Perpetual,0,218.87%,5.91,22d 9h 40m,22d 9h 40m
ZRXUSDT Perpetual,8,218.58%,10.93,16d 1h 27m,16d 1h 27m
GMTUSDT Perpetual,6,218.03%,8.70,30d 16h 13m,30d 16h 13m
NEARUSDT Perpetual,1,217.13%,113.82,23d 22h 12m,23d 22h 12m
ATOMUSDT Perpetual,0,217.11%,73.82,232d 14h 4m,232d 14h 4m
MATICUSDT Perpetual,4,216.96%,91.21,20d 19h 47m,20d 19h 47m
SUSHIUSDT Perpetual,1,213.56%,76.88,52d 13h 55m,52d 13h 55m
ADAUSDT Perpetual,0,212.64%,35.34,165d 22h 37m,165d 22h 37m
ZILUSDT Perpetual,0,211.16%,2.32,93d 21h 22m,93d 21h 22m
CHZUSDT Perpetual,0,210.54%,21.05,20d 15h 10m,20d 15h 10m
PEOPLEUSDT Perpetual,0,207.63%,1038.19,47d 8h 47m,47d 8h 47m
ETHUSDT Perpetual,1,203.71%,24.12,29d 20h 30m,29d 20h 30m
XMRUSDT Perpetual,1,203.24%,443.07,117d 11h 49m,117d 11h 49m
STORJUSDT Perpetual,0,197.69%,59.31,23d 11h 30m,23d 11h 30m
THETAUSDT Perpetual,0,197.58%,198.57,28d 13h 30m,28d 13h 30m
MANAUSDT Perpetual,1,196.61%,39.32,33d 7h 4m,33d 7h 4m
MATICUSDT Perpetual,1,196.08%,31.37,50d 9h 13m,50d 9h 13m
ETHUSDT Perpetual,0,194.96%,17.55,19d 7h 46m,19d 7h 46m
BATUSDT Perpetual,0,194.31%,23.32,26d 8h 28m,26d 8h 28m
MATICUSDT Perpetual,0,192.07%,24.70,19d 15h 33m,19d 15h 33m
UNFIUSDT Perpetual,0,191.39%,19.14,14d 4h 41m,14d 4h 41m
AVAXUSDT Perpetual,1,191.00%,185.27,47d 11h 39m,47d 11h 39m
HNTUSDT Perpetual,1,189.97%,39.89,34d 22h 33m,34d 22h 33m
MASKUSDT Perpetual,0,188.26%,376.52,22d 19h,22d 19h
BTCUSDT Perpetual,1,187.32%,19.93,19d 15h 11m,19d 15h 11m
XRPUSDT Perpetual,2,186.49%,11.39,30d 10h 8m,30d 10h 8m
XRPUSDT Perpetual,17,185.97%,23246.99,1y 52d 4h 17m,1y 52d 4h 17m
IOTXUSDT Perpetual,0,185.89%,13.29,29d 6h 31m,29d 6h 31m
SOLUSDT Perpetual,0,183.82%,91.91,24d 20h 41m,24d 20h 41m
