cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,412,1420.09%,4260.30,1y 55d 17h 6m,1y 55d 17h 6m
ADAUSDT Perpetual,783,1386.59%,166.39,62d 16h,62d 16h
ETHUSDT Perpetual,182,1270.84%,3812.54,1y 55d 17h 27m,1y 55d 17h 27m
DOGEUSDT Perpetual,66,1024.43%,178.25,1y 1d 8h 31m,1y 1d 8h 31m
CHZUSDT Perpetual,17,932.99%,2382.41,1y 29d 7h 27m,1y 29d 7h 27m
TRXUSDT Perpetual,51,877.55%,184.29,155d 17h 14m,155d 17h 14m
ETHUSDT Perpetual,0,819.66%,2024.56,1y 54d 23h 39m,1y 54d 23h 39m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 17h 49m,349d 17h 49m
ANKRUSDT Perpetual,10,767.50%,76.75,321d 2h 48m,321d 2h 48m
ETHUSDT Perpetual,0,705.38%,1918.64,1y 54d 8h 40m,1y 54d 8h 40m
XMRUSDT Perpetual,6,695.51%,4173.06,158d 19h 25m,158d 19h 25m
UNFIUSDT Perpetual,62,659.58%,131.92,29d 13h 25m,29d 13h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 1h 11m,1y 33d 1h 11m
BAKEUSDT Perpetual,15,634.87%,63.49,49d 8h 11m,49d 8h 11m
API3USDT Perpetual,19,634.78%,126.96,38d 5h 45m,38d 5h 45m
XMRUSDT Perpetual,0,550.69%,1101.39,1y 25d 11h 44m,1y 25d 11h 44m
CRVUSDT Perpetual,0,502.72%,235.28,31d 9h 11m,31d 9h 11m
BTCUSDT Perpetual,8,445.77%,120.36,21d 23h 20m,21d 23h 20m
BTCUSDT Perpetual,3,444.85%,120.11,21d 23h 20m,21d 23h 20m
BTCUSDT Perpetual,3,442.60%,221.30,1y 87d 4h 21m,1y 87d 4h 21m
UNIUSDT Perpetual,0,432.94%,1355.10,1y 28d 7h 13m,1y 28d 7h 13m
LTCUSDT Perpetual,1,427.77%,1279.05,1y 28d 7h 11m,1y 28d 7h 11m
PEOPLEUSDT Perpetual,9,400.16%,33.09,43d 11h 8m,43d 11h 8m
DUSKUSDT Perpetual,5,387.60%,22.87,30d 11h 52m,30d 11h 52m
ZECUSDT Perpetual,0,387.26%,193.63,139d 19h 40m,139d 19h 40m
LTCUSDT Perpetual,0,360.53%,93.27,246d 2h 34m,246d 2h 34m
ADAUSDT Perpetual,1,356.06%,24.00,62d 18h 10m,62d 18h 10m
MATICUSDT Perpetual,1,353.50%,24.36,43d 4h 20m,43d 4h 20m
KNCUSDT Perpetual,0,347.10%,867.77,1y 69d 16h 46m,1y 69d 16h 46m
LINKUSDT Perpetual,1,337.50%,272.70,62d 10h 9m,62d 10h 9m
ETHUSDT Perpetual,9,329.03%,46.95,30d 11h 30m,30d 11h 30m
BLZUSDT Perpetual,0,325.40%,97.62,154d 6h 59m,154d 6h 59m
KNCUSDT Perpetual,3,325.27%,325.27,21d 23h 4m,21d 23h 4m
TRXUSDT Perpetual,2,313.24%,400.95,177d 14h 53m,177d 14h 53m
BTCUSDT Perpetual,7,309.93%,205.55,29d 23h 39m,29d 23h 39m
TRXUSDT Perpetual,0,308.95%,154.48,103d 7h 41m,103d 7h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 5h 38m,238d 5h 38m
GMTUSDT Perpetual,6,305.03%,457.56,14d 10h 27m,14d 10h 27m
ETHUSDT Perpetual,1,303.97%,303.97,12d 14h 35m,12d 14h 35m
TRBUSDT Perpetual,5,302.51%,155.64,33d 7h 35m,33d 7h 35m
ETHBUSD Perpetual,16,298.46%,361.14,27d 11h 16m,27d 11h 16m
ETHUSDT Perpetual,5,296.55%,8.90,15d 14h 51m,15d 14h 51m
SOLUSDT Perpetual,3,295.40%,24.43,26d 4h 55m,26d 4h 55m
ARUSDT Perpetual,0,284.35%,255.92,139d 19h 44m,139d 19h 44m
1000SHIBUSDT Perpetual,5,283.39%,28.34,19d 4h 13m,19d 4h 13m
UNIUSDT Perpetual,0,283.23%,48.15,60d 13h 51m,60d 13h 51m
SNXUSDT Perpetual,45,280.15%,17.03,23d 2h 6m,23d 2h 6m
EOSUSDT Perpetual,0,277.43%,554.87,30d 22h 52m,30d 22h 52m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 3h 37m,30d 3h 37m
TLMBUSD Perpetual,1,273.43%,410.16,27d 17h 25m,27d 17h 25m
APEUSDT Perpetual,0,273.08%,27.31,15d 15h 52m,15d 15h 52m
BTCBUSD Perpetual,15,272.25%,22.24,25d 14h 38m,25d 14h 38m
THETAUSDT Perpetual,0,264.08%,105.63,29d 9h 31m,29d 9h 31m
1000SHIBUSDT Perpetual,15,261.46%,20.92,20d 18h 54m,20d 18h 54m
ZRXUSDT Perpetual,8,253.11%,12.66,16d 3h 27m,16d 3h 27m
AXSUSDT Perpetual,1,247.24%,129.95,23d 23h 37m,23d 23h 37m
1000XECUSDT Perpetual,1,245.28%,12.26,20d 18h 48m,20d 18h 48m
IOSTUSDT Perpetual,2,244.61%,13.70,30d 4h 44m,30d 4h 44m
LINKUSDT Perpetual,0,241.02%,1205.14,64d 19h 54m,64d 19h 54m
EOSUSDT Perpetual,2,238.77%,71.63,15d 7h 27m,15d 7h 27m
BNBUSDT Perpetual,0,237.50%,593.75,1y 78d 15h 19m,1y 78d 15h 19m
SNXUSDT Perpetual,1,236.69%,29.14,13d 16h 51m,13d 16h 51m
BTCUSDT Perpetual,1,235.75%,25.08,19d 17h 11m,19d 17h 11m
AVAXUSDT Perpetual,0,233.42%,132.68,23d 23h 38m,23d 23h 38m
ANCBUSD Perpetual,4,231.43%,69.43,24d 1h 15m,24d 1h 15m
APEBUSD Perpetual,0,231.19%,4.51,17d 22h 20m,17d 22h 20m
KSMUSDT Perpetual,0,221.55%,372.22,32d 4h 58m,32d 4h 58m
API3USDT Perpetual,0,219.57%,27.23,14d 7h 24m,14d 7h 24m
ATOMUSDT Perpetual,0,219.22%,74.54,232d 16h 4m,232d 16h 4m
ALPHAUSDT Perpetual,0,218.87%,5.91,22d 11h 40m,22d 11h 40m
GMTUSDT Perpetual,6,218.03%,8.70,30d 18h 13m,30d 18h 13m
NEARUSDT Perpetual,1,217.98%,114.27,24d 12m,24d 12m
SUSHIUSDT Perpetual,1,215.03%,77.41,52d 15h 55m,52d 15h 55m
ADAUSDT Perpetual,0,212.64%,35.34,166d 37m,166d 37m
XMRUSDT Perpetual,1,211.90%,461.96,117d 13h 49m,117d 13h 49m
ETHUSDT Perpetual,0,211.82%,19.06,19d 9h 46m,19d 9h 46m
ZILUSDT Perpetual,0,211.16%,2.32,93d 23h 22m,93d 23h 22m
PEOPLEUSDT Perpetual,0,208.96%,1044.81,47d 10h 47m,47d 10h 47m
ETHUSDT Perpetual,1,207.76%,24.60,29d 22h 30m,29d 22h 30m
CHZUSDT Perpetual,0,205.39%,20.54,20d 17h 10m,20d 17h 10m
MATICUSDT Perpetual,0,200.22%,25.75,19d 17h 33m,19d 17h 33m
MATICUSDT Perpetual,1,199.65%,31.95,50d 11h 13m,50d 11h 13m
MATICUSDT Perpetual,4,199.52%,83.88,20d 21h 47m,20d 21h 47m
STORJUSDT Perpetual,0,198.61%,59.59,23d 13h 30m,23d 13h 30m
MANAUSDT Perpetual,1,197.26%,39.45,33d 9h 4m,33d 9h 4m
THETAUSDT Perpetual,0,195.79%,196.78,28d 15h 30m,28d 15h 30m
MASKUSDT Perpetual,0,195.28%,390.57,22d 21h,22d 21h
AVAXUSDT Perpetual,1,195.03%,189.18,47d 13h 39m,47d 13h 39m
HNTUSDT Perpetual,1,193.69%,40.68,35d 33m,35d 33m
UNFIUSDT Perpetual,0,193.34%,19.33,14d 6h 41m,14d 6h 41m
SANDUSDT Perpetual,1,192.81%,57.85,45d 4h 53m,45d 4h 53m
GMTUSDT Perpetual,7,191.52%,11.49,17d 13h 9m,17d 13h 9m
LINKUSDT Perpetual,0,191.29%,104.56,21d 4h 48m,21d 4h 48m
BATUSDT Perpetual,0,189.53%,22.74,26d 10h 28m,26d 10h 28m
XRPUSDT Perpetual,17,189.28%,23660.33,1y 52d 6h 17m,1y 52d 6h 17m
SOLBUSD Perpetual,1,188.29%,941.45,33d 11h 58m,33d 11h 58m
DOTUSDT Perpetual,0,187.67%,9.89,28d 11h 15m,28d 11h 15m
IOTXUSDT Perpetual,0,186.92%,13.37,29d 8h 31m,29d 8h 31m
DOTUSDT Perpetual,2,185.64%,560.65,63d 9h 15m,63d 9h 15m
XRPUSDT Perpetual,2,185.05%,11.31,30d 12h 8m,30d 12h 8m
ETHUSDT Perpetual,1,184.18%,29.47,18d 16h 9m,18d 16h 9m
SANDUSDT Perpetual,0,183.67%,15.61,49d 2h 27m,49d 2h 27m
SOLUSDT Perpetual,0,181.30%,90.65,24d 22h 41m,24d 22h 41m
MASKUSDT Perpetual,0,180.96%,27.15,20d 19h 38m,20d 19h 38m
BTSUSDT Perpetual,1,179.78%,181.58,52d 22h 42m,52d 22h 42m
ETHUSDT Perpetual,0,179.15%,179.16,22d 4h 41m,22d 4h 41m
LINKUSDT Perpetual,0,178.68%,11.92,12d 18h 46m,12d 18h 46m
SNXUSDT Perpetual,0,177.60%,52.55,15d 14h 15m,15d 14h 15m
LINKUSDT Perpetual,0,176.97%,70.79,24d 21h 27m,24d 21h 27m
LTCUSDT Perpetual,0,175.84%,626.02,1y 40d 11h 48m,1y 40d 11h 48m
BTCBUSD Perpetual,1,175.40%,122.79,21d 23h 27m,21d 23h 27m
BTCBUSD Perpetual,0,174.92%,122.45,21d 23h 28m,21d 23h 28m
BCHUSDT Perpetual,0,174.91%,10.29,27d 15h 19m,27d 15h 19m
THETAUSDT Perpetual,0,174.23%,43.56,12d 13h 19m,12d 13h 19m
CVCUSDT Perpetual,0,174.19%,43.55,29d 15h 36m,29d 15h 36m
XEMUSDT Perpetual,26,173.94%,34.79,10d 19h 52m,10d 19h 52m
MATICUSDT Perpetual,0,173.81%,33.41,41d 35m,41d 35m
STORJUSDT Perpetual,0,172.53%,37.96,24d 16h 9m,24d 16h 9m
BTCUSDT Perpetual,2,169.54%,127.68,15d 23h 38m,15d 23h 38m
