cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,542,1476.10%,4428.32,1y 62d 23h 8m,1y 62d 23h 8m
ETHUSDT Perpetual,251,1436.06%,4308.19,1y 62d 23h 29m,1y 62d 23h 29m
ADAUSDT Perpetual,1103,1377.07%,165.25,69d 22h 2m,69d 22h 2m
ETHUSDT Perpetual,0,1095.15%,219.03,35d 5h 40m,35d 5h 40m
ETHUSDT Perpetual,13,1077.80%,2662.18,1y 62d 5h 41m,1y 62d 5h 41m
DOGEUSDT Perpetual,93,1028.70%,178.99,1y 8d 14h 33m,1y 8d 14h 33m
BAKEUSDT Perpetual,52,1006.54%,100.65,56d 14h 14m,56d 14h 14m
CHZUSDT Perpetual,24,965.47%,2465.33,1y 36d 13h 29m,1y 36d 13h 29m
ETHUSDT Perpetual,0,925.02%,2516.07,1y 61d 14h 42m,1y 61d 14h 42m
TRXUSDT Perpetual,56,891.05%,187.12,162d 23h 16m,162d 23h 16m
ALICEUSDT Perpetual,15,819.16%,737.25,356d 23h 51m,356d 23h 51m
UNFIUSDT Perpetual,95,795.70%,159.14,36d 19h 27m,36d 19h 27m
ANKRUSDT Perpetual,12,788.16%,78.82,328d 8h 51m,328d 8h 51m
XMRUSDT Perpetual,7,782.14%,4692.84,166d 1h 28m,166d 1h 28m
XMRUSDT Perpetual,1,738.28%,1476.58,1y 32d 17h 46m,1y 32d 17h 46m
BTCUSDT Perpetual,46,640.73%,44.85,1y 40d 7h 13m,1y 40d 7h 13m
MATICUSDT Perpetual,5,628.70%,43.32,50d 10h 22m,50d 10h 22m
BTCUSDT Perpetual,9,551.82%,365.97,37d 5h 41m,37d 5h 41m
BTCUSDT Perpetual,27,542.25%,146.41,29d 5h 22m,29d 5h 22m
ZRXUSDT Perpetual,14,539.26%,26.96,23d 9h 30m,23d 9h 30m
UNIUSDT Perpetual,0,510.37%,1597.48,1y 35d 13h 16m,1y 35d 13h 16m
CRVUSDT Perpetual,0,502.72%,235.28,38d 15h 13m,38d 15h 13m
LTCUSDT Perpetual,1,473.66%,1416.27,1y 35d 13h 13m,1y 35d 13h 13m
EOSUSDT Perpetual,4,467.77%,140.33,22d 13h 30m,22d 13h 30m
PEOPLEUSDT Perpetual,12,467.31%,38.65,50d 17h 10m,50d 17h 10m
BTCUSDT Perpetual,5,460.01%,230.01,1y 94d 10h 23m,1y 94d 10h 23m
ZECUSDT Perpetual,0,421.51%,210.76,147d 1h 43m,147d 1h 43m
DOTUSDT Perpetual,0,412.05%,21.72,35d 17h 17m,35d 17h 17m
LINKUSDT Perpetual,1,401.81%,324.67,69d 16h 12m,69d 16h 12m
EOSUSDT Perpetual,0,396.82%,793.65,38d 4h 55m,38d 4h 55m
DOTUSDT Perpetual,0,393.30%,59.98,28d 11h 12m,28d 11h 12m
ADAUSDT Perpetual,3,390.54%,26.32,70d 13m,70d 13m
TRBUSDT Perpetual,5,387.39%,199.32,40d 13h 38m,40d 13h 38m
DOTUSDT Perpetual,2,386.06%,1165.93,70d 15h 17m,70d 15h 17m
SNXUSDT Perpetual,69,372.30%,22.64,30d 8h 8m,30d 8h 8m
BLZUSDT Perpetual,0,372.07%,111.62,161d 13h 1m,161d 13h 1m
KNCUSDT Perpetual,0,361.59%,904.00,1y 76d 22h 49m,1y 76d 22h 49m
LTCUSDT Perpetual,2,360.53%,93.27,253d 8h 37m,253d 8h 37m
SANDUSDT Perpetual,1,347.56%,104.27,52d 10h 56m,52d 10h 56m
ANTUSDT Perpetual,0,331.80%,49.77,34d 22h 26m,34d 22h 26m
