cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,414,1434.58%,4303.77,1y 55d 21h 6m,1y 55d 21h 6m
ADAUSDT Perpetual,796,1381.13%,165.74,62d 20h,62d 20h
ETHUSDT Perpetual,183,1282.54%,3847.62,1y 55d 21h 27m,1y 55d 21h 27m
DOGEUSDT Perpetual,68,1024.97%,178.35,1y 1d 12h 31m,1y 1d 12h 31m
CHZUSDT Perpetual,17,950.18%,2426.29,1y 29d 11h 27m,1y 29d 11h 27m
TRXUSDT Perpetual,51,880.03%,184.81,155d 21h 14m,155d 21h 14m
BAKEUSDT Perpetual,15,850.27%,85.03,49d 12h 11m,49d 12h 11m
ETHUSDT Perpetual,0,835.26%,2063.10,1y 55d 3h 39m,1y 55d 3h 39m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 21h 49m,349d 21h 49m
ANKRUSDT Perpetual,10,771.73%,77.17,321d 6h 48m,321d 6h 48m
ETHUSDT Perpetual,0,718.81%,1955.18,1y 54d 12h 39m,1y 54d 12h 39m
XMRUSDT Perpetual,6,700.32%,4201.97,158d 23h 25m,158d 23h 25m
UNFIUSDT Perpetual,62,689.89%,137.98,29d 17h 24m,29d 17h 24m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 5h 11m,1y 33d 5h 11m
API3USDT Perpetual,19,615.11%,123.02,38d 9h 45m,38d 9h 45m
XMRUSDT Perpetual,0,559.86%,1119.73,1y 25d 15h 44m,1y 25d 15h 44m
MATICUSDT Perpetual,1,507.89%,34.99,43d 8h 20m,43d 8h 20m
CRVUSDT Perpetual,0,502.72%,235.28,31d 13h 11m,31d 13h 11m
BTCUSDT Perpetual,9,475.05%,128.26,22d 3h 20m,22d 3h 20m
BTCUSDT Perpetual,4,474.66%,128.16,22d 3h 20m,22d 3h 20m
UNIUSDT Perpetual,0,454.74%,1423.35,1y 28d 11h 13m,1y 28d 11h 13m
BTCUSDT Perpetual,3,444.84%,222.42,1y 87d 8h 21m,1y 87d 8h 21m
LTCUSDT Perpetual,1,431.91%,1291.44,1y 28d 11h 11m,1y 28d 11h 11m
PEOPLEUSDT Perpetual,9,407.56%,33.71,43d 15h 8m,43d 15h 8m
DUSKUSDT Perpetual,5,394.79%,23.29,30d 15h 52m,30d 15h 52m
ZECUSDT Perpetual,0,392.42%,196.21,139d 23h 40m,139d 23h 40m
GMTUSDT Perpetual,7,373.03%,22.38,17d 17h 9m,17d 17h 9m
ADAUSDT Perpetual,1,361.66%,24.38,62d 22h 10m,62d 22h 10m
LTCUSDT Perpetual,0,360.53%,93.27,246d 6h 34m,246d 6h 34m
ETHUSDT Perpetual,5,357.20%,10.72,15d 18h 51m,15d 18h 51m
KNCUSDT Perpetual,0,348.54%,871.35,1y 69d 20h 46m,1y 69d 20h 46m
BTCUSDT Perpetual,7,346.67%,229.91,30d 3h 39m,30d 3h 39m
LINKUSDT Perpetual,1,345.39%,279.08,62d 14h 9m,62d 14h 9m
KNCUSDT Perpetual,3,337.03%,337.04,22d 3h 4m,22d 3h 4m
BLZUSDT Perpetual,0,336.60%,100.98,154d 10h 59m,154d 10h 59m
ETHUSDT Perpetual,10,323.19%,46.12,30d 15h 29m,30d 15h 29m
TRXUSDT Perpetual,2,315.35%,403.66,177d 18h 53m,177d 18h 53m
TRXUSDT Perpetual,0,310.47%,155.24,103d 11h 41m,103d 11h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 9h 38m,238d 9h 38m
BTCUSDT Perpetual,1,304.48%,32.40,19d 21h 11m,19d 21h 11m
SNXUSDT Perpetual,46,300.06%,18.24,23d 6h 6m,23d 6h 6m
GMTUSDT Perpetual,6,298.70%,448.06,14d 14h 27m,14d 14h 27m
APEUSDT Perpetual,0,297.33%,29.73,15d 19h 52m,15d 19h 52m
SOLUSDT Perpetual,3,295.40%,24.43,26d 8h 55m,26d 8h 55m
EOSUSDT Perpetual,0,294.98%,589.96,31d 2h 52m,31d 2h 52m
TRBUSDT Perpetual,5,293.15%,150.83,33d 11h 35m,33d 11h 35m
ETHUSDT Perpetual,1,291.24%,291.24,12d 18h 35m,12d 18h 35m
1000SHIBUSDT Perpetual,5,290.70%,29.07,19d 8h 13m,19d 8h 13m
ARUSDT Perpetual,0,289.36%,260.43,139d 23h 44m,139d 23h 44m
UNIUSDT Perpetual,0,285.90%,48.60,60d 17h 51m,60d 17h 51m
ZRXUSDT Perpetual,8,282.39%,14.12,16d 7h 27m,16d 7h 27m
ETHBUSD Perpetual,16,278.03%,336.42,27d 15h 16m,27d 15h 16m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 7h 37m,30d 7h 37m
TLMBUSD Perpetual,1,270.03%,405.05,27d 21h 25m,27d 21h 25m
EOSUSDT Perpetual,2,266.27%,79.88,15d 11h 27m,15d 11h 27m
BTCBUSD Perpetual,15,264.49%,21.61,25d 18h 38m,25d 18h 38m
AXSUSDT Perpetual,1,258.92%,136.09,24d 3h 37m,24d 3h 37m
1000SHIBUSDT Perpetual,19,257.05%,20.56,20d 22h 54m,20d 22h 54m
LINKUSDT Perpetual,0,248.47%,1242.37,64d 23h 54m,64d 23h 54m
ETHUSDT Perpetual,0,247.95%,22.32,19d 13h 46m,19d 13h 46m
IOSTUSDT Perpetual,2,247.71%,13.87,30d 8h 44m,30d 8h 44m
1000XECUSDT Perpetual,1,245.18%,12.26,20d 22h 48m,20d 22h 48m
BNBUSDT Perpetual,0,240.57%,601.45,1y 78d 19h 19m,1y 78d 19h 19m
APEBUSD Perpetual,0,237.45%,4.63,18d 2h 20m,18d 2h 20m
ANCBUSD Perpetual,4,233.40%,70.02,24d 5h 15m,24d 5h 15m
KSMUSDT Perpetual,0,229.55%,385.65,32d 8h 57m,32d 8h 57m
ETHUSDT Perpetual,2,227.66%,36.43,18d 20h 9m,18d 20h 9m
DOTUSDT Perpetual,0,227.36%,11.98,28d 15h 15m,28d 15h 15m
ALPHAUSDT Perpetual,0,227.30%,6.14,22d 15h 40m,22d 15h 40m
ATOMUSDT Perpetual,0,226.07%,76.86,232d 20h 4m,232d 20h 4m
SUSHIUSDT Perpetual,1,225.84%,81.31,52d 19h 55m,52d 19h 55m
XMRUSDT Perpetual,1,219.65%,478.84,117d 17h 49m,117d 17h 49m
API3USDT Perpetual,0,219.57%,27.23,14d 11h 24m,14d 11h 24m
NEARUSDT Perpetual,1,219.08%,114.84,24d 4h 12m,24d 4h 12m
DOTUSDT Perpetual,2,218.74%,660.61,63d 13h 15m,63d 13h 15m
GMTUSDT Perpetual,6,218.03%,8.70,30d 22h 13m,30d 22h 13m
AVAXUSDT Perpetual,0,216.78%,123.22,24d 3h 38m,24d 3h 38m
MATICUSDT Perpetual,1,215.82%,34.53,50d 15h 13m,50d 15h 13m
MASKUSDT Perpetual,0,215.68%,431.38,23d 1h,23d 1h
ETHUSDT Perpetual,1,215.37%,25.50,30d 2h 30m,30d 2h 30m
MATICUSDT Perpetual,2,214.94%,107.47,49d 16h 7m,49d 16h 7m
ADAUSDT Perpetual,0,212.64%,35.34,166d 4h 37m,166d 4h 37m
PEOPLEUSDT Perpetual,0,211.78%,1058.93,47d 14h 47m,47d 14h 47m
ZILUSDT Perpetual,0,211.16%,2.32,94d 3h 22m,94d 3h 22m
MANAUSDT Perpetual,1,209.00%,41.80,33d 13h 4m,33d 13h 4m
AVAXUSDT Perpetual,1,206.67%,200.47,47d 17h 39m,47d 17h 39m
SANDUSDT Perpetual,1,206.49%,61.95,45d 8h 53m,45d 8h 53m
LINKUSDT Perpetual,0,202.37%,110.62,21d 8h 48m,21d 8h 48m
HNTUSDT Perpetual,1,200.42%,42.09,35d 4h 33m,35d 4h 33m
SOLBUSD Perpetual,1,200.11%,1000.59,33d 15h 58m,33d 15h 58m
STORJUSDT Perpetual,0,199.85%,59.96,23d 17h 30m,23d 17h 30m
UNFIUSDT Perpetual,0,197.59%,19.76,14d 10h 41m,14d 10h 41m
SANDUSDT Perpetual,0,195.69%,16.63,49d 6h 27m,49d 6h 27m
