cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,384,1431.02%,4293.07,1y 53d 15h 6m,1y 53d 15h 6m
ADAUSDT Perpetual,711,1348.10%,161.77,60d 14h,60d 14h
ETHUSDT Perpetual,175,1293.97%,3881.92,1y 53d 15h 27m,1y 53d 15h 27m
DOGEUSDT Perpetual,61,1026.34%,178.58,364d 6h 31m,364d 6h 31m
CHZUSDT Perpetual,17,967.31%,2470.05,1y 27d 5h 27m,1y 27d 5h 27m
TRXUSDT Perpetual,48,874.49%,183.64,153d 15h 14m,153d 15h 14m
ETHUSDT Perpetual,0,853.25%,2107.54,1y 52d 21h 39m,1y 52d 21h 39m
BAKEUSDT Perpetual,10,850.13%,85.01,47d 6h 12m,47d 6h 12m
ALICEUSDT Perpetual,9,819.16%,737.25,347d 15h 49m,347d 15h 49m
ANKRUSDT Perpetual,6,776.54%,77.65,319d 49m,319d 49m
UNFIUSDT Perpetual,51,758.79%,151.76,27d 11h 25m,27d 11h 25m
ETHUSDT Perpetual,0,734.35%,1997.45,1y 52d 6h 40m,1y 52d 6h 40m
XMRUSDT Perpetual,5,715.97%,4295.84,156d 17h 25m,156d 17h 25m
BTCUSDT Perpetual,28,640.73%,44.85,1y 30d 23h 11m,1y 30d 23h 11m
XMRUSDT Perpetual,0,600.33%,1200.68,1y 23d 9h 44m,1y 23d 9h 44m
API3USDT Perpetual,14,512.97%,102.59,36d 3h 46m,36d 3h 46m
CRVUSDT Perpetual,0,502.72%,235.28,29d 7h 11m,29d 7h 11m
BTCUSDT Perpetual,3,446.28%,223.14,1y 85d 2h 21m,1y 85d 2h 21m
LTCUSDT Perpetual,1,439.77%,1314.93,1y 26d 5h 11m,1y 26d 5h 11m
UNIUSDT Perpetual,0,436.14%,1365.14,1y 26d 5h 14m,1y 26d 5h 14m
BTCUSDT Perpetual,5,423.74%,114.41,19d 21h 20m,19d 21h 20m
BTCUSDT Perpetual,2,418.19%,112.91,19d 21h 20m,19d 21h 20m
ZECUSDT Perpetual,0,414.06%,207.03,137d 17h 40m,137d 17h 40m
PEOPLEUSDT Perpetual,8,398.83%,32.98,41d 9h 8m,41d 9h 8m
DUSKUSDT Perpetual,3,374.05%,22.07,28d 9h 52m,28d 9h 52m
LTCUSDT Perpetual,0,360.53%,93.27,244d 34m,244d 34m
ADAUSDT Perpetual,1,359.56%,24.23,60d 16h 10m,60d 16h 10m
KNCUSDT Perpetual,0,351.22%,878.06,1y 67d 14h 47m,1y 67d 14h 47m
LINKUSDT Perpetual,1,348.51%,281.60,60d 8h 10m,60d 8h 10m
BLZUSDT Perpetual,0,348.34%,104.50,152d 4h 59m,152d 4h 59m
BTCUSDT Perpetual,7,343.90%,228.08,27d 21h 39m,27d 21h 39m
ETHUSDT Perpetual,4,340.39%,10.21,13d 12h 51m,13d 12h 51m
ZRXUSDT Perpetual,7,336.12%,16.81,14d 1h 27m,14d 1h 27m
KNCUSDT Perpetual,3,322.95%,322.96,19d 21h 4m,19d 21h 4m
TRXUSDT Perpetual,2,311.57%,398.81,175d 12h 53m,175d 12h 53m
TRXUSDT Perpetual,0,307.77%,153.89,101d 5h 41m,101d 5h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,236d 3h 38m,236d 3h 38m
MATICUSDT Perpetual,0,306.81%,21.14,41d 2h 20m,41d 2h 20m
EOSUSDT Perpetual,0,303.88%,607.78,28d 20h 53m,28d 20h 53m
ETHUSDT Perpetual,4,302.31%,43.14,28d 9h 30m,28d 9h 30m
TRBUSDT Perpetual,4,293.58%,151.05,31d 5h 36m,31d 5h 36m
SOLUSDT Perpetual,2,287.21%,23.75,24d 2h 56m,24d 2h 56m
SNXUSDT Perpetual,43,284.69%,17.31,21d 6m,21d 6m
ARUSDT Perpetual,0,283.01%,254.71,137d 17h 44m,137d 17h 44m
BTCUSDT Perpetual,1,274.46%,29.20,17d 15h 11m,17d 15h 11m
DOTUSDT Perpetual,0,273.16%,14.40,26d 9h 15m,26d 9h 15m
DOTUSDT Perpetual,2,270.23%,816.11,61d 7h 15m,61d 7h 15m
BTSUSDT Perpetual,0,268.15%,34.86,21d 16h 14m,21d 16h 14m
UNIUSDT Perpetual,0,267.59%,45.49,58d 11h 51m,58d 11h 51m
1000SHIBUSDT Perpetual,5,261.92%,26.19,17d 2h 13m,17d 2h 13m
MASKUSDT Perpetual,0,258.64%,517.29,20d 19h 1m,20d 19h 1m
LINKUSDT Perpetual,0,256.60%,1283.04,62d 17h 54m,62d 17h 54m
APEUSDT Perpetual,0,256.56%,25.66,13d 13h 52m,13d 13h 52m
ETHUSDT Perpetual,0,255.58%,11.50,21d 7h 24m,21d 7h 24m
GMTUSDT Perpetual,5,255.38%,383.08,12d 8h 28m,12d 8h 28m
LUNA2BUSD Perpetual,1,254.87%,280.37,27d 12h 3m,27d 12h 3m
XMRUSDT Perpetual,1,253.69%,553.06,115d 11h 49m,115d 11h 49m
THETAUSDT Perpetual,0,251.50%,100.60,27d 7h 31m,27d 7h 31m
EOSUSDT Perpetual,0,246.88%,74.07,13d 5h 27m,13d 5h 27m
AXSUSDT Perpetual,1,244.19%,128.35,21d 21h 37m,21d 21h 37m
ATOMUSDT Perpetual,0,244.02%,82.97,230d 14h 5m,230d 14h 5m
BNBUSDT Perpetual,0,240.09%,600.24,1y 76d 13h 19m,1y 76d 13h 19m
IOSTUSDT Perpetual,2,238.75%,13.37,28d 2h 44m,28d 2h 44m
ETHUSDT Perpetual,0,234.42%,21.10,17d 7h 46m,17d 7h 46m
BTCBUSD Perpetual,12,233.39%,19.07,23d 12h 38m,23d 12h 38m
FLMUSDT Perpetual,1,232.67%,30.27,16d 22h 36m,16d 22h 36m
LUNA2BUSD Perpetual,3,230.68%,346.03,25d 19h 23m,25d 19h 23m
MANAUSDT Perpetual,1,228.27%,45.65,31d 7h 4m,31d 7h 4m
TLMBUSD Perpetual,0,227.22%,340.84,25d 15h 25m,25d 15h 25m
ANCBUSD Perpetual,2,225.78%,67.74,21d 23h 15m,21d 23h 15m
ETHBUSD Perpetual,13,222.86%,269.66,25d 9h 17m,25d 9h 17m
ETHUSDT Perpetual,1,221.24%,35.40,16d 14h 10m,16d 14h 10m
API3USDT Perpetual,0,219.57%,27.23,12d 5h 24m,12d 5h 24m
JASMYUSDT Perpetual,0,219.43%,10.53,28d 1h 37m,28d 1h 37m
ALPHAUSDT Perpetual,0,218.87%,5.91,20d 9h 40m,20d 9h 40m
GMTUSDT Perpetual,6,218.03%,8.70,28d 16h 13m,28d 16h 13m
KSMUSDT Perpetual,0,215.98%,362.85,30d 2h 58m,30d 2h 58m
SUSHIUSDT Perpetual,1,215.60%,77.62,50d 13h 55m,50d 13h 55m
