cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,539,1483.03%,4449.10,1y 62d 21h 8m,1y 62d 21h 8m
ETHUSDT Perpetual,251,1449.85%,4349.56,1y 62d 21h 29m,1y 62d 21h 29m
ADAUSDT Perpetual,1095,1340.36%,160.84,69d 20h 2m,69d 20h 2m
ETHUSDT Perpetual,0,1196.25%,239.25,35d 3h 40m,35d 3h 40m
ETHUSDT Perpetual,13,1104.61%,2728.39,1y 62d 3h 41m,1y 62d 3h 41m
BAKEUSDT Perpetual,52,1046.86%,104.69,56d 12h 14m,56d 12h 14m
DOGEUSDT Perpetual,93,1029.23%,179.09,1y 8d 12h 33m,1y 8d 12h 33m
CHZUSDT Perpetual,23,979.10%,2500.14,1y 36d 11h 29m,1y 36d 11h 29m
ETHUSDT Perpetual,0,948.38%,2579.61,1y 61d 12h 42m,1y 61d 12h 42m
TRXUSDT Perpetual,56,892.78%,187.48,162d 21h 16m,162d 21h 16m
UNFIUSDT Perpetual,95,822.41%,164.48,36d 17h 27m,36d 17h 27m
ALICEUSDT Perpetual,15,819.16%,737.25,356d 21h 51m,356d 21h 51m
ANKRUSDT Perpetual,12,796.77%,79.68,328d 6h 51m,328d 6h 51m
XMRUSDT Perpetual,7,783.91%,4703.47,165d 23h 27m,165d 23h 27m
XMRUSDT Perpetual,1,746.38%,1492.77,1y 32d 15h 46m,1y 32d 15h 46m
BTCUSDT Perpetual,46,640.73%,44.85,1y 40d 5h 13m,1y 40d 5h 13m
MATICUSDT Perpetual,5,628.70%,43.32,50d 8h 22m,50d 8h 22m
ZRXUSDT Perpetual,14,561.15%,28.06,23d 7h 29m,23d 7h 29m
BTCUSDT Perpetual,9,548.80%,363.97,37d 3h 41m,37d 3h 41m
UNIUSDT Perpetual,0,521.77%,1633.16,1y 35d 11h 16m,1y 35d 11h 16m
CRVUSDT Perpetual,0,502.72%,235.28,38d 13h 13m,38d 13h 13m
LTCUSDT Perpetual,1,480.79%,1437.59,1y 35d 11h 13m,1y 35d 11h 13m
PEOPLEUSDT Perpetual,12,479.77%,39.68,50d 15h 10m,50d 15h 10m
BTCUSDT Perpetual,5,462.72%,231.36,1y 94d 8h 23m,1y 94d 8h 23m
BTCUSDT Perpetual,26,451.14%,121.81,29d 3h 22m,29d 3h 22m
EOSUSDT Perpetual,4,446.02%,133.81,22d 11h 30m,22d 11h 30m
ZECUSDT Perpetual,0,432.81%,216.41,146d 23h 42m,146d 23h 42m
DOTUSDT Perpetual,0,421.96%,22.24,35d 15h 17m,35d 15h 17m
DOTUSDT Perpetual,2,407.09%,1229.42,70d 13h 17m,70d 13h 17m
LINKUSDT Perpetual,1,405.80%,327.89,69d 14h 12m,69d 14h 12m
EOSUSDT Perpetual,0,403.93%,807.87,38d 2h 55m,38d 2h 55m
DOTUSDT Perpetual,0,396.56%,60.48,28d 9h 12m,28d 9h 12m
BLZUSDT Perpetual,0,388.80%,116.64,161d 11h 1m,161d 11h 1m
ADAUSDT Perpetual,3,387.67%,26.13,69d 22h 12m,69d 22h 12m
TRBUSDT Perpetual,5,383.78%,197.46,40d 11h 38m,40d 11h 38m
SNXUSDT Perpetual,69,380.07%,23.11,30d 6h 8m,30d 6h 8m
KNCUSDT Perpetual,0,366.90%,917.26,1y 76d 20h 49m,1y 76d 20h 49m
LTCUSDT Perpetual,2,360.53%,93.27,253d 6h 37m,253d 6h 37m
ANTUSDT Perpetual,0,358.29%,53.74,34d 20h 26m,34d 20h 26m
YFIUSDT Perpetual,1,342.25%,51.34,25d 21h 17m,25d 21h 17m
SANDUSDT Perpetual,1,341.76%,102.53,52d 8h 55m,52d 8h 55m
MASKUSDT Perpetual,0,327.24%,654.48,30d 1h 3m,30d 1h 3m
TRXUSDT Perpetual,2,323.96%,414.67,184d 18h 55m,184d 18h 55m
LTCUSDT Perpetual,0,323.17%,185.18,70d 12h 53m,70d 12h 53m
MANAUSDT Perpetual,1,321.80%,64.36,40d 13h 6m,40d 13h 6m
TRXUSDT Perpetual,0,315.89%,157.95,110d 11h 43m,110d 11h 43m
THETAUSDT Perpetual,0,313.91%,78.48,19d 17h 21m,19d 17h 21m
SANDUSDT Perpetual,0,309.69%,26.32,56d 6h 30m,56d 6h 30m
LINKUSDT Perpetual,1,309.58%,1547.94,71d 23h 56m,71d 23h 56m
AVAXUSDT Perpetual,0,307.43%,676.35,245d 9h 40m,245d 9h 40m
TLMBUSD Perpetual,2,306.75%,460.13,34d 21h 27m,34d 21h 27m
JASMYUSDT Perpetual,0,306.50%,14.71,37d 7h 39m,37d 7h 39m
ARUSDT Perpetual,0,306.09%,275.49,146d 23h 46m,146d 23h 46m
FTMBUSD Perpetual,1,295.42%,32.50,43d 2h 13m,43d 2h 13m
SOLUSDT Perpetual,3,295.40%,24.43,33d 8h 58m,33d 8h 58m
UNIUSDT Perpetual,0,285.90%,48.60,67d 17h 53m,67d 17h 53m
BTSUSDT Perpetual,1,285.48%,288.34,60d 2h 44m,60d 2h 44m
APEUSDT Perpetual,0,284.48%,142.24,64d 17h 37m,64d 17h 37m
KSMUSDT Perpetual,0,281.97%,586.50,70d 13h 2m,70d 13h 2m
KSMUSDT Perpetual,0,281.30%,472.59,39d 9h,39d 9h
ADAUSDT Perpetual,2,280.38%,3644.98,49d 5h 59m,49d 5h 59m
LUNA2BUSD Perpetual,1,277.06%,304.77,36d 18h 5m,36d 18h 5m
