cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,393,1412.58%,4237.75,1y 54d 4h 6m,1y 54d 4h 6m
ADAUSDT Perpetual,729,1370.33%,164.44,61d 3h,61d 3h
ETHUSDT Perpetual,175,1259.54%,3778.63,1y 54d 4h 27m,1y 54d 4h 27m
DOGEUSDT Perpetual,63,1024.95%,178.34,364d 19h 31m,364d 19h 31m
CHZUSDT Perpetual,17,939.50%,2399.03,1y 27d 18h 27m,1y 27d 18h 27m
TRXUSDT Perpetual,49,872.09%,183.14,154d 4h 14m,154d 4h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,348d 4h 49m,348d 4h 49m
ETHUSDT Perpetual,0,806.24%,1991.43,1y 53d 10h 39m,1y 53d 10h 39m
ANKRUSDT Perpetual,8,771.62%,77.16,319d 13h 48m,319d 13h 48m
BAKEUSDT Perpetual,14,755.07%,75.51,47d 19h 11m,47d 19h 11m
UNFIUSDT Perpetual,55,732.86%,146.57,28d 24m,28d 24m
XMRUSDT Perpetual,5,699.90%,4199.42,157d 6h 25m,157d 6h 25m
ETHUSDT Perpetual,0,693.83%,1887.23,1y 52d 19h 39m,1y 52d 19h 39m
BTCUSDT Perpetual,30,640.73%,44.85,1y 31d 12h 11m,1y 31d 12h 11m
API3USDT Perpetual,19,614.03%,122.81,36d 16h 45m,36d 16h 45m
XMRUSDT Perpetual,0,563.73%,1127.46,1y 23d 22h 44m,1y 23d 22h 44m
CRVUSDT Perpetual,0,502.72%,235.28,29d 20h 11m,29d 20h 11m
BTCUSDT Perpetual,3,441.81%,220.91,1y 85d 15h 21m,1y 85d 15h 21m
LTCUSDT Perpetual,1,425.65%,1272.70,1y 26d 18h 11m,1y 26d 18h 11m
UNIUSDT Perpetual,0,424.80%,1329.63,1y 26d 18h 13m,1y 26d 18h 13m
BTCUSDT Perpetual,5,391.63%,105.74,20d 10h 20m,20d 10h 20m
ZECUSDT Perpetual,0,389.58%,194.79,138d 6h 40m,138d 6h 40m
PEOPLEUSDT Perpetual,8,387.48%,32.04,41d 22h 8m,41d 22h 8m
BTCUSDT Perpetual,2,383.38%,103.51,20d 10h 20m,20d 10h 20m
DUSKUSDT Perpetual,4,375.78%,22.17,28d 22h 52m,28d 22h 52m
LTCUSDT Perpetual,0,360.53%,93.27,244d 13h 34m,244d 13h 34m
ADAUSDT Perpetual,1,355.63%,23.97,61d 5h 10m,61d 5h 10m
KNCUSDT Perpetual,0,342.49%,856.24,1y 68d 3h 46m,1y 68d 3h 46m
LINKUSDT Perpetual,1,337.95%,273.07,60d 21h 9m,60d 21h 9m
BLZUSDT Perpetual,0,325.24%,97.57,152d 17h 59m,152d 17h 59m
ETHUSDT Perpetual,5,323.73%,46.20,28d 22h 29m,28d 22h 29m
TRXUSDT Perpetual,2,309.39%,396.03,176d 1h 53m,176d 1h 53m
AVAXUSDT Perpetual,0,307.43%,676.35,236d 16h 38m,236d 16h 38m
TRXUSDT Perpetual,0,306.03%,153.02,101d 18h 41m,101d 18h 41m
TRBUSDT Perpetual,4,298.85%,153.76,31d 18h 35m,31d 18h 35m
ETHBUSD Perpetual,15,296.95%,359.31,25d 22h 16m,25d 22h 16m
BTSUSDT Perpetual,0,292.00%,37.96,22d 5h 14m,22d 5h 14m
SOLUSDT Perpetual,2,287.21%,23.75,24d 15h 55m,24d 15h 55m
ETHUSDT Perpetual,0,284.98%,1.62,8d 13h 10m,8d 13h 10m
MATICUSDT Perpetual,0,282.76%,19.48,41d 15h 20m,41d 15h 20m
BTCUSDT Perpetual,7,279.68%,185.49,28d 10h 39m,28d 10h 39m
ZRXUSDT Perpetual,7,277.21%,13.86,14d 14h 27m,14d 14h 27m
SNXUSDT Perpetual,44,273.74%,16.64,21d 13h 6m,21d 13h 6m
UNIUSDT Perpetual,0,272.69%,46.36,59d 51m,59d 51m
EOSUSDT Perpetual,0,271.51%,543.03,29d 9h 52m,29d 9h 52m
KNCUSDT Perpetual,3,268.89%,268.90,20d 10h 4m,20d 10h 4m
ARUSDT Perpetual,0,267.69%,240.93,138d 6h 44m,138d 6h 44m
GMTUSDT Perpetual,5,264.32%,396.48,12d 21h 27m,12d 21h 27m
BAKEUSDT Perpetual,9,259.91%,267.43,18d 15h 9m,18d 15h 9m
FLMUSDT Perpetual,1,259.87%,33.81,17d 11h 36m,17d 11h 36m
BTCBUSD Perpetual,14,259.35%,21.19,24d 1h 38m,24d 1h 38m
1000SHIBUSDT Perpetual,5,258.17%,25.82,17d 15h 13m,17d 15h 13m
THETAUSDT Perpetual,0,257.92%,103.17,27d 20h 31m,27d 20h 31m
JASMYUSDT Perpetual,0,254.94%,12.24,28d 14h 37m,28d 14h 37m
