cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,377,1429.50%,4288.52,1y 53d 5h 6m,1y 53d 5h 6m
ADAUSDT Perpetual,697,1331.64%,159.80,60d 4h,60d 4h
ETHUSDT Perpetual,173,1295.66%,3887.01,1y 53d 5h 27m,1y 53d 5h 27m
DOGEUSDT Perpetual,61,1027.02%,178.70,363d 20h 31m,363d 20h 31m
CHZUSDT Perpetual,17,969.34%,2475.21,1y 26d 19h 27m,1y 26d 19h 27m
TRXUSDT Perpetual,47,876.08%,183.98,153d 5h 14m,153d 5h 14m
ETHUSDT Perpetual,0,855.78%,2113.79,1y 52d 11h 39m,1y 52d 11h 39m
ALICEUSDT Perpetual,9,819.16%,737.25,347d 5h 49m,347d 5h 49m
ANKRUSDT Perpetual,6,778.06%,77.81,318d 14h 49m,318d 14h 49m
BAKEUSDT Perpetual,9,775.67%,77.57,46d 20h 11m,46d 20h 11m
UNFIUSDT Perpetual,49,756.17%,151.23,27d 1h 25m,27d 1h 25m
ETHUSDT Perpetual,0,736.48%,2003.23,1y 51d 20h 40m,1y 51d 20h 40m
XMRUSDT Perpetual,4,716.49%,4298.99,156d 7h 25m,156d 7h 25m
BTCUSDT Perpetual,28,640.73%,44.85,1y 30d 13h 11m,1y 30d 13h 11m
XMRUSDT Perpetual,0,602.14%,1204.28,1y 22d 23h 44m,1y 22d 23h 44m
API3USDT Perpetual,14,532.44%,106.49,35d 17h 45m,35d 17h 45m
CRVUSDT Perpetual,0,502.72%,235.28,28d 21h 11m,28d 21h 11m
UNIUSDT Perpetual,0,457.17%,1430.97,1y 25d 19h 13m,1y 25d 19h 13m
BTCUSDT Perpetual,3,446.41%,223.21,1y 84d 16h 21m,1y 84d 16h 21m
LTCUSDT Perpetual,1,443.11%,1324.90,1y 25d 19h 11m,1y 25d 19h 11m
BTCUSDT Perpetual,4,417.86%,112.82,19d 11h 20m,19d 11h 20m
