cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,547,1482.53%,4447.60,1y 63d 7h 8m,1y 63d 7h 8m
ETHUSDT Perpetual,252,1437.90%,4313.72,1y 63d 7h 29m,1y 63d 7h 29m
ADAUSDT Perpetual,1114,1369.93%,164.39,70d 6h 2m,70d 6h 2m
ETHUSDT Perpetual,0,1108.72%,221.75,35d 13h 40m,35d 13h 40m
ETHUSDT Perpetual,13,1080.81%,2669.60,1y 62d 13h 41m,1y 62d 13h 41m
BAKEUSDT Perpetual,53,1034.96%,103.50,56d 22h 14m,56d 22h 14m
DOGEUSDT Perpetual,94,1028.88%,179.03,1y 8d 22h 33m,1y 8d 22h 33m
CHZUSDT Perpetual,25,971.23%,2480.04,1y 36d 21h 29m,1y 36d 21h 29m
ETHUSDT Perpetual,0,927.74%,2523.46,1y 61d 22h 42m,1y 61d 22h 42m
TRXUSDT Perpetual,57,892.56%,187.44,163d 7h 16m,163d 7h 16m
ALICEUSDT Perpetual,15,819.16%,737.25,357d 7h 51m,357d 7h 51m
UNFIUSDT Perpetual,97,805.48%,161.10,37d 3h 27m,37d 3h 27m
ANKRUSDT Perpetual,12,789.68%,78.97,328d 16h 51m,328d 16h 51m
XMRUSDT Perpetual,8,782.07%,4692.45,166d 9h 27m,166d 9h 27m
XMRUSDT Perpetual,1,736.63%,1473.26,1y 33d 1h 46m,1y 33d 1h 46m
MATICUSDT Perpetual,5,628.70%,43.32,50d 18h 22m,50d 18h 22m
BTCUSDT Perpetual,27,576.58%,155.68,29d 13h 22m,29d 13h 22m
ZRXUSDT Perpetual,15,563.88%,28.19,23d 17h 29m,23d 17h 29m
BTCUSDT Perpetual,11,554.45%,367.71,37d 13h 41m,37d 13h 41m
UNIUSDT Perpetual,0,516.00%,1615.08,1y 35d 21h 16m,1y 35d 21h 16m
CRVUSDT Perpetual,0,502.72%,235.28,38d 23h 13m,38d 23h 13m
PEOPLEUSDT Perpetual,12,475.58%,39.33,51d 1h 10m,51d 1h 10m
LTCUSDT Perpetual,1,474.99%,1420.23,1y 35d 21h 13m,1y 35d 21h 13m
EOSUSDT Perpetual,4,472.62%,141.79,22d 21h 29m,22d 21h 29m
BTCUSDT Perpetual,5,459.09%,229.55,1y 94d 18h 23m,1y 94d 18h 23m
ZECUSDT Perpetual,0,425.89%,212.95,147d 9h 42m,147d 9h 42m
DOTUSDT Perpetual,0,419.13%,22.09,36d 1h 17m,36d 1h 17m
LINKUSDT Perpetual,1,404.30%,326.67,70d 12m,70d 12m
EOSUSDT Perpetual,0,401.38%,802.76,38d 12h 55m,38d 12h 55m
DOTUSDT Perpetual,0,398.17%,60.72,28d 19h 12m,28d 19h 12m
DOTUSDT Perpetual,2,397.71%,1201.11,70d 23h 17m,70d 23h 17m
ADAUSDT Perpetual,3,389.64%,26.26,70d 8h 12m,70d 8h 12m
TRBUSDT Perpetual,5,385.53%,198.36,40d 21h 38m,40d 21h 38m
BLZUSDT Perpetual,0,377.17%,113.15,161d 21h 1m,161d 21h 1m
SNXUSDT Perpetual,69,373.68%,22.72,30d 16h 8m,30d 16h 8m
KNCUSDT Perpetual,0,362.78%,906.95,1y 77d 6h 49m,1y 77d 6h 49m
LTCUSDT Perpetual,2,360.53%,93.27,253d 16h 37m,253d 16h 37m
SANDUSDT Perpetual,1,347.95%,104.39,52d 18h 55m,52d 18h 55m
ANTUSDT Perpetual,0,339.96%,50.99,35d 6h 26m,35d 6h 26m
YFIUSDT Perpetual,1,339.25%,50.89,26d 7h 17m,26d 7h 17m
THETAUSDT Perpetual,0,327.50%,81.88,20d 3h 21m,20d 3h 21m
TRXUSDT Perpetual,2,323.55%,414.15,185d 4h 55m,185d 4h 55m
MANAUSDT Perpetual,1,323.15%,64.63,40d 23h 6m,40d 23h 6m
MASKUSDT Perpetual,0,318.79%,637.59,30d 11h 3m,30d 11h 3m
TRXUSDT Perpetual,0,315.46%,157.73,110d 21h 43m,110d 21h 43m
SANDUSDT Perpetual,0,313.80%,26.67,56d 16h 29m,56d 16h 29m
TLMBUSD Perpetual,2,311.74%,467.62,35d 7h 27m,35d 7h 27m
JASMYUSDT Perpetual,0,311.07%,14.93,37d 17h 39m,37d 17h 39m
LTCUSDT Perpetual,0,310.72%,178.05,70d 22h 53m,70d 22h 53m
AVAXUSDT Perpetual,0,307.43%,676.35,245d 19h 40m,245d 19h 40m
ARUSDT Perpetual,0,305.91%,275.33,147d 9h 46m,147d 9h 46m
LINKUSDT Perpetual,1,305.20%,1526.03,72d 9h 56m,72d 9h 56m
LINKUSDT Perpetual,1,302.96%,20.21,20d 8h 48m,20d 8h 48m
FTMBUSD Perpetual,1,295.87%,32.55,43d 12h 13m,43d 12h 13m
SOLUSDT Perpetual,3,295.40%,24.43,33d 18h 58m,33d 18h 58m
ADAUSDT Perpetual,0,293.98%,73.50,21d 12h 25m,21d 12h 25m
UNIUSDT Perpetual,0,285.90%,48.60,68d 3h 53m,68d 3h 53m
BTSUSDT Perpetual,1,284.83%,287.68,60d 12h 44m,60d 12h 44m
KSMUSDT Perpetual,0,281.30%,472.59,39d 19h,39d 19h
KSMUSDT Perpetual,0,276.57%,575.27,70d 23h 2m,70d 23h 2m
ETCUSDT Perpetual,1,275.07%,1237.85,81d 7h 48m,81d 7h 48m
IOSTUSDT Perpetual,2,273.50%,15.32,37d 18h 46m,37d 18h 46m
ATOMUSDT Perpetual,0,273.27%,92.91,240d 6h 7m,240d 6h 7m
ADAUSDT Perpetual,2,273.06%,3549.78,49d 15h 59m,49d 15h 59m
APEUSDT Perpetual,1,268.48%,26.85,23d 5h 54m,23d 5h 54m
SUSHIUSDT Perpetual,1,266.52%,95.95,60d 5h 57m,60d 5h 57m
XRPUSDT Perpetual,3,261.92%,52.39,42d 2m,42d 2m
LUNA2BUSD Perpetual,1,261.92%,288.11,37d 4h 5m,37d 4h 5m
1000SHIBUSDT Perpetual,0,261.75%,7.85,26d 4h 9m,26d 4h 9m
AVAXUSDT Perpetual,1,261.32%,253.49,55d 3h 41m,55d 3h 41m
1000XECUSDT Perpetual,1,261.28%,13.06,28d 8h 51m,28d 8h 51m
ANCBUSD Perpetual,5,258.75%,77.63,31d 15h 17m,31d 15h 17m
ADAUSDT Perpetual,13,255.42%,51.08,14d 16h 37m,14d 16h 37m
API3USDT Perpetual,0,254.76%,31.59,21d 21h 26m,21d 21h 26m
APEUSDT Perpetual,0,254.10%,127.05,65d 3h 36m,65d 3h 36m
BNBUSDT Perpetual,0,251.03%,627.59,1y 86d 5h 21m,1y 86d 5h 21m
DOGEUSDT Perpetual,1,245.95%,35.42,56d 3h 16m,56d 3h 16m
ATOMUSDT Perpetual,0,245.88%,395.88,69d 14h 51m,69d 14h 51m
CHZUSDT Perpetual,2,245.50%,15.37,10d 3h 59m,10d 3h 59m
LUNA2BUSD Perpetual,5,244.30%,366.46,35d 11h 25m,35d 11h 25m
CRVUSDT Perpetual,0,244.04%,229.11,69d 15h 1m,69d 15h 1m
ETHUSDT Perpetual,3,242.36%,21.81,26d 23h 48m,26d 23h 48m
BTCUSDT Perpetual,2,239.43%,180.32,23d 13h 41m,23d 13h 41m
CHZUSDT Perpetual,1,237.85%,19.03,10d 12h 25m,10d 12h 25m
REEFUSDT Perpetual,0,232.54%,32.56,59d 2h 26m,59d 2h 26m
PEOPLEUSDT Perpetual,0,232.43%,1162.18,55d 49m,55d 49m
HNTUSDT Perpetual,1,231.73%,48.66,42d 14h 35m,42d 14h 35m
STORJUSDT Perpetual,0,231.10%,69.33,31d 3h 32m,31d 3h 32m
SNXUSDT Perpetual,0,227.98%,67.46,23d 4h 17m,23d 4h 17m
ETCUSDT Perpetual,0,223.36%,67.01,67d 6h 33m,67d 6h 33m
AUDIOUSDT Perpetual,4,223.06%,44.61,27d 17h 3m,27d 17h 3m
ADAUSDT Perpetual,0,221.67%,13.30,20d 6h 44m,20d 6h 44m
CRVUSDT Perpetual,0,219.99%,55.00,54d 20h 48m,54d 20h 48m
ETHUSDT Perpetual,3,219.41%,1279.22,39d 18h 31m,39d 18h 31m
GMTUSDT Perpetual,7,218.03%,8.70,38d 8h 15m,38d 8h 15m
DOGEUSDT Perpetual,1,215.74%,173.72,39d 11h 26m,39d 11h 26m
BATUSDT Perpetual,0,215.69%,25.88,34d 30m,34d 30m
SNXUSDT Perpetual,0,214.85%,32.23,30d 22h 58m,30d 22h 58m
LITUSDT Perpetual,2,213.59%,1067.95,30d 19h 42m,30d 19h 42m
ADAUSDT Perpetual,1,213.28%,255.75,16d 16h 7m,16d 16h 7m
ADAUSDT Perpetual,0,212.64%,35.34,173d 14h 39m,173d 14h 39m
ZILUSDT Perpetual,0,211.16%,2.32,101d 13h 24m,101d 13h 24m
ADAUSDT Perpetual,0,211.15%,2.26,18d 9h 47m,18d 9h 47m
ETCUSDT Perpetual,0,206.51%,303.58,127d 21h 56m,127d 21h 56m
LINKUSDT Perpetual,0,204.10%,81.64,32d 11h 29m,32d 11h 29m
STORJUSDT Perpetual,1,203.10%,6.09,17d 22h 9m,17d 22h 9m
SANDUSDT Perpetual,0,202.89%,101.45,59d 18h 16m,59d 18h 16m
ADABUSD Perpetual,1,201.42%,2594.32,68d 21h 36m,68d 21h 36m
ZILUSDT Perpetual,2,200.90%,17.08,22d 20h,22d 20h
ALPHAUSDT Perpetual,1,198.08%,5.35,30d 1h 42m,30d 1h 42m
APEBUSD Perpetual,1,197.50%,3.85,25d 12h 22m,25d 12h 22m
LTCUSDT Perpetual,0,197.37%,702.67,1y 48d 1h 50m,1y 48d 1h 50m
DOTUSDT Perpetual,0,197.19%,49.30,15d 11h 3m,15d 11h 3m
PEOPLEUSDT Perpetual,0,196.95%,42.60,30d 16h 38m,30d 16h 38m
GALAUSDT Perpetual,1,196.74%,29.51,41d 20h 19m,41d 20h 19m
AXSUSDT Perpetual,0,196.47%,33.40,16d 19h 27m,16d 19h 27m
LTCUSDT Perpetual,1,196.27%,4.89,26d 20h 48m,26d 20h 48m
BTCUSDT Perpetual,0,193.53%,29.03,23d 4h 38m,23d 4h 38m
ETHBUSD Perpetual,4,193.37%,3.58,25d 12h 20m,25d 12h 20m
LTCUSDT Perpetual,0,193.08%,1291.76,67d 21h 8m,67d 21h 8m
BNBBUSD Perpetual,11,192.10%,2474.28,69d 23h 43m,69d 23h 43m
TRBUSDT Perpetual,0,190.67%,381.34,12d 23h 8m,12d 23h 8m
XTZUSDT Perpetual,2,189.51%,12.70,10d 4h,10d 4h
FILUSDT Perpetual,0,188.24%,94.12,19d 7h 15m,19d 7h 15m
LITUSDT Perpetual,0,187.72%,56.32,32d 12h 42m,32d 12h 42m
UNIUSDT Perpetual,0,187.10%,507.06,1y 61d 22h 39m,1y 61d 22h 39m
THETAUSDT Perpetual,0,184.41%,185.34,36d 5h 32m,36d 5h 32m
1000SHIBUSDT Perpetual,1,182.95%,19.08,51d 18h 35m,51d 18h 35m
ETHBUSD Perpetual,1,182.50%,3650.18,41d 23h 33m,41d 23h 33m
1000LUNCBUSD Perpetual,11,179.66%,17966.08,23d 4h 29m,23d 4h 29m
LITUSDT Perpetual,0,175.49%,31.90,32d 6h 16m,32d 6h 16m
SOLBUSD Perpetual,0,174.00%,168.35,46d 20h 57m,46d 20h 57m
WAVESUSDT Perpetual,0,173.64%,34.73,27d 21h 16m,27d 21h 16m
DODOBUSD Perpetual,1,173.39%,216.74,11d 21h 48m,11d 21h 48m
1000LUNCBUSD Perpetual,1,173.26%,25.99,14d 1h 37m,14d 1h 37m
ADAUSDT Perpetual,0,173.06%,31.57,26d 23h 18m,26d 23h 18m
TLMBUSD Perpetual,0,172.11%,43.03,41d 3h 32m,41d 3h 32m
STORJUSDT Perpetual,0,171.57%,37.75,32d 6h 11m,32d 6h 11m
XRPUSDT Perpetual,3,170.65%,10.43,38d 2h 10m,38d 2h 10m
DOTUSDT Perpetual,0,169.93%,125.50,36d 8h 12m,36d 8h 12m
TLMBUSD Perpetual,0,168.75%,168.75,21d 1h 59m,21d 1h 59m
ADAUSDT Perpetual,0,168.09%,4.39,26d 20h 35m,26d 20h 35m
ETHUSDT Perpetual,2,167.58%,19.84,37d 12h 32m,37d 12h 32m
LINAUSDT Perpetual,0,167.12%,752.05,49d 21h 56m,49d 21h 56m
DODOBUSD Perpetual,0,166.53%,27.84,9d 18h 36m,9d 18h 36m
ADABUSD Perpetual,0,166.33%,28.28,68d 3h 33m,68d 3h 33m
LITUSDT Perpetual,0,166.11%,415.29,33d 4h 55m,33d 4h 55m
1000SHIBUSDT Perpetual,1,165.67%,41.42,29d 20h 27m,29d 20h 27m
TRXUSDT Perpetual,0,165.52%,240.02,127d 21h 54m,127d 21h 54m
BTCBUSD Perpetual,3,165.49%,124.39,37d 13h 24m,37d 13h 24m
ADAUSDT Perpetual,0,165.11%,33.78,35d 23h 25m,35d 23h 25m
1000SHIBUSDT Perpetual,21,164.59%,13.17,28d 8h 56m,28d 8h 56m
XRPBUSD Perpetual,5,164.14%,6.57,202d 10h 48m,202d 10h 48m
ALGOUSDT Perpetual,1,163.15%,106.05,39d 22h 54m,39d 22h 54m
GALAUSDT Perpetual,0,163.09%,34.25,20d 6h 45m,20d 6h 45m
DODOBUSD Perpetual,0,163.06%,570.72,40d 7h 53m,40d 7h 53m
DODOBUSD Perpetual,0,162.23%,1622.34,38d 4h 24m,38d 4h 24m
XRPUSDT Perpetual,1,162.18%,81.09,20d 12h 32m,20d 12h 32m
CHZUSDT Perpetual,0,161.48%,61.43,63d 10h 11m,63d 10h 11m
ADAUSDT Perpetual,0,160.02%,28.84,33d 19h 39m,33d 19h 39m
1000LUNCBUSD Perpetual,1,158.81%,15881.79,23d 4h 41m,23d 4h 41m
FILUSDT Perpetual,0,158.00%,547.95,70d 35m,70d 35m
OGNUSDT Perpetual,0,157.71%,27.60,22d 19h 37m,22d 19h 37m
PEOPLEUSDT Perpetual,0,157.50%,31.50,29d 18h 44m,29d 18h 44m
PEOPLEUSDT Perpetual,0,156.94%,106.72,31d 11h 55m,31d 11h 55m
1000SHIBUSDT Perpetual,0,156.49%,70.14,29d 21h 50m,29d 21h 50m
BTCBUSD Perpetual,7,155.13%,221.84,32d 14h 22m,32d 14h 22m
GALABUSD Perpetual,0,154.21%,18.37,16d 8h 38m,16d 8h 38m
BNXUSDT Perpetual,5,153.50%,11512.56,37d 19h 46m,37d 19h 46m
DODOBUSD Perpetual,0,152.64%,152.64,14d 21h 32m,14d 21h 32m
ZENUSDT Perpetual,0,150.97%,400.09,1y 71d 6h 31m,1y 71d 6h 31m
XRPUSDT Perpetual,0,149.62%,3.73,26d 20h 47m,26d 20h 47m
BNBBUSD Perpetual,20,149.50%,10.67,38d 2h 46m,38d 2h 46m
ALICEUSDT Perpetual,0,149.33%,746.67,69d 23h 3m,69d 23h 3m
GRTUSDT Perpetual,0,149.30%,59.72,55d 1h 4m,55d 1h 4m
CHRUSDT Perpetual,0,149.15%,149.16,42d 9h 49m,42d 9h 49m
ANCBUSD Perpetual,2,148.96%,14896.84,31d 9h 53m,31d 9h 53m
ETCUSDT Perpetual,0,147.64%,91.54,39d 18h 6m,39d 18h 6m
BTCUSDT Perpetual,1,147.12%,45.77,13d 9h 16m,13d 9h 16m
IOTAUSDT Perpetual,0,146.84%,11.75,10d 12h 22m,10d 12h 22m
XRPUSDT Perpetual,2,146.43%,1.45,33d 14h 35m,33d 14h 35m
XRPUSDT Perpetual,0,146.21%,46.06,1y 49d 7h 23m,1y 49d 7h 23m
LINKUSDT Perpetual,1,146.03%,730.18,73d 9h 32m,73d 9h 32m
BTCUSDT Perpetual,0,145.87%,510.56,26d 23h 18m,26d 23h 18m
1000LUNCBUSD Perpetual,0,145.58%,15.65,8d 5h 2m,8d 5h 2m
TRBUSDT Perpetual,0,145.45%,16.73,37d 18h 44m,37d 18h 44m
IOTXUSDT Perpetual,0,144.59%,10.34,36d 22h 33m,36d 22h 33m
SKLUSDT Perpetual,0,144.57%,50.60,37d 14h 27m,37d 14h 27m
