cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,393,1416.34%,4249.03,1y 54d 8h 6m,1y 54d 8h 6m
ADAUSDT Perpetual,734,1370.57%,164.47,61d 7h,61d 7h
ETHUSDT Perpetual,177,1261.89%,3785.68,1y 54d 8h 27m,1y 54d 8h 27m
DOGEUSDT Perpetual,63,1024.98%,178.35,364d 23h 31m,364d 23h 31m
CHZUSDT Perpetual,17,940.59%,2401.82,1y 27d 22h 27m,1y 27d 22h 27m
TRXUSDT Perpetual,49,873.85%,183.51,154d 8h 13m,154d 8h 13m
ALICEUSDT Perpetual,10,819.16%,737.25,348d 8h 49m,348d 8h 49m
ETHUSDT Perpetual,0,809.26%,1998.88,1y 53d 14h 38m,1y 53d 14h 38m
ANKRUSDT Perpetual,8,774.20%,77.42,319d 17h 48m,319d 17h 48m
UNFIUSDT Perpetual,55,721.33%,144.27,28d 4h 24m,28d 4h 24m
XMRUSDT Perpetual,5,702.63%,4215.79,157d 10h 25m,157d 10h 25m
ETHUSDT Perpetual,0,696.42%,1894.29,1y 52d 23h 39m,1y 52d 23h 39m
BAKEUSDT Perpetual,14,695.44%,69.54,47d 23h 11m,47d 23h 11m
BTCUSDT Perpetual,30,640.73%,44.85,1y 31d 16h 11m,1y 31d 16h 11m
API3USDT Perpetual,19,605.86%,121.17,36d 20h 45m,36d 20h 45m
XMRUSDT Perpetual,0,569.42%,1138.85,1y 24d 2h 43m,1y 24d 2h 43m
CRVUSDT Perpetual,0,502.72%,235.28,30d 11m,30d 11m
BTCUSDT Perpetual,3,442.34%,221.17,1y 85d 19h 20m,1y 85d 19h 20m
UNIUSDT Perpetual,0,429.99%,1345.89,1y 26d 22h 13m,1y 26d 22h 13m
LTCUSDT Perpetual,1,425.29%,1271.64,1y 26d 22h 11m,1y 26d 22h 11m
BTCUSDT Perpetual,6,400.00%,108.00,20d 14h 19m,20d 14h 19m
BTCUSDT Perpetual,2,393.83%,106.34,20d 14h 20m,20d 14h 20m
ZECUSDT Perpetual,0,391.46%,195.73,138d 10h 40m,138d 10h 40m
PEOPLEUSDT Perpetual,8,390.78%,32.32,42d 2h 8m,42d 2h 8m
DUSKUSDT Perpetual,4,376.93%,22.24,29d 2h 52m,29d 2h 52m
LTCUSDT Perpetual,0,360.53%,93.27,244d 17h 34m,244d 17h 34m
ADAUSDT Perpetual,1,355.75%,23.98,61d 9h 10m,61d 9h 10m
KNCUSDT Perpetual,0,343.12%,857.82,1y 68d 7h 46m,1y 68d 7h 46m
LINKUSDT Perpetual,1,340.22%,274.91,61d 1h 9m,61d 1h 9m
