cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,384,1431.57%,4294.72,1y 53d 14h 6m,1y 53d 14h 6m
ADAUSDT Perpetual,709,1348.53%,161.82,60d 13h,60d 13h
ETHUSDT Perpetual,175,1297.21%,3891.64,1y 53d 14h 27m,1y 53d 14h 27m
DOGEUSDT Perpetual,61,1026.43%,178.60,364d 5h 31m,364d 5h 31m
CHZUSDT Perpetual,17,969.64%,2475.98,1y 27d 4h 27m,1y 27d 4h 27m
TRXUSDT Perpetual,48,874.73%,183.69,153d 14h 13m,153d 14h 13m
ETHUSDT Perpetual,0,857.85%,2118.89,1y 52d 20h 38m,1y 52d 20h 38m
BAKEUSDT Perpetual,10,856.59%,85.66,47d 5h 11m,47d 5h 11m
ALICEUSDT Perpetual,9,819.16%,737.25,347d 14h 49m,347d 14h 49m
ANKRUSDT Perpetual,6,777.23%,77.72,318d 23h 48m,318d 23h 48m
UNFIUSDT Perpetual,51,758.79%,151.76,27d 10h 24m,27d 10h 24m
ETHUSDT Perpetual,0,738.26%,2008.07,1y 52d 5h 39m,1y 52d 5h 39m
XMRUSDT Perpetual,5,721.07%,4326.47,156d 16h 25m,156d 16h 25m
BTCUSDT Perpetual,28,640.73%,44.85,1y 30d 22h 11m,1y 30d 22h 11m
XMRUSDT Perpetual,0,611.75%,1223.52,1y 23d 8h 43m,1y 23d 8h 43m
API3USDT Perpetual,14,503.63%,100.73,36d 2h 45m,36d 2h 45m
CRVUSDT Perpetual,0,502.72%,235.28,29d 6h 11m,29d 6h 11m
BTCUSDT Perpetual,3,446.64%,223.32,1y 85d 1h 20m,1y 85d 1h 20m
LTCUSDT Perpetual,1,440.88%,1318.25,1y 26d 4h 11m,1y 26d 4h 11m
UNIUSDT Perpetual,0,437.33%,1368.85,1y 26d 4h 13m,1y 26d 4h 13m
BTCUSDT Perpetual,5,424.01%,114.48,19d 20h 19m,19d 20h 19m
BTCUSDT Perpetual,2,418.65%,113.04,19d 20h 20m,19d 20h 20m
ZECUSDT Perpetual,0,413.90%,206.95,137d 16h 40m,137d 16h 40m
PEOPLEUSDT Perpetual,8,399.48%,33.04,41d 8h 8m,41d 8h 8m
DUSKUSDT Perpetual,3,374.85%,22.12,28d 8h 52m,28d 8h 52m
LTCUSDT Perpetual,0,360.53%,93.27,243d 23h 34m,243d 23h 34m
ADAUSDT Perpetual,1,359.41%,24.22,60d 15h 10m,60d 15h 10m
BLZUSDT Perpetual,0,351.58%,105.47,152d 3h 59m,152d 3h 59m
KNCUSDT Perpetual,0,351.55%,878.88,1y 67d 13h 46m,1y 67d 13h 46m
LINKUSDT Perpetual,1,350.93%,283.56,60d 7h 9m,60d 7h 9m
ETHUSDT Perpetual,4,348.89%,10.47,13d 11h 51m,13d 11h 51m
BTCUSDT Perpetual,7,348.28%,230.98,27d 20h 39m,27d 20h 39m
ZRXUSDT Perpetual,7,337.85%,16.89,14d 27m,14d 27m
KNCUSDT Perpetual,3,324.45%,324.45,19d 20h 4m,19d 20h 4m
MATICUSDT Perpetual,0,318.51%,21.95,41d 1h 20m,41d 1h 20m
TRXUSDT Perpetual,2,311.81%,399.12,175d 11h 53m,175d 11h 53m
TRXUSDT Perpetual,0,307.92%,153.96,101d 4h 41m,101d 4h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,236d 2h 37m,236d 2h 37m
EOSUSDT Perpetual,0,305.35%,610.71,28d 19h 52m,28d 19h 52m
ETHUSDT Perpetual,4,299.13%,42.69,28d 8h 29m,28d 8h 29m
TRBUSDT Perpetual,4,293.40%,150.95,31d 4h 35m,31d 4h 35m
SOLUSDT Perpetual,2,287.21%,23.75,24d 1h 55m,24d 1h 55m
ARUSDT Perpetual,0,284.76%,256.28,137d 16h 44m,137d 16h 44m
