cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,537,1486.23%,4458.71,1y 62d 16h 9m,1y 62d 16h 9m
ETHUSDT Perpetual,250,1445.11%,4335.35,1y 62d 16h 30m,1y 62d 16h 30m
ADAUSDT Perpetual,1092,1336.56%,160.39,69d 15h 3m,69d 15h 3m
ETHUSDT Perpetual,0,1160.48%,232.10,34d 22h 41m,34d 22h 41m
ETHUSDT Perpetual,13,1095.37%,2705.59,1y 61d 22h 41m,1y 61d 22h 41m
BAKEUSDT Perpetual,51,1044.99%,104.50,56d 7h 14m,56d 7h 14m
DOGEUSDT Perpetual,93,1028.85%,179.02,1y 8d 7h 34m,1y 8d 7h 34m
CHZUSDT Perpetual,23,981.89%,2507.27,1y 36d 6h 30m,1y 36d 6h 30m
ETHUSDT Perpetual,0,940.40%,2557.90,1y 61d 7h 42m,1y 61d 7h 42m
TRXUSDT Perpetual,56,893.25%,187.58,162d 16h 16m,162d 16h 16m
UNFIUSDT Perpetual,95,831.89%,166.38,36d 12h 27m,36d 12h 27m
ALICEUSDT Perpetual,15,819.16%,737.25,356d 16h 52m,356d 16h 52m
ANKRUSDT Perpetual,12,795.42%,79.54,328d 1h 51m,328d 1h 51m
XMRUSDT Perpetual,7,779.82%,4678.94,165d 18h 28m,165d 18h 28m
XMRUSDT Perpetual,1,733.51%,1467.03,1y 32d 10h 46m,1y 32d 10h 46m
BTCUSDT Perpetual,46,640.73%,44.85,1y 40d 14m,1y 40d 14m
MATICUSDT Perpetual,5,628.70%,43.32,50d 3h 23m,50d 3h 23m
ZRXUSDT Perpetual,14,548.30%,27.42,23d 2h 30m,23d 2h 30m
BTCUSDT Perpetual,9,544.92%,361.39,36d 22h 42m,36d 22h 42m
KNCUSDT Perpetual,6,523.14%,523.15,28d 22h 7m,28d 22h 7m
UNIUSDT Perpetual,0,519.23%,1625.19,1y 35d 6h 16m,1y 35d 6h 16m
CRVUSDT Perpetual,0,502.72%,235.28,38d 8h 14m,38d 8h 14m
LTCUSDT Perpetual,1,482.09%,1441.48,1y 35d 6h 14m,1y 35d 6h 14m
PEOPLEUSDT Perpetual,11,473.55%,39.16,50d 10h 11m,50d 10h 11m
BTCUSDT Perpetual,5,462.66%,231.33,1y 94d 3h 23m,1y 94d 3h 23m
BTCUSDT Perpetual,26,441.88%,119.31,28d 22h 22m,28d 22h 22m
EOSUSDT Perpetual,4,438.46%,131.54,22d 6h 30m,22d 6h 30m
ZECUSDT Perpetual,0,430.43%,215.22,146d 18h 43m,146d 18h 43m
DOTUSDT Perpetual,0,421.81%,22.23,35d 10h 18m,35d 10h 18m
DOTUSDT Perpetual,2,409.98%,1238.16,70d 8h 18m,70d 8h 18m
LINKUSDT Perpetual,1,405.57%,327.71,69d 9h 12m,69d 9h 12m
EOSUSDT Perpetual,0,402.18%,804.38,37d 21h 55m,37d 21h 55m
DOTUSDT Perpetual,0,393.77%,60.05,28d 4h 13m,28d 4h 13m
ADAUSDT Perpetual,3,387.67%,26.13,69d 17h 13m,69d 17h 13m
BLZUSDT Perpetual,0,384.98%,115.49,161d 6h 2m,161d 6h 2m
TRBUSDT Perpetual,5,383.38%,197.25,40d 6h 38m,40d 6h 38m
SNXUSDT Perpetual,67,379.10%,23.05,30d 1h 9m,30d 1h 9m
KNCUSDT Perpetual,0,367.47%,918.70,1y 76d 15h 49m,1y 76d 15h 49m
LTCUSDT Perpetual,2,360.53%,93.27,253d 1h 37m,253d 1h 37m
ANTUSDT Perpetual,0,349.61%,52.44,34d 15h 27m,34d 15h 27m
SANDUSDT Perpetual,1,339.06%,101.72,52d 3h 56m,52d 3h 56m
YFIUSDT Perpetual,1,328.96%,49.34,25d 16h 18m,25d 16h 18m
LTCUSDT Perpetual,0,324.98%,186.21,70d 7h 54m,70d 7h 54m
TRXUSDT Perpetual,2,324.67%,415.58,184d 13h 56m,184d 13h 56m
MASKUSDT Perpetual,0,319.84%,639.69,29d 20h 3m,29d 20h 3m
MANAUSDT Perpetual,1,318.48%,63.70,40d 8h 7m,40d 8h 7m
TRXUSDT Perpetual,0,316.52%,158.26,110d 6h 44m,110d 6h 44m
THETAUSDT Perpetual,0,315.68%,78.92,19d 12h 22m,19d 12h 22m
LINKUSDT Perpetual,1,310.26%,1551.32,71d 18h 57m,71d 18h 57m
AVAXUSDT Perpetual,0,307.43%,676.35,245d 4h 40m,245d 4h 40m
JASMYUSDT Perpetual,0,306.50%,14.71,37d 2h 40m,37d 2h 40m
SANDUSDT Perpetual,0,306.03%,26.01,56d 1h 30m,56d 1h 30m
ARUSDT Perpetual,0,305.44%,274.90,146d 18h 47m,146d 18h 47m
TLMBUSD Perpetual,1,301.25%,451.88,34d 16h 28m,34d 16h 28m
SOLUSDT Perpetual,3,295.40%,24.43,33d 3h 58m,33d 3h 58m
FTMBUSD Perpetual,1,293.66%,32.30,42d 21h 14m,42d 21h 14m
UNIUSDT Perpetual,0,285.90%,48.60,67d 12h 54m,67d 12h 54m
BTSUSDT Perpetual,1,285.05%,287.91,59d 21h 45m,59d 21h 45m
APEUSDT Perpetual,0,282.50%,141.25,64d 12h 37m,64d 12h 37m
KSMUSDT Perpetual,0,281.77%,586.08,70d 8h 3m,70d 8h 3m
KSMUSDT Perpetual,0,281.30%,472.59,39d 4h,39d 4h
ADAUSDT Perpetual,2,278.95%,3626.38,49d 1h,49d 1h
LUNA2BUSD Perpetual,1,276.25%,303.88,36d 13h 6m,36d 13h 6m
IOSTUSDT Perpetual,2,271.31%,15.19,37d 3h 47m,37d 3h 47m
XRPUSDT Perpetual,3,270.53%,54.11,41d 9h 2m,41d 9h 2m
ETCUSDT Perpetual,1,270.17%,1215.80,80d 16h 49m,80d 16h 49m
ADAUSDT Perpetual,0,266.82%,66.71,20d 21h 25m,20d 21h 25m
LINKUSDT Perpetual,1,265.57%,17.71,19d 17h 49m,19d 17h 49m
SUSHIUSDT Perpetual,1,265.36%,95.53,59d 14h 58m,59d 14h 58m
ATOMUSDT Perpetual,0,263.53%,89.60,239d 15h 7m,239d 15h 7m
ANCBUSD Perpetual,5,259.41%,77.82,31d 18m,31d 18m
AVAXUSDT Perpetual,1,258.71%,250.96,54d 12h 42m,54d 12h 42m
LUNA2BUSD Perpetual,5,257.40%,386.10,34d 20h 26m,34d 20h 26m
API3USDT Perpetual,0,254.76%,31.59,21d 6h 27m,21d 6h 27m
BNBUSDT Perpetual,0,252.15%,630.39,1y 85d 14h 22m,1y 85d 14h 22m
1000SHIBUSDT Perpetual,0,238.55%,7.16,25d 13h 9m,25d 13h 9m
DOGEUSDT Perpetual,1,237.98%,34.27,55d 12h 17m,55d 12h 17m
1000XECUSDT Perpetual,1,237.07%,11.85,27d 17h 51m,27d 17h 51m
HNTUSDT Perpetual,1,235.27%,49.41,41d 23h 35m,41d 23h 35m
ATOMUSDT Perpetual,0,233.86%,376.52,68d 23h 52m,68d 23h 52m
CRVUSDT Perpetual,0,232.41%,218.19,69d 2m,69d 2m
PEOPLEUSDT Perpetual,0,231.06%,1155.33,54d 9h 50m,54d 9h 50m
APEUSDT Perpetual,1,227.65%,22.77,22d 14h 55m,22d 14h 55m
CHZUSDT Perpetual,2,226.95%,14.21,9d 13h,9d 13h
REEFUSDT Perpetual,0,226.17%,31.66,58d 11h 27m,58d 11h 27m
STORJUSDT Perpetual,0,225.11%,67.54,30d 12h 33m,30d 12h 33m
GALAUSDT Perpetual,1,222.67%,33.40,41d 5h 20m,41d 5h 20m
ETCUSDT Perpetual,0,219.32%,65.80,66d 15h 34m,66d 15h 34m
LITUSDT Perpetual,2,218.75%,1093.72,30d 4h 43m,30d 4h 43m
ETHUSDT Perpetual,3,218.50%,1273.86,39d 3h 32m,39d 3h 32m
GMTUSDT Perpetual,7,218.03%,8.70,37d 17h 16m,37d 17h 16m
XRPUSDT Perpetual,22,216.45%,27057.45,1y 59d 5h 20m,1y 59d 5h 20m
AUDIOUSDT Perpetual,4,215.04%,43.01,27d 2h 4m,27d 2h 4m
CRVUSDT Perpetual,0,213.88%,53.47,54d 5h 48m,54d 5h 48m
ADAUSDT Perpetual,0,212.64%,35.34,172d 23h 40m,172d 23h 40m
CHZUSDT Perpetual,0,211.66%,16.93,9d 21h 25m,9d 21h 25m
SNXUSDT Perpetual,0,211.45%,31.72,30d 7h 58m,30d 7h 58m
ZILUSDT Perpetual,0,211.16%,2.32,100d 22h 25m,100d 22h 25m
DOGEUSDT Perpetual,1,209.35%,168.57,38d 20h 26m,38d 20h 26m
SNXUSDT Perpetual,0,207.96%,61.54,22d 13h 18m,22d 13h 18m
ADABUSD Perpetual,1,205.28%,2644.08,68d 6h 36m,68d 6h 36m
ETCUSDT Perpetual,0,205.10%,301.51,127d 6h 57m,127d 6h 57m
ZILUSDT Perpetual,2,204.73%,17.40,22d 5h 1m,22d 5h 1m
ADAUSDT Perpetual,13,203.16%,40.63,14d 1h 38m,14d 1h 38m
LTCUSDT Perpetual,0,200.61%,714.19,1y 47d 10h 51m,1y 47d 10h 51m
BATUSDT Perpetual,0,200.25%,24.03,33d 9h 31m,33d 9h 31m
LTCUSDT Perpetual,0,199.53%,1334.89,67d 6h 9m,67d 6h 9m
SANDUSDT Perpetual,0,199.28%,99.64,59d 3h 16m,59d 3h 16m
LITUSDT Perpetual,0,195.98%,58.79,31d 21h 42m,31d 21h 42m
BTCUSDT Perpetual,0,194.21%,91.28,15h 33m,15h 33m
PEOPLEUSDT Perpetual,0,193.24%,41.80,30d 1h 39m,30d 1h 39m
BNBBUSD Perpetual,11,192.29%,2476.77,69d 8h 44m,69d 8h 44m
LINKUSDT Perpetual,0,192.17%,76.87,31d 20h 30m,31d 20h 30m
ETHBUSD Perpetual,1,189.98%,3799.76,41d 8h 34m,41d 8h 34m
APEBUSD Perpetual,1,189.78%,3.70,24d 21h 23m,24d 21h 23m
UNIUSDT Perpetual,0,189.11%,512.49,1y 61d 7h 40m,1y 61d 7h 40m
WAVESUSDT Perpetual,0,187.94%,37.59,27d 6h 17m,27d 6h 17m
ADAUSDT Perpetual,0,186.48%,2.00,17d 18h 48m,17d 18h 48m
TRBUSDT Perpetual,0,185.59%,371.20,12d 8h 9m,12d 8h 9m
ADAUSDT Perpetual,0,185.32%,11.12,19d 15h 45m,19d 15h 45m
ADAUSDT Perpetual,0,184.06%,0.74,6d 3h 55m,6d 3h 55m
LITUSDT Perpetual,0,182.70%,33.22,31d 15h 16m,31d 15h 16m
