cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,428,1445.53%,4336.59,1y 57d 3h 6m,1y 57d 3h 6m
ADAUSDT Perpetual,846,1379.41%,165.53,64d 2h,64d 2h
ETHUSDT Perpetual,194,1326.03%,3978.11,1y 57d 3h 27m,1y 57d 3h 27m
DOGEUSDT Perpetual,72,1025.90%,178.51,1y 2d 18h 31m,1y 2d 18h 31m
CHZUSDT Perpetual,17,959.82%,2450.91,1y 30d 17h 27m,1y 30d 17h 27m
ETHUSDT Perpetual,9,896.37%,2214.04,1y 56d 9h 39m,1y 56d 9h 39m
TRXUSDT Perpetual,51,884.10%,185.66,157d 3h 14m,157d 3h 14m
BAKEUSDT Perpetual,17,876.75%,87.68,50d 18h 11m,50d 18h 11m
ALICEUSDT Perpetual,11,819.16%,737.25,351d 3h 49m,351d 3h 49m
ANKRUSDT Perpetual,11,776.09%,77.61,322d 12h 48m,322d 12h 48m
ETHUSDT Perpetual,0,771.42%,2098.27,1y 55d 18h 40m,1y 55d 18h 40m
UNFIUSDT Perpetual,65,767.80%,153.56,30d 23h 25m,30d 23h 25m
XMRUSDT Perpetual,7,739.98%,4439.92,160d 5h 25m,160d 5h 25m
XMRUSDT Perpetual,0,646.25%,1292.51,1y 26d 21h 44m,1y 26d 21h 44m
BTCUSDT Perpetual,36,640.73%,44.85,1y 34d 11h 11m,1y 34d 11h 11m
MATICUSDT Perpetual,1,610.27%,42.05,44d 14h 20m,44d 14h 20m
API3USDT Perpetual,19,597.28%,119.46,39d 15h 45m,39d 15h 45m
UNIUSDT Perpetual,0,533.53%,1669.96,1y 29d 17h 13m,1y 29d 17h 13m
BTCUSDT Perpetual,5,512.34%,138.33,23d 9h 20m,23d 9h 20m
BTCUSDT Perpetual,10,511.97%,138.23,23d 9h 20m,23d 9h 20m
CRVUSDT Perpetual,0,502.72%,235.28,32d 19h 11m,32d 19h 11m
GMTUSDT Perpetual,9,497.62%,29.86,18d 23h 9m,18d 23h 9m
BTCUSDT Perpetual,4,448.11%,224.06,1y 88d 14h 21m,1y 88d 14h 21m
LTCUSDT Perpetual,1,443.77%,1326.90,1y 29d 17h 11m,1y 29d 17h 11m
PEOPLEUSDT Perpetual,10,416.61%,34.45,44d 21h 8m,44d 21h 8m
ZECUSDT Perpetual,0,412.12%,206.06,141d 5h 40m,141d 5h 40m
KNCUSDT Perpetual,3,404.90%,404.91,23d 9h 4m,23d 9h 4m
BTCUSDT Perpetual,1,400.01%,42.56,21d 3h 11m,21d 3h 11m
BTCUSDT Perpetual,7,397.80%,263.83,31d 9h 39m,31d 9h 39m
ADAUSDT Perpetual,1,365.34%,24.62,64d 4h 10m,64d 4h 10m
ZRXUSDT Perpetual,9,364.99%,18.25,17d 13h 27m,17d 13h 27m
KNCUSDT Perpetual,0,363.76%,909.40,1y 71d 2h 46m,1y 71d 2h 46m
LTCUSDT Perpetual,0,360.53%,93.27,247d 12h 34m,247d 12h 34m
LINKUSDT Perpetual,1,357.53%,288.88,63d 20h 9m,63d 20h 9m
BLZUSDT Perpetual,0,352.43%,105.73,155d 16h 59m,155d 16h 59m
ETHUSDT Perpetual,0,333.90%,30.05,20d 19h 46m,20d 19h 46m
APEUSDT Perpetual,0,331.79%,33.18,17d 1h 52m,17d 1h 52m
ETHUSDT Perpetual,2,326.56%,52.25,20d 2h 9m,20d 2h 9m
EOSUSDT Perpetual,0,325.91%,651.83,32d 8h 52m,32d 8h 52m
TRXUSDT Perpetual,2,318.94%,408.25,179d 53m,179d 53m
XEMUSDT Perpetual,27,317.96%,63.59,12d 5h 52m,12d 5h 52m
TRXUSDT Perpetual,0,312.93%,156.47,104d 17h 41m,104d 17h 41m
EOSUSDT Perpetual,2,311.17%,93.35,16d 17h 27m,16d 17h 27m
ARUSDT Perpetual,0,309.62%,278.66,141d 5h 44m,141d 5h 44m
AVAXUSDT Perpetual,0,307.43%,676.35,239d 15h 38m,239d 15h 38m
SNXUSDT Perpetual,47,305.85%,18.60,24d 12h 6m,24d 12h 6m
1000SHIBUSDT Perpetual,5,303.03%,30.30,20d 14h 13m,20d 14h 13m
ETHBUSD Perpetual,2,299.25%,5.54,19d 8h 18m,19d 8h 18m
SOLUSDT Perpetual,3,295.40%,24.43,27d 14h 56m,27d 14h 56m
TRBUSDT Perpetual,5,291.35%,149.90,34d 17h 35m,34d 17h 35m
GMTUSDT Perpetual,7,288.91%,433.37,15d 20h 27m,15d 20h 27m
DOTUSDT Perpetual,0,286.81%,15.12,29d 21h 15m,29d 21h 15m
UNIUSDT Perpetual,0,285.90%,48.60,61d 23h 51m,61d 23h 51m
ETHUSDT Perpetual,10,284.74%,40.63,31d 21h 30m,31d 21h 30m
ALPHAUSDT Perpetual,1,277.97%,7.51,23d 21h 40m,23d 21h 40m
JASMYUSDT Perpetual,0,274.76%,13.19,31d 13h 37m,31d 13h 37m
DOTUSDT Perpetual,2,273.88%,827.13,64d 19h 15m,64d 19h 15m
TLMBUSD Perpetual,1,272.16%,408.24,29d 3h 25m,29d 3h 25m
KSMUSDT Perpetual,0,268.36%,450.85,33d 14h 58m,33d 14h 58m
AXSUSDT Perpetual,2,267.34%,140.52,25d 9h 37m,25d 9h 37m
LINKUSDT Perpetual,0,259.38%,1296.95,66d 5h 54m,66d 5h 54m
1000SHIBUSDT Perpetual,19,256.04%,20.48,22d 4h 54m,22d 4h 54m
BTCBUSD Perpetual,16,255.44%,20.87,27d 38m,27d 38m
1000XECUSDT Perpetual,1,255.22%,12.76,22d 4h 49m,22d 4h 49m
MASKUSDT Perpetual,0,254.98%,509.97,24d 7h,24d 7h
IOSTUSDT Perpetual,2,251.89%,14.11,31d 14h 44m,31d 14h 44m
SUSHIUSDT Perpetual,1,249.41%,89.79,54d 1h 55m,54d 1h 55m
APEBUSD Perpetual,1,249.26%,4.86,19d 8h 20m,19d 8h 20m
ATOMUSDT Perpetual,0,246.75%,83.90,234d 2h 4m,234d 2h 4m
BTSUSDT Perpetual,1,246.07%,248.53,54d 8h 42m,54d 8h 42m
BNBUSDT Perpetual,0,242.92%,607.31,1y 80d 1h 19m,1y 80d 1h 19m
ANCBUSD Perpetual,5,238.84%,71.65,25d 11h 15m,25d 11h 15m
BTCUSDT Perpetual,1,235.25%,541.08,18d 19h 37m,18d 19h 37m
MANAUSDT Perpetual,1,234.65%,46.93,34d 19h 4m,34d 19h 4m
SANDUSDT Perpetual,1,232.06%,69.62,46d 14h 53m,46d 14h 53m
ETHUSDT Perpetual,1,228.55%,27.06,31d 8h 30m,31d 8h 30m
MATICUSDT Perpetual,2,224.21%,112.11,50d 22h 8m,50d 22h 8m
BTSUSDT Perpetual,0,223.79%,69.38,35d 2h 27m,35d 2h 27m
ANTUSDT Perpetual,0,223.62%,33.54,29d 2h 24m,29d 2h 24m
1000LUNCBUSD Perpetual,26,222.64%,35.96,13d 12h 2m,13d 12h 2m
AVAXUSDT Perpetual,1,222.41%,215.74,48d 23h 39m,48d 23h 39m
LINKUSDT Perpetual,0,222.17%,121.44,22d 14h 48m,22d 14h 48m
SOLBUSD Perpetual,2,222.10%,1110.51,34d 21h 58m,34d 21h 58m
MATICUSDT Perpetual,1,221.14%,35.38,51d 21h 13m,51d 21h 13m
DOTUSDT Perpetual,0,220.29%,33.59,22d 15h 10m,22d 15h 10m
API3USDT Perpetual,0,219.57%,27.23,15d 17h 24m,15d 17h 24m
GMTUSDT Perpetual,6,218.03%,8.70,32d 4h 13m,32d 4h 13m
ETHUSDT Perpetual,0,217.62%,43.52,29d 9h 38m,29d 9h 38m
SANDUSDT Perpetual,0,216.19%,18.38,50d 12h 27m,50d 12h 27m
NEARUSDT Perpetual,2,215.43%,112.93,25d 10h 12m,25d 10h 12m
PEOPLEUSDT Perpetual,0,215.03%,1075.20,48d 20h 47m,48d 20h 47m
UNFIUSDT Perpetual,0,213.62%,21.36,15d 16h 41m,15d 16h 41m
ADAUSDT Perpetual,0,212.64%,35.34,167d 10h 37m,167d 10h 37m
ZILUSDT Perpetual,0,211.16%,2.32,95d 9h 22m,95d 9h 22m
LINKUSDT Perpetual,1,209.20%,13.95,14d 4h 46m,14d 4h 46m
BTCUSDT Perpetual,2,208.71%,157.19,17d 9h 38m,17d 9h 38m
LITUSDT Perpetual,2,208.47%,1042.32,24d 15h 40m,24d 15h 40m
CRVUSDT Perpetual,0,207.75%,195.04,63d 10h 59m,63d 10h 59m
THETAUSDT Perpetual,0,207.57%,51.89,13d 23h 19m,13d 23h 19m
HNTUSDT Perpetual,1,206.26%,43.32,36d 10h 33m,36d 10h 33m
1000LUNCBUSD Perpetual,0,202.20%,96.55,15d 3h 49m,15d 3h 49m
BTCBUSD Perpetual,1,202.02%,141.42,23d 9h 28m,23d 9h 28m
XRPUSDT Perpetual,17,201.16%,25146.14,1y 53d 16h 17m,1y 53d 16h 17m
STORJUSDT Perpetual,0,201.05%,60.32,24d 23h 30m,24d 23h 30m
LUNA2BUSD Perpetual,1,200.11%,220.12,31d 3m,31d 3m
BTCBUSD Perpetual,1,198.72%,139.11,23d 9h 27m,23d 9h 27m
ETHUSDT Perpetual,1,198.63%,198.64,23d 14h 41m,23d 14h 41m
UNIUSDT Perpetual,0,198.07%,536.78,1y 55d 18h 37m,1y 55d 18h 37m
LITUSDT Perpetual,0,196.63%,58.99,26d 8h 40m,26d 8h 40m
GMTUSDT Perpetual,0,196.55%,982.80,16d 14h 5m,16d 14h 5m
ATOMUSDT Perpetual,0,196.43%,316.25,63d 10h 49m,63d 10h 49m
YFIUSDT Perpetual,0,192.29%,28.84,20d 3h 15m,20d 3h 15m
IOTXUSDT Perpetual,0,192.18%,13.74,30d 18h 31m,30d 18h 31m
ETHUSDT Perpetual,1,190.99%,5.44,20d 16h 45m,20d 16h 45m
LITUSDT Perpetual,0,186.64%,33.93,26d 2h 13m,26d 2h 13m
DOTUSDT Perpetual,27,186.40%,2.61,11d 1h 50m,11d 1h 50m
