cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,413,1428.83%,4286.49,1y 55d 19h 6m,1y 55d 19h 6m
ADAUSDT Perpetual,790,1379.12%,165.49,62d 18h,62d 18h
ETHUSDT Perpetual,182,1282.35%,3847.06,1y 55d 19h 27m,1y 55d 19h 27m
DOGEUSDT Perpetual,67,1025.18%,178.38,1y 1d 10h 31m,1y 1d 10h 31m
CHZUSDT Perpetual,17,940.89%,2402.58,1y 29d 9h 27m,1y 29d 9h 27m
TRXUSDT Perpetual,51,879.63%,184.72,155d 19h 14m,155d 19h 14m
ETHUSDT Perpetual,0,835.02%,2062.52,1y 55d 1h 39m,1y 55d 1h 39m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 19h 49m,349d 19h 49m
BAKEUSDT Perpetual,15,814.57%,81.46,49d 10h 12m,49d 10h 12m
ANKRUSDT Perpetual,10,772.00%,77.20,321d 4h 49m,321d 4h 49m
ETHUSDT Perpetual,0,718.52%,1954.38,1y 54d 10h 40m,1y 54d 10h 40m
XMRUSDT Perpetual,6,700.69%,4204.17,158d 21h 25m,158d 21h 25m
UNFIUSDT Perpetual,62,693.25%,138.65,29d 15h 25m,29d 15h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 3h 11m,1y 33d 3h 11m
API3USDT Perpetual,19,621.36%,124.27,38d 7h 46m,38d 7h 46m
XMRUSDT Perpetual,0,560.34%,1120.69,1y 25d 13h 44m,1y 25d 13h 44m
MATICUSDT Perpetual,1,508.83%,35.06,43d 6h 20m,43d 6h 20m
CRVUSDT Perpetual,0,502.72%,235.28,31d 11h 11m,31d 11h 11m
BTCUSDT Perpetual,3,469.59%,126.79,22d 1h 20m,22d 1h 20m
BTCUSDT Perpetual,8,469.01%,126.63,22d 1h 20m,22d 1h 20m
UNIUSDT Perpetual,0,457.48%,1431.92,1y 28d 9h 14m,1y 28d 9h 14m
BTCUSDT Perpetual,3,444.51%,222.26,1y 87d 6h 21m,1y 87d 6h 21m
LTCUSDT Perpetual,1,432.86%,1294.26,1y 28d 9h 11m,1y 28d 9h 11m
PEOPLEUSDT Perpetual,9,409.02%,33.83,43d 13h 8m,43d 13h 8m
DUSKUSDT Perpetual,5,394.85%,23.30,30d 13h 52m,30d 13h 52m
ZECUSDT Perpetual,0,394.34%,197.17,139d 21h 40m,139d 21h 40m
ADAUSDT Perpetual,1,362.77%,24.45,62d 20h 10m,62d 20h 10m
LTCUSDT Perpetual,0,360.53%,93.27,246d 4h 35m,246d 4h 35m
ETHUSDT Perpetual,5,356.17%,10.69,15d 16h 51m,15d 16h 51m
KNCUSDT Perpetual,0,349.56%,873.91,1y 69d 18h 47m,1y 69d 18h 47m
LINKUSDT Perpetual,1,346.13%,279.67,62d 12h 10m,62d 12h 10m
KNCUSDT Perpetual,3,341.96%,341.97,22d 1h 4m,22d 1h 4m
BTCUSDT Perpetual,7,340.25%,225.66,30d 1h 39m,30d 1h 39m
BLZUSDT Perpetual,0,337.24%,101.17,154d 8h 59m,154d 8h 59m
ETHUSDT Perpetual,9,323.27%,46.13,30d 13h 30m,30d 13h 30m
TRXUSDT Perpetual,2,315.13%,403.37,177d 16h 53m,177d 16h 53m
TRXUSDT Perpetual,0,310.34%,155.17,103d 9h 41m,103d 9h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 7h 38m,238d 7h 38m
GMTUSDT Perpetual,6,307.03%,460.56,14d 12h 28m,14d 12h 28m
EOSUSDT Perpetual,0,297.31%,594.62,31d 53m,31d 53m
APEUSDT Perpetual,0,295.85%,29.59,15d 17h 52m,15d 17h 52m
ZRXUSDT Perpetual,8,295.82%,14.79,16d 5h 27m,16d 5h 27m
SOLUSDT Perpetual,3,295.40%,24.43,26d 6h 56m,26d 6h 56m
BTCUSDT Perpetual,1,292.99%,31.17,19d 19h 11m,19d 19h 11m
ARUSDT Perpetual,0,291.95%,262.76,139d 21h 44m,139d 21h 44m
TRBUSDT Perpetual,5,290.81%,149.62,33d 9h 36m,33d 9h 36m
1000SHIBUSDT Perpetual,5,289.49%,28.95,19d 6h 13m,19d 6h 13m
ETHUSDT Perpetual,1,288.80%,288.80,12d 16h 35m,12d 16h 35m
SNXUSDT Perpetual,45,287.63%,17.49,23d 4h 6m,23d 4h 6m
UNIUSDT Perpetual,0,285.90%,48.60,60d 15h 51m,60d 15h 51m
ETHBUSD Perpetual,16,277.22%,335.45,27d 13h 17m,27d 13h 17m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 5h 37m,30d 5h 37m
TLMBUSD Perpetual,1,269.37%,404.06,27d 19h 25m,27d 19h 25m
EOSUSDT Perpetual,2,268.53%,80.56,15d 9h 27m,15d 9h 27m
BTCBUSD Perpetual,15,265.76%,21.71,25d 16h 38m,25d 16h 38m
GMTUSDT Perpetual,7,259.47%,15.57,17d 15h 9m,17d 15h 9m
1000SHIBUSDT Perpetual,18,254.36%,20.35,20d 20h 54m,20d 20h 54m
AXSUSDT Perpetual,1,253.85%,133.43,24d 1h 37m,24d 1h 37m
LINKUSDT Perpetual,0,249.31%,1246.56,64d 21h 54m,64d 21h 54m
IOSTUSDT Perpetual,2,248.27%,13.90,30d 6h 44m,30d 6h 44m
ETHUSDT Perpetual,0,247.61%,22.28,19d 11h 46m,19d 11h 46m
1000XECUSDT Perpetual,1,244.69%,12.23,20d 20h 49m,20d 20h 49m
BNBUSDT Perpetual,0,239.30%,598.27,1y 78d 17h 19m,1y 78d 17h 19m
APEBUSD Perpetual,0,237.38%,4.63,18d 20m,18d 20m
ANCBUSD Perpetual,4,233.49%,70.05,24d 3h 15m,24d 3h 15m
KSMUSDT Perpetual,0,232.71%,390.96,32d 6h 58m,32d 6h 58m
SNXUSDT Perpetual,1,226.70%,27.91,13d 18h 51m,13d 18h 51m
ATOMUSDT Perpetual,0,226.52%,77.02,232d 18h 5m,232d 18h 5m
ETHUSDT Perpetual,1,226.01%,36.16,18d 18h 10m,18d 18h 10m
SUSHIUSDT Perpetual,1,225.88%,81.32,52d 17h 55m,52d 17h 55m
DOTUSDT Perpetual,0,221.44%,11.67,28d 13h 15m,28d 13h 15m
XMRUSDT Perpetual,1,219.89%,479.37,117d 15h 49m,117d 15h 49m
API3USDT Perpetual,0,219.57%,27.23,14d 9h 24m,14d 9h 24m
NEARUSDT Perpetual,1,218.99%,114.80,24d 2h 12m,24d 2h 12m
ALPHAUSDT Perpetual,0,218.87%,5.91,22d 13h 40m,22d 13h 40m
GMTUSDT Perpetual,6,218.03%,8.70,30d 20h 13m,30d 20h 13m
ETHUSDT Perpetual,1,215.28%,25.49,30d 30m,30d 30m
MASKUSDT Perpetual,0,214.73%,429.47,22d 23h 1m,22d 23h 1m
AVAXUSDT Perpetual,0,214.01%,121.65,24d 1h 38m,24d 1h 38m
MATICUSDT Perpetual,1,213.71%,34.19,50d 13h 13m,50d 13h 13m
DOTUSDT Perpetual,2,213.63%,645.19,63d 11h 15m,63d 11h 15m
ADAUSDT Perpetual,0,212.64%,35.34,166d 2h 37m,166d 2h 37m
PEOPLEUSDT Perpetual,0,212.46%,1062.33,47d 12h 47m,47d 12h 47m
SANDUSDT Perpetual,1,211.71%,63.51,45d 6h 53m,45d 6h 53m
ZILUSDT Perpetual,0,211.16%,2.32,94d 1h 22m,94d 1h 22m
MANAUSDT Perpetual,1,210.51%,42.10,33d 11h 4m,33d 11h 4m
MATICUSDT Perpetual,2,209.78%,104.89,49d 14h 8m,49d 14h 8m
AVAXUSDT Perpetual,1,206.79%,200.59,47d 15h 39m,47d 15h 39m
LINKUSDT Perpetual,0,203.41%,111.19,21d 6h 48m,21d 6h 48m
HNTUSDT Perpetual,1,201.71%,42.36,35d 2h 33m,35d 2h 33m
BCHUSDT Perpetual,0,200.88%,11.81,27d 17h 20m,27d 17h 20m
STORJUSDT Perpetual,0,199.85%,59.96,23d 15h 30m,23d 15h 30m
SANDUSDT Perpetual,0,199.82%,16.99,49d 4h 27m,49d 4h 27m
SOLBUSD Perpetual,1,198.89%,994.48,33d 13h 58m,33d 13h 58m
UNFIUSDT Perpetual,0,197.92%,19.79,14d 8h 41m,14d 8h 41m
CHZUSDT Perpetual,0,195.84%,19.58,20d 19h 10m,20d 19h 10m
XEMUSDT Perpetual,26,195.38%,39.08,10d 21h 53m,10d 21h 53m
THETAUSDT Perpetual,0,190.83%,191.79,28d 17h 30m,28d 17h 30m
XRPUSDT Perpetual,17,190.22%,23777.89,1y 52d 8h 17m,1y 52d 8h 17m
BTSUSDT Perpetual,1,188.52%,190.41,53d 42m,53d 42m
ETHUSDT Perpetual,0,187.99%,187.99,22d 6h 41m,22d 6h 41m
IOTXUSDT Perpetual,0,187.60%,13.41,29d 10h 31m,29d 10h 31m
LINKUSDT Perpetual,0,187.58%,12.51,12d 20h 46m,12d 20h 46m
THETAUSDT Perpetual,0,186.38%,46.60,12d 15h 19m,12d 15h 19m
BTCBUSD Perpetual,0,184.93%,129.46,22d 1h 28m,22d 1h 28m
BTCBUSD Perpetual,1,184.60%,129.23,22d 1h 28m,22d 1h 28m
XRPUSDT Perpetual,2,184.20%,11.25,30d 14h 8m,30d 14h 8m
LUNA2BUSD Perpetual,1,184.16%,202.58,29d 16h 3m,29d 16h 3m
BTCUSDT Perpetual,2,183.89%,138.49,16d 1h 39m,16d 1h 39m
MASKUSDT Perpetual,0,182.17%,27.33,20d 21h 38m,20d 21h 38m
LITUSDT Perpetual,1,181.42%,907.07,23d 7h 40m,23d 7h 40m
BATUSDT Perpetual,0,180.61%,21.67,26d 12h 28m,26d 12h 28m
LTCUSDT Perpetual,0,178.11%,634.07,1y 40d 13h 48m,1y 40d 13h 48m
LINKUSDT Perpetual,0,177.52%,71.01,24d 23h 27m,24d 23h 27m
MATICUSDT Perpetual,0,176.72%,33.97,41d 2h 36m,41d 2h 36m
SNXUSDT Perpetual,0,176.27%,52.16,15d 16h 15m,15d 16h 15m
ETHBUSD Perpetual,2,175.88%,3.25,18d 18m,18d 18m
SOLUSDT Perpetual,0,175.73%,87.87,25d 41m,25d 41m
MATICUSDT Perpetual,0,173.91%,22.37,19d 19h 33m,19d 19h 33m
GMTUSDT Perpetual,0,173.86%,869.32,15d 6h 5m,15d 6h 5m
ANTUSDT Perpetual,0,173.71%,26.06,27d 18h 24m,27d 18h 24m
BTCUSDT Perpetual,1,173.28%,398.55,17d 11h 37m,17d 11h 37m
