cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,395,1409.70%,4229.10,1y 54d 17h 6m,1y 54d 17h 6m
ADAUSDT Perpetual,746,1378.66%,165.44,61d 16h,61d 16h
ETHUSDT Perpetual,179,1246.98%,3740.94,1y 54d 17h 27m,1y 54d 17h 27m
DOGEUSDT Perpetual,65,1024.25%,178.22,1y 8h 31m,1y 8h 31m
CHZUSDT Perpetual,17,925.23%,2362.58,1y 28d 7h 27m,1y 28d 7h 27m
TRXUSDT Perpetual,50,871.98%,183.12,154d 17h 14m,154d 17h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,348d 17h 49m,348d 17h 49m
ETHUSDT Perpetual,0,789.45%,1949.96,1y 53d 23h 39m,1y 53d 23h 39m
ANKRUSDT Perpetual,9,769.18%,76.92,320d 2h 48m,320d 2h 48m
XMRUSDT Perpetual,6,698.00%,4188.04,157d 19h 25m,157d 19h 25m
ETHUSDT Perpetual,0,679.38%,1847.91,1y 53d 8h 40m,1y 53d 8h 40m
UNFIUSDT Perpetual,59,672.45%,134.49,28d 13h 24m,28d 13h 24m
BTCUSDT Perpetual,33,640.73%,44.85,1y 32d 1h 11m,1y 32d 1h 11m
API3USDT Perpetual,19,619.69%,123.94,37d 5h 45m,37d 5h 45m
BAKEUSDT Perpetual,15,593.68%,59.37,48d 8h 11m,48d 8h 11m
XMRUSDT Perpetual,0,558.50%,1117.00,1y 24d 11h 44m,1y 24d 11h 44m
CRVUSDT Perpetual,0,502.72%,235.28,30d 9h 11m,30d 9h 11m
BTCUSDT Perpetual,3,439.21%,219.61,1y 86d 4h 21m,1y 86d 4h 21m
LTCUSDT Perpetual,1,421.28%,1259.64,1y 27d 7h 11m,1y 27d 7h 11m
UNIUSDT Perpetual,0,417.72%,1307.47,1y 27d 7h 13m,1y 27d 7h 13m
PEOPLEUSDT Perpetual,8,387.09%,32.01,42d 11h 8m,42d 11h 8m
ZECUSDT Perpetual,0,381.65%,190.83,138d 19h 40m,138d 19h 40m
DUSKUSDT Perpetual,5,371.73%,21.93,29d 11h 52m,29d 11h 52m
LTCUSDT Perpetual,0,360.53%,93.27,245d 2h 34m,245d 2h 34m
BTCUSDT Perpetual,6,356.54%,96.27,20d 23h 20m,20d 23h 20m
ADAUSDT Perpetual,1,353.28%,23.81,61d 18h 10m,61d 18h 10m
BTCUSDT Perpetual,2,347.62%,93.86,20d 23h 20m,20d 23h 20m
KNCUSDT Perpetual,0,340.64%,851.61,1y 68d 16h 46m,1y 68d 16h 46m
BAKEUSDT Perpetual,9,337.59%,347.35,19d 4h 9m,19d 4h 9m
LINKUSDT Perpetual,1,330.99%,267.44,61d 10h 9m,61d 10h 9m
ETHUSDT Perpetual,7,328.68%,46.90,29d 11h 30m,29d 11h 30m
BLZUSDT Perpetual,0,320.94%,96.28,153d 6h 59m,153d 6h 59m
ETHBUSD Perpetual,15,315.59%,381.87,26d 11h 16m,26d 11h 16m
TRXUSDT Perpetual,2,309.42%,396.06,176d 14h 53m,176d 14h 53m
AVAXUSDT Perpetual,0,307.43%,676.35,237d 5h 38m,237d 5h 38m
BTSUSDT Perpetual,0,307.30%,39.95,22d 18h 14m,22d 18h 14m
TRXUSDT Perpetual,0,305.86%,152.93,102d 7h 41m,102d 7h 41m
TRBUSDT Perpetual,5,301.30%,155.02,32d 7h 35m,32d 7h 35m
SOLUSDT Perpetual,2,287.21%,23.75,25d 4h 55m,25d 4h 55m
ETHUSDT Perpetual,0,284.98%,1.62,9d 2h 10m,9d 2h 10m
SNXUSDT Perpetual,45,273.53%,16.63,22d 2h 6m,22d 2h 6m
UNIUSDT Perpetual,0,272.64%,46.35,59d 13h 51m,59d 13h 51m
GMTUSDT Perpetual,5,272.59%,408.89,13d 10h 27m,13d 10h 27m
ARUSDT Perpetual,0,266.29%,239.66,138d 19h 44m,138d 19h 44m
TLMBUSD Perpetual,1,264.76%,397.14,26d 17h 25m,26d 17h 25m
BTCBUSD Perpetual,14,264.68%,21.62,24d 14h 38m,24d 14h 38m
EOSUSDT Perpetual,0,263.14%,526.30,29d 22h 52m,29d 22h 52m
THETAUSDT Perpetual,0,259.18%,103.67,28d 9h 31m,28d 9h 31m
ETHUSDT Perpetual,0,259.10%,259.10,11d 14h 35m,11d 14h 35m
JASMYUSDT Perpetual,0,258.76%,12.42,29d 3h 37m,29d 3h 37m
KNCUSDT Perpetual,3,256.19%,256.19,20d 23h 4m,20d 23h 4m
1000SHIBUSDT Perpetual,10,255.39%,20.43,19d 18h 54m,19d 18h 54m
MATICUSDT Perpetual,4,254.13%,106.84,19d 21h 47m,19d 21h 47m
FLMUSDT Perpetual,2,250.84%,32.63,18d 36m,18d 36m
1000SHIBUSDT Perpetual,5,249.00%,24.90,18d 4h 13m,18d 4h 13m
ZRXUSDT Perpetual,8,245.26%,12.26,15d 3h 27m,15d 3h 27m
BNBUSDT Perpetual,1,239.83%,17.94,28d 20h 35m,28d 20h 35m
AVAXUSDT Perpetual,0,238.32%,135.46,22d 23h 38m,22d 23h 38m
AXSUSDT Perpetual,1,237.01%,124.58,22d 23h 37m,22d 23h 37m
LINKUSDT Perpetual,0,236.89%,1184.47,63d 19h 54m,63d 19h 54m
BTCUSDT Perpetual,7,235.95%,156.49,28d 23h 39m,28d 23h 39m
BNBUSDT Perpetual,0,235.51%,588.78,1y 77d 15h 19m,1y 77d 15h 19m
IOSTUSDT Perpetual,2,232.71%,13.03,29d 4h 44m,29d 4h 44m
SNXUSDT Perpetual,1,224.96%,27.69,12d 16h 51m,12d 16h 51m
ANCBUSD Perpetual,4,222.18%,66.65,23d 1h 15m,23d 1h 15m
1000XECUSDT Perpetual,1,222.09%,11.10,19d 18h 48m,19d 18h 48m
XTZUSDT Perpetual,0,221.24%,663.75,20d 19h 59m,20d 19h 59m
API3USDT Perpetual,0,219.57%,27.23,13d 7h 24m,13d 7h 24m
ALPHAUSDT Perpetual,0,218.87%,5.91,21d 11h 40m,21d 11h 40m
XMRUSDT Perpetual,1,218.50%,476.34,116d 13h 49m,116d 13h 49m
GMTUSDT Perpetual,6,218.03%,8.70,29d 18h 13m,29d 18h 13m
ATOMUSDT Perpetual,0,215.24%,73.18,231d 16h 4m,231d 16h 4m
ADAUSDT Perpetual,0,212.64%,35.34,165d 37m,165d 37m
NEARUSDT Perpetual,1,212.50%,111.40,23d 12m,23d 12m
