cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,411,1418.13%,4254.40,1y 55d 14h 6m,1y 55d 14h 6m
ADAUSDT Perpetual,779,1386.05%,166.33,62d 13h,62d 13h
ETHUSDT Perpetual,181,1271.09%,3813.29,1y 55d 14h 27m,1y 55d 14h 27m
DOGEUSDT Perpetual,66,1024.39%,178.24,1y 1d 5h 31m,1y 1d 5h 31m
CHZUSDT Perpetual,17,930.70%,2376.57,1y 29d 4h 27m,1y 29d 4h 27m
TRXUSDT Perpetual,51,876.86%,184.14,155d 14h 14m,155d 14h 14m
ETHUSDT Perpetual,0,820.23%,2025.99,1y 54d 20h 39m,1y 54d 20h 39m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 14h 49m,349d 14h 49m
ANKRUSDT Perpetual,10,766.57%,76.66,320d 23h 48m,320d 23h 48m
ETHUSDT Perpetual,0,705.83%,1919.86,1y 54d 5h 40m,1y 54d 5h 40m
XMRUSDT Perpetual,6,692.53%,4155.20,158d 16h 25m,158d 16h 25m
UNFIUSDT Perpetual,61,654.57%,130.92,29d 10h 25m,29d 10h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 32d 22h 11m,1y 32d 22h 11m
API3USDT Perpetual,19,635.25%,127.05,38d 2h 45m,38d 2h 45m
BAKEUSDT Perpetual,15,612.04%,61.20,49d 5h 11m,49d 5h 11m
XMRUSDT Perpetual,0,545.15%,1090.30,1y 25d 8h 44m,1y 25d 8h 44m
CRVUSDT Perpetual,0,502.72%,235.28,31d 6h 11m,31d 6h 11m
BTCUSDT Perpetual,3,442.11%,221.06,1y 87d 1h 21m,1y 87d 1h 21m
BTCUSDT Perpetual,7,437.42%,118.10,21d 20h 20m,21d 20h 20m
BTCUSDT Perpetual,3,435.98%,117.72,21d 20h 20m,21d 20h 20m
UNIUSDT Perpetual,0,429.09%,1343.08,1y 28d 4h 13m,1y 28d 4h 13m
