cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,374,1429.71%,4289.16,1y 53d 6m,1y 53d 6m
ADAUSDT Perpetual,695,1337.40%,160.49,59d 23h,59d 23h
ETHUSDT Perpetual,173,1296.58%,3889.76,1y 53d 27m,1y 53d 27m
DOGEUSDT Perpetual,61,1027.42%,178.77,363d 15h 31m,363d 15h 31m
CHZUSDT Perpetual,17,959.18%,2449.29,1y 26d 14h 27m,1y 26d 14h 27m
TRXUSDT Perpetual,46,876.68%,184.10,153d 14m,153d 14m
ETHUSDT Perpetual,0,857.31%,2117.56,1y 52d 6h 39m,1y 52d 6h 39m
ALICEUSDT Perpetual,9,819.16%,737.25,347d 49m,347d 49m
ANKRUSDT Perpetual,0,780.05%,78.01,318d 9h 49m,318d 9h 49m
BAKEUSDT Perpetual,7,758.11%,75.81,46d 15h 12m,46d 15h 12m
UNFIUSDT Perpetual,49,753.77%,150.76,26d 20h 25m,26d 20h 25m
ETHUSDT Perpetual,0,737.79%,2006.81,1y 51d 15h 40m,1y 51d 15h 40m
XMRUSDT Perpetual,4,714.27%,4285.64,156d 2h 25m,156d 2h 25m
BTCUSDT Perpetual,27,640.73%,44.85,1y 30d 8h 11m,1y 30d 8h 11m
XMRUSDT Perpetual,0,598.25%,1196.50,1y 22d 18h 44m,1y 22d 18h 44m
API3USDT Perpetual,13,534.79%,106.96,35d 12h 46m,35d 12h 46m
CRVUSDT Perpetual,0,502.72%,235.28,28d 16h 11m,28d 16h 11m
UNIUSDT Perpetual,0,459.26%,1437.50,1y 25d 14h 14m,1y 25d 14h 14m
BTCUSDT Perpetual,3,446.34%,223.17,1y 84d 11h 21m,1y 84d 11h 21m
LTCUSDT Perpetual,1,443.55%,1326.24,1y 25d 14h 11m,1y 25d 14h 11m
PEOPLEUSDT Perpetual,8,417.56%,34.53,40d 18h 8m,40d 18h 8m
BTCUSDT Perpetual,4,416.36%,112.42,19d 6h 20m,19d 6h 20m
ZECUSDT Perpetual,0,410.81%,205.41,137d 2h 40m,137d 2h 40m
BTCUSDT Perpetual,2,409.75%,110.63,19d 6h 20m,19d 6h 20m
BLZUSDT Perpetual,0,372.07%,111.62,151d 13h 59m,151d 13h 59m
DUSKUSDT Perpetual,3,371.59%,21.92,27d 18h 52m,27d 18h 52m
LTCUSDT Perpetual,0,360.53%,93.27,243d 9h 34m,243d 9h 34m
ADAUSDT Perpetual,1,358.60%,24.17,60d 1h 10m,60d 1h 10m
KNCUSDT Perpetual,0,349.47%,873.70,1y 66d 23h 47m,1y 66d 23h 47m
BTCUSDT Perpetual,7,341.64%,226.58,27d 6h 39m,27d 6h 39m
LINKUSDT Perpetual,1,340.61%,275.22,59d 17h 10m,59d 17h 10m
ETHUSDT Perpetual,4,340.34%,10.21,12d 21h 51m,12d 21h 51m
ZRXUSDT Perpetual,6,339.52%,16.98,13d 10h 27m,13d 10h 27m
TRXUSDT Perpetual,2,313.73%,401.59,174d 21h 53m,174d 21h 53m
EOSUSDT Perpetual,0,309.72%,619.45,28d 5h 53m,28d 5h 53m
KNCUSDT Perpetual,3,309.59%,309.59,19d 6h 4m,19d 6h 4m
TRXUSDT Perpetual,0,309.55%,154.78,100d 14h 41m,100d 14h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,235d 12h 38m,235d 12h 38m
ETHUSDT Perpetual,4,298.15%,42.55,27d 18h 30m,27d 18h 30m
TRBUSDT Perpetual,3,293.96%,151.24,30d 14h 36m,30d 14h 36m
SOLUSDT Perpetual,2,287.21%,23.75,23d 11h 56m,23d 11h 56m
ARUSDT Perpetual,0,276.61%,248.95,137d 2h 44m,137d 2h 44m
SNXUSDT Perpetual,12,273.77%,16.65,20d 9h 6m,20d 9h 6m
LUNA2BUSD Perpetual,1,270.21%,297.23,26d 21h 3m,26d 21h 3m
UNIUSDT Perpetual,0,267.40%,45.46,57d 20h 51m,57d 20h 51m
BTCUSDT Perpetual,1,266.85%,28.39,17d 11m,17d 11m
DOTUSDT Perpetual,0,260.71%,13.74,25d 18h 15m,25d 18h 15m
DOTUSDT Perpetual,2,258.65%,781.13,60d 16h 15m,60d 16h 15m
APEUSDT Perpetual,0,256.77%,25.68,12d 22h 52m,12d 22h 52m
ETHUSDT Perpetual,0,254.27%,11.44,20d 16h 24m,20d 16h 24m
MASKUSDT Perpetual,0,253.37%,506.75,20d 4h 1m,20d 4h 1m
XMRUSDT Perpetual,1,251.48%,548.24,114d 20h 49m,114d 20h 49m
1000SHIBUSDT Perpetual,5,251.23%,25.12,16d 11h 13m,16d 11h 13m
THETAUSDT Perpetual,0,251.18%,100.47,26d 16h 31m,26d 16h 31m
LINKUSDT Perpetual,0,249.56%,1247.84,62d 2h 54m,62d 2h 54m
TLMBUSD Perpetual,0,249.04%,373.56,25d 25m,25d 25m
GMTUSDT Perpetual,0,245.95%,368.93,11d 17h 28m,11d 17h 28m
LUNA2BUSD Perpetual,3,244.59%,366.89,25d 4h 23m,25d 4h 23m
AXSUSDT Perpetual,1,244.19%,128.35,21d 6h 37m,21d 6h 37m
EOSUSDT Perpetual,0,242.82%,72.85,12d 14h 27m,12d 14h 27m
BNBUSDT Perpetual,0,239.85%,599.64,1y 75d 22h 19m,1y 75d 22h 19m
ATOMUSDT Perpetual,0,239.44%,81.41,229d 23h 5m,229d 23h 5m
