cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,428,1445.76%,4337.29,1y 57d 5h 6m,1y 57d 5h 6m
ADAUSDT Perpetual,849,1381.60%,165.79,64d 4h,64d 4h
ETHUSDT Perpetual,194,1329.12%,3987.38,1y 57d 5h 27m,1y 57d 5h 27m
DOGEUSDT Perpetual,72,1026.22%,178.56,1y 2d 20h 31m,1y 2d 20h 31m
CHZUSDT Perpetual,17,960.56%,2452.81,1y 30d 19h 27m,1y 30d 19h 27m
BAKEUSDT Perpetual,17,927.24%,92.72,50d 20h 11m,50d 20h 11m
ETHUSDT Perpetual,9,900.92%,2225.28,1y 56d 11h 38m,1y 56d 11h 38m
TRXUSDT Perpetual,51,884.63%,185.77,157d 5h 13m,157d 5h 13m
ALICEUSDT Perpetual,11,819.16%,737.25,351d 5h 49m,351d 5h 49m
ANKRUSDT Perpetual,11,776.27%,77.63,322d 14h 48m,322d 14h 48m
ETHUSDT Perpetual,0,775.34%,2108.93,1y 55d 20h 39m,1y 55d 20h 39m
UNFIUSDT Perpetual,65,772.58%,154.52,31d 1h 24m,31d 1h 24m
XMRUSDT Perpetual,7,735.25%,4411.54,160d 7h 25m,160d 7h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 34d 13h 11m,1y 34d 13h 11m
XMRUSDT Perpetual,0,633.95%,1267.90,1y 26d 23h 43m,1y 26d 23h 43m
MATICUSDT Perpetual,2,611.56%,42.14,44d 16h 20m,44d 16h 20m
API3USDT Perpetual,19,596.23%,119.25,39d 17h 45m,39d 17h 45m
UNIUSDT Perpetual,0,526.62%,1648.35,1y 29d 19h 13m,1y 29d 19h 13m
BTCUSDT Perpetual,10,514.29%,138.86,23d 11h 19m,23d 11h 19m
BTCUSDT Perpetual,6,513.90%,138.76,23d 11h 20m,23d 11h 20m
CRVUSDT Perpetual,0,502.72%,235.28,32d 21h 11m,32d 21h 11m
GMTUSDT Perpetual,9,495.85%,29.75,19d 1h 9m,19d 1h 9m
BTCUSDT Perpetual,4,448.58%,224.29,1y 88d 16h 20m,1y 88d 16h 20m
LTCUSDT Perpetual,1,443.68%,1326.63,1y 29d 19h 11m,1y 29d 19h 11m
PEOPLEUSDT Perpetual,10,417.74%,34.55,44d 23h 8m,44d 23h 8m
ZECUSDT Perpetual,0,413.48%,206.74,141d 7h 40m,141d 7h 40m
KNCUSDT Perpetual,3,407.25%,407.26,23d 11h 4m,23d 11h 4m
BTCUSDT Perpetual,7,404.24%,268.10,31d 11h 39m,31d 11h 39m
ZRXUSDT Perpetual,9,374.04%,18.70,17d 15h 27m,17d 15h 27m
ADAUSDT Perpetual,1,364.96%,24.60,64d 6h 10m,64d 6h 10m
KNCUSDT Perpetual,0,362.85%,907.14,1y 71d 4h 46m,1y 71d 4h 46m
BLZUSDT Perpetual,0,360.66%,108.20,155d 18h 59m,155d 18h 59m
LTCUSDT Perpetual,0,360.53%,93.27,247d 14h 34m,247d 14h 34m
LINKUSDT Perpetual,1,359.96%,290.85,63d 22h 9m,63d 22h 9m
ETHUSDT Perpetual,0,336.74%,30.31,20d 21h 46m,20d 21h 46m
APEUSDT Perpetual,0,331.47%,33.15,17d 3h 52m,17d 3h 52m
ETHUSDT Perpetual,2,329.39%,52.70,20d 4h 9m,20d 4h 9m
EOSUSDT Perpetual,0,327.07%,654.16,32d 10h 52m,32d 10h 52m
TRXUSDT Perpetual,2,319.52%,409.00,179d 2h 52m,179d 2h 52m
XEMUSDT Perpetual,28,315.90%,63.18,12d 7h 52m,12d 7h 52m
TRXUSDT Perpetual,0,313.40%,156.70,104d 19h 41m,104d 19h 41m
EOSUSDT Perpetual,2,313.30%,93.99,16d 19h 27m,16d 19h 27m
ARUSDT Perpetual,0,309.79%,278.82,141d 7h 44m,141d 7h 44m
AVAXUSDT Perpetual,0,307.43%,676.35,239d 17h 37m,239d 17h 37m
DOTUSDT Perpetual,0,305.62%,16.11,29d 23h 15m,29d 23h 15m
1000SHIBUSDT Perpetual,5,305.10%,30.51,20d 16h 13m,20d 16h 13m
SNXUSDT Perpetual,47,304.37%,18.51,24d 14h 6m,24d 14h 6m
ETHBUSD Perpetual,3,301.58%,5.58,19d 10h 18m,19d 10h 18m
SOLUSDT Perpetual,3,295.40%,24.43,27d 16h 55m,27d 16h 55m
TRBUSDT Perpetual,5,295.32%,151.95,34d 19h 35m,34d 19h 35m
DOTUSDT Perpetual,2,292.00%,881.87,64d 21h 15m,64d 21h 15m
GMTUSDT Perpetual,7,290.59%,435.90,15d 22h 27m,15d 22h 27m
UNIUSDT Perpetual,0,285.90%,48.60,62d 1h 50m,62d 1h 50m
ETHUSDT Perpetual,10,281.16%,40.12,31d 23h 29m,31d 23h 29m
ALPHAUSDT Perpetual,1,275.51%,7.44,23d 23h 40m,23d 23h 40m
JASMYUSDT Perpetual,0,275.49%,13.22,31d 15h 37m,31d 15h 37m
TLMBUSD Perpetual,1,272.30%,408.45,29d 5h 24m,29d 5h 24m
KSMUSDT Perpetual,0,271.06%,455.39,33d 16h 57m,33d 16h 57m
AXSUSDT Perpetual,2,267.34%,140.52,25d 11h 37m,25d 11h 37m
MASKUSDT Perpetual,0,261.96%,523.93,24d 9h,24d 9h
LINKUSDT Perpetual,0,261.90%,1309.51,66d 7h 54m,66d 7h 54m
1000XECUSDT Perpetual,1,252.98%,12.65,22d 6h 48m,22d 6h 48m
IOSTUSDT Perpetual,2,251.89%,14.11,31d 16h 44m,31d 16h 44m
BTCBUSD Perpetual,17,251.63%,20.56,27d 2h 37m,27d 2h 37m
APEBUSD Perpetual,1,249.56%,4.87,19d 10h 20m,19d 10h 20m
SUSHIUSDT Perpetual,1,249.15%,89.70,54d 3h 55m,54d 3h 55m
ATOMUSDT Perpetual,0,248.06%,84.34,234d 4h 4m,234d 4h 4m
BTSUSDT Perpetual,1,247.80%,250.28,54d 10h 42m,54d 10h 42m
BNBUSDT Perpetual,0,242.98%,607.45,1y 80d 3h 19m,1y 80d 3h 19m
MANAUSDT Perpetual,1,242.61%,48.52,34d 21h 4m,34d 21h 4m
ETHUSDT Perpetual,0,242.28%,48.46,29d 11h 38m,29d 11h 38m
BTCUSDT Perpetual,1,241.09%,554.51,18d 21h 37m,18d 21h 37m
1000SHIBUSDT Perpetual,19,239.95%,19.20,22d 6h 54m,22d 6h 54m
ANCBUSD Perpetual,5,238.79%,71.64,25d 13h 15m,25d 13h 15m
DOTUSDT Perpetual,0,237.09%,36.16,22d 17h 9m,22d 17h 9m
SANDUSDT Perpetual,1,233.77%,70.13,46d 16h 53m,46d 16h 53m
ETHUSDT Perpetual,1,228.55%,27.06,31d 10h 30m,31d 10h 30m
LINKUSDT Perpetual,0,224.85%,122.90,22d 16h 48m,22d 16h 48m
SOLBUSD Perpetual,2,224.74%,1123.73,34d 23h 58m,34d 23h 58m
ANTUSDT Perpetual,0,223.87%,33.58,29d 4h 23m,29d 4h 23m
AVAXUSDT Perpetual,1,223.52%,216.82,49d 1h 39m,49d 1h 39m
API3USDT Perpetual,0,219.57%,27.23,15d 19h 24m,15d 19h 24m
GMTUSDT Perpetual,6,218.03%,8.70,32d 6h 13m,32d 6h 13m
SANDUSDT Perpetual,0,217.61%,18.50,50d 14h 27m,50d 14h 27m
MATICUSDT Perpetual,1,217.35%,34.78,51d 23h 12m,51d 23h 12m
PEOPLEUSDT Perpetual,0,215.66%,1078.35,48d 22h 47m,48d 22h 47m
NEARUSDT Perpetual,2,214.44%,112.41,25d 12h 12m,25d 12h 12m
