cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,415,1430.04%,4290.14,1y 56d 1h 6m,1y 56d 1h 6m
ADAUSDT Perpetual,798,1385.92%,166.31,63d,63d
ETHUSDT Perpetual,186,1278.61%,3835.84,1y 56d 1h 27m,1y 56d 1h 27m
DOGEUSDT Perpetual,68,1024.58%,178.28,1y 1d 16h 31m,1y 1d 16h 31m
CHZUSDT Perpetual,17,942.57%,2406.88,1y 29d 15h 27m,1y 29d 15h 27m
TRXUSDT Perpetual,51,878.76%,184.54,156d 1h 14m,156d 1h 14m
ETHUSDT Perpetual,0,829.74%,2049.48,1y 55d 7h 39m,1y 55d 7h 39m
ALICEUSDT Perpetual,10,819.16%,737.25,350d 1h 49m,350d 1h 49m
ANKRUSDT Perpetual,10,771.25%,77.13,321d 10h 48m,321d 10h 48m
BAKEUSDT Perpetual,16,764.37%,76.44,49d 16h 11m,49d 16h 11m
ETHUSDT Perpetual,0,714.06%,1942.26,1y 54d 16h 40m,1y 54d 16h 40m
XMRUSDT Perpetual,6,700.41%,4202.47,159d 3h 25m,159d 3h 25m
UNFIUSDT Perpetual,62,660.71%,132.14,29d 21h 25m,29d 21h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 9h 11m,1y 33d 9h 11m
API3USDT Perpetual,19,626.54%,125.31,38d 13h 45m,38d 13h 45m
XMRUSDT Perpetual,0,559.88%,1119.78,1y 25d 19h 44m,1y 25d 19h 44m
MATICUSDT Perpetual,1,525.50%,36.21,43d 12h 20m,43d 12h 20m
CRVUSDT Perpetual,0,502.72%,235.28,31d 17h 11m,31d 17h 11m
BTCUSDT Perpetual,9,467.50%,126.23,22d 7h 20m,22d 7h 20m
BTCUSDT Perpetual,4,467.26%,126.16,22d 7h 20m,22d 7h 20m
UNIUSDT Perpetual,0,464.36%,1453.46,1y 28d 15h 13m,1y 28d 15h 13m
BTCUSDT Perpetual,4,443.73%,221.87,1y 87d 12h 21m,1y 87d 12h 21m
LTCUSDT Perpetual,1,430.18%,1286.27,1y 28d 15h 11m,1y 28d 15h 11m
PEOPLEUSDT Perpetual,9,403.03%,33.33,43d 19h 8m,43d 19h 8m
ZECUSDT Perpetual,0,390.14%,195.07,140d 3h 40m,140d 3h 40m
LTCUSDT Perpetual,0,360.53%,93.27,246d 10h 34m,246d 10h 34m
ADAUSDT Perpetual,1,359.09%,24.20,63d 2h 10m,63d 2h 10m
LINKUSDT Perpetual,1,347.07%,280.43,62d 18h 9m,62d 18h 9m
KNCUSDT Perpetual,0,346.98%,867.47,1y 70d 46m,1y 70d 46m
ETHUSDT Perpetual,5,339.71%,10.19,15d 22h 51m,15d 22h 51m
BLZUSDT Perpetual,0,335.38%,100.62,154d 14h 59m,154d 14h 59m
GMTUSDT Perpetual,7,334.18%,20.05,17d 21h 9m,17d 21h 9m
BTCUSDT Perpetual,7,331.12%,219.60,30d 7h 39m,30d 7h 39m
KNCUSDT Perpetual,3,327.37%,327.37,22d 7h 4m,22d 7h 4m
ETHUSDT Perpetual,10,325.79%,46.49,30d 19h 30m,30d 19h 30m
TRXUSDT Perpetual,2,314.34%,402.36,177d 22h 53m,177d 22h 53m
TRXUSDT Perpetual,0,309.59%,154.80,103d 15h 41m,103d 15h 41m
GMTUSDT Perpetual,6,307.63%,461.46,14d 18h 27m,14d 18h 27m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 13h 38m,238d 13h 38m
SNXUSDT Perpetual,46,302.37%,18.38,23d 10h 6m,23d 10h 6m
ETHUSDT Perpetual,1,299.56%,299.56,12d 22h 35m,12d 22h 35m
TRBUSDT Perpetual,5,297.99%,153.32,33d 15h 35m,33d 15h 35m
SOLUSDT Perpetual,3,295.40%,24.43,26d 12h 55m,26d 12h 55m
ZRXUSDT Perpetual,8,292.67%,14.63,16d 11h 27m,16d 11h 27m
APEUSDT Perpetual,0,291.21%,29.12,15d 23h 52m,15d 23h 52m
EOSUSDT Perpetual,0,290.88%,581.76,31d 6h 52m,31d 6h 52m
ARUSDT Perpetual,0,287.77%,259.00,140d 3h 44m,140d 3h 44m
ETHBUSD Perpetual,16,287.22%,347.54,27d 19h 16m,27d 19h 16m
1000SHIBUSDT Perpetual,5,286.93%,28.69,19d 12h 13m,19d 12h 13m
UNIUSDT Perpetual,0,285.90%,48.60,60d 21h 51m,60d 21h 51m
BTCUSDT Perpetual,1,276.85%,29.46,20d 1h 11m,20d 1h 11m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 11h 37m,30d 11h 37m
TLMBUSD Perpetual,1,273.18%,409.77,28d 1h 25m,28d 1h 25m
BTCBUSD Perpetual,15,269.09%,21.99,25d 22h 38m,25d 22h 38m
1000SHIBUSDT Perpetual,19,268.57%,21.49,21d 2h 54m,21d 2h 54m
EOSUSDT Perpetual,2,261.46%,78.44,15d 15h 27m,15d 15h 27m
AXSUSDT Perpetual,2,257.86%,135.53,24d 7h 37m,24d 7h 37m
LINKUSDT Perpetual,0,249.96%,1249.84,65d 3h 54m,65d 3h 54m
1000XECUSDT Perpetual,1,247.28%,12.36,21d 2h 48m,21d 2h 48m
IOSTUSDT Perpetual,2,245.00%,13.72,30d 12h 44m,30d 12h 44m
APEBUSD Perpetual,1,243.84%,4.75,18d 6h 20m,18d 6h 20m
BNBUSDT Perpetual,0,239.56%,598.91,1y 78d 23h 19m,1y 78d 23h 19m
ALPHAUSDT Perpetual,0,239.45%,6.47,22d 19h 40m,22d 19h 40m
ETHUSDT Perpetual,0,237.40%,21.37,19d 17h 46m,19d 17h 46m
ANCBUSD Perpetual,5,232.75%,69.83,24d 9h 15m,24d 9h 15m
ATOMUSDT Perpetual,0,228.35%,77.64,233d 4m,233d 4m
SUSHIUSDT Perpetual,1,226.77%,81.64,52d 23h 55m,52d 23h 55m
KSMUSDT Perpetual,0,226.41%,380.38,32d 12h 58m,32d 12h 58m
AVAXUSDT Perpetual,0,224.49%,127.60,24d 7h 38m,24d 7h 38m
DOTUSDT Perpetual,0,222.23%,11.71,28d 19h 15m,28d 19h 15m
API3USDT Perpetual,0,219.57%,27.23,14d 15h 24m,14d 15h 24m
NEARUSDT Perpetual,1,219.56%,115.09,24d 8h 12m,24d 8h 12m
MATICUSDT Perpetual,2,219.55%,109.78,49d 20h 8m,49d 20h 8m
GMTUSDT Perpetual,6,218.03%,8.70,31d 2h 13m,31d 2h 13m
MATICUSDT Perpetual,1,216.68%,34.67,50d 19h 13m,50d 19h 13m
ETHUSDT Perpetual,2,215.72%,34.52,19d 9m,19d 9m
DOTUSDT Perpetual,2,214.80%,648.71,63d 17h 15m,63d 17h 15m
ETHUSDT Perpetual,1,213.27%,25.25,30d 6h 30m,30d 6h 30m
ADAUSDT Perpetual,0,212.64%,35.34,166d 8h 37m,166d 8h 37m
MASKUSDT Perpetual,0,211.82%,423.64,23d 5h,23d 5h
ZILUSDT Perpetual,0,211.16%,2.32,94d 7h 22m,94d 7h 22m
PEOPLEUSDT Perpetual,0,209.62%,1048.13,47d 18h 47m,47d 18h 47m
MANAUSDT Perpetual,1,209.07%,41.81,33d 17h 4m,33d 17h 4m
SANDUSDT Perpetual,1,206.89%,62.07,45d 12h 53m,45d 12h 53m
LINKUSDT Perpetual,0,206.67%,112.97,21d 12h 48m,21d 12h 48m
AVAXUSDT Perpetual,1,204.37%,198.24,47d 21h 39m,47d 21h 39m
STORJUSDT Perpetual,0,199.85%,59.96,23d 21h 30m,23d 21h 30m
