cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,412,1417.20%,4251.61,1y 55d 16h 6m,1y 55d 16h 6m
ADAUSDT Perpetual,782,1387.83%,166.54,62d 15h,62d 15h
ETHUSDT Perpetual,182,1265.15%,3795.48,1y 55d 16h 27m,1y 55d 16h 27m
DOGEUSDT Perpetual,66,1024.24%,178.22,1y 1d 7h 31m,1y 1d 7h 31m
CHZUSDT Perpetual,17,927.99%,2369.62,1y 29d 6h 27m,1y 29d 6h 27m
TRXUSDT Perpetual,51,875.98%,183.96,155d 16h 14m,155d 16h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 16h 49m,349d 16h 49m
ETHUSDT Perpetual,0,812.15%,2006.03,1y 54d 22h 39m,1y 54d 22h 39m
ANKRUSDT Perpetual,10,765.06%,76.51,321d 1h 48m,321d 1h 48m
ETHUSDT Perpetual,0,698.83%,1900.82,1y 54d 7h 39m,1y 54d 7h 39m
XMRUSDT Perpetual,6,688.01%,4128.08,158d 18h 25m,158d 18h 25m
UNFIUSDT Perpetual,62,646.48%,129.30,29d 12h 24m,29d 12h 24m
API3USDT Perpetual,19,642.77%,128.56,38d 4h 45m,38d 4h 45m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 11m,1y 33d 11m
BAKEUSDT Perpetual,15,582.64%,58.26,49d 7h 11m,49d 7h 11m
XMRUSDT Perpetual,0,536.78%,1073.57,1y 25d 10h 44m,1y 25d 10h 44m
CRVUSDT Perpetual,0,502.72%,235.28,31d 8h 11m,31d 8h 11m
BTCUSDT Perpetual,3,441.17%,220.59,1y 87d 3h 21m,1y 87d 3h 21m
BTCUSDT Perpetual,7,425.11%,114.78,21d 22h 20m,21d 22h 20m
LTCUSDT Perpetual,1,425.03%,1270.86,1y 28d 6h 11m,1y 28d 6h 11m
UNIUSDT Perpetual,0,424.32%,1328.14,1y 28d 6h 13m,1y 28d 6h 13m
BTCUSDT Perpetual,3,423.03%,114.22,21d 22h 20m,21d 22h 20m
PEOPLEUSDT Perpetual,9,396.27%,32.77,43d 10h 8m,43d 10h 8m
DUSKUSDT Perpetual,5,384.04%,22.66,30d 10h 52m,30d 10h 52m
ZECUSDT Perpetual,0,383.23%,191.62,139d 18h 40m,139d 18h 40m
LTCUSDT Perpetual,0,360.53%,93.27,246d 1h 34m,246d 1h 34m
ADAUSDT Perpetual,1,354.14%,23.87,62d 17h 10m,62d 17h 10m
KNCUSDT Perpetual,0,344.05%,860.14,1y 69d 15h 46m,1y 69d 15h 46m
ETHUSDT Perpetual,9,331.20%,47.26,30d 10h 29m,30d 10h 29m
LINKUSDT Perpetual,1,330.18%,266.79,62d 9h 9m,62d 9h 9m
BLZUSDT Perpetual,0,317.81%,95.34,154d 5h 59m,154d 5h 59m
MATICUSDT Perpetual,1,314.16%,21.65,43d 3h 20m,43d 3h 20m
TRXUSDT Perpetual,2,311.95%,399.30,177d 13h 53m,177d 13h 53m
TRXUSDT Perpetual,0,307.92%,153.96,103d 6h 41m,103d 6h 41m
ETHBUSD Perpetual,16,307.71%,372.33,27d 10h 16m,27d 10h 16m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 4h 38m,238d 4h 38m
ETHUSDT Perpetual,1,306.78%,306.78,12d 13h 35m,12d 13h 35m
TRBUSDT Perpetual,5,303.71%,156.26,33d 6h 35m,33d 6h 35m
GMTUSDT Perpetual,6,303.11%,454.67,14d 9h 27m,14d 9h 27m
KNCUSDT Perpetual,3,301.66%,301.66,21d 22h 4m,21d 22h 4m
SOLUSDT Perpetual,3,295.40%,24.43,26d 3h 55m,26d 3h 55m
BTCUSDT Perpetual,7,285.62%,189.43,29d 22h 39m,29d 22h 39m
ARUSDT Perpetual,0,283.05%,254.75,139d 18h 44m,139d 18h 44m
UNIUSDT Perpetual,0,280.68%,47.72,60d 12h 51m,60d 12h 51m
SNXUSDT Perpetual,45,276.27%,16.80,23d 1h 6m,23d 1h 6m
1000SHIBUSDT Perpetual,5,275.56%,27.56,19d 3h 13m,19d 3h 13m
