cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,544,1480.69%,4442.08,1y 63d 3h 8m,1y 63d 3h 8m
ETHUSDT Perpetual,251,1436.08%,4308.25,1y 63d 3h 29m,1y 63d 3h 29m
ADAUSDT Perpetual,1109,1348.57%,161.83,70d 2h 2m,70d 2h 2m
ETHUSDT Perpetual,0,1095.42%,219.08,35d 9h 40m,35d 9h 40m
ETHUSDT Perpetual,13,1077.47%,2661.35,1y 62d 9h 41m,1y 62d 9h 41m
BAKEUSDT Perpetual,53,1034.60%,103.46,56d 18h 14m,56d 18h 14m
DOGEUSDT Perpetual,94,1028.94%,179.04,1y 8d 18h 33m,1y 8d 18h 33m
CHZUSDT Perpetual,24,973.96%,2487.03,1y 36d 17h 29m,1y 36d 17h 29m
ETHUSDT Perpetual,0,924.69%,2515.18,1y 61d 18h 42m,1y 61d 18h 42m
TRXUSDT Perpetual,56,892.17%,187.36,163d 3h 16m,163d 3h 16m
ALICEUSDT Perpetual,15,819.16%,737.25,357d 3h 51m,357d 3h 51m
UNFIUSDT Perpetual,95,809.95%,161.99,36d 23h 27m,36d 23h 27m
ANKRUSDT Perpetual,12,789.96%,79.00,328d 12h 51m,328d 12h 51m
XMRUSDT Perpetual,7,786.84%,4721.08,166d 5h 27m,166d 5h 27m
XMRUSDT Perpetual,1,759.00%,1518.02,1y 32d 21h 46m,1y 32d 21h 46m
MATICUSDT Perpetual,5,628.70%,43.32,50d 14h 22m,50d 14h 22m
ZRXUSDT Perpetual,14,561.38%,28.07,23d 13h 29m,23d 13h 29m
BTCUSDT Perpetual,9,553.73%,367.24,37d 9h 41m,37d 9h 41m
BTCUSDT Perpetual,27,526.50%,142.16,29d 9h 22m,29d 9h 22m
UNIUSDT Perpetual,0,515.09%,1612.24,1y 35d 17h 16m,1y 35d 17h 16m
CRVUSDT Perpetual,0,502.72%,235.28,38d 19h 13m,38d 19h 13m
LTCUSDT Perpetual,1,477.66%,1428.23,1y 35d 17h 13m,1y 35d 17h 13m
PEOPLEUSDT Perpetual,12,471.36%,38.98,50d 21h 10m,50d 21h 10m
EOSUSDT Perpetual,4,464.19%,139.26,22d 17h 29m,22d 17h 29m
BTCUSDT Perpetual,5,460.68%,230.34,1y 94d 14h 23m,1y 94d 14h 23m
ZECUSDT Perpetual,0,426.37%,213.19,147d 5h 42m,147d 5h 42m
DOTUSDT Perpetual,0,421.05%,22.19,35d 21h 17m,35d 21h 17m
LINKUSDT Perpetual,1,404.89%,327.16,69d 20h 12m,69d 20h 12m
EOSUSDT Perpetual,0,402.80%,805.62,38d 8h 55m,38d 8h 55m
DOTUSDT Perpetual,2,400.54%,1209.64,70d 19h 17m,70d 19h 17m
DOTUSDT Perpetual,0,398.79%,60.82,28d 15h 12m,28d 15h 12m
ADAUSDT Perpetual,3,388.07%,26.16,70d 4h 12m,70d 4h 12m
TRBUSDT Perpetual,5,386.19%,198.70,40d 17h 38m,40d 17h 38m
BLZUSDT Perpetual,0,378.55%,113.57,161d 17h 1m,161d 17h 1m
SNXUSDT Perpetual,69,374.37%,22.76,30d 12h 8m,30d 12h 8m
KNCUSDT Perpetual,0,364.37%,910.93,1y 77d 2h 49m,1y 77d 2h 49m
LTCUSDT Perpetual,2,360.53%,93.27,253d 12h 37m,253d 12h 37m
SANDUSDT Perpetual,1,348.81%,104.64,52d 14h 55m,52d 14h 55m
ANTUSDT Perpetual,0,346.56%,51.99,35d 2h 26m,35d 2h 26m
YFIUSDT Perpetual,1,326.69%,49.00,26d 3h 17m,26d 3h 17m
THETAUSDT Perpetual,0,326.10%,81.53,19d 23h 21m,19d 23h 21m
TRXUSDT Perpetual,2,323.15%,413.64,185d 55m,185d 55m
MANAUSDT Perpetual,1,321.29%,64.26,40d 19h 6m,40d 19h 6m
MASKUSDT Perpetual,0,317.13%,634.27,30d 7h 3m,30d 7h 3m
LTCUSDT Perpetual,0,316.77%,181.51,70d 18h 53m,70d 18h 53m
TRXUSDT Perpetual,0,315.31%,157.66,110d 17h 43m,110d 17h 43m
TLMBUSD Perpetual,2,311.44%,467.16,35d 3h 27m,35d 3h 27m
SANDUSDT Perpetual,0,311.15%,26.45,56d 12h 29m,56d 12h 29m
JASMYUSDT Perpetual,0,311.07%,14.93,37d 13h 39m,37d 13h 39m
ARUSDT Perpetual,0,307.95%,277.16,147d 5h 46m,147d 5h 46m
AVAXUSDT Perpetual,0,307.43%,676.35,245d 15h 40m,245d 15h 40m
LINKUSDT Perpetual,1,306.78%,1533.90,72d 5h 56m,72d 5h 56m
LINKUSDT Perpetual,1,296.16%,19.75,20d 4h 48m,20d 4h 48m
SOLUSDT Perpetual,3,295.40%,24.43,33d 14h 58m,33d 14h 58m
FTMBUSD Perpetual,1,290.57%,31.96,43d 8h 13m,43d 8h 13m
UNIUSDT Perpetual,0,285.90%,48.60,67d 23h 53m,67d 23h 53m
BTSUSDT Perpetual,1,283.99%,286.84,60d 8h 44m,60d 8h 44m
KSMUSDT Perpetual,0,281.30%,472.59,39d 15h,39d 15h
ADAUSDT Perpetual,0,280.48%,70.12,21d 8h 25m,21d 8h 25m
ADAUSDT Perpetual,2,279.85%,3638.17,49d 11h 59m,49d 11h 59m
KSMUSDT Perpetual,0,276.05%,574.19,70d 19h 2m,70d 19h 2m
IOSTUSDT Perpetual,2,273.50%,15.32,37d 14h 46m,37d 14h 46m
ATOMUSDT Perpetual,0,269.48%,91.62,240d 2h 7m,240d 2h 7m
ETCUSDT Perpetual,1,267.20%,1202.41,81d 3h 48m,81d 3h 48m
SUSHIUSDT Perpetual,1,266.57%,95.97,60d 1h 57m,60d 1h 57m
APEUSDT Perpetual,0,266.00%,133.00,64d 23h 36m,64d 23h 36m
XRPUSDT Perpetual,3,265.78%,53.16,41d 20h 2m,41d 20h 2m
AVAXUSDT Perpetual,1,261.78%,253.93,54d 23h 41m,54d 23h 41m
LUNA2BUSD Perpetual,1,259.49%,285.44,37d 5m,37d 5m
ANCBUSD Perpetual,5,258.31%,77.49,31d 11h 17m,31d 11h 17m
1000SHIBUSDT Perpetual,0,257.26%,7.72,26d 9m,26d 9m
1000XECUSDT Perpetual,1,256.35%,12.82,28d 4h 51m,28d 4h 51m
API3USDT Perpetual,0,254.76%,31.59,21d 17h 26m,21d 17h 26m
