cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,544,1481.43%,4444.32,1y 63d 4h 9m,1y 63d 4h 9m
ETHUSDT Perpetual,251,1436.92%,4310.78,1y 63d 4h 30m,1y 63d 4h 30m
ADAUSDT Perpetual,1110,1353.19%,162.38,70d 3h 3m,70d 3h 3m
ETHUSDT Perpetual,0,1101.33%,220.27,35d 10h 41m,35d 10h 41m
ETHUSDT Perpetual,13,1079.00%,2665.14,1y 62d 10h 41m,1y 62d 10h 41m
DOGEUSDT Perpetual,94,1028.91%,179.03,1y 8d 19h 34m,1y 8d 19h 34m
BAKEUSDT Perpetual,53,1028.56%,102.86,56d 19h 14m,56d 19h 14m
CHZUSDT Perpetual,24,972.68%,2483.74,1y 36d 18h 30m,1y 36d 18h 30m
ETHUSDT Perpetual,0,925.92%,2518.53,1y 61d 19h 42m,1y 61d 19h 42m
TRXUSDT Perpetual,56,892.43%,187.41,163d 4h 16m,163d 4h 16m
ALICEUSDT Perpetual,15,819.16%,737.25,357d 4h 52m,357d 4h 52m
UNFIUSDT Perpetual,95,809.19%,161.84,37d 27m,37d 27m
ANKRUSDT Perpetual,12,790.63%,79.06,328d 13h 51m,328d 13h 51m
XMRUSDT Perpetual,7,785.23%,4711.38,166d 6h 28m,166d 6h 28m
XMRUSDT Perpetual,1,750.65%,1501.31,1y 32d 22h 46m,1y 32d 22h 46m
MATICUSDT Perpetual,5,628.70%,43.32,50d 15h 23m,50d 15h 23m
ZRXUSDT Perpetual,14,561.27%,28.06,23d 14h 30m,23d 14h 30m
BTCUSDT Perpetual,9,553.82%,367.30,37d 10h 42m,37d 10h 42m
BTCUSDT Perpetual,27,535.43%,144.57,29d 10h 22m,29d 10h 22m
UNIUSDT Perpetual,0,518.45%,1622.75,1y 35d 18h 16m,1y 35d 18h 16m
CRVUSDT Perpetual,0,502.72%,235.28,38d 20h 14m,38d 20h 14m
LTCUSDT Perpetual,1,477.56%,1427.93,1y 35d 18h 14m,1y 35d 18h 14m
PEOPLEUSDT Perpetual,12,473.31%,39.14,50d 22h 11m,50d 22h 11m
EOSUSDT Perpetual,4,465.47%,139.64,22d 18h 30m,22d 18h 30m
BTCUSDT Perpetual,5,460.38%,230.19,1y 94d 15h 23m,1y 94d 15h 23m
ZECUSDT Perpetual,0,425.70%,212.85,147d 6h 43m,147d 6h 43m
DOTUSDT Perpetual,0,420.55%,22.16,35d 22h 17m,35d 22h 17m
LINKUSDT Perpetual,1,404.55%,326.88,69d 21h 12m,69d 21h 12m
EOSUSDT Perpetual,0,403.34%,806.69,38d 9h 55m,38d 9h 55m
DOTUSDT Perpetual,2,399.21%,1205.63,70d 20h 18m,70d 20h 18m
DOTUSDT Perpetual,0,398.51%,60.77,28d 16h 12m,28d 16h 12m
ADAUSDT Perpetual,3,388.41%,26.18,70d 5h 13m,70d 5h 13m
TRBUSDT Perpetual,5,385.98%,198.59,40d 18h 38m,40d 18h 38m
BLZUSDT Perpetual,0,378.45%,113.54,161d 18h 2m,161d 18h 2m
SNXUSDT Perpetual,69,374.07%,22.74,30d 13h 9m,30d 13h 9m
KNCUSDT Perpetual,0,364.34%,910.87,1y 77d 3h 49m,1y 77d 3h 49m
LTCUSDT Perpetual,2,360.53%,93.27,253d 13h 37m,253d 13h 37m
ANTUSDT Perpetual,0,345.13%,51.77,35d 3h 26m,35d 3h 26m
SANDUSDT Perpetual,1,344.84%,103.45,52d 15h 56m,52d 15h 56m
YFIUSDT Perpetual,1,332.30%,49.85,26d 4h 18m,26d 4h 18m
THETAUSDT Perpetual,0,325.01%,81.25,20d 22m,20d 22m
