cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,404,1403.58%,4210.76,1y 55d 9h 6m,1y 55d 9h 6m
ADAUSDT Perpetual,769,1387.40%,166.49,62d 8h,62d 8h
ETHUSDT Perpetual,181,1246.35%,3739.06,1y 55d 9h 27m,1y 55d 9h 27m
DOGEUSDT Perpetual,66,1023.42%,178.08,1y 1d 31m,1y 1d 31m
CHZUSDT Perpetual,17,912.37%,2329.76,1y 28d 23h 27m,1y 28d 23h 27m
TRXUSDT Perpetual,50,869.76%,182.65,155d 9h 13m,155d 9h 13m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 9h 49m,349d 9h 49m
ETHUSDT Perpetual,0,788.10%,1946.63,1y 54d 15h 38m,1y 54d 15h 38m
ANKRUSDT Perpetual,10,761.90%,76.19,320d 18h 48m,320d 18h 48m
XMRUSDT Perpetual,6,681.42%,4088.52,158d 11h 25m,158d 11h 25m
ETHUSDT Perpetual,0,678.21%,1844.76,1y 54d 39m,1y 54d 39m
API3USDT Perpetual,19,654.13%,130.83,37d 21h 45m,37d 21h 45m
BTCUSDT Perpetual,34,640.73%,44.85,1y 32d 17h 11m,1y 32d 17h 11m
UNFIUSDT Perpetual,60,608.62%,121.72,29d 5h 24m,29d 5h 24m
XMRUSDT Perpetual,0,525.59%,1051.18,1y 25d 3h 43m,1y 25d 3h 43m
CRVUSDT Perpetual,0,502.72%,235.28,31d 1h 11m,31d 1h 11m
BTCUSDT Perpetual,3,438.61%,219.31,1y 86d 20h 20m,1y 86d 20h 20m
BAKEUSDT Perpetual,15,429.48%,42.95,49d 11m,49d 11m
LTCUSDT Perpetual,1,416.88%,1246.49,1y 27d 23h 11m,1y 27d 23h 11m
UNIUSDT Perpetual,0,401.29%,1256.05,1y 27d 23h 13m,1y 27d 23h 13m
PEOPLEUSDT Perpetual,9,382.84%,31.66,43d 3h 8m,43d 3h 8m
ZECUSDT Perpetual,0,373.56%,186.78,139d 11h 40m,139d 11h 40m
DUSKUSDT Perpetual,5,368.51%,21.74,30d 3h 52m,30d 3h 52m
BTCUSDT Perpetual,7,365.68%,98.74,21d 15h 19m,21d 15h 19m
LTCUSDT Perpetual,0,360.53%,93.27,245d 18h 34m,245d 18h 34m
BTCUSDT Perpetual,3,357.99%,96.66,21d 15h 20m,21d 15h 20m
ADAUSDT Perpetual,1,349.06%,23.53,62d 10h 10m,62d 10h 10m
KNCUSDT Perpetual,0,342.43%,856.08,1y 69d 8h 46m,1y 69d 8h 46m
ETHUSDT Perpetual,8,333.27%,47.56,30d 3h 29m,30d 3h 29m
