cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,435,1451.83%,4355.50,1y 57d 15h 6m,1y 57d 15h 6m
ADAUSDT Perpetual,866,1376.85%,165.22,64d 14h,64d 14h
ETHUSDT Perpetual,195,1348.19%,4044.59,1y 57d 15h 27m,1y 57d 15h 27m
DOGEUSDT Perpetual,72,1026.22%,178.56,1y 3d 6h 31m,1y 3d 6h 31m
CHZUSDT Perpetual,17,964.33%,2462.42,1y 31d 5h 27m,1y 31d 5h 27m
ETHUSDT Perpetual,9,929.42%,2295.68,1y 56d 21h 39m,1y 56d 21h 39m
BAKEUSDT Perpetual,17,911.97%,91.20,51d 6h 11m,51d 6h 11m
TRXUSDT Perpetual,53,885.21%,185.89,157d 15h 14m,157d 15h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,351d 15h 49m,351d 15h 49m
ETHUSDT Perpetual,0,799.87%,2175.67,1y 56d 6h 40m,1y 56d 6h 40m
ANKRUSDT Perpetual,11,778.27%,77.83,323d 48m,323d 48m
UNFIUSDT Perpetual,66,753.55%,150.71,31d 11h 25m,31d 11h 25m
XMRUSDT Perpetual,7,752.47%,4514.86,160d 17h 25m,160d 17h 25m
XMRUSDT Perpetual,0,678.43%,1356.88,1y 27d 9h 44m,1y 27d 9h 44m
BTCUSDT Perpetual,36,640.73%,44.85,1y 34d 23h 11m,1y 34d 23h 11m
MATICUSDT Perpetual,2,623.90%,42.99,45d 2h 20m,45d 2h 20m
API3USDT Perpetual,19,585.72%,117.14,40d 3h 45m,40d 3h 45m
UNIUSDT Perpetual,0,533.94%,1671.23,1y 30d 5h 13m,1y 30d 5h 13m
BTCUSDT Perpetual,6,517.74%,139.79,23d 21h 20m,23d 21h 20m
BTCUSDT Perpetual,11,517.41%,139.70,23d 21h 20m,23d 21h 20m
CRVUSDT Perpetual,0,502.72%,235.28,33d 7h 11m,33d 7h 11m
GMTUSDT Perpetual,11,495.12%,29.71,19d 11h 9m,19d 11h 9m
LTCUSDT Perpetual,1,450.86%,1348.07,1y 30d 5h 11m,1y 30d 5h 11m
BTCUSDT Perpetual,4,450.01%,225.01,1y 89d 2h 21m,1y 89d 2h 21m
BTCUSDT Perpetual,7,421.47%,279.52,31d 21h 39m,31d 21h 39m
ZECUSDT Perpetual,0,420.56%,210.28,141d 17h 40m,141d 17h 40m
PEOPLEUSDT Perpetual,10,417.05%,34.49,45d 9h 8m,45d 9h 8m
KNCUSDT Perpetual,3,409.22%,409.23,23d 21h 4m,23d 21h 4m
