cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,541,1473.01%,4419.04,1y 62d 22h 8m,1y 62d 22h 8m
ETHUSDT Perpetual,251,1435.36%,4306.09,1y 62d 22h 29m,1y 62d 22h 29m
ADAUSDT Perpetual,1096,1387.81%,166.54,69d 21h 2m,69d 21h 2m
ETHUSDT Perpetual,0,1088.30%,217.66,35d 4h 40m,35d 4h 40m
ETHUSDT Perpetual,13,1076.13%,2658.06,1y 62d 4h 41m,1y 62d 4h 41m
DOGEUSDT Perpetual,93,1028.04%,178.88,1y 8d 13h 33m,1y 8d 13h 33m
BAKEUSDT Perpetual,52,981.54%,98.15,56d 13h 14m,56d 13h 14m
CHZUSDT Perpetual,23,963.98%,2461.54,1y 36d 12h 29m,1y 36d 12h 29m
ETHUSDT Perpetual,0,923.58%,2512.16,1y 61d 13h 42m,1y 61d 13h 42m
TRXUSDT Perpetual,56,891.02%,187.11,162d 22h 16m,162d 22h 16m
ALICEUSDT Perpetual,15,819.16%,737.25,356d 22h 51m,356d 22h 51m
UNFIUSDT Perpetual,95,788.51%,157.70,36d 18h 27m,36d 18h 27m
ANKRUSDT Perpetual,12,786.08%,78.61,328d 7h 51m,328d 7h 51m
XMRUSDT Perpetual,7,781.85%,4691.13,166d 28m,166d 28m
XMRUSDT Perpetual,1,737.06%,1474.13,1y 32d 16h 46m,1y 32d 16h 46m
BTCUSDT Perpetual,46,640.73%,44.85,1y 40d 6h 13m,1y 40d 6h 13m
MATICUSDT Perpetual,5,628.70%,43.32,50d 9h 22m,50d 9h 22m
BTCUSDT Perpetual,26,560.92%,151.45,29d 4h 22m,29d 4h 22m
BTCUSDT Perpetual,9,550.75%,365.26,37d 4h 41m,37d 4h 41m
ZRXUSDT Perpetual,14,536.89%,26.84,23d 8h 30m,23d 8h 30m
UNIUSDT Perpetual,0,503.45%,1575.82,1y 35d 12h 16m,1y 35d 12h 16m
CRVUSDT Perpetual,0,502.72%,235.28,38d 14h 13m,38d 14h 13m
LTCUSDT Perpetual,1,470.62%,1407.17,1y 35d 12h 13m,1y 35d 12h 13m
EOSUSDT Perpetual,4,470.09%,141.03,22d 12h 30m,22d 12h 30m
PEOPLEUSDT Perpetual,12,463.75%,38.35,50d 16h 10m,50d 16h 10m
BTCUSDT Perpetual,5,459.27%,229.64,1y 94d 9h 23m,1y 94d 9h 23m
ZECUSDT Perpetual,0,422.54%,211.27,147d 43m,147d 43m
DOTUSDT Perpetual,0,406.40%,21.42,35d 16h 17m,35d 16h 17m
LINKUSDT Perpetual,1,399.76%,323.01,69d 15h 12m,69d 15h 12m
EOSUSDT Perpetual,0,392.64%,785.28,38d 3h 55m,38d 3h 55m
ADAUSDT Perpetual,3,391.50%,26.39,69d 23h 13m,69d 23h 13m
DOTUSDT Perpetual,0,390.41%,59.54,28d 10h 12m,28d 10h 12m
TRBUSDT Perpetual,5,388.43%,199.85,40d 12h 38m,40d 12h 38m
DOTUSDT Perpetual,2,377.62%,1140.42,70d 14h 17m,70d 14h 17m
SNXUSDT Perpetual,69,369.77%,22.48,30d 7h 8m,30d 7h 8m
BLZUSDT Perpetual,0,368.78%,110.64,161d 12h 1m,161d 12h 1m
KNCUSDT Perpetual,0,360.95%,902.38,1y 76d 21h 49m,1y 76d 21h 49m
LTCUSDT Perpetual,2,360.53%,93.27,253d 7h 37m,253d 7h 37m
SANDUSDT Perpetual,1,347.56%,104.27,52d 9h 56m,52d 9h 56m
THETAUSDT Perpetual,0,328.60%,82.15,19d 18h 21m,19d 18h 21m
ANTUSDT Perpetual,0,327.59%,49.14,34d 21h 26m,34d 21h 26m
TRXUSDT Perpetual,2,322.04%,412.21,184d 19h 55m,184d 19h 55m
MANAUSDT Perpetual,1,316.35%,63.27,40d 14h 6m,40d 14h 6m
YFIUSDT Perpetual,1,314.81%,47.22,25d 22h 17m,25d 22h 17m
TRXUSDT Perpetual,0,314.50%,157.25,110d 12h 43m,110d 12h 43m
TLMBUSD Perpetual,2,314.49%,471.75,34d 22h 27m,34d 22h 27m
LINKUSDT Perpetual,1,312.81%,20.86,19d 23h 48m,19d 23h 48m
SANDUSDT Perpetual,0,307.87%,26.17,56d 7h 30m,56d 7h 30m
AVAXUSDT Perpetual,0,307.43%,676.35,245d 10h 40m,245d 10h 40m
JASMYUSDT Perpetual,0,306.56%,14.72,37d 8h 39m,37d 8h 39m
ADAUSDT Perpetual,13,304.37%,60.87,14d 7h 37m,14d 7h 37m
ARUSDT Perpetual,0,302.93%,272.64,147d 47m,147d 47m
MASKUSDT Perpetual,0,302.58%,605.16,30d 2h 3m,30d 2h 3m
LINKUSDT Perpetual,1,299.22%,1496.14,72d 56m,72d 56m
LTCUSDT Perpetual,0,297.98%,170.75,70d 13h 53m,70d 13h 53m
ADAUSDT Perpetual,0,295.94%,73.99,21d 3h 25m,21d 3h 25m
SOLUSDT Perpetual,3,295.40%,24.43,33d 9h 58m,33d 9h 58m
UNIUSDT Perpetual,0,285.90%,48.60,67d 18h 53m,67d 18h 53m
APEUSDT Perpetual,1,283.01%,28.30,22d 20h 54m,22d 20h 54m
KSMUSDT Perpetual,0,281.30%,472.59,39d 10h,39d 10h
BTSUSDT Perpetual,1,280.42%,283.23,60d 3h 44m,60d 3h 44m
FTMBUSD Perpetual,1,276.72%,30.44,43d 3h 13m,43d 3h 13m
IOSTUSDT Perpetual,2,273.50%,15.32,37d 9h 46m,37d 9h 46m
1000XECUSDT Perpetual,1,269.41%,13.47,27d 23h 51m,27d 23h 51m
ATOMUSDT Perpetual,0,263.99%,89.76,239d 21h 7m,239d 21h 7m
AVAXUSDT Perpetual,1,262.63%,254.76,54d 18h 41m,54d 18h 41m
ADAUSDT Perpetual,2,262.18%,3408.45,49d 6h 59m,49d 6h 59m
SUSHIUSDT Perpetual,1,261.00%,93.96,59d 20h 57m,59d 20h 57m
ANCBUSD Perpetual,5,258.58%,77.57,31d 6h 17m,31d 6h 17m
ETCUSDT Perpetual,1,258.23%,1162.04,80d 22h 48m,80d 22h 48m
XRPUSDT Perpetual,3,257.41%,51.48,41d 15h 2m,41d 15h 2m
API3USDT Perpetual,0,254.76%,31.59,21d 12h 26m,21d 12h 26m
1000SHIBUSDT Perpetual,0,254.54%,7.64,25d 19h 9m,25d 19h 9m
ETHUSDT Perpetual,2,253.22%,22.79,26d 14h 48m,26d 14h 48m
KSMUSDT Perpetual,0,248.80%,517.51,70d 14h 2m,70d 14h 2m
BNBUSDT Perpetual,0,248.62%,621.55,1y 85d 20h 22m,1y 85d 20h 22m
LUNA2BUSD Perpetual,1,241.89%,266.08,36d 19h 5m,36d 19h 5m
AUDIOUSDT Perpetual,4,240.21%,48.04,27d 8h 3m,27d 8h 3m
APEUSDT Perpetual,0,239.76%,119.88,64d 18h 37m,64d 18h 37m
ADAUSDT Perpetual,0,237.61%,0.95,6d 9h 54m,6d 9h 54m
CHZUSDT Perpetual,2,236.54%,14.81,9d 19h,9d 19h
ETCUSDT Perpetual,0,236.41%,70.92,66d 21h 33m,66d 21h 33m
ATOMUSDT Perpetual,0,235.93%,379.86,69d 5h 51m,69d 5h 51m
CHZUSDT Perpetual,0,235.51%,18.84,10d 3h 25m,10d 3h 25m
SNXUSDT Perpetual,0,233.54%,69.11,22d 19h 18m,22d 19h 18m
ADAUSDT Perpetual,0,233.02%,13.98,19d 21h 44m,19d 21h 44m
BTCUSDT Perpetual,2,231.52%,174.36,23d 4h 41m,23d 4h 41m
DOGEUSDT Perpetual,1,230.92%,33.25,55d 18h 16m,55d 18h 16m
ALPHAUSDT Perpetual,1,230.82%,6.23,29d 16h 43m,29d 16h 43m
STORJUSDT Perpetual,0,230.31%,69.09,30d 18h 33m,30d 18h 33m
PEOPLEUSDT Perpetual,0,226.74%,1133.71,54d 15h 49m,54d 15h 49m
CRVUSDT Perpetual,0,225.47%,211.68,69d 6h 1m,69d 6h 1m
HNTUSDT Perpetual,1,225.35%,47.32,42d 5h 35m,42d 5h 35m
LUNA2BUSD Perpetual,5,224.44%,336.67,35d 2h 26m,35d 2h 26m
BATUSDT Perpetual,0,223.65%,26.84,33d 15h 30m,33d 15h 30m
REEFUSDT Perpetual,0,222.19%,31.11,58d 17h 26m,58d 17h 26m
ADAUSDT Perpetual,0,219.90%,2.35,18d 48m,18d 48m
GMTUSDT Perpetual,7,218.03%,8.70,37d 23h 15m,37d 23h 15m
ETHUSDT Perpetual,3,217.07%,1265.54,39d 9h 31m,39d 9h 31m
ADAUSDT Perpetual,1,216.53%,259.65,16d 7h 8m,16d 7h 8m
SNXUSDT Perpetual,0,214.85%,32.23,30d 13h 58m,30d 13h 58m
CRVUSDT Perpetual,0,213.20%,53.30,54d 11h 48m,54d 11h 48m
ADAUSDT Perpetual,0,212.64%,35.34,173d 5h 39m,173d 5h 39m
XRPUSDT Perpetual,22,211.78%,26473.60,1y 59d 11h 19m,1y 59d 11h 19m
DOGEUSDT Perpetual,1,211.51%,170.31,39d 2h 26m,39d 2h 26m
ZILUSDT Perpetual,0,211.16%,2.32,101d 4h 25m,101d 4h 25m
LITUSDT Perpetual,2,207.68%,1038.36,30d 10h 42m,30d 10h 42m
LINKUSDT Perpetual,0,207.50%,83.00,32d 2h 29m,32d 2h 29m
DOTUSDT Perpetual,0,205.78%,51.45,15d 2h 4m,15d 2h 4m
ETCUSDT Perpetual,0,202.55%,297.75,127d 12h 56m,127d 12h 56m
AXSUSDT Perpetual,0,200.72%,34.12,16d 10h 27m,16d 10h 27m
APEBUSD Perpetual,1,200.22%,3.90,25d 3h 23m,25d 3h 23m
SANDUSDT Perpetual,0,199.39%,99.70,59d 9h 16m,59d 9h 16m
ETHBUSD Perpetual,4,198.70%,3.68,25d 3h 20m,25d 3h 20m
ADABUSD Perpetual,1,195.98%,2524.26,68d 12h 36m,68d 12h 36m
THETAUSDT Perpetual,0,195.63%,196.61,35d 20h 32m,35d 20h 32m
STORJUSDT Perpetual,1,195.41%,5.86,17d 13h 9m,17d 13h 9m
LTCUSDT Perpetual,0,195.40%,695.66,1y 47d 16h 50m,1y 47d 16h 50m
PEOPLEUSDT Perpetual,0,194.59%,42.09,30d 7h 39m,30d 7h 39m
LTCUSDT Perpetual,1,192.79%,4.80,26d 11h 48m,26d 11h 48m
FILUSDT Perpetual,0,188.86%,94.43,18d 22h 15m,18d 22h 15m
TRBUSDT Perpetual,0,188.62%,377.24,12d 14h 8m,12d 14h 8m
BNBBUSD Perpetual,11,187.62%,2416.65,69d 14h 43m,69d 14h 43m
STORJUSDT Perpetual,0,187.37%,41.22,31d 21h 11m,31d 21h 11m
BTCUSDT Perpetual,0,186.81%,28.02,22d 19h 38m,22d 19h 38m
XTZUSDT Perpetual,2,186.78%,12.51,9d 19h,9d 19h
LTCUSDT Perpetual,0,185.74%,1242.63,67d 12h 8m,67d 12h 8m
1000SHIBUSDT Perpetual,21,185.54%,14.84,27d 23h 56m,27d 23h 56m
EGLDUSDT Perpetual,1,183.19%,23.81,16d 8h,16d 8h
1000SHIBUSDT Perpetual,0,181.85%,18.97,51d 9h 35m,51d 9h 35m
TRBUSDT Perpetual,0,181.33%,20.85,37d 9h 45m,37d 9h 45m
1000LUNCBUSD Perpetual,10,181.01%,18101.87,22d 19h 30m,22d 19h 30m
LITUSDT Perpetual,0,180.45%,54.14,32d 3h 42m,32d 3h 42m
ZILUSDT Perpetual,2,179.45%,15.25,22d 11h,22d 11h
UNIUSDT Perpetual,0,179.30%,485.92,1y 61d 13h 39m,1y 61d 13h 39m
ETHBUSD Perpetual,1,177.66%,3553.34,41d 14h 33m,41d 14h 33m
ETCUSDT Perpetual,0,177.13%,236.18,3d 7h 46m,3d 7h 46m
TLMBUSD Perpetual,0,174.05%,174.06,20d 16h 59m,20d 16h 59m
ETHUSDT Perpetual,2,173.68%,20.56,37d 3h 33m,37d 3h 33m
XRPUSDT Perpetual,3,173.40%,10.59,37d 17h 10m,37d 17h 10m
DODOBUSD Perpetual,0,169.68%,28.37,9d 9h 36m,9d 9h 36m
1000SHIBUSDT Perpetual,1,169.48%,42.37,29d 11h 27m,29d 11h 27m
GALAUSDT Perpetual,1,169.33%,25.40,41d 11h 19m,41d 11h 19m
DOTUSDT Perpetual,0,168.36%,124.34,35d 23h 12m,35d 23h 12m
LITUSDT Perpetual,0,167.26%,418.16,32d 19h 55m,32d 19h 55m
LITUSDT Perpetual,0,166.92%,30.35,31d 21h 16m,31d 21h 16m
TRXUSDT Perpetual,0,166.08%,240.83,127d 12h 54m,127d 12h 54m
TLMBUSD Perpetual,0,165.58%,40.40,22d 23h 36m,22d 23h 36m
BTCBUSD Perpetual,2,165.49%,124.39,37d 4h 25m,37d 4h 25m
