cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,396,1414.39%,4243.17,1y 55d 1h 6m,1y 55d 1h 6m
ADAUSDT Perpetual,753,1379.30%,165.52,62d,62d
ETHUSDT Perpetual,179,1255.80%,3767.43,1y 55d 1h 27m,1y 55d 1h 27m
DOGEUSDT Perpetual,65,1024.54%,178.27,1y 16h 31m,1y 16h 31m
CHZUSDT Perpetual,17,928.79%,2371.69,1y 28d 15h 27m,1y 28d 15h 27m
TRXUSDT Perpetual,50,874.30%,183.60,155d 1h 14m,155d 1h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 1h 49m,349d 1h 49m
ETHUSDT Perpetual,0,801.04%,1978.57,1y 54d 7h 39m,1y 54d 7h 39m
ANKRUSDT Perpetual,10,769.46%,76.95,320d 10h 49m,320d 10h 49m
XMRUSDT Perpetual,6,701.13%,4206.79,158d 3h 25m,158d 3h 25m
ETHUSDT Perpetual,0,689.35%,1875.04,1y 53d 16h 40m,1y 53d 16h 40m
UNFIUSDT Perpetual,59,670.44%,134.09,28d 21h 25m,28d 21h 25m
BTCUSDT Perpetual,34,640.73%,44.85,1y 32d 9h 11m,1y 32d 9h 11m
API3USDT Perpetual,19,620.08%,124.02,37d 13h 45m,37d 13h 45m
BAKEUSDT Perpetual,15,589.01%,58.90,48d 16h 11m,48d 16h 11m
XMRUSDT Perpetual,0,563.97%,1127.95,1y 24d 19h 44m,1y 24d 19h 44m
CRVUSDT Perpetual,0,502.72%,235.28,30d 17h 11m,30d 17h 11m
BTCUSDT Perpetual,3,440.29%,220.15,1y 86d 12h 21m,1y 86d 12h 21m
LTCUSDT Perpetual,1,424.18%,1268.33,1y 27d 15h 11m,1y 27d 15h 11m
UNIUSDT Perpetual,0,414.61%,1297.76,1y 27d 15h 13m,1y 27d 15h 13m
PEOPLEUSDT Perpetual,9,399.34%,33.03,42d 19h 8m,42d 19h 8m
ZECUSDT Perpetual,0,382.82%,191.41,139d 3h 40m,139d 3h 40m
BTCUSDT Perpetual,7,380.32%,102.69,21d 7h 20m,21d 7h 20m
DUSKUSDT Perpetual,5,374.36%,22.09,29d 19h 52m,29d 19h 52m
BTCUSDT Perpetual,2,371.09%,100.20,21d 7h 20m,21d 7h 20m
LTCUSDT Perpetual,0,360.53%,93.27,245d 10h 34m,245d 10h 34m
ADAUSDT Perpetual,1,355.55%,23.96,62d 2h 10m,62d 2h 10m
