cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,400,1419.00%,4257.01,1y 55d 6h 6m,1y 55d 6h 6m
ADAUSDT Perpetual,759,1377.49%,165.30,62d 5h,62d 5h
ETHUSDT Perpetual,179,1262.05%,3786.17,1y 55d 6h 27m,1y 55d 6h 27m
DOGEUSDT Perpetual,65,1024.93%,178.34,1y 21h 31m,1y 21h 31m
CHZUSDT Perpetual,17,930.72%,2376.60,1y 28d 20h 27m,1y 28d 20h 27m
TRXUSDT Perpetual,50,875.72%,183.90,155d 6h 14m,155d 6h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 6h 49m,349d 6h 49m
ETHUSDT Perpetual,0,809.07%,1998.41,1y 54d 12h 39m,1y 54d 12h 39m
ANKRUSDT Perpetual,10,770.87%,77.09,320d 15h 48m,320d 15h 48m
XMRUSDT Perpetual,6,698.91%,4193.46,158d 8h 25m,158d 8h 25m
ETHUSDT Perpetual,0,696.24%,1893.78,1y 53d 21h 39m,1y 53d 21h 39m
UNFIUSDT Perpetual,59,681.20%,136.24,29d 2h 24m,29d 2h 24m
BTCUSDT Perpetual,34,640.73%,44.85,1y 32d 14h 11m,1y 32d 14h 11m
BAKEUSDT Perpetual,15,624.76%,62.48,48d 21h 11m,48d 21h 11m
API3USDT Perpetual,19,615.91%,123.18,37d 18h 45m,37d 18h 45m
XMRUSDT Perpetual,0,559.50%,1119.02,1y 25d 44m,1y 25d 44m
CRVUSDT Perpetual,0,502.72%,235.28,30d 22h 11m,30d 22h 11m
BTCUSDT Perpetual,3,441.85%,220.93,1y 86d 17h 21m,1y 86d 17h 21m
LTCUSDT Perpetual,1,427.61%,1278.56,1y 27d 20h 11m,1y 27d 20h 11m
UNIUSDT Perpetual,0,419.08%,1311.73,1y 27d 20h 13m,1y 27d 20h 13m
BTCUSDT Perpetual,7,408.06%,110.18,21d 12h 20m,21d 12h 20m
PEOPLEUSDT Perpetual,9,401.88%,33.24,43d 8m,43d 8m
BTCUSDT Perpetual,3,400.97%,108.26,21d 12h 20m,21d 12h 20m
ZECUSDT Perpetual,0,384.16%,192.08,139d 8h 40m,139d 8h 40m
DUSKUSDT Perpetual,5,381.07%,22.48,30d 52m,30d 52m
LTCUSDT Perpetual,0,360.53%,93.27,245d 15h 34m,245d 15h 34m
ADAUSDT Perpetual,1,357.98%,24.13,62d 7h 10m,62d 7h 10m
KNCUSDT Perpetual,0,343.49%,858.74,1y 69d 5h 46m,1y 69d 5h 46m
BAKEUSDT Perpetual,9,338.14%,347.92,19d 17h 9m,19d 17h 9m
LINKUSDT Perpetual,1,334.39%,270.19,61d 23h 9m,61d 23h 9m
ETHUSDT Perpetual,8,326.65%,46.61,30d 29m,30d 29m
BLZUSDT Perpetual,0,321.79%,96.54,153d 19h 59m,153d 19h 59m
TRXUSDT Perpetual,2,312.48%,399.98,177d 3h 53m,177d 3h 53m
TRXUSDT Perpetual,0,308.12%,154.06,102d 20h 41m,102d 20h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,237d 18h 38m,237d 18h 38m
BTSUSDT Perpetual,0,305.48%,39.71,23d 7h 14m,23d 7h 14m
TRBUSDT Perpetual,5,301.30%,155.02,32d 20h 35m,32d 20h 35m
ETHBUSD Perpetual,16,299.29%,362.15,27d 16m,27d 16m
SOLUSDT Perpetual,2,287.21%,23.75,25d 17h 55m,25d 17h 55m
GMTUSDT Perpetual,6,286.39%,429.60,13d 23h 27m,13d 23h 27m
BTCUSDT Perpetual,7,285.99%,189.67,29d 12h 39m,29d 12h 39m
ETHUSDT Perpetual,1,284.98%,1.62,9d 15h 10m,9d 15h 10m
KNCUSDT Perpetual,3,283.29%,283.30,21d 12h 4m,21d 12h 4m
EOSUSDT Perpetual,0,276.96%,553.94,30d 11h 52m,30d 11h 52m
SNXUSDT Perpetual,45,273.09%,16.60,22d 15h 6m,22d 15h 6m
UNIUSDT Perpetual,0,273.04%,46.42,60d 2h 51m,60d 2h 51m
ARUSDT Perpetual,0,272.67%,245.41,139d 8h 44m,139d 8h 44m
ETHUSDT Perpetual,0,269.89%,269.90,12d 3h 35m,12d 3h 35m
1000SHIBUSDT Perpetual,5,268.47%,26.85,18d 17h 13m,18d 17h 13m
ZRXUSDT Perpetual,8,268.35%,13.42,15d 16h 27m,15d 16h 27m
TLMBUSD Perpetual,1,266.30%,399.46,27d 6h 25m,27d 6h 25m
THETAUSDT Perpetual,0,260.49%,104.20,28d 22h 31m,28d 22h 31m
BTCBUSD Perpetual,14,259.27%,21.18,25d 3h 38m,25d 3h 38m
JASMYUSDT Perpetual,0,257.84%,12.38,29d 16h 37m,29d 16h 37m
APEUSDT Perpetual,0,254.17%,25.42,15d 4h 52m,15d 4h 52m
1000SHIBUSDT Perpetual,10,252.35%,20.19,20d 7h 54m,20d 7h 54m
AXSUSDT Perpetual,1,243.14%,127.80,23d 12h 37m,23d 12h 37m
LINKUSDT Perpetual,0,239.50%,1197.55,64d 8h 54m,64d 8h 54m
IOSTUSDT Perpetual,2,238.57%,13.36,29d 17h 44m,29d 17h 44m
FLMUSDT Perpetual,2,237.93%,30.96,18d 13h 36m,18d 13h 36m
BNBUSDT Perpetual,0,237.39%,593.48,1y 78d 4h 19m,1y 78d 4h 19m
MATICUSDT Perpetual,4,237.11%,99.68,20d 10h 47m,20d 10h 47m
AVAXUSDT Perpetual,0,236.87%,134.64,23d 12h 38m,23d 12h 38m
MATICUSDT Perpetual,1,236.72%,16.31,42d 17h 20m,42d 17h 20m
BNBUSDT Perpetual,1,234.20%,17.52,29d 9h 34m,29d 9h 34m
1000XECUSDT Perpetual,1,234.06%,11.70,20d 7h 48m,20d 7h 48m
ANCBUSD Perpetual,4,231.98%,69.60,23d 14h 15m,23d 14h 15m
SNXUSDT Perpetual,1,231.52%,28.50,13d 5h 51m,13d 5h 51m
EOSUSDT Perpetual,2,230.14%,69.04,14d 20h 27m,14d 20h 27m
ATOMUSDT Perpetual,0,219.70%,74.70,232d 5h 4m,232d 5h 4m
API3USDT Perpetual,0,219.57%,27.23,13d 20h 24m,13d 20h 24m
XMRUSDT Perpetual,1,219.35%,478.18,117d 2h 49m,117d 2h 49m
ALPHAUSDT Perpetual,0,218.87%,5.91,22d 40m,22d 40m
GMTUSDT Perpetual,6,218.03%,8.70,30d 7h 13m,30d 7h 13m
KSMUSDT Perpetual,0,216.81%,364.25,31d 17h 58m,31d 17h 58m
NEARUSDT Perpetual,1,214.00%,112.18,23d 13h 12m,23d 13h 12m
ADAUSDT Perpetual,0,212.64%,35.34,165d 13h 37m,165d 13h 37m
ETHUSDT Perpetual,5,211.63%,6.35,15d 3h 51m,15d 3h 51m
ZILUSDT Perpetual,0,211.16%,2.32,93d 12h 22m,93d 12h 22m
PEOPLEUSDT Perpetual,0,210.66%,1053.34,46d 23h 47m,46d 23h 47m
SUSHIUSDT Perpetual,1,209.97%,75.59,52d 4h 55m,52d 4h 55m
DOTUSDT Perpetual,0,205.78%,10.84,28d 15m,28d 15m
MANAUSDT Perpetual,1,203.38%,40.68,32d 22h 4m,32d 22h 4m
DOTUSDT Perpetual,2,202.60%,611.86,62d 22h 15m,62d 22h 15m
GMTUSDT Perpetual,7,201.56%,12.09,17d 2h 9m,17d 2h 9m
LUNA2BUSD Perpetual,1,198.55%,218.41,29d 3h 3m,29d 3h 3m
MASKUSDT Perpetual,0,194.96%,389.93,22d 10h,22d 10h
STORJUSDT Perpetual,0,193.32%,58.00,23d 2h 30m,23d 2h 30m
HNTUSDT Perpetual,1,191.88%,40.30,34d 13h 33m,34d 13h 33m
CHZUSDT Perpetual,0,191.71%,19.17,20d 6h 10m,20d 6h 10m
ETHUSDT Perpetual,1,191.33%,22.65,29d 11h 30m,29d 11h 30m
APEBUSD Perpetual,0,188.50%,3.68,17d 11h 20m,17d 11h 20m
THETAUSDT Perpetual,0,187.98%,188.93,28d 4h 30m,28d 4h 30m
UNFIUSDT Perpetual,0,187.10%,18.71,13d 19h 41m,13d 19h 41m
XRPUSDT Perpetual,17,185.11%,23139.74,1y 51d 19h 17m,1y 51d 19h 17m
IOTXUSDT Perpetual,0,183.02%,13.09,28d 21h 31m,28d 21h 31m
BATUSDT Perpetual,0,182.90%,21.95,25d 23h 28m,25d 23h 28m
XRPUSDT Perpetual,2,182.40%,11.15,30d 1h 8m,30d 1h 8m
LINKUSDT Perpetual,0,181.74%,99.34,20d 17h 48m,20d 17h 48m
MATICUSDT Perpetual,1,181.22%,29.00,50d 13m,50d 13m
SOLBUSD Perpetual,1,180.26%,901.32,33d 58m,33d 58m
SOLUSDT Perpetual,0,179.81%,89.91,24d 11h 41m,24d 11h 41m
BTCUSDT Perpetual,1,179.75%,19.13,19d 6h 11m,19d 6h 11m
AVAXUSDT Perpetual,1,178.55%,173.20,47d 2h 39m,47d 2h 39m
LUNA2BUSD Perpetual,3,177.30%,265.96,27d 10h 23m,27d 10h 23m
SANDUSDT Perpetual,1,177.23%,53.17,44d 17h 53m,44d 17h 53m
LTCUSDT Perpetual,0,175.78%,625.81,1y 40d 48m,1y 40d 48m
RLCUSDT Perpetual,0,174.56%,113.47,12d 9h 36m,12d 9h 36m
MASKUSDT Perpetual,0,174.44%,26.17,20d 8h 38m,20d 8h 38m
MATICUSDT Perpetual,0,173.64%,22.33,19d 6h 33m,19d 6h 33m
LINKUSDT Perpetual,0,172.62%,69.05,24d 10h 27m,24d 10h 27m
