cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,415,1426.50%,4279.53,1y 56d 8h 6m,1y 56d 8h 6m
ADAUSDT Perpetual,804,1392.18%,167.06,63d 7h,63d 7h
ETHUSDT Perpetual,190,1270.15%,3810.46,1y 56d 8h 27m,1y 56d 8h 27m
DOGEUSDT Perpetual,69,1024.21%,178.21,1y 1d 23h 31m,1y 1d 23h 31m
CHZUSDT Perpetual,17,929.48%,2373.45,1y 29d 22h 27m,1y 29d 22h 27m
TRXUSDT Perpetual,51,877.40%,184.25,156d 8h 13m,156d 8h 13m
ALICEUSDT Perpetual,11,819.16%,737.25,350d 8h 49m,350d 8h 49m
ETHUSDT Perpetual,0,818.22%,2021.01,1y 55d 14h 39m,1y 55d 14h 39m
ANKRUSDT Perpetual,11,769.04%,76.90,321d 17h 48m,321d 17h 48m
BAKEUSDT Perpetual,17,721.01%,72.10,49d 23h 11m,49d 23h 11m
XMRUSDT Perpetual,6,704.24%,4225.47,159d 10h 25m,159d 10h 25m
ETHUSDT Perpetual,0,704.14%,1915.28,1y 54d 23h 39m,1y 54d 23h 39m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 16h 11m,1y 33d 16h 11m
UNFIUSDT Perpetual,64,640.54%,128.11,30d 4h 24m,30d 4h 24m
API3USDT Perpetual,19,635.41%,127.08,38d 20h 45m,38d 20h 45m
XMRUSDT Perpetual,0,567.41%,1134.84,1y 26d 2h 43m,1y 26d 2h 43m
MATICUSDT Perpetual,1,509.09%,35.08,43d 19h 20m,43d 19h 20m
CRVUSDT Perpetual,0,502.72%,235.28,32d 11m,32d 11m
UNIUSDT Perpetual,0,470.99%,1474.22,1y 28d 22h 13m,1y 28d 22h 13m
BTCUSDT Perpetual,9,449.85%,121.46,22d 14h 19m,22d 14h 19m
BTCUSDT Perpetual,4,449.82%,121.45,22d 14h 20m,22d 14h 20m
BTCUSDT Perpetual,4,441.82%,220.91,1y 87d 19h 21m,1y 87d 19h 21m
LTCUSDT Perpetual,1,425.57%,1272.47,1y 28d 22h 11m,1y 28d 22h 11m
PEOPLEUSDT Perpetual,10,394.15%,32.60,44d 2h 8m,44d 2h 8m
ZECUSDT Perpetual,0,385.23%,192.62,140d 10h 40m,140d 10h 40m
LTCUSDT Perpetual,0,360.53%,93.27,246d 17h 34m,246d 17h 34m
ADAUSDT Perpetual,1,354.34%,23.88,63d 9h 10m,63d 9h 10m
KNCUSDT Perpetual,0,344.88%,862.21,1y 70d 7h 46m,1y 70d 7h 46m
LINKUSDT Perpetual,1,337.15%,272.42,63d 1h 9m,63d 1h 9m
ETHUSDT Perpetual,10,331.25%,47.27,31d 2h 29m,31d 2h 29m
BLZUSDT Perpetual,0,329.17%,98.75,154d 21h 59m,154d 21h 59m
ETHUSDT Perpetual,1,318.69%,318.70,13d 5h 35m,13d 5h 35m
GMTUSDT Perpetual,6,315.06%,472.60,15d 1h 27m,15d 1h 27m
KNCUSDT Perpetual,3,314.31%,314.32,22d 14h 4m,22d 14h 4m
TRXUSDT Perpetual,2,313.09%,400.76,178d 5h 53m,178d 5h 53m
TRXUSDT Perpetual,0,308.60%,154.30,103d 22h 41m,103d 22h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 20h 37m,238d 20h 37m
ETHBUSD Perpetual,16,305.66%,369.85,28d 2h 16m,28d 2h 16m
TRBUSDT Perpetual,5,305.32%,157.09,33d 22h 35m,33d 22h 35m
BTCUSDT Perpetual,7,302.48%,200.61,30d 14h 39m,30d 14h 39m
ETHUSDT Perpetual,5,300.71%,9.02,16d 5h 51m,16d 5h 51m
SOLUSDT Perpetual,3,295.40%,24.43,26d 19h 55m,26d 19h 55m
SNXUSDT Perpetual,46,292.55%,17.79,23d 17h 6m,23d 17h 6m
ARUSDT Perpetual,0,287.16%,258.45,140d 10h 44m,140d 10h 44m
UNIUSDT Perpetual,0,285.90%,48.60,61d 4h 51m,61d 4h 51m
1000SHIBUSDT Perpetual,5,285.25%,28.53,19d 19h 13m,19d 19h 13m
GMTUSDT Perpetual,7,283.98%,17.04,18d 4h 9m,18d 4h 9m
BTCBUSD Perpetual,15,278.68%,22.77,26d 5h 38m,26d 5h 38m
TLMBUSD Perpetual,1,276.78%,415.17,28d 8h 25m,28d 8h 25m
EOSUSDT Perpetual,0,276.52%,553.05,31d 13h 52m,31d 13h 52m
1000SHIBUSDT Perpetual,19,275.49%,22.04,21d 9h 54m,21d 9h 54m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 18h 37m,30d 18h 37m
ALPHAUSDT Perpetual,1,269.64%,7.28,23d 2h 40m,23d 2h 40m
APEUSDT Perpetual,0,267.76%,26.78,16d 6h 52m,16d 6h 52m
AXSUSDT Perpetual,2,254.54%,133.79,24d 14h 37m,24d 14h 37m
1000XECUSDT Perpetual,1,249.24%,12.46,21d 9h 48m,21d 9h 48m
APEBUSD Perpetual,1,245.44%,4.79,18d 13h 20m,18d 13h 20m
AVAXUSDT Perpetual,0,242.67%,137.93,24d 14h 38m,24d 14h 38m
ZRXUSDT Perpetual,8,242.41%,12.12,16d 18h 27m,16d 18h 27m
IOSTUSDT Perpetual,2,241.52%,13.53,30d 19h 44m,30d 19h 44m
EOSUSDT Perpetual,2,241.48%,72.45,15d 22h 27m,15d 22h 27m
LINKUSDT Perpetual,0,240.23%,1201.17,65d 10h 54m,65d 10h 54m
BNBUSDT Perpetual,0,238.79%,597.00,1y 79d 6h 19m,1y 79d 6h 19m
ANCBUSD Perpetual,5,231.88%,69.56,24d 16h 15m,24d 16h 15m
ATOMUSDT Perpetual,0,227.76%,77.44,233d 7h 4m,233d 7h 4m
SNXUSDT Perpetual,1,227.04%,27.95,14d 7h 51m,14d 7h 51m
SUSHIUSDT Perpetual,1,226.97%,81.71,53d 6h 55m,53d 6h 55m
BTCUSDT Perpetual,1,225.73%,24.02,20d 8h 11m,20d 8h 11m
MATICUSDT Perpetual,2,224.73%,112.37,50d 3h 7m,50d 3h 7m
NEARUSDT Perpetual,1,221.64%,116.19,24d 15h 12m,24d 15h 12m
KSMUSDT Perpetual,0,220.28%,370.07,32d 19h 57m,32d 19h 57m
API3USDT Perpetual,0,219.57%,27.23,14d 22h 24m,14d 22h 24m
MATICUSDT Perpetual,1,218.91%,35.03,51d 2h 13m,51d 2h 13m
GMTUSDT Perpetual,6,218.03%,8.70,31d 9h 13m,31d 9h 13m
CHZUSDT Perpetual,0,213.81%,21.38,21d 8h 10m,21d 8h 10m
ETHUSDT Perpetual,0,213.40%,19.21,20d 46m,20d 46m
ADAUSDT Perpetual,0,212.64%,35.34,166d 15h 37m,166d 15h 37m
ZILUSDT Perpetual,0,211.16%,2.32,94d 14h 22m,94d 14h 22m
ETHUSDT Perpetual,1,208.90%,24.73,30d 13h 30m,30d 13h 30m
MASKUSDT Perpetual,0,206.09%,412.20,23d 12h,23d 12h
PEOPLEUSDT Perpetual,0,205.35%,1026.76,48d 1h 47m,48d 1h 47m
THETAUSDT Perpetual,0,203.75%,204.78,29d 6h 29m,29d 6h 29m
MATICUSDT Perpetual,0,202.38%,26.03,20d 8h 33m,20d 8h 33m
STORJUSDT Perpetual,0,200.10%,60.03,24d 4h 30m,24d 4h 30m
MANAUSDT Perpetual,1,198.34%,39.67,34d 4m,34d 4m
BATUSDT Perpetual,0,197.72%,23.73,27d 1h 28m,27d 1h 28m
LINKUSDT Perpetual,0,195.81%,107.03,21d 19h 48m,21d 19h 48m
AVAXUSDT Perpetual,1,195.58%,189.71,48d 4h 39m,48d 4h 39m
SANDUSDT Perpetual,1,194.51%,58.35,45d 19h 53m,45d 19h 53m
UNFIUSDT Perpetual,0,194.36%,19.44,14d 21h 41m,14d 21h 41m
DOTUSDT Perpetual,0,194.19%,10.23,29d 2h 15m,29d 2h 15m
HNTUSDT Perpetual,1,191.63%,40.24,35d 15h 32m,35d 15h 32m
DOTUSDT Perpetual,2,191.42%,578.09,64d 15m,64d 15m
XRPUSDT Perpetual,2,189.67%,11.59,31d 3h 8m,31d 3h 8m
ETHUSDT Perpetual,2,189.22%,30.28,19d 7h 9m,19d 7h 9m
SOLBUSD Perpetual,2,188.68%,943.45,34d 2h 58m,34d 2h 58m
IOTXUSDT Perpetual,0,187.87%,13.43,29d 23h 31m,29d 23h 31m
BTSUSDT Perpetual,1,187.29%,189.17,53d 13h 42m,53d 13h 42m
SANDUSDT Perpetual,0,184.51%,15.68,49d 17h 27m,49d 17h 27m
XRPUSDT Perpetual,17,183.92%,22991.17,1y 52d 21h 17m,1y 52d 21h 17m
MASKUSDT Perpetual,0,183.49%,27.52,21d 10h 38m,21d 10h 38m
SOLUSDT Perpetual,0,183.47%,91.74,25d 13h 41m,25d 13h 41m
MATICUSDT Perpetual,0,183.42%,35.25,41d 15h 35m,41d 15h 35m
