cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,382,1426.80%,4280.41,1y 53d 9h 6m,1y 53d 9h 6m
ADAUSDT Perpetual,703,1354.86%,162.58,60d 8h,60d 8h
ETHUSDT Perpetual,174,1290.74%,3872.24,1y 53d 9h 27m,1y 53d 9h 27m
DOGEUSDT Perpetual,61,1026.06%,178.53,364d 31m,364d 31m
CHZUSDT Perpetual,17,971.10%,2479.72,1y 26d 23h 27m,1y 26d 23h 27m
TRXUSDT Perpetual,48,873.94%,183.53,153d 9h 14m,153d 9h 14m
ETHUSDT Perpetual,0,848.71%,2096.32,1y 52d 15h 39m,1y 52d 15h 39m
ALICEUSDT Perpetual,9,819.16%,737.25,347d 9h 49m,347d 9h 49m
BAKEUSDT Perpetual,10,784.52%,78.45,47d 11m,47d 11m
ANKRUSDT Perpetual,6,774.86%,77.49,318d 18h 48m,318d 18h 48m
UNFIUSDT Perpetual,49,756.77%,151.36,27d 5h 24m,27d 5h 24m
ETHUSDT Perpetual,0,730.39%,1986.67,1y 52d 40m,1y 52d 40m
XMRUSDT Perpetual,4,713.21%,4279.28,156d 11h 25m,156d 11h 25m
BTCUSDT Perpetual,28,640.73%,44.85,1y 30d 17h 11m,1y 30d 17h 11m
XMRUSDT Perpetual,0,594.23%,1188.47,1y 23d 3h 44m,1y 23d 3h 44m
API3USDT Perpetual,14,517.68%,103.54,35d 21h 45m,35d 21h 45m
CRVUSDT Perpetual,0,502.72%,235.28,29d 1h 11m,29d 1h 11m
UNIUSDT Perpetual,0,459.44%,1438.07,1y 25d 23h 13m,1y 25d 23h 13m
BTCUSDT Perpetual,3,445.35%,222.68,1y 84d 20h 21m,1y 84d 20h 21m
LTCUSDT Perpetual,1,436.94%,1306.47,1y 25d 23h 11m,1y 25d 23h 11m
BTCUSDT Perpetual,5,416.60%,112.48,19d 15h 20m,19d 15h 20m
BTCUSDT Perpetual,2,409.93%,110.68,19d 15h 20m,19d 15h 20m
ZECUSDT Perpetual,0,408.20%,204.10,137d 11h 40m,137d 11h 40m
PEOPLEUSDT Perpetual,8,401.43%,33.20,41d 3h 8m,41d 3h 8m
DUSKUSDT Perpetual,3,375.97%,22.18,28d 3h 52m,28d 3h 52m
LTCUSDT Perpetual,0,360.53%,93.27,243d 18h 34m,243d 18h 34m
ADAUSDT Perpetual,1,358.07%,24.13,60d 10h 10m,60d 10h 10m
BLZUSDT Perpetual,0,350.99%,105.30,151d 22h 59m,151d 22h 59m
KNCUSDT Perpetual,0,347.51%,868.79,1y 67d 8h 46m,1y 67d 8h 46m
LINKUSDT Perpetual,1,338.79%,273.75,60d 2h 9m,60d 2h 9m
BTCUSDT Perpetual,7,330.01%,218.87,27d 15h 39m,27d 15h 39m
ETHUSDT Perpetual,4,325.91%,9.78,13d 6h 51m,13d 6h 51m
ZRXUSDT Perpetual,6,320.70%,16.04,13d 19h 27m,13d 19h 27m
TRXUSDT Perpetual,2,311.03%,398.13,175d 6h 53m,175d 6h 53m
AVAXUSDT Perpetual,0,307.43%,676.35,235d 21h 38m,235d 21h 38m
TRXUSDT Perpetual,0,307.42%,153.71,100d 23h 41m,100d 23h 41m
ETHUSDT Perpetual,4,304.30%,43.42,28d 3h 30m,28d 3h 30m
EOSUSDT Perpetual,0,302.35%,604.71,28d 14h 52m,28d 14h 52m
KNCUSDT Perpetual,3,300.58%,300.58,19d 15h 4m,19d 15h 4m
TRBUSDT Perpetual,3,293.03%,150.77,30d 23h 35m,30d 23h 35m
SOLUSDT Perpetual,2,287.21%,23.75,23d 20h 55m,23d 20h 55m
ARUSDT Perpetual,0,276.54%,248.89,137d 11h 44m,137d 11h 44m
BTSUSDT Perpetual,0,268.15%,34.86,21d 10h 14m,21d 10h 14m
SNXUSDT Perpetual,43,267.57%,16.27,20d 18h 6m,20d 18h 6m
