cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,425,1443.92%,4331.78,1y 56d 17h 6m,1y 56d 17h 6m
ADAUSDT Perpetual,828,1382.87%,165.94,63d 16h,63d 16h
ETHUSDT Perpetual,192,1314.34%,3943.03,1y 56d 17h 27m,1y 56d 17h 27m
DOGEUSDT Perpetual,70,1025.13%,178.37,1y 2d 8h 31m,1y 2d 8h 31m
CHZUSDT Perpetual,17,943.23%,2408.55,1y 30d 7h 27m,1y 30d 7h 27m
TRXUSDT Perpetual,51,882.53%,185.33,156d 17h 14m,156d 17h 14m
ETHUSDT Perpetual,0,879.15%,2171.52,1y 55d 23h 39m,1y 55d 23h 39m
ALICEUSDT Perpetual,11,819.16%,737.25,350d 17h 49m,350d 17h 49m
UNFIUSDT Perpetual,65,787.78%,157.56,30d 13h 25m,30d 13h 25m
ANKRUSDT Perpetual,11,771.80%,77.18,322d 2h 49m,322d 2h 49m
ETHUSDT Perpetual,0,756.60%,2057.97,1y 55d 8h 40m,1y 55d 8h 40m
BAKEUSDT Perpetual,17,752.98%,75.30,50d 8h 12m,50d 8h 12m
XMRUSDT Perpetual,7,731.82%,4390.94,159d 19h 25m,159d 19h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 34d 1h 11m,1y 34d 1h 11m
XMRUSDT Perpetual,0,627.21%,1254.42,1y 26d 11h 44m,1y 26d 11h 44m
API3USDT Perpetual,19,608.51%,121.70,39d 5h 46m,39d 5h 46m
MATICUSDT Perpetual,1,599.87%,41.33,44d 4h 20m,44d 4h 20m
UNIUSDT Perpetual,0,514.45%,1610.25,1y 29d 7h 14m,1y 29d 7h 14m
CRVUSDT Perpetual,0,502.72%,235.28,32d 9h 11m,32d 9h 11m
BTCUSDT Perpetual,4,501.91%,135.52,22d 23h 20m,22d 23h 20m
BTCUSDT Perpetual,10,501.25%,135.34,22d 23h 20m,22d 23h 20m
BTCUSDT Perpetual,4,446.09%,223.05,1y 88d 4h 21m,1y 88d 4h 21m
LTCUSDT Perpetual,1,442.51%,1323.12,1y 29d 7h 11m,1y 29d 7h 11m
GMTUSDT Perpetual,8,422.56%,25.35,18d 13h 9m,18d 13h 9m
PEOPLEUSDT Perpetual,10,409.81%,33.89,44d 11h 8m,44d 11h 8m
ZECUSDT Perpetual,0,405.21%,202.61,140d 19h 40m,140d 19h 40m
BTCUSDT Perpetual,7,370.23%,245.54,30d 23h 39m,30d 23h 39m
KNCUSDT Perpetual,3,368.46%,368.47,22d 23h 4m,22d 23h 4m
ADAUSDT Perpetual,1,364.17%,24.55,63d 18h 10m,63d 18h 10m
LTCUSDT Perpetual,0,360.53%,93.27,247d 2h 35m,247d 2h 35m
LINKUSDT Perpetual,1,353.20%,285.39,63d 10h 10m,63d 10h 10m
BTCUSDT Perpetual,1,353.20%,37.58,20d 17h 11m,20d 17h 11m
KNCUSDT Perpetual,0,353.00%,882.52,1y 70d 16h 47m,1y 70d 16h 47m
BLZUSDT Perpetual,0,338.41%,101.52,155d 6h 59m,155d 6h 59m
ZRXUSDT Perpetual,8,337.97%,16.90,17d 3h 27m,17d 3h 27m
ETHUSDT Perpetual,0,321.67%,28.95,20d 9h 46m,20d 9h 46m
EOSUSDT Perpetual,0,318.95%,637.91,31d 22h 53m,31d 22h 53m
TRXUSDT Perpetual,2,317.52%,406.43,178d 14h 53m,178d 14h 53m
APEUSDT Perpetual,0,312.56%,31.26,16d 15h 52m,16d 15h 52m
TRXUSDT Perpetual,0,311.95%,155.98,104d 7h 41m,104d 7h 41m
ETHUSDT Perpetual,2,311.11%,49.78,19d 16h 10m,19d 16h 10m
