cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,440,1438.85%,4316.56,1y 58d 2h 6m,1y 58d 2h 6m
ADAUSDT Perpetual,882,1394.95%,167.39,65d 1h,65d 1h
ETHUSDT Perpetual,198,1321.11%,3963.35,1y 58d 2h 27m,1y 58d 2h 27m
DOGEUSDT Perpetual,72,1025.20%,178.39,1y 3d 17h 31m,1y 3d 17h 31m
CHZUSDT Perpetual,17,961.59%,2455.43,1y 31d 16h 27m,1y 31d 16h 27m
BAKEUSDT Perpetual,19,896.61%,89.66,51d 17h 11m,51d 17h 11m
ETHUSDT Perpetual,9,888.14%,2193.71,1y 57d 8h 38m,1y 57d 8h 38m
TRXUSDT Perpetual,53,881.70%,185.16,158d 2h 13m,158d 2h 13m
ALICEUSDT Perpetual,11,819.16%,737.25,352d 2h 49m,352d 2h 49m
UNFIUSDT Perpetual,68,778.34%,155.67,31d 22h 24m,31d 22h 24m
ANKRUSDT Perpetual,11,771.25%,77.13,323d 11h 48m,323d 11h 48m
ETHUSDT Perpetual,0,764.34%,2079.00,1y 56d 17h 39m,1y 56d 17h 39m
XMRUSDT Perpetual,7,741.02%,4446.18,161d 4h 25m,161d 4h 25m
XMRUSDT Perpetual,0,646.69%,1293.38,1y 27d 20h 43m,1y 27d 20h 43m
BTCUSDT Perpetual,36,640.73%,44.85,1y 35d 10h 11m,1y 35d 10h 11m
MATICUSDT Perpetual,2,623.95%,42.99,45d 13h 20m,45d 13h 20m
BTCUSDT Perpetual,14,525.80%,141.97,24d 8h 19m,24d 8h 19m
BTCUSDT Perpetual,7,523.90%,141.45,24d 8h 20m,24d 8h 20m
UNIUSDT Perpetual,0,522.49%,1635.40,1y 30d 16h 13m,1y 30d 16h 13m
CRVUSDT Perpetual,0,502.72%,235.28,33d 18h 11m,33d 18h 11m
BTCUSDT Perpetual,4,446.46%,223.23,1y 89d 13h 20m,1y 89d 13h 20m
LTCUSDT Perpetual,1,444.20%,1328.16,1y 30d 16h 11m,1y 30d 16h 11m
ZECUSDT Perpetual,0,423.48%,211.74,142d 4h 40m,142d 4h 40m
KNCUSDT Perpetual,4,410.59%,410.60,24d 8h 4m,24d 8h 4m
PEOPLEUSDT Perpetual,10,403.57%,33.38,45d 20h 8m,45d 20h 8m
BTCUSDT Perpetual,7,383.07%,254.06,32d 8h 39m,32d 8h 39m
ZRXUSDT Perpetual,9,377.57%,18.88,18d 12h 27m,18d 12h 27m
ADAUSDT Perpetual,1,363.13%,24.48,65d 3h 10m,65d 3h 10m
LTCUSDT Perpetual,0,360.53%,93.27,248d 11h 34m,248d 11h 34m
KNCUSDT Perpetual,0,355.84%,889.61,1y 72d 1h 46m,1y 72d 1h 46m
LINKUSDT Perpetual,1,354.49%,286.43,64d 19h 9m,64d 19h 9m
GMTUSDT Perpetual,13,352.09%,21.13,19d 22h 9m,19d 22h 9m
ETHUSDT Perpetual,0,347.72%,31.30,21d 18h 46m,21d 18h 46m
ETHUSDT Perpetual,2,344.13%,55.06,21d 1h 9m,21d 1h 9m
