cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,396,1412.40%,4237.22,1y 55d 6m,1y 55d 6m
ADAUSDT Perpetual,753,1380.19%,165.62,61d 23h,61d 23h
ETHUSDT Perpetual,179,1252.34%,3757.02,1y 55d 27m,1y 55d 27m
DOGEUSDT Perpetual,65,1024.38%,178.24,1y 15h 31m,1y 15h 31m
CHZUSDT Perpetual,17,926.85%,2366.72,1y 28d 14h 27m,1y 28d 14h 27m
TRXUSDT Perpetual,50,873.60%,183.46,155d 14m,155d 14m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 49m,349d 49m
ETHUSDT Perpetual,0,796.45%,1967.25,1y 54d 6h 39m,1y 54d 6h 39m
ANKRUSDT Perpetual,10,768.63%,76.86,320d 9h 48m,320d 9h 48m
XMRUSDT Perpetual,6,697.39%,4184.36,158d 2h 25m,158d 2h 25m
ETHUSDT Perpetual,0,685.41%,1864.32,1y 53d 15h 39m,1y 53d 15h 39m
UNFIUSDT Perpetual,59,666.58%,133.32,28d 20h 24m,28d 20h 24m
BTCUSDT Perpetual,34,640.73%,44.85,1y 32d 8h 11m,1y 32d 8h 11m
API3USDT Perpetual,19,622.99%,124.60,37d 12h 45m,37d 12h 45m
BAKEUSDT Perpetual,15,584.29%,58.43,48d 15h 11m,48d 15h 11m
XMRUSDT Perpetual,0,556.69%,1113.40,1y 24d 18h 44m,1y 24d 18h 44m
CRVUSDT Perpetual,0,502.72%,235.28,30d 16h 11m,30d 16h 11m
BTCUSDT Perpetual,3,440.02%,220.01,1y 86d 11h 21m,1y 86d 11h 21m
LTCUSDT Perpetual,1,422.36%,1262.87,1y 27d 14h 11m,1y 27d 14h 11m
UNIUSDT Perpetual,0,414.07%,1296.04,1y 27d 14h 13m,1y 27d 14h 13m
PEOPLEUSDT Perpetual,9,399.73%,33.06,42d 18h 8m,42d 18h 8m
ZECUSDT Perpetual,0,381.39%,190.70,139d 2h 40m,139d 2h 40m
BTCUSDT Perpetual,7,374.88%,101.22,21d 6h 20m,21d 6h 20m
DUSKUSDT Perpetual,5,371.40%,21.91,29d 18h 52m,29d 18h 52m
BTCUSDT Perpetual,2,365.98%,98.82,21d 6h 20m,21d 6h 20m
LTCUSDT Perpetual,0,360.53%,93.27,245d 9h 34m,245d 9h 34m
ADAUSDT Perpetual,1,354.04%,23.86,62d 1h 10m,62d 1h 10m
BAKEUSDT Perpetual,9,347.92%,357.98,19d 11h 9m,19d 11h 9m
KNCUSDT Perpetual,0,341.53%,853.83,1y 68d 23h 46m,1y 68d 23h 46m
LINKUSDT Perpetual,1,331.07%,267.51,61d 17h 9m,61d 17h 9m
ETHUSDT Perpetual,8,328.76%,46.91,29d 18h 29m,29d 18h 29m
BLZUSDT Perpetual,0,325.61%,97.68,153d 13h 59m,153d 13h 59m
TRXUSDT Perpetual,2,310.71%,397.71,176d 21h 53m,176d 21h 53m
ETHBUSD Perpetual,15,310.67%,375.92,26d 18h 16m,26d 18h 16m
AVAXUSDT Perpetual,0,307.43%,676.35,237d 12h 38m,237d 12h 38m
TRXUSDT Perpetual,0,306.69%,153.35,102d 14h 41m,102d 14h 41m
BTSUSDT Perpetual,0,306.37%,39.83,23d 1h 14m,23d 1h 14m
TRBUSDT Perpetual,5,301.30%,155.02,32d 14h 35m,32d 14h 35m
SOLUSDT Perpetual,2,287.21%,23.75,25d 11h 55m,25d 11h 55m
ETHUSDT Perpetual,1,284.98%,1.62,9d 9h 10m,9d 9h 10m
GMTUSDT Perpetual,6,283.22%,424.84,13d 17h 27m,13d 17h 27m
UNIUSDT Perpetual,0,271.56%,46.17,59d 20h 51m,59d 20h 51m
SNXUSDT Perpetual,45,270.83%,16.47,22d 9h 6m,22d 9h 6m
TLMBUSD Perpetual,1,268.22%,402.34,27d 25m,27d 25m
ARUSDT Perpetual,0,267.76%,240.98,139d 2h 44m,139d 2h 44m
EOSUSDT Perpetual,0,266.59%,533.18,30d 5h 52m,30d 5h 52m
KNCUSDT Perpetual,3,265.54%,265.54,21d 6h 4m,21d 6h 4m
ETHUSDT Perpetual,0,265.06%,265.07,11d 21h 35m,11d 21h 35m
BTCBUSD Perpetual,14,263.04%,21.49,24d 21h 38m,24d 21h 38m
THETAUSDT Perpetual,0,259.93%,103.97,28d 16h 31m,28d 16h 31m
JASMYUSDT Perpetual,0,257.84%,12.38,29d 10h 37m,29d 10h 37m
1000SHIBUSDT Perpetual,10,256.77%,20.54,20d 1h 54m,20d 1h 54m
1000SHIBUSDT Perpetual,5,256.12%,25.61,18d 11h 13m,18d 11h 13m
