cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,531,1505.76%,4517.29,1y 62d 10h 8m,1y 62d 10h 8m
ETHUSDT Perpetual,249,1470.20%,4410.61,1y 62d 10h 29m,1y 62d 10h 29m
ETHUSDT Perpetual,0,1341.80%,268.36,34d 16h 40m,34d 16h 40m
ADAUSDT Perpetual,1078,1179.08%,141.49,69d 9h 2m,69d 9h 2m
BAKEUSDT Perpetual,50,1157.69%,115.77,56d 1h 14m,56d 1h 14m
ETHUSDT Perpetual,13,1144.04%,2825.80,1y 61d 16h 41m,1y 61d 16h 41m
DOGEUSDT Perpetual,92,1032.15%,179.59,1y 8d 1h 33m,1y 8d 1h 33m
CHZUSDT Perpetual,22,1015.88%,2594.07,1y 36d 29m,1y 36d 29m
ETHUSDT Perpetual,0,984.00%,2676.50,1y 61d 1h 42m,1y 61d 1h 42m
TRXUSDT Perpetual,56,894.43%,187.83,162d 10h 16m,162d 10h 16m
UNFIUSDT Perpetual,93,889.32%,177.87,36d 6h 27m,36d 6h 27m
ALICEUSDT Perpetual,15,819.16%,737.25,356d 10h 51m,356d 10h 51m
BNBUSDT Perpetual,531,1505.76%,4517.29,1y 62d 10h 8m,1y 62d 10h 8m
ETHUSDT Perpetual,249,1470.20%,4410.61,1y 62d 10h 29m,1y 62d 10h 29m
ETHUSDT Perpetual,0,1341.80%,268.36,34d 16h 40m,34d 16h 40m
ADAUSDT Perpetual,1078,1179.08%,141.49,69d 9h 2m,69d 9h 2m
BAKEUSDT Perpetual,50,1157.69%,115.77,56d 1h 14m,56d 1h 14m
ETHUSDT Perpetual,13,1144.04%,2825.80,1y 61d 16h 41m,1y 61d 16h 41m
DOGEUSDT Perpetual,92,1032.15%,179.59,1y 8d 1h 33m,1y 8d 1h 33m
CHZUSDT Perpetual,22,1015.88%,2594.07,1y 36d 29m,1y 36d 29m
ETHUSDT Perpetual,0,984.00%,2676.50,1y 61d 1h 42m,1y 61d 1h 42m
TRXUSDT Perpetual,56,894.43%,187.83,162d 10h 16m,162d 10h 16m
UNFIUSDT Perpetual,93,889.32%,177.87,36d 6h 27m,36d 6h 27m
ALICEUSDT Perpetual,15,819.16%,737.25,356d 10h 51m,356d 10h 51m
BNBUSDT Perpetual,531,1505.76%,4517.29,1y 62d 10h 8m,1y 62d 10h 8m
ETHUSDT Perpetual,249,1470.20%,4410.61,1y 62d 10h 29m,1y 62d 10h 29m
ETHUSDT Perpetual,0,1341.80%,268.36,34d 16h 40m,34d 16h 40m
ADAUSDT Perpetual,1078,1179.08%,141.49,69d 9h 2m,69d 9h 2m
BAKEUSDT Perpetual,50,1157.69%,115.77,56d 1h 14m,56d 1h 14m
ETHUSDT Perpetual,13,1144.04%,2825.80,1y 61d 16h 41m,1y 61d 16h 41m
DOGEUSDT Perpetual,92,1032.15%,179.59,1y 8d 1h 33m,1y 8d 1h 33m
CHZUSDT Perpetual,22,1015.88%,2594.07,1y 36d 29m,1y 36d 29m
ETHUSDT Perpetual,0,984.00%,2676.50,1y 61d 1h 42m,1y 61d 1h 42m
TRXUSDT Perpetual,56,894.43%,187.83,162d 10h 16m,162d 10h 16m
UNFIUSDT Perpetual,93,889.32%,177.87,36d 6h 27m,36d 6h 27m
ALICEUSDT Perpetual,15,819.16%,737.25,356d 10h 51m,356d 10h 51m
YFIUSDT Perpetual,1,372.94%,55.94,25d 10h 17m,25d 10h 17m
ADAUSDT Perpetual,3,370.62%,24.98,69d 11h 13m,69d 11h 13m
LTCUSDT Perpetual,2,360.53%,93.27,252d 19h 37m,252d 19h 37m
DOTUSDT Perpetual,0,355.70%,54.25,27d 22h 12m,27d 22h 12m
TRBUSDT Perpetual,5,352.00%,181.11,40d 38m,40d 38m
MASKUSDT Perpetual,0,347.74%,695.50,29d 14h 3m,29d 14h 3m
KSMUSDT Perpetual,0,340.73%,708.72,70d 2h 2m,70d 2h 2m
LINKUSDT Perpetual,1,330.85%,1654.29,71d 12h 56m,71d 12h 56m
TRXUSDT Perpetual,2,327.36%,419.03,184d 7h 55m,184d 7h 55m
