cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,440,1437.72%,4313.17,1y 58d 3h 6m,1y 58d 3h 6m
ADAUSDT Perpetual,884,1396.43%,167.57,65d 2h,65d 2h
ETHUSDT Perpetual,198,1320.40%,3961.20,1y 58d 3h 27m,1y 58d 3h 27m
DOGEUSDT Perpetual,72,1025.15%,178.38,1y 3d 18h 31m,1y 3d 18h 31m
CHZUSDT Perpetual,17,956.31%,2441.96,1y 31d 17h 27m,1y 31d 17h 27m
ETHUSDT Perpetual,9,887.15%,2191.28,1y 57d 9h 39m,1y 57d 9h 39m
TRXUSDT Perpetual,53,881.49%,185.11,158d 3h 14m,158d 3h 14m
BAKEUSDT Perpetual,19,875.71%,87.57,51d 18h 11m,51d 18h 11m
ALICEUSDT Perpetual,11,819.16%,737.25,352d 3h 49m,352d 3h 49m
UNFIUSDT Perpetual,68,787.18%,157.44,31d 23h 25m,31d 23h 25m
ANKRUSDT Perpetual,11,771.39%,77.14,323d 12h 49m,323d 12h 49m
ETHUSDT Perpetual,0,763.49%,2076.70,1y 56d 18h 40m,1y 56d 18h 40m
XMRUSDT Perpetual,7,740.97%,4445.83,161d 5h 25m,161d 5h 25m
XMRUSDT Perpetual,0,646.07%,1292.15,1y 27d 21h 44m,1y 27d 21h 44m
BTCUSDT Perpetual,36,640.73%,44.85,1y 35d 11h 11m,1y 35d 11h 11m
MATICUSDT Perpetual,2,623.59%,42.97,45d 14h 20m,45d 14h 20m
BTCUSDT Perpetual,15,526.25%,142.09,24d 9h 20m,24d 9h 20m
BTCUSDT Perpetual,7,523.79%,141.42,24d 9h 20m,24d 9h 20m
UNIUSDT Perpetual,0,516.05%,1615.26,1y 30d 17h 13m,1y 30d 17h 13m
CRVUSDT Perpetual,0,502.72%,235.28,33d 19h 11m,33d 19h 11m
BTCUSDT Perpetual,4,446.42%,223.21,1y 89d 14h 21m,1y 89d 14h 21m
LTCUSDT Perpetual,1,443.55%,1326.24,1y 30d 17h 11m,1y 30d 17h 11m
ZECUSDT Perpetual,0,420.87%,210.44,142d 5h 40m,142d 5h 40m
KNCUSDT Perpetual,4,410.88%,410.89,24d 9h 4m,24d 9h 4m
PEOPLEUSDT Perpetual,10,403.57%,33.38,45d 21h 8m,45d 21h 8m
BTCUSDT Perpetual,7,382.76%,253.85,32d 9h 39m,32d 9h 39m
ZRXUSDT Perpetual,9,374.23%,18.71,18d 13h 27m,18d 13h 27m
ADAUSDT Perpetual,1,362.77%,24.45,65d 4h 10m,65d 4h 10m
LTCUSDT Perpetual,0,360.53%,93.27,248d 12h 34m,248d 12h 34m
KNCUSDT Perpetual,0,355.80%,889.51,1y 72d 2h 46m,1y 72d 2h 46m
LINKUSDT Perpetual,1,351.48%,284.00,64d 20h 9m,64d 20h 9m
ETHUSDT Perpetual,0,347.30%,31.26,21d 19h 46m,21d 19h 46m
ETHUSDT Perpetual,2,343.93%,55.03,21d 2h 9m,21d 2h 9m
GMTUSDT Perpetual,7,340.16%,510.25,16d 20h 27m,16d 20h 27m
BLZUSDT Perpetual,0,340.05%,102.02,156d 16h 59m,156d 16h 59m
GMTUSDT Perpetual,13,335.14%,20.11,19d 23h 9m,19d 23h 9m
TRXUSDT Perpetual,2,316.02%,404.51,180d 53m,180d 53m
1000SHIBUSDT Perpetual,5,315.31%,31.53,21d 14h 13m,21d 14h 13m
ETHBUSD Perpetual,3,313.20%,5.79,20d 8h 18m,20d 8h 18m
EOSUSDT Perpetual,0,312.88%,625.76,33d 8h 52m,33d 8h 52m
EOSUSDT Perpetual,2,310.75%,93.23,17d 17h 27m,17d 17h 27m
TRXUSDT Perpetual,0,310.39%,155.20,105d 17h 41m,105d 17h 41m
ARUSDT Perpetual,0,309.21%,278.29,142d 5h 44m,142d 5h 44m
XEMUSDT Perpetual,28,309.17%,61.83,13d 5h 52m,13d 5h 52m
AVAXUSDT Perpetual,0,307.43%,676.35,240d 15h 38m,240d 15h 38m
ALPHAUSDT Perpetual,1,306.49%,8.28,24d 21h 40m,24d 21h 40m
APEUSDT Perpetual,0,304.79%,30.48,18d 1h 52m,18d 1h 52m
SNXUSDT Perpetual,47,300.51%,18.27,25d 12h 6m,25d 12h 6m
ETHUSDT Perpetual,10,299.08%,42.68,32d 21h 30m,32d 21h 30m
SOLUSDT Perpetual,3,295.40%,24.43,28d 14h 56m,28d 14h 56m
TRBUSDT Perpetual,5,294.05%,151.29,35d 17h 35m,35d 17h 35m
UNIUSDT Perpetual,0,285.90%,48.60,62d 23h 51m,62d 23h 51m
TLMBUSD Perpetual,1,283.20%,424.81,30d 3h 25m,30d 3h 25m
JASMYUSDT Perpetual,0,279.07%,13.40,32d 13h 37m,32d 13h 37m
1000SHIBUSDT Perpetual,19,276.60%,22.13,23d 4h 54m,23d 4h 54m
KSMUSDT Perpetual,0,270.44%,454.35,34d 14h 58m,34d 14h 58m
BTCBUSD Perpetual,18,269.10%,21.99,28d 38m,28d 38m
AXSUSDT Perpetual,2,268.37%,141.06,26d 9h 37m,26d 9h 37m
1000XECUSDT Perpetual,1,267.67%,13.38,23d 4h 49m,23d 4h 49m
APEBUSD Perpetual,1,267.12%,5.21,20d 8h 20m,20d 8h 20m
ANTUSDT Perpetual,0,264.92%,39.74,30d 2h 24m,30d 2h 24m
BTSUSDT Perpetual,1,261.96%,264.58,55d 8h 42m,55d 8h 42m
DOTUSDT Perpetual,0,255.09%,13.44,30d 21h 15m,30d 21h 15m
IOSTUSDT Perpetual,2,254.17%,14.23,32d 14h 44m,32d 14h 44m
MATICUSDT Perpetual,2,253.40%,126.70,51d 22h 8m,51d 22h 8m
LINKUSDT Perpetual,0,251.17%,1255.86,67d 5h 54m,67d 5h 54m
SUSHIUSDT Perpetual,1,249.72%,89.90,55d 1h 55m,55d 1h 55m
ATOMUSDT Perpetual,0,242.41%,82.42,235d 2h 4m,235d 2h 4m
SANDUSDT Perpetual,1,241.26%,72.38,47d 14h 53m,47d 14h 53m
BNBUSDT Perpetual,0,241.13%,602.83,1y 81d 1h 19m,1y 81d 1h 19m
DOTUSDT Perpetual,2,239.53%,723.39,65d 19h 15m,65d 19h 15m
ETHUSDT Perpetual,1,238.93%,28.29,32d 8h 30m,32d 8h 30m
AVAXUSDT Perpetual,0,238.66%,135.66,26d 9h 38m,26d 9h 38m
ANCBUSD Perpetual,5,237.20%,71.16,26d 11h 15m,26d 11h 15m
MASKUSDT Perpetual,0,236.65%,473.31,25d 7h,25d 7h
MATICUSDT Perpetual,1,233.00%,37.28,52d 21h 13m,52d 21h 13m
NEARUSDT Perpetual,2,229.13%,120.11,26d 10h 12m,26d 10h 12m
BTCUSDT Perpetual,1,228.99%,526.68,19d 19h 37m,19d 19h 37m
MANAUSDT Perpetual,1,223.70%,44.74,35d 19h 4m,35d 19h 4m
UNFIUSDT Perpetual,0,221.78%,22.18,16d 16h 41m,16d 16h 41m
SOLBUSD Perpetual,2,221.55%,1107.78,35d 21h 58m,35d 21h 58m
SANDUSDT Perpetual,0,221.06%,18.79,51d 12h 27m,51d 12h 27m
ETHUSDT Perpetual,1,220.85%,220.86,15d 35m,15d 35m
LINKUSDT Perpetual,1,219.94%,14.67,15d 4h 46m,15d 4h 46m
