cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,543,1477.29%,4431.88,1y 63d 2h 8m,1y 63d 2h 8m
ETHUSDT Perpetual,251,1432.67%,4298.02,1y 63d 2h 29m,1y 63d 2h 29m
ADAUSDT Perpetual,1107,1365.64%,163.88,70d 1h 2m,70d 1h 2m
ETHUSDT Perpetual,13,1071.05%,2645.51,1y 62d 8h 41m,1y 62d 8h 41m
ETHUSDT Perpetual,0,1069.82%,213.97,35d 8h 40m,35d 8h 40m
DOGEUSDT Perpetual,94,1028.81%,179.01,1y 8d 17h 34m,1y 8d 17h 34m
BAKEUSDT Perpetual,53,1004.54%,100.45,56d 17h 14m,56d 17h 14m
CHZUSDT Perpetual,24,969.88%,2476.60,1y 36d 16h 29m,1y 36d 16h 29m
ETHUSDT Perpetual,0,919.21%,2500.26,1y 61d 17h 42m,1y 61d 17h 42m
TRXUSDT Perpetual,56,891.99%,187.32,163d 2h 16m,163d 2h 16m
ALICEUSDT Perpetual,15,819.16%,737.25,357d 2h 51m,357d 2h 51m
UNFIUSDT Perpetual,95,805.84%,161.17,36d 22h 27m,36d 22h 27m
ANKRUSDT Perpetual,12,788.79%,78.88,328d 11h 51m,328d 11h 51m
XMRUSDT Perpetual,7,784.09%,4704.57,166d 4h 28m,166d 4h 28m
XMRUSDT Perpetual,1,746.40%,1492.81,1y 32d 20h 46m,1y 32d 20h 46m
BTCUSDT Perpetual,46,640.73%,44.85,1y 40d 10h 13m,1y 40d 10h 13m
MATICUSDT Perpetual,5,628.70%,43.32,50d 13h 22m,50d 13h 22m
ZRXUSDT Perpetual,14,552.99%,27.65,23d 12h 30m,23d 12h 30m
BTCUSDT Perpetual,9,552.88%,366.67,37d 8h 41m,37d 8h 41m
BTCUSDT Perpetual,27,543.83%,146.83,29d 8h 22m,29d 8h 22m
UNIUSDT Perpetual,0,513.10%,1606.02,1y 35d 16h 16m,1y 35d 16h 16m
CRVUSDT Perpetual,0,502.72%,235.28,38d 18h 13m,38d 18h 13m
LTCUSDT Perpetual,1,474.66%,1419.26,1y 35d 16h 13m,1y 35d 16h 13m
PEOPLEUSDT Perpetual,12,468.93%,38.78,50d 20h 10m,50d 20h 10m
EOSUSDT Perpetual,4,467.41%,140.23,22d 16h 30m,22d 16h 30m
BTCUSDT Perpetual,5,460.04%,230.02,1y 94d 13h 23m,1y 94d 13h 23m
ZECUSDT Perpetual,0,424.25%,212.13,147d 4h 43m,147d 4h 43m
DOTUSDT Perpetual,0,414.41%,21.84,35d 20h 17m,35d 20h 17m
LINKUSDT Perpetual,1,402.68%,325.37,69d 19h 12m,69d 19h 12m
EOSUSDT Perpetual,0,400.18%,800.37,38d 7h 55m,38d 7h 55m
DOTUSDT Perpetual,0,394.54%,60.17,28d 14h 12m,28d 14h 12m
DOTUSDT Perpetual,2,390.09%,1178.09,70d 18h 17m,70d 18h 17m
ADAUSDT Perpetual,3,389.45%,26.25,70d 3h 13m,70d 3h 13m
TRBUSDT Perpetual,5,386.84%,199.03,40d 16h 38m,40d 16h 38m
BLZUSDT Perpetual,0,375.26%,112.58,161d 16h 1m,161d 16h 1m
SNXUSDT Perpetual,69,373.31%,22.70,30d 11h 8m,30d 11h 8m
EOSUSDT Perpetual,4,467.41%,140.23,22d 16h 30m,22d 16h 30m
BTCUSDT Perpetual,5,460.04%,230.02,1y 94d 13h 23m,1y 94d 13h 23m
ZECUSDT Perpetual,0,424.25%,212.13,147d 4h 43m,147d 4h 43m
DOTUSDT Perpetual,0,414.41%,21.84,35d 20h 17m,35d 20h 17m
LINKUSDT Perpetual,1,402.68%,325.37,69d 19h 12m,69d 19h 12m
EOSUSDT Perpetual,0,400.18%,800.37,38d 7h 55m,38d 7h 55m
DOTUSDT Perpetual,0,394.54%,60.17,28d 14h 12m,28d 14h 12m
DOTUSDT Perpetual,2,390.09%,1178.09,70d 18h 17m,70d 18h 17m
ADAUSDT Perpetual,3,389.45%,26.25,70d 3h 13m,70d 3h 13m
TRBUSDT Perpetual,5,386.84%,199.03,40d 16h 38m,40d 16h 38m
BLZUSDT Perpetual,0,375.26%,112.58,161d 16h 1m,161d 16h 1m
SNXUSDT Perpetual,69,373.31%,22.70,30d 11h 8m,30d 11h 8m
LTCUSDT Perpetual,0,309.06%,177.09,70d 17h 53m,70d 17h 53m
SANDUSDT Perpetual,0,309.04%,26.27,56d 11h 30m,56d 11h 30m
AVAXUSDT Perpetual,0,307.43%,676.35,245d 14h 40m,245d 14h 40m
ARUSDT Perpetual,0,306.36%,275.73,147d 4h 47m,147d 4h 47m
LINKUSDT Perpetual,1,306.30%,20.43,20d 3h 49m,20d 3h 49m
LINKUSDT Perpetual,1,303.27%,1516.37,72d 4h 56m,72d 4h 56m
SOLUSDT Perpetual,3,295.40%,24.43,33d 13h 58m,33d 13h 58m
ADAUSDT Perpetual,0,288.57%,72.14,21d 7h 25m,21d 7h 25m
UNIUSDT Perpetual,0,285.90%,48.60,67d 22h 53m,67d 22h 53m
KSMUSDT Perpetual,0,281.30%,472.59,39d 14h,39d 14h
BTSUSDT Perpetual,1,280.99%,283.81,60d 7h 45m,60d 7h 45m
FTMBUSD Perpetual,1,280.90%,30.90,43d 7h 13m,43d 7h 13m
ETHUSDT Perpetual,2,273.75%,24.64,26d 18h 48m,26d 18h 48m
IOSTUSDT Perpetual,2,273.50%,15.32,37d 13h 47m,37d 13h 47m
ADAUSDT Perpetual,2,273.24%,3552.13,49d 10h 59m,49d 10h 59m
APEUSDT Perpetual,1,271.17%,27.12,23d 55m,23d 55m
ATOMUSDT Perpetual,0,267.73%,91.03,240d 1h 7m,240d 1h 7m
XRPUSDT Perpetual,3,267.06%,53.41,41d 19h 2m,41d 19h 2m
KSMUSDT Perpetual,0,265.37%,551.98,70d 18h 2m,70d 18h 2m
SUSHIUSDT Perpetual,1,264.88%,95.36,60d 57m,60d 57m
1000SHIBUSDT Perpetual,0,264.22%,7.93,25d 23h 9m,25d 23h 9m
ETCUSDT Perpetual,1,263.28%,1184.79,81d 2h 49m,81d 2h 49m
AVAXUSDT Perpetual,1,262.82%,254.94,54d 22h 41m,54d 22h 41m
1000XECUSDT Perpetual,1,262.38%,13.12,28d 3h 51m,28d 3h 51m
ANCBUSD Perpetual,5,257.03%,77.11,31d 10h 17m,31d 10h 17m
API3USDT Perpetual,0,254.76%,31.59,21d 16h 26m,21d 16h 26m
ADAUSDT Perpetual,13,250.52%,50.11,14d 11h 37m,14d 11h 37m
LUNA2BUSD Perpetual,1,250.47%,275.52,36d 23h 5m,36d 23h 5m
BNBUSDT Perpetual,0,249.64%,624.11,1y 86d 22m,1y 86d 22m
APEUSDT Perpetual,0,249.18%,124.59,64d 22h 37m,64d 22h 37m
DOGEUSDT Perpetual,1,244.11%,35.15,55d 22h 16m,55d 22h 16m
CHZUSDT Perpetual,2,241.18%,15.10,9d 23h,9d 23h
ATOMUSDT Perpetual,0,240.39%,387.04,69d 9h 51m,69d 9h 51m
CHZUSDT Perpetual,1,235.07%,18.81,10d 7h 25m,10d 7h 25m
ETCUSDT Perpetual,0,233.60%,70.08,67d 1h 34m,67d 1h 34m
LUNA2BUSD Perpetual,5,232.90%,349.35,35d 6h 26m,35d 6h 26m
AUDIOUSDT Perpetual,4,232.71%,46.54,27d 12h 3m,27d 12h 3m
CRVUSDT Perpetual,0,231.73%,217.55,69d 10h 1m,69d 10h 1m
STORJUSDT Perpetual,0,230.31%,69.09,30d 22h 33m,30d 22h 33m
HNTUSDT Perpetual,1,229.95%,48.29,42d 9h 35m,42d 9h 35m
REEFUSDT Perpetual,0,229.49%,32.13,58d 21h 26m,58d 21h 26m
PEOPLEUSDT Perpetual,0,229.37%,1146.86,54d 19h 49m,54d 19h 49m
SNXUSDT Perpetual,0,227.19%,67.23,22d 23h 18m,22d 23h 18m
BTCUSDT Perpetual,2,221.50%,166.82,23d 8h 41m,23d 8h 41m
GMTUSDT Perpetual,7,218.03%,8.70,38d 3h 15m,38d 3h 15m
