cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,538,1490.72%,4472.17,1y 62d 17h 9m,1y 62d 17h 9m
ETHUSDT Perpetual,251,1452.01%,4356.03,1y 62d 17h 30m,1y 62d 17h 30m
ADAUSDT Perpetual,1093,1317.43%,158.09,69d 16h 3m,69d 16h 3m
ETHUSDT Perpetual,0,1211.85%,242.37,34d 23h 41m,34d 23h 41m
ETHUSDT Perpetual,13,1108.89%,2738.97,1y 61d 23h 41m,1y 61d 23h 41m
BAKEUSDT Perpetual,51,1059.22%,105.92,56d 8h 14m,56d 8h 14m
DOGEUSDT Perpetual,93,1030.17%,179.25,1y 8d 8h 34m,1y 8d 8h 34m
CHZUSDT Perpetual,23,988.88%,2525.11,1y 36d 7h 30m,1y 36d 7h 30m
ETHUSDT Perpetual,0,952.21%,2590.04,1y 61d 8h 42m,1y 61d 8h 42m
TRXUSDT Perpetual,56,893.95%,187.73,162d 17h 16m,162d 17h 16m
UNFIUSDT Perpetual,95,841.40%,168.28,36d 13h 27m,36d 13h 27m
ALICEUSDT Perpetual,15,819.16%,737.25,356d 17h 52m,356d 17h 52m
ANKRUSDT Perpetual,12,799.28%,79.93,328d 2h 51m,328d 2h 51m
XMRUSDT Perpetual,7,785.14%,4710.88,165d 19h 28m,165d 19h 28m
XMRUSDT Perpetual,1,756.48%,1512.96,1y 32d 11h 46m,1y 32d 11h 46m
BTCUSDT Perpetual,46,640.73%,44.85,1y 40d 1h 14m,1y 40d 1h 14m
MATICUSDT Perpetual,5,628.70%,43.32,50d 4h 23m,50d 4h 23m
ZRXUSDT Perpetual,14,558.79%,27.94,23d 3h 30m,23d 3h 30m
BTCUSDT Perpetual,9,542.22%,359.60,36d 23h 42m,36d 23h 42m
UNIUSDT Perpetual,0,526.70%,1648.57,1y 35d 7h 16m,1y 35d 7h 16m
CRVUSDT Perpetual,0,502.72%,235.28,38d 9h 14m,38d 9h 14m
LTCUSDT Perpetual,1,487.24%,1456.86,1y 35d 7h 14m,1y 35d 7h 14m
PEOPLEUSDT Perpetual,11,482.24%,39.88,50d 11h 11m,50d 11h 11m
BTCUSDT Perpetual,5,464.41%,232.21,1y 94d 4h 24m,1y 94d 4h 24m
ZECUSDT Perpetual,0,437.45%,218.73,146d 19h 43m,146d 19h 43m
DOTUSDT Perpetual,0,428.72%,22.59,35d 11h 18m,35d 11h 18m
DOTUSDT Perpetual,2,426.56%,1288.23,70d 9h 18m,70d 9h 18m
EOSUSDT Perpetual,4,413.82%,124.15,22d 7h 30m,22d 7h 30m
EOSUSDT Perpetual,0,408.06%,816.13,37d 22h 55m,37d 22h 55m
LINKUSDT Perpetual,1,406.98%,328.84,69d 10h 12m,69d 10h 12m
BLZUSDT Perpetual,0,396.23%,118.87,161d 7h 2m,161d 7h 2m
DOTUSDT Perpetual,0,394.36%,60.14,28d 5h 13m,28d 5h 13m
SNXUSDT Perpetual,67,386.50%,23.50,30d 2h 9m,30d 2h 9m
ADAUSDT Perpetual,3,386.15%,26.03,69d 18h 13m,69d 18h 13m
TRBUSDT Perpetual,5,380.68%,195.86,40d 7h 38m,40d 7h 38m
BTCUSDT Perpetual,26,380.16%,102.64,28d 23h 22m,28d 23h 22m
KNCUSDT Perpetual,0,370.68%,926.71,1y 76d 16h 49m,1y 76d 16h 49m
ANTUSDT Perpetual,0,369.24%,55.39,34d 16h 27m,34d 16h 27m
LTCUSDT Perpetual,2,360.53%,93.27,253d 2h 37m,253d 2h 37m
YFIUSDT Perpetual,1,345.83%,51.87,25d 17h 18m,25d 17h 18m
LTCUSDT Perpetual,0,336.85%,193.02,70d 8h 54m,70d 8h 54m
SANDUSDT Perpetual,1,335.72%,100.72,52d 4h 56m,52d 4h 56m
MASKUSDT Perpetual,0,332.00%,664.01,29d 21h 3m,29d 21h 3m
TRXUSDT Perpetual,2,325.46%,416.59,184d 14h 56m,184d 14h 56m
MANAUSDT Perpetual,1,319.13%,63.83,40d 9h 7m,40d 9h 7m
APEUSDT Perpetual,0,318.76%,159.38,64d 13h 37m,64d 13h 37m
TRXUSDT Perpetual,0,317.12%,158.56,110d 7h 44m,110d 7h 44m
LINKUSDT Perpetual,1,313.10%,1565.53,71d 19h 57m,71d 19h 57m
ARUSDT Perpetual,0,308.06%,277.26,146d 19h 47m,146d 19h 47m
AVAXUSDT Perpetual,0,307.43%,676.35,245d 5h 40m,245d 5h 40m
SANDUSDT Perpetual,0,306.95%,26.09,56d 2h 30m,56d 2h 30m
THETAUSDT Perpetual,0,306.75%,76.69,19d 13h 22m,19d 13h 22m
JASMYUSDT Perpetual,0,306.50%,14.71,37d 3h 40m,37d 3h 40m
FTMBUSD Perpetual,1,301.52%,33.17,42d 22h 14m,42d 22h 14m
KSMUSDT Perpetual,0,298.47%,620.82,70d 9h 3m,70d 9h 3m
TLMBUSD Perpetual,1,296.26%,444.40,34d 17h 28m,34d 17h 28m
SOLUSDT Perpetual,3,295.40%,24.43,33d 4h 58m,33d 4h 58m
