cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,378,1431.82%,4295.49,1y 53d 6h 6m,1y 53d 6h 6m
ADAUSDT Perpetual,698,1333.29%,160.00,60d 5h,60d 5h
ETHUSDT Perpetual,174,1294.70%,3884.11,1y 53d 6h 27m,1y 53d 6h 27m
DOGEUSDT Perpetual,61,1026.97%,178.69,363d 21h 31m,363d 21h 31m
CHZUSDT Perpetual,17,970.08%,2477.12,1y 26d 20h 27m,1y 26d 20h 27m
TRXUSDT Perpetual,47,876.98%,184.17,153d 6h 14m,153d 6h 14m
ETHUSDT Perpetual,0,854.43%,2110.46,1y 52d 12h 39m,1y 52d 12h 39m
ALICEUSDT Perpetual,9,819.16%,737.25,347d 6h 49m,347d 6h 49m
BAKEUSDT Perpetual,10,814.36%,81.44,46d 21h 11m,46d 21h 11m
ANKRUSDT Perpetual,6,777.99%,77.80,318d 15h 48m,318d 15h 48m
UNFIUSDT Perpetual,49,756.17%,151.23,27d 2h 24m,27d 2h 24m
ETHUSDT Perpetual,0,735.32%,2000.08,1y 51d 21h 39m,1y 51d 21h 39m
XMRUSDT Perpetual,4,719.55%,4317.36,156d 8h 25m,156d 8h 25m
BTCUSDT Perpetual,28,640.73%,44.85,1y 30d 14h 11m,1y 30d 14h 11m
XMRUSDT Perpetual,0,609.34%,1218.69,1y 23d 44m,1y 23d 44m
API3USDT Perpetual,14,519.10%,103.82,35d 18h 45m,35d 18h 45m
CRVUSDT Perpetual,0,502.72%,235.28,28d 22h 11m,28d 22h 11m
UNIUSDT Perpetual,0,465.13%,1455.87,1y 25d 20h 13m,1y 25d 20h 13m
BTCUSDT Perpetual,3,446.30%,223.15,1y 84d 17h 21m,1y 84d 17h 21m
LTCUSDT Perpetual,1,442.57%,1323.30,1y 25d 20h 11m,1y 25d 20h 11m
BTCUSDT Perpetual,4,418.05%,112.87,19d 12h 20m,19d 12h 20m
BTCUSDT Perpetual,2,411.88%,111.21,19d 12h 20m,19d 12h 20m
