cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,439,1442.79%,4328.38,1y 57d 22h 6m,1y 57d 22h 6m
ADAUSDT Perpetual,876,1390.75%,166.89,64d 21h,64d 21h
ETHUSDT Perpetual,198,1329.19%,3987.57,1y 57d 22h 27m,1y 57d 22h 27m
DOGEUSDT Perpetual,72,1025.47%,178.43,1y 3d 13h 31m,1y 3d 13h 31m
CHZUSDT Perpetual,17,964.85%,2463.75,1y 31d 12h 27m,1y 31d 12h 27m
BAKEUSDT Perpetual,17,926.95%,92.70,51d 13h 11m,51d 13h 11m
ETHUSDT Perpetual,9,900.32%,2223.81,1y 57d 4h 39m,1y 57d 4h 39m
TRXUSDT Perpetual,53,883.64%,185.57,157d 22h 14m,157d 22h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,351d 22h 49m,351d 22h 49m
ANKRUSDT Perpetual,11,774.95%,77.50,323d 7h 48m,323d 7h 48m
ETHUSDT Perpetual,0,774.83%,2107.54,1y 56d 13h 39m,1y 56d 13h 39m
UNFIUSDT Perpetual,67,750.72%,150.15,31d 18h 24m,31d 18h 24m
XMRUSDT Perpetual,7,746.29%,4477.79,161d 25m,161d 25m
XMRUSDT Perpetual,0,661.03%,1322.07,1y 27d 16h 43m,1y 27d 16h 43m
BTCUSDT Perpetual,36,640.73%,44.85,1y 35d 6h 11m,1y 35d 6h 11m
MATICUSDT Perpetual,2,625.07%,43.07,45d 9h 20m,45d 9h 20m
API3USDT Perpetual,19,606.21%,121.24,40d 10h 45m,40d 10h 45m
BTCUSDT Perpetual,12,526.93%,142.27,24d 4h 19m,24d 4h 19m
BTCUSDT Perpetual,7,525.38%,141.86,24d 4h 20m,24d 4h 20m
UNIUSDT Perpetual,0,507.29%,1587.84,1y 30d 12h 13m,1y 30d 12h 13m
CRVUSDT Perpetual,0,502.72%,235.28,33d 14h 11m,33d 14h 11m
BTCUSDT Perpetual,4,447.31%,223.66,1y 89d 9h 21m,1y 89d 9h 21m
LTCUSDT Perpetual,1,444.86%,1330.15,1y 30d 12h 11m,1y 30d 12h 11m
KNCUSDT Perpetual,4,415.53%,415.53,24d 4h 4m,24d 4h 4m
ZECUSDT Perpetual,0,412.09%,206.05,142d 40m,142d 40m
PEOPLEUSDT Perpetual,10,407.65%,33.71,45d 16h 8m,45d 16h 8m
GMTUSDT Perpetual,13,400.46%,24.03,19d 18h 9m,19d 18h 9m
BTCUSDT Perpetual,7,393.32%,260.85,32d 4h 39m,32d 4h 39m
ZRXUSDT Perpetual,9,386.36%,19.32,18d 8h 27m,18d 8h 27m
ADAUSDT Perpetual,1,364.03%,24.54,64d 23h 10m,64d 23h 10m
LTCUSDT Perpetual,0,360.53%,93.27,248d 7h 34m,248d 7h 34m
KNCUSDT Perpetual,0,357.94%,894.87,1y 71d 21h 46m,1y 71d 21h 46m
LINKUSDT Perpetual,1,356.28%,287.88,64d 15h 9m,64d 15h 9m
ETHUSDT Perpetual,0,348.18%,31.34,21d 14h 46m,21d 14h 46m
BLZUSDT Perpetual,0,347.97%,104.39,156d 11h 59m,156d 11h 59m
ETHUSDT Perpetual,2,346.56%,55.45,20d 21h 9m,20d 21h 9m
GMTUSDT Perpetual,7,330.38%,495.57,16d 15h 27m,16d 15h 27m
EOSUSDT Perpetual,0,322.12%,644.24,33d 3h 52m,33d 3h 52m
ETHBUSD Perpetual,3,320.12%,5.92,20d 3h 18m,20d 3h 18m
EOSUSDT Perpetual,2,319.44%,95.83,17d 12h 27m,17d 12h 27m
TRXUSDT Perpetual,2,318.09%,407.16,179d 19h 53m,179d 19h 53m
APEUSDT Perpetual,0,317.56%,31.76,17d 20h 52m,17d 20h 52m
1000SHIBUSDT Perpetual,5,316.44%,31.64,21d 9h 13m,21d 9h 13m
TRXUSDT Perpetual,0,311.97%,155.99,105d 12h 41m,105d 12h 41m
XEMUSDT Perpetual,28,311.37%,62.27,13d 52m,13d 52m
AVAXUSDT Perpetual,0,307.43%,676.35,240d 10h 38m,240d 10h 38m
ARUSDT Perpetual,0,305.64%,275.08,142d 44m,142d 44m
ALPHAUSDT Perpetual,1,300.37%,8.11,24d 16h 40m,24d 16h 40m
SOLUSDT Perpetual,3,295.40%,24.43,28d 9h 55m,28d 9h 55m
TRBUSDT Perpetual,5,294.06%,151.30,35d 12h 35m,35d 12h 35m
SNXUSDT Perpetual,47,293.32%,17.83,25d 7h 6m,25d 7h 6m
ANTUSDT Perpetual,0,286.53%,42.98,29d 21h 24m,29d 21h 24m
ETHUSDT Perpetual,10,286.10%,40.83,32d 16h 29m,32d 16h 29m
UNIUSDT Perpetual,0,285.90%,48.60,62d 18h 51m,62d 18h 51m
DOTUSDT Perpetual,0,285.73%,15.06,30d 16h 15m,30d 16h 15m
TLMBUSD Perpetual,1,281.05%,421.58,29d 22h 25m,29d 22h 25m
JASMYUSDT Perpetual,0,279.07%,13.40,32d 8h 37m,32d 8h 37m
KSMUSDT Perpetual,0,274.51%,461.19,34d 9h 57m,34d 9h 57m
