cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,388,1417.61%,4252.86,1y 53d 22h 6m,1y 53d 22h 6m
ADAUSDT Perpetual,721,1359.03%,163.08,60d 21h,60d 21h
ETHUSDT Perpetual,175,1269.94%,3809.84,1y 53d 22h 27m,1y 53d 22h 27m
DOGEUSDT Perpetual,62,1025.50%,178.44,364d 13h 31m,364d 13h 31m
CHZUSDT Perpetual,17,970.33%,2477.75,1y 27d 12h 27m,1y 27d 12h 27m
TRXUSDT Perpetual,49,873.57%,183.45,153d 22h 14m,153d 22h 14m
BAKEUSDT Perpetual,13,843.84%,84.38,47d 13h 12m,47d 13h 12m
ETHUSDT Perpetual,0,820.45%,2026.52,1y 53d 4h 39m,1y 53d 4h 39m
ALICEUSDT Perpetual,10,819.16%,737.25,347d 22h 49m,347d 22h 49m
ANKRUSDT Perpetual,8,772.97%,77.30,319d 7h 49m,319d 7h 49m
UNFIUSDT Perpetual,55,732.43%,146.49,27d 18h 25m,27d 18h 25m
XMRUSDT Perpetual,5,712.61%,4275.69,157d 25m,157d 25m
ETHUSDT Perpetual,0,706.06%,1920.49,1y 52d 13h 40m,1y 52d 13h 40m
BTCUSDT Perpetual,29,640.73%,44.85,1y 31d 6h 11m,1y 31d 6h 11m
XMRUSDT Perpetual,0,591.21%,1182.44,1y 23d 16h 44m,1y 23d 16h 44m
API3USDT Perpetual,19,576.41%,115.28,36d 10h 46m,36d 10h 46m
CRVUSDT Perpetual,0,502.72%,235.28,29d 14h 11m,29d 14h 11m
BTCUSDT Perpetual,3,442.94%,221.47,1y 85d 9h 21m,1y 85d 9h 21m
LTCUSDT Perpetual,1,428.95%,1282.56,1y 26d 12h 11m,1y 26d 12h 11m
UNIUSDT Perpetual,0,414.77%,1298.23,1y 26d 12h 14m,1y 26d 12h 14m
BTCUSDT Perpetual,5,403.67%,108.99,20d 4h 20m,20d 4h 20m
BTCUSDT Perpetual,2,395.48%,106.78,20d 4h 20m,20d 4h 20m
ZECUSDT Perpetual,0,393.59%,196.80,138d 40m,138d 40m
PEOPLEUSDT Perpetual,8,392.73%,32.48,41d 16h 8m,41d 16h 8m
DUSKUSDT Perpetual,4,378.00%,22.30,28d 16h 52m,28d 16h 52m
LTCUSDT Perpetual,0,360.53%,93.27,244d 7h 35m,244d 7h 35m
ADAUSDT Perpetual,1,358.00%,24.13,60d 23h 10m,60d 23h 10m
KNCUSDT Perpetual,0,344.83%,862.08,1y 67d 21h 47m,1y 67d 21h 47m
LINKUSDT Perpetual,1,337.42%,272.64,60d 15h 10m,60d 15h 10m
BLZUSDT Perpetual,0,325.98%,97.80,152d 11h 59m,152d 11h 59m
ETHUSDT Perpetual,4,319.42%,45.58,28d 16h 30m,28d 16h 30m
ZRXUSDT Perpetual,7,312.98%,15.65,14d 8h 27m,14d 8h 27m
TRXUSDT Perpetual,2,310.61%,397.58,175d 19h 53m,175d 19h 53m
AVAXUSDT Perpetual,0,307.43%,676.35,236d 10h 38m,236d 10h 38m
TRXUSDT Perpetual,0,307.14%,153.57,101d 12h 41m,101d 12h 41m
TRBUSDT Perpetual,4,298.85%,153.76,31d 12h 36m,31d 12h 36m
BTCUSDT Perpetual,7,297.18%,197.09,28d 4h 39m,28d 4h 39m
MATICUSDT Perpetual,0,296.99%,20.46,41d 9h 20m,41d 9h 20m
BTSUSDT Perpetual,0,287.74%,37.41,21d 23h 14m,21d 23h 14m
SOLUSDT Perpetual,2,287.21%,23.75,24d 9h 56m,24d 9h 56m
KNCUSDT Perpetual,3,285.43%,285.43,20d 4h 4m,20d 4h 4m
EOSUSDT Perpetual,0,283.45%,566.90,29d 3h 53m,29d 3h 53m
ARUSDT Perpetual,0,282.50%,254.26,138d 44m,138d 44m
ETHBUSD Perpetual,14,279.04%,337.65,25d 16h 17m,25d 16h 17m
ETHUSDT Perpetual,0,276.67%,1.58,8d 7h 10m,8d 7h 10m
SNXUSDT Perpetual,44,273.32%,16.62,21d 7h 6m,21d 7h 6m
UNIUSDT Perpetual,0,267.64%,45.50,58d 18h 51m,58d 18h 51m
1000SHIBUSDT Perpetual,5,262.89%,26.29,17d 9h 13m,17d 9h 13m
GMTUSDT Perpetual,5,259.56%,389.34,12d 15h 28m,12d 15h 28m
