cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,439,1439.45%,4318.37,1y 58d 1h 6m,1y 58d 1h 6m
ADAUSDT Perpetual,880,1392.51%,167.10,65d,65d
ETHUSDT Perpetual,198,1324.08%,3972.26,1y 58d 1h 27m,1y 58d 1h 27m
DOGEUSDT Perpetual,72,1025.27%,178.40,1y 3d 16h 31m,1y 3d 16h 31m
CHZUSDT Perpetual,17,966.53%,2468.05,1y 31d 15h 27m,1y 31d 15h 27m
BAKEUSDT Perpetual,18,901.71%,90.17,51d 16h 11m,51d 16h 11m
ETHUSDT Perpetual,9,892.53%,2204.57,1y 57d 7h 38m,1y 57d 7h 38m
TRXUSDT Perpetual,53,881.96%,185.21,158d 1h 13m,158d 1h 13m
ALICEUSDT Perpetual,11,819.16%,737.25,352d 1h 49m,352d 1h 49m
UNFIUSDT Perpetual,68,782.70%,156.54,31d 21h 24m,31d 21h 24m
ANKRUSDT Perpetual,11,772.79%,77.28,323d 10h 48m,323d 10h 48m
ETHUSDT Perpetual,0,768.23%,2089.59,1y 56d 16h 39m,1y 56d 16h 39m
XMRUSDT Perpetual,7,740.33%,4442.01,161d 3h 25m,161d 3h 25m
XMRUSDT Perpetual,0,644.80%,1289.61,1y 27d 19h 43m,1y 27d 19h 43m
BTCUSDT Perpetual,36,640.73%,44.85,1y 35d 9h 11m,1y 35d 9h 11m
MATICUSDT Perpetual,2,624.67%,43.04,45d 12h 20m,45d 12h 20m
BTCUSDT Perpetual,12,526.04%,142.03,24d 7h 19m,24d 7h 19m
BTCUSDT Perpetual,7,524.36%,141.58,24d 7h 20m,24d 7h 20m
UNIUSDT Perpetual,0,506.45%,1585.20,1y 30d 15h 13m,1y 30d 15h 13m
CRVUSDT Perpetual,0,502.72%,235.28,33d 17h 11m,33d 17h 11m
BTCUSDT Perpetual,4,446.66%,223.33,1y 89d 12h 20m,1y 89d 12h 20m
LTCUSDT Perpetual,1,444.21%,1328.21,1y 30d 15h 11m,1y 30d 15h 11m
ZECUSDT Perpetual,0,413.11%,206.56,142d 3h 40m,142d 3h 40m
KNCUSDT Perpetual,4,411.92%,411.93,24d 7h 4m,24d 7h 4m
PEOPLEUSDT Perpetual,10,404.54%,33.46,45d 19h 8m,45d 19h 8m
GMTUSDT Perpetual,13,403.14%,24.19,19d 21h 9m,19d 21h 9m
BTCUSDT Perpetual,7,385.45%,255.64,32d 7h 39m,32d 7h 39m
ZRXUSDT Perpetual,9,380.24%,19.01,18d 11h 27m,18d 11h 27m
ADAUSDT Perpetual,1,363.75%,24.52,65d 2h 10m,65d 2h 10m
LTCUSDT Perpetual,0,360.53%,93.27,248d 10h 34m,248d 10h 34m
KNCUSDT Perpetual,0,356.34%,890.86,1y 72d 46m,1y 72d 46m
LINKUSDT Perpetual,1,354.36%,286.33,64d 18h 9m,64d 18h 9m
ETHUSDT Perpetual,0,348.18%,31.34,21d 17h 46m,21d 17h 46m
