cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,395,1410.01%,4230.03,1y 54d 18h 6m,1y 54d 18h 6m
ADAUSDT Perpetual,749,1378.46%,165.42,61d 17h,61d 17h
ETHUSDT Perpetual,179,1247.92%,3743.77,1y 54d 18h 27m,1y 54d 18h 27m
DOGEUSDT Perpetual,65,1024.36%,178.24,1y 9h 31m,1y 9h 31m
CHZUSDT Perpetual,17,925.08%,2362.21,1y 28d 8h 27m,1y 28d 8h 27m
TRXUSDT Perpetual,50,872.08%,183.14,154d 18h 14m,154d 18h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,348d 18h 49m,348d 18h 49m
ETHUSDT Perpetual,0,790.76%,1953.18,1y 54d 39m,1y 54d 39m
ANKRUSDT Perpetual,9,770.08%,77.01,320d 3h 49m,320d 3h 49m
XMRUSDT Perpetual,6,697.77%,4186.63,157d 20h 25m,157d 20h 25m
ETHUSDT Perpetual,0,680.52%,1851.03,1y 53d 9h 40m,1y 53d 9h 40m
UNFIUSDT Perpetual,59,673.86%,134.77,28d 14h 25m,28d 14h 25m
BTCUSDT Perpetual,33,640.73%,44.85,1y 32d 2h 11m,1y 32d 2h 11m
API3USDT Perpetual,19,616.96%,123.39,37d 6h 46m,37d 6h 46m
BAKEUSDT Perpetual,15,577.57%,57.76,48d 9h 12m,48d 9h 12m
XMRUSDT Perpetual,0,558.00%,1116.01,1y 24d 12h 44m,1y 24d 12h 44m
CRVUSDT Perpetual,0,502.72%,235.28,30d 10h 11m,30d 10h 11m
BTCUSDT Perpetual,3,439.43%,219.72,1y 86d 5h 21m,1y 86d 5h 21m
LTCUSDT Perpetual,1,420.99%,1258.77,1y 27d 8h 11m,1y 27d 8h 11m
UNIUSDT Perpetual,0,418.80%,1310.85,1y 27d 8h 14m,1y 27d 8h 14m
PEOPLEUSDT Perpetual,8,389.03%,32.17,42d 12h 8m,42d 12h 8m
ZECUSDT Perpetual,0,381.55%,190.78,138d 20h 40m,138d 20h 40m
DUSKUSDT Perpetual,5,371.84%,21.94,29d 12h 52m,29d 12h 52m
BTCUSDT Perpetual,6,361.62%,97.64,21d 20m,21d 20m
LTCUSDT Perpetual,0,360.53%,93.27,245d 3h 35m,245d 3h 35m
BTCUSDT Perpetual,2,353.98%,95.58,21d 20m,21d 20m
ADAUSDT Perpetual,1,353.38%,23.82,61d 19h 10m,61d 19h 10m
BAKEUSDT Perpetual,9,343.68%,353.62,19d 5h 9m,19d 5h 9m
KNCUSDT Perpetual,0,340.55%,851.40,1y 68d 17h 47m,1y 68d 17h 47m
LINKUSDT Perpetual,1,330.71%,267.22,61d 11h 10m,61d 11h 10m
ETHUSDT Perpetual,7,328.88%,46.93,29d 12h 30m,29d 12h 30m
BLZUSDT Perpetual,0,323.38%,97.02,153d 7h 59m,153d 7h 59m
ETHBUSD Perpetual,15,314.79%,380.90,26d 12h 17m,26d 12h 17m
TRXUSDT Perpetual,2,309.58%,396.27,176d 15h 53m,176d 15h 53m
AVAXUSDT Perpetual,0,307.43%,676.35,237d 6h 38m,237d 6h 38m
BTSUSDT Perpetual,0,307.20%,39.94,22d 19h 14m,22d 19h 14m
TRXUSDT Perpetual,0,305.89%,152.95,102d 8h 41m,102d 8h 41m
TRBUSDT Perpetual,5,301.30%,155.02,32d 8h 36m,32d 8h 36m
SOLUSDT Perpetual,2,287.21%,23.75,25d 5h 56m,25d 5h 56m
ETHUSDT Perpetual,0,284.98%,1.62,9d 3h 10m,9d 3h 10m
GMTUSDT Perpetual,5,278.40%,417.60,13d 11h 28m,13d 11h 28m
UNIUSDT Perpetual,0,272.96%,46.40,59d 14h 51m,59d 14h 51m
SNXUSDT Perpetual,45,269.90%,16.41,22d 3h 6m,22d 3h 6m
ARUSDT Perpetual,0,268.25%,241.43,138d 20h 44m,138d 20h 44m
TLMBUSD Perpetual,1,265.44%,398.16,26d 18h 25m,26d 18h 25m
BTCBUSD Perpetual,14,264.24%,21.59,24d 15h 38m,24d 15h 38m
EOSUSDT Perpetual,0,261.57%,523.15,29d 23h 53m,29d 23h 53m
ETHUSDT Perpetual,0,260.08%,260.08,11d 15h 35m,11d 15h 35m
THETAUSDT Perpetual,0,259.18%,103.67,28d 10h 31m,28d 10h 31m
JASMYUSDT Perpetual,0,257.37%,12.35,29d 4h 37m,29d 4h 37m
KNCUSDT Perpetual,3,255.68%,255.68,21d 4m,21d 4m
1000SHIBUSDT Perpetual,10,255.07%,20.41,19d 19h 54m,19d 19h 54m
FLMUSDT Perpetual,2,252.62%,32.87,18d 1h 36m,18d 1h 36m
1000SHIBUSDT Perpetual,5,251.07%,25.11,18d 5h 13m,18d 5h 13m
MATICUSDT Perpetual,4,249.60%,104.94,19d 22h 48m,19d 22h 48m
ZRXUSDT Perpetual,8,245.05%,12.25,15d 4h 27m,15d 4h 27m
BTCUSDT Perpetual,7,240.70%,159.63,29d 39m,29d 39m
BNBUSDT Perpetual,1,239.64%,17.93,28d 21h 35m,28d 21h 35m
AXSUSDT Perpetual,1,237.42%,124.79,23d 37m,23d 37m
AVAXUSDT Perpetual,0,237.37%,134.92,23d 38m,23d 38m
LINKUSDT Perpetual,0,236.42%,1182.13,63d 20h 54m,63d 20h 54m
BNBUSDT Perpetual,0,235.59%,589.00,1y 77d 16h 20m,1y 77d 16h 20m
IOSTUSDT Perpetual,2,233.06%,13.05,29d 5h 44m,29d 5h 44m
SNXUSDT Perpetual,1,227.55%,28.01,12d 17h 51m,12d 17h 51m
1000XECUSDT Perpetual,1,224.69%,11.23,19d 19h 49m,19d 19h 49m
ANCBUSD Perpetual,4,224.04%,67.21,23d 2h 15m,23d 2h 15m
API3USDT Perpetual,0,219.57%,27.23,13d 8h 24m,13d 8h 24m
ALPHAUSDT Perpetual,0,218.87%,5.91,21d 12h 40m,21d 12h 40m
XMRUSDT Perpetual,1,218.08%,475.42,116d 14h 49m,116d 14h 49m
GMTUSDT Perpetual,6,218.03%,8.70,29d 19h 13m,29d 19h 13m
ATOMUSDT Perpetual,0,216.10%,73.47,231d 17h 5m,231d 17h 5m
NEARUSDT Perpetual,1,212.78%,111.54,23d 1h 12m,23d 1h 12m
ADAUSDT Perpetual,0,212.64%,35.34,165d 1h 37m,165d 1h 37m
ZILUSDT Perpetual,0,211.16%,2.32,93d 23m,93d 23m
KSMUSDT Perpetual,0,206.17%,346.38,31d 5h 58m,31d 5h 58m
PEOPLEUSDT Perpetual,0,205.28%,1026.43,46d 11h 47m,46d 11h 47m
EOSUSDT Perpetual,2,202.76%,60.83,14d 8h 28m,14d 8h 28m
SUSHIUSDT Perpetual,1,199.59%,71.85,51d 16h 55m,51d 16h 55m
MANAUSDT Perpetual,1,197.69%,39.54,32d 10h 4m,32d 10h 4m
CHZUSDT Perpetual,0,192.20%,19.22,19d 18h 10m,19d 18h 10m
STORJUSDT Perpetual,0,191.14%,57.34,22d 14h 31m,22d 14h 31m
THETAUSDT Perpetual,0,188.17%,189.11,27d 16h 30m,27d 16h 30m
MATICUSDT Perpetual,1,187.82%,12.94,42d 5h 20m,42d 5h 20m
HNTUSDT Perpetual,1,187.52%,39.38,34d 1h 33m,34d 1h 33m
BATUSDT Perpetual,0,184.79%,22.18,25d 11h 28m,25d 11h 28m
UNFIUSDT Perpetual,0,183.65%,18.37,13d 7h 41m,13d 7h 41m
APEUSDT Perpetual,0,183.33%,18.33,14d 16h 52m,14d 16h 52m
XRPUSDT Perpetual,2,182.67%,11.16,29d 13h 8m,29d 13h 8m
MASKUSDT Perpetual,0,182.04%,364.08,21d 22h 1m,21d 22h 1m
DOTUSDT Perpetual,2,181.89%,549.33,62d 10h 15m,62d 10h 15m
SOLUSDT Perpetual,0,181.12%,90.56,23d 23h 41m,23d 23h 41m
XRPUSDT Perpetual,17,181.09%,22636.30,1y 51d 7h 17m,1y 51d 7h 17m
ETHUSDT Perpetual,1,180.93%,21.42,28d 23h 30m,28d 23h 30m
DOTUSDT Perpetual,0,180.40%,9.51,27d 12h 15m,27d 12h 15m
LUNA2BUSD Perpetual,1,179.75%,197.73,28d 15h 3m,28d 15h 3m
FTMBUSD Perpetual,0,178.72%,17.87,29d 6h 4m,29d 6h 4m
IOTXUSDT Perpetual,0,178.44%,12.76,28d 9h 31m,28d 9h 31m
LINKUSDT Perpetual,0,174.83%,95.56,20d 5h 48m,20d 5h 48m
MATICUSDT Perpetual,1,173.42%,27.75,49d 12h 13m,49d 12h 13m
RLCUSDT Perpetual,0,173.29%,112.64,11d 21h 37m,11d 21h 37m
MASKUSDT Perpetual,0,172.80%,25.92,19d 20h 38m,19d 20h 38m
LTCUSDT Perpetual,0,172.75%,614.99,1y 39d 12h 48m,1y 39d 12h 48m
AVAXUSDT Perpetual,1,172.35%,167.18,46d 14h 39m,46d 14h 39m
LINKUSDT Perpetual,0,171.44%,68.58,23d 22h 27m,23d 22h 27m
CVCUSDT Perpetual,0,169.58%,42.40,28d 16h 36m,28d 16h 36m
SANDUSDT Perpetual,1,168.14%,50.44,44d 5h 53m,44d 5h 53m
SOLBUSD Perpetual,0,167.77%,167.78,26d 3h 7m,26d 3h 7m
SNXUSDT Perpetual,0,167.71%,49.63,14d 15h 15m,14d 15h 15m
SOLBUSD Perpetual,1,167.18%,835.91,32d 12h 58m,32d 12h 58m
1000LUNCBUSD Perpetual,6,165.95%,16595.41,14d 15h 27m,14d 15h 27m
TRXUSDT Perpetual,0,165.64%,240.19,119d 8h 52m,119d 8h 52m
LITUSDT Perpetual,1,165.57%,827.83,22d 6h 40m,22d 6h 40m
XRPBUSD Perpetual,5,164.14%,6.57,193d 21h 46m,193d 21h 46m
BNBBUSD Perpetual,14,163.54%,11.68,29d 13h 44m,29d 13h 44m
ETHBUSD Perpetual,0,163.43%,98.06,15h 56m,15h 56m
MATICUSDT Perpetual,0,163.13%,20.98,18d 18h 33m,18d 18h 33m
RLCUSDT Perpetual,0,162.23%,27.58,12d 12h 2m,12d 12h 2m
SANDUSDT Perpetual,0,159.50%,13.56,48d 3h 28m,48d 3h 28m
LUNA2BUSD Perpetual,3,158.65%,237.98,26d 22h 23m,26d 22h 23m
LINKUSDT Perpetual,0,158.55%,10.58,11d 19h 46m,11d 19h 46m
ETHBUSD Perpetual,0,158.27%,153.53,28d 21h 51m,28d 21h 51m
STORJUSDT Perpetual,0,157.81%,34.72,23d 17h 9m,23d 17h 9m
