cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,425,1440.45%,4321.37,1y 56d 22h 6m,1y 56d 22h 6m
ADAUSDT Perpetual,836,1381.40%,165.77,63d 21h,63d 21h
ETHUSDT Perpetual,193,1319.63%,3958.91,1y 56d 22h 27m,1y 56d 22h 27m
DOGEUSDT Perpetual,71,1025.43%,178.43,1y 2d 13h 31m,1y 2d 13h 31m
CHZUSDT Perpetual,17,955.87%,2440.82,1y 30d 12h 27m,1y 30d 12h 27m
ETHUSDT Perpetual,0,886.89%,2190.64,1y 56d 4h 38m,1y 56d 4h 38m
TRXUSDT Perpetual,51,883.29%,185.49,156d 22h 13m,156d 22h 13m
ALICEUSDT Perpetual,11,819.16%,737.25,350d 22h 49m,350d 22h 49m
BAKEUSDT Perpetual,17,778.04%,77.80,50d 13h 11m,50d 13h 11m
ANKRUSDT Perpetual,11,772.35%,77.24,322d 7h 48m,322d 7h 48m
ETHUSDT Perpetual,0,763.26%,2076.09,1y 55d 13h 39m,1y 55d 13h 39m
UNFIUSDT Perpetual,65,761.59%,152.32,30d 18h 24m,30d 18h 24m
XMRUSDT Perpetual,7,732.72%,4396.37,160d 25m,160d 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 34d 6h 11m,1y 34d 6h 11m
XMRUSDT Perpetual,0,628.46%,1256.93,1y 26d 16h 43m,1y 26d 16h 43m
MATICUSDT Perpetual,1,607.45%,41.85,44d 9h 20m,44d 9h 20m
API3USDT Perpetual,19,596.09%,119.22,39d 10h 45m,39d 10h 45m
UNIUSDT Perpetual,0,536.28%,1678.58,1y 29d 12h 13m,1y 29d 12h 13m
BTCUSDT Perpetual,5,505.40%,136.46,23d 4h 20m,23d 4h 20m
BTCUSDT Perpetual,10,504.76%,136.29,23d 4h 19m,23d 4h 19m
CRVUSDT Perpetual,0,502.72%,235.28,32d 14h 11m,32d 14h 11m
GMTUSDT Perpetual,8,474.01%,28.44,18d 18h 9m,18d 18h 9m
BTCUSDT Perpetual,4,446.10%,223.05,1y 88d 9h 20m,1y 88d 9h 20m
LTCUSDT Perpetual,1,443.62%,1326.44,1y 29d 12h 11m,1y 29d 12h 11m
PEOPLEUSDT Perpetual,10,410.45%,33.94,44d 16h 8m,44d 16h 8m
ZECUSDT Perpetual,0,409.53%,204.77,141d 40m,141d 40m
KNCUSDT Perpetual,3,393.06%,393.06,23d 4h 4m,23d 4h 4m
BTCUSDT Perpetual,7,371.82%,246.59,31d 4h 39m,31d 4h 39m
ADAUSDT Perpetual,1,364.77%,24.59,63d 23h 10m,63d 23h 10m
LTCUSDT Perpetual,0,360.53%,93.27,247d 7h 34m,247d 7h 34m
KNCUSDT Perpetual,0,359.08%,897.71,1y 70d 21h 46m,1y 70d 21h 46m
BTCUSDT Perpetual,1,357.21%,38.01,20d 22h 10m,20d 22h 10m
LINKUSDT Perpetual,1,353.36%,285.52,63d 15h 9m,63d 15h 9m
ZRXUSDT Perpetual,8,352.67%,17.63,17d 8h 27m,17d 8h 27m
