cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,413,1433.61%,4300.83,1y 55d 20h 6m,1y 55d 20h 6m
ADAUSDT Perpetual,794,1381.59%,165.79,62d 19h,62d 19h
ETHUSDT Perpetual,182,1282.84%,3848.54,1y 55d 20h 27m,1y 55d 20h 27m
DOGEUSDT Perpetual,67,1024.97%,178.34,1y 1d 11h 31m,1y 1d 11h 31m
CHZUSDT Perpetual,17,962.76%,2458.42,1y 29d 10h 27m,1y 29d 10h 27m
TRXUSDT Perpetual,51,879.39%,184.67,155d 20h 14m,155d 20h 14m
BAKEUSDT Perpetual,15,868.81%,86.88,49d 11h 11m,49d 11h 11m
ETHUSDT Perpetual,0,835.72%,2064.24,1y 55d 2h 39m,1y 55d 2h 39m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 20h 49m,349d 20h 49m
ANKRUSDT Perpetual,10,771.38%,77.14,321d 5h 48m,321d 5h 48m
ETHUSDT Perpetual,0,719.21%,1956.26,1y 54d 11h 40m,1y 54d 11h 40m
XMRUSDT Perpetual,6,699.47%,4196.86,158d 22h 25m,158d 22h 25m
UNFIUSDT Perpetual,62,694.36%,138.87,29d 16h 25m,29d 16h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 4h 11m,1y 33d 4h 11m
API3USDT Perpetual,19,614.31%,122.86,38d 8h 45m,38d 8h 45m
XMRUSDT Perpetual,0,558.06%,1116.14,1y 25d 14h 44m,1y 25d 14h 44m
MATICUSDT Perpetual,1,511.05%,35.21,43d 7h 20m,43d 7h 20m
CRVUSDT Perpetual,0,502.72%,235.28,31d 12h 11m,31d 12h 11m
BTCUSDT Perpetual,4,475.28%,128.33,22d 2h 20m,22d 2h 20m
BTCUSDT Perpetual,8,474.74%,128.18,22d 2h 20m,22d 2h 20m
UNIUSDT Perpetual,0,460.91%,1442.68,1y 28d 10h 13m,1y 28d 10h 13m
BTCUSDT Perpetual,3,445.03%,222.52,1y 87d 7h 21m,1y 87d 7h 21m
LTCUSDT Perpetual,1,432.37%,1292.80,1y 28d 10h 11m,1y 28d 10h 11m
PEOPLEUSDT Perpetual,9,407.40%,33.69,43d 14h 8m,43d 14h 8m
DUSKUSDT Perpetual,5,394.50%,23.28,30d 14h 52m,30d 14h 52m
ZECUSDT Perpetual,0,392.47%,196.24,139d 22h 40m,139d 22h 40m
ADAUSDT Perpetual,1,361.43%,24.36,62d 21h 10m,62d 21h 10m
LTCUSDT Perpetual,0,360.53%,93.27,246d 5h 34m,246d 5h 34m
ETHUSDT Perpetual,5,358.58%,10.76,15d 17h 51m,15d 17h 51m
BTCUSDT Perpetual,7,349.06%,231.50,30d 2h 39m,30d 2h 39m
KNCUSDT Perpetual,0,348.03%,870.09,1y 69d 19h 46m,1y 69d 19h 46m
GMTUSDT Perpetual,7,347.35%,20.84,17d 16h 9m,17d 16h 9m
LINKUSDT Perpetual,1,344.74%,278.55,62d 13h 9m,62d 13h 9m
BLZUSDT Perpetual,0,336.82%,101.05,154d 9h 59m,154d 9h 59m
KNCUSDT Perpetual,3,334.05%,334.05,22d 2h 4m,22d 2h 4m
ETHUSDT Perpetual,10,322.93%,46.08,30d 14h 30m,30d 14h 30m
TRXUSDT Perpetual,2,314.90%,403.08,177d 17h 53m,177d 17h 53m
TRXUSDT Perpetual,0,310.17%,155.09,103d 10h 41m,103d 10h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 8h 38m,238d 8h 38m
BTCUSDT Perpetual,1,307.38%,32.71,19d 20h 11m,19d 20h 11m
GMTUSDT Perpetual,6,300.90%,451.35,14d 13h 27m,14d 13h 27m
SOLUSDT Perpetual,3,295.40%,24.43,26d 7h 56m,26d 7h 56m
APEUSDT Perpetual,0,294.99%,29.50,15d 18h 52m,15d 18h 52m
TRBUSDT Perpetual,5,294.78%,151.66,33d 10h 35m,33d 10h 35m
EOSUSDT Perpetual,0,292.80%,585.61,31d 1h 52m,31d 1h 52m
SNXUSDT Perpetual,46,292.58%,17.79,23d 5h 6m,23d 5h 6m
1000SHIBUSDT Perpetual,5,290.28%,29.03,19d 7h 13m,19d 7h 13m
ARUSDT Perpetual,0,289.18%,260.27,139d 22h 44m,139d 22h 44m
ETHUSDT Perpetual,1,287.80%,287.80,12d 17h 35m,12d 17h 35m
UNIUSDT Perpetual,0,285.90%,48.60,60d 16h 51m,60d 16h 51m
ZRXUSDT Perpetual,8,279.59%,13.98,16d 6h 27m,16d 6h 27m
ETHBUSD Perpetual,16,276.94%,335.11,27d 14h 16m,27d 14h 16m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 6h 37m,30d 6h 37m
TLMBUSD Perpetual,1,271.02%,406.54,27d 20h 25m,27d 20h 25m
BTCBUSD Perpetual,15,263.73%,21.55,25d 17h 38m,25d 17h 38m
EOSUSDT Perpetual,2,263.24%,78.97,15d 10h 27m,15d 10h 27m
1000SHIBUSDT Perpetual,19,257.43%,20.59,20d 21h 54m,20d 21h 54m
AXSUSDT Perpetual,1,253.76%,133.38,24d 2h 37m,24d 2h 37m
ETHUSDT Perpetual,0,248.87%,22.40,19d 12h 46m,19d 12h 46m
LINKUSDT Perpetual,0,247.81%,1239.10,64d 22h 54m,64d 22h 54m
IOSTUSDT Perpetual,2,246.39%,13.80,30d 7h 44m,30d 7h 44m
1000XECUSDT Perpetual,1,245.13%,12.26,20d 21h 49m,20d 21h 49m
BNBUSDT Perpetual,0,240.33%,600.85,1y 78d 18h 19m,1y 78d 18h 19m
APEBUSD Perpetual,0,238.25%,4.65,18d 1h 20m,18d 1h 20m
ANCBUSD Perpetual,4,233.46%,70.04,24d 4h 15m,24d 4h 15m
KSMUSDT Perpetual,0,229.67%,385.86,32d 7h 58m,32d 7h 58m
ETHUSDT Perpetual,2,227.96%,36.47,18d 19h 9m,18d 19h 9m
ATOMUSDT Perpetual,0,224.60%,76.36,232d 19h 4m,232d 19h 4m
SUSHIUSDT Perpetual,1,224.42%,80.79,52d 18h 55m,52d 18h 55m
