cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,399,1418.65%,4255.96,1y 55d 3h 6m,1y 55d 3h 6m
ADAUSDT Perpetual,755,1377.15%,165.26,62d 2h,62d 2h
ETHUSDT Perpetual,179,1260.82%,3782.49,1y 55d 3h 27m,1y 55d 3h 27m
DOGEUSDT Perpetual,65,1024.97%,178.35,1y 18h 31m,1y 18h 31m
CHZUSDT Perpetual,17,934.61%,2386.55,1y 28d 17h 27m,1y 28d 17h 27m
TRXUSDT Perpetual,50,876.00%,183.96,155d 3h 14m,155d 3h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 3h 49m,349d 3h 49m
ETHUSDT Perpetual,0,807.51%,1994.55,1y 54d 9h 39m,1y 54d 9h 39m
ANKRUSDT Perpetual,10,770.70%,77.07,320d 12h 48m,320d 12h 48m
XMRUSDT Perpetual,6,701.95%,4211.76,158d 5h 25m,158d 5h 25m
ETHUSDT Perpetual,0,694.92%,1890.20,1y 53d 18h 39m,1y 53d 18h 39m
UNFIUSDT Perpetual,59,684.64%,136.93,28d 23h 24m,28d 23h 24m
BTCUSDT Perpetual,34,640.73%,44.85,1y 32d 11h 11m,1y 32d 11h 11m
API3USDT Perpetual,19,613.12%,122.62,37d 15h 45m,37d 15h 45m
BAKEUSDT Perpetual,15,607.97%,60.80,48d 18h 11m,48d 18h 11m
XMRUSDT Perpetual,0,565.58%,1131.17,1y 24d 21h 43m,1y 24d 21h 43m
CRVUSDT Perpetual,0,502.72%,235.28,30d 19h 11m,30d 19h 11m
BTCUSDT Perpetual,3,441.42%,220.71,1y 86d 14h 21m,1y 86d 14h 21m
LTCUSDT Perpetual,1,428.36%,1280.81,1y 27d 17h 11m,1y 27d 17h 11m
UNIUSDT Perpetual,0,421.77%,1320.17,1y 27d 17h 13m,1y 27d 17h 13m
PEOPLEUSDT Perpetual,9,402.45%,33.28,42d 21h 8m,42d 21h 8m
BTCUSDT Perpetual,7,400.49%,108.13,21d 9h 19m,21d 9h 19m
BTCUSDT Perpetual,3,392.94%,106.10,21d 9h 20m,21d 9h 20m
ZECUSDT Perpetual,0,385.85%,192.93,139d 5h 40m,139d 5h 40m
DUSKUSDT Perpetual,5,379.46%,22.39,29d 21h 52m,29d 21h 52m
LTCUSDT Perpetual,0,360.53%,93.27,245d 12h 34m,245d 12h 34m
ADAUSDT Perpetual,1,357.71%,24.11,62d 4h 10m,62d 4h 10m
BAKEUSDT Perpetual,9,343.85%,353.79,19d 14h 9m,19d 14h 9m
KNCUSDT Perpetual,0,343.71%,859.29,1y 69d 2h 46m,1y 69d 2h 46m
LINKUSDT Perpetual,1,337.15%,272.42,61d 20h 9m,61d 20h 9m
BLZUSDT Perpetual,0,329.54%,98.86,153d 16h 59m,153d 16h 59m
ETHUSDT Perpetual,8,326.82%,46.64,29d 21h 29m,29d 21h 29m
TRXUSDT Perpetual,2,312.67%,400.22,177d 53m,177d 53m
TRXUSDT Perpetual,0,308.22%,154.11,102d 17h 41m,102d 17h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,237d 15h 38m,237d 15h 38m
BTSUSDT Perpetual,0,304.82%,39.63,23d 4h 14m,23d 4h 14m
TRBUSDT Perpetual,5,301.30%,155.02,32d 17h 35m,32d 17h 35m
ETHBUSD Perpetual,16,300.52%,363.64,26d 21h 16m,26d 21h 16m
SOLUSDT Perpetual,2,287.21%,23.75,25d 14h 55m,25d 14h 55m
ETHUSDT Perpetual,1,284.98%,1.62,9d 12h 10m,9d 12h 10m
GMTUSDT Perpetual,6,284.65%,426.98,13d 20h 27m,13d 20h 27m
KNCUSDT Perpetual,3,284.52%,284.53,21d 9h 4m,21d 9h 4m
EOSUSDT Perpetual,0,280.79%,561.60,30d 8h 52m,30d 8h 52m
ZRXUSDT Perpetual,8,278.44%,13.92,15d 13h 27m,15d 13h 27m
BTCUSDT Perpetual,7,278.30%,184.57,29d 9h 39m,29d 9h 39m
UNIUSDT Perpetual,0,273.84%,46.55,59d 23h 51m,59d 23h 51m
SNXUSDT Perpetual,45,273.11%,16.61,22d 12h 6m,22d 12h 6m
ARUSDT Perpetual,0,272.10%,244.89,139d 5h 44m,139d 5h 44m
ETHUSDT Perpetual,0,268.50%,268.51,12d 35m,12d 35m
TLMBUSD Perpetual,1,267.45%,401.19,27d 3h 25m,27d 3h 25m
1000SHIBUSDT Perpetual,5,265.99%,26.60,18d 14h 13m,18d 14h 13m
APEUSDT Perpetual,0,260.24%,26.02,15d 1h 52m,15d 1h 52m
BTCBUSD Perpetual,14,260.19%,21.26,25d 38m,25d 38m
THETAUSDT Perpetual,0,260.17%,104.07,28d 19h 31m,28d 19h 31m
JASMYUSDT Perpetual,0,255.90%,12.28,29d 13h 37m,29d 13h 37m
1000SHIBUSDT Perpetual,10,253.11%,20.25,20d 4h 54m,20d 4h 54m
AXSUSDT Perpetual,1,245.26%,128.91,23d 9h 37m,23d 9h 37m
LINKUSDT Perpetual,0,242.25%,1211.28,64d 5h 54m,64d 5h 54m
MATICUSDT Perpetual,4,240.09%,100.94,20d 7h 47m,20d 7h 47m
IOSTUSDT Perpetual,2,238.95%,13.38,29d 14h 44m,29d 14h 44m
BNBUSDT Perpetual,0,237.34%,593.37,1y 78d 1h 19m,1y 78d 1h 19m
AVAXUSDT Perpetual,0,236.33%,134.33,23d 9h 38m,23d 9h 38m
EOSUSDT Perpetual,2,235.49%,70.65,14d 17h 27m,14d 17h 27m
BNBUSDT Perpetual,1,234.40%,17.53,29d 6h 34m,29d 6h 34m
1000XECUSDT Perpetual,1,233.28%,11.66,20d 4h 48m,20d 4h 48m
FLMUSDT Perpetual,2,232.68%,30.27,18d 10h 36m,18d 10h 36m
SNXUSDT Perpetual,1,230.88%,28.42,13d 2h 51m,13d 2h 51m
ANCBUSD Perpetual,4,229.01%,68.70,23d 11h 15m,23d 11h 15m
MATICUSDT Perpetual,1,226.91%,15.63,42d 14h 20m,42d 14h 20m
XMRUSDT Perpetual,1,224.46%,489.34,116d 23h 49m,116d 23h 49m
ATOMUSDT Perpetual,0,219.77%,74.72,232d 2h 4m,232d 2h 4m
API3USDT Perpetual,0,219.57%,27.23,13d 17h 24m,13d 17h 24m
ALPHAUSDT Perpetual,0,218.87%,5.91,21d 21h 40m,21d 21h 40m
