cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,395,1406.71%,4220.16,1y 54d 19h 6m,1y 54d 19h 6m
ADAUSDT Perpetual,750,1380.79%,165.70,61d 18h,61d 18h
ETHUSDT Perpetual,179,1246.42%,3739.26,1y 54d 19h 27m,1y 54d 19h 27m
DOGEUSDT Perpetual,65,1024.05%,178.19,1y 10h 31m,1y 10h 31m
CHZUSDT Perpetual,17,916.02%,2339.06,1y 28d 9h 27m,1y 28d 9h 27m
TRXUSDT Perpetual,50,870.58%,182.82,154d 19h 14m,154d 19h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,348d 19h 49m,348d 19h 49m
ETHUSDT Perpetual,0,788.84%,1948.44,1y 54d 1h 39m,1y 54d 1h 39m
ANKRUSDT Perpetual,9,766.02%,76.60,320d 4h 49m,320d 4h 49m
XMRUSDT Perpetual,6,694.72%,4168.36,157d 21h 26m,157d 21h 26m
ETHUSDT Perpetual,0,678.84%,1846.47,1y 53d 10h 40m,1y 53d 10h 40m
UNFIUSDT Perpetual,59,674.13%,134.83,28d 15h 25m,28d 15h 25m
BTCUSDT Perpetual,33,640.73%,44.85,1y 32d 3h 11m,1y 32d 3h 11m
API3USDT Perpetual,19,630.89%,126.18,37d 7h 46m,37d 7h 46m
XMRUSDT Perpetual,0,552.17%,1104.35,1y 24d 13h 44m,1y 24d 13h 44m
BAKEUSDT Perpetual,15,543.49%,54.35,48d 10h 12m,48d 10h 12m
CRVUSDT Perpetual,0,502.72%,235.28,30d 11h 11m,30d 11h 11m
BTCUSDT Perpetual,3,439.14%,219.57,1y 86d 6h 21m,1y 86d 6h 21m
LTCUSDT Perpetual,1,418.16%,1250.33,1y 27d 9h 11m,1y 27d 9h 11m
UNIUSDT Perpetual,0,413.27%,1293.55,1y 27d 9h 14m,1y 27d 9h 14m
PEOPLEUSDT Perpetual,8,383.20%,31.69,42d 13h 8m,42d 13h 8m
ZECUSDT Perpetual,0,379.02%,189.51,138d 21h 40m,138d 21h 40m
DUSKUSDT Perpetual,5,366.28%,21.61,29d 13h 52m,29d 13h 52m
LTCUSDT Perpetual,0,360.53%,93.27,245d 4h 35m,245d 4h 35m
BTCUSDT Perpetual,6,356.40%,96.23,21d 1h 20m,21d 1h 20m
BAKEUSDT Perpetual,9,355.61%,365.89,19d 6h 10m,19d 6h 10m
ADAUSDT Perpetual,1,352.43%,23.75,61d 20h 11m,61d 20h 11m
BTCUSDT Perpetual,2,348.07%,93.98,21d 1h 21m,21d 1h 21m
KNCUSDT Perpetual,0,339.21%,848.03,1y 68d 18h 47m,1y 68d 18h 47m
ETHUSDT Perpetual,7,329.16%,46.97,29d 13h 30m,29d 13h 30m
LINKUSDT Perpetual,1,322.95%,260.95,61d 12h 10m,61d 12h 10m
BLZUSDT Perpetual,0,319.29%,95.79,153d 8h 59m,153d 8h 59m
ETHBUSD Perpetual,15,316.52%,382.99,26d 13h 17m,26d 13h 17m
TRXUSDT Perpetual,2,308.44%,394.81,176d 16h 53m,176d 16h 53m
BTSUSDT Perpetual,0,307.59%,39.99,22d 20h 14m,22d 20h 14m
AVAXUSDT Perpetual,0,307.43%,676.35,237d 7h 38m,237d 7h 38m
TRXUSDT Perpetual,0,305.03%,152.52,102d 9h 41m,102d 9h 41m
TRBUSDT Perpetual,5,301.30%,155.02,32d 9h 36m,32d 9h 36m
SOLUSDT Perpetual,2,287.21%,23.75,25d 6h 56m,25d 6h 56m
ETHUSDT Perpetual,0,284.98%,1.62,9d 4h 10m,9d 4h 10m
GMTUSDT Perpetual,5,279.98%,419.98,13d 12h 28m,13d 12h 28m
UNIUSDT Perpetual,0,271.32%,46.13,59d 15h 51m,59d 15h 51m
SNXUSDT Perpetual,45,267.21%,16.25,22d 4h 6m,22d 4h 6m
ARUSDT Perpetual,0,266.95%,240.26,138d 21h 44m,138d 21h 44m
TLMBUSD Perpetual,1,266.65%,399.98,26d 19h 25m,26d 19h 25m
MATICUSDT Perpetual,4,266.56%,112.07,19d 23h 48m,19d 23h 48m
BTCBUSD Perpetual,14,264.84%,21.64,24d 16h 38m,24d 16h 38m
JASMYUSDT Perpetual,0,259.83%,12.47,29d 5h 37m,29d 5h 37m
THETAUSDT Perpetual,0,258.76%,103.51,28d 11h 32m,28d 11h 32m
ETHUSDT Perpetual,0,258.56%,258.57,11d 16h 35m,11d 16h 35m
EOSUSDT Perpetual,0,256.90%,513.80,30d 53m,30d 53m
