cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,737,1519.65%,4558.98,1y 71d 3h 8m,1y 71d 3h 8m
ETHUSDT Perpetual,393,1509.44%,4528.34,1y 71d 3h 29m,1y 71d 3h 29m
ADAUSDT Perpetual,1539,1285.45%,154.25,78d 2h 2m,78d 2h 2m
BAKEUSDT Perpetual,123,1239.75%,123.98,64d 18h 14m,64d 18h 14m
ETHUSDT Perpetual,22,1217.19%,3006.47,1y 70d 9h 41m,1y 70d 9h 41m
ETHUSDT Perpetual,1,1045.19%,2842.92,1y 69d 18h 42m,1y 69d 18h 42m
DOGEUSDT Perpetual,157,1029.71%,179.17,1y 16d 18h 33m,1y 16d 18h 33m
CHZUSDT Perpetual,35,1025.15%,2617.74,1y 44d 17h 29m,1y 44d 17h 29m
UNFIUSDT Perpetual,142,1018.02%,203.60,44d 23h 27m,44d 23h 27m
TRXUSDT Perpetual,75,903.93%,189.83,171d 3h 16m,171d 3h 16m
XMRUSDT Perpetual,3,829.75%,1659.51,1y 40d 21h 46m,1y 40d 21h 46m
ALICEUSDT Perpetual,24,819.16%,737.25,1y 3h 51m,1y 3h 51m
XMRUSDT Perpetual,15,811.61%,4869.67,174d 5h 27m,174d 5h 27m
ANKRUSDT Perpetual,20,793.06%,79.31,336d 12h 51m,336d 12h 51m
UNIUSDT Perpetual,0,680.96%,2131.43,1y 43d 17h 16m,1y 43d 17h 16m
MATICUSDT Perpetual,9,628.70%,43.32,58d 14h 22m,58d 14h 22m
BTCUSDT Perpetual,22,609.83%,404.44,45d 9h 41m,45d 9h 41m
APEUSDT Perpetual,2,581.82%,290.91,72d 23h 37m,72d 23h 37m
LTCUSDT Perpetual,4,516.19%,1543.41,1y 43d 17h 13m,1y 43d 17h 13m
DOTUSDT Perpetual,4,505.29%,1526.00,78d 19h 17m,78d 19h 17m
CRVUSDT Perpetual,3,502.72%,235.28,46d 19h 13m,46d 19h 13m
DOTUSDT Perpetual,3,496.55%,75.72,36d 15h 12m,36d 15h 12m
ANTUSDT Perpetual,1,496.46%,74.47,43d 2h 26m,43d 2h 26m
BTCUSDT Perpetual,5,466.77%,233.39,1y 102d 14h 23m,1y 102d 14h 23m
ZECUSDT Perpetual,2,447.91%,223.96,155d 5h 42m,155d 5h 42m
LINKUSDT Perpetual,1,437.27%,353.31,77d 20h 12m,77d 20h 12m
BLZUSDT Perpetual,0,426.73%,128.02,169d 17h 1m,169d 17h 1m
SANDUSDT Perpetual,2,423.04%,126.91,60d 14h 55m,60d 14h 55m
LTCUSDT Perpetual,0,418.39%,239.74,78d 18h 53m,78d 18h 53m
MASKUSDT Perpetual,0,397.82%,795.65,38d 7h 3m,38d 7h 3m
ADAUSDT Perpetual,7,391.45%,26.38,78d 4h 12m,78d 4h 12m
FTMBUSD Perpetual,5,386.21%,42.48,51d 8h 13m,51d 8h 13m
MANAUSDT Perpetual,1,384.32%,76.86,48d 19h 6m,48d 19h 6m
KNCUSDT Perpetual,2,381.42%,953.57,1y 85d 2h 49m,1y 85d 2h 49m
TRBUSDT Perpetual,5,375.38%,193.14,48d 17h 38m,48d 17h 38m
KSMUSDT Perpetual,0,373.70%,777.31,78d 19h 2m,78d 19h 2m
SANDUSDT Perpetual,0,363.32%,30.88,64d 12h 30m,64d 12h 30m
LTCUSDT Perpetual,2,360.53%,93.27,261d 12h 37m,261d 12h 37m
LINKUSDT Perpetual,1,355.90%,1779.53,80d 5h 56m,80d 5h 56m
ADAUSDT Perpetual,2,353.16%,4591.14,57d 11h 59m,57d 11h 59m
JASMYUSDT Perpetual,0,339.04%,16.27,45d 13h 39m,45d 13h 39m
TRXUSDT Perpetual,2,333.45%,426.82,193d 55m,193d 55m
XMRUSDT Perpetual,0,333.05%,999.18,260d 4h 48m,260d 4h 48m
XRPUSDT Perpetual,5,332.38%,66.48,49d 20h 2m,49d 20h 2m
ETCUSDT Perpetual,0,329.24%,3292.44,275d 23h 12m,275d 23h 12m
FILUSDT Perpetual,0,328.32%,1138.62,77d 20h 35m,77d 20h 35m
TRXUSDT Perpetual,1,322.24%,161.12,118d 17h 43m,118d 17h 43m
ADAUSDT Perpetual,3,319.04%,79.76,29d 8h 25m,29d 8h 25m
LUNA2BUSD Perpetual,5,318.32%,477.48,43d 7h 25m,43d 7h 25m
ARUSDT Perpetual,0,314.79%,283.32,155d 5h 46m,155d 5h 46m
AVAXUSDT Perpetual,0,307.43%,676.35,253d 15h 40m,253d 15h 40m
SUSHIUSDT Perpetual,1,305.75%,110.07,68d 1h 57m,68d 1h 57m
BTSUSDT Perpetual,1,303.91%,306.95,68d 8h 44m,68d 8h 44m
ADAUSDT Perpetual,0,300.24%,64.04,49d 22h 42m,49d 22h 42m
CHZUSDT Perpetual,13,293.83%,18.39,17d 23h 59m,17d 23h 59m
TLMBUSD Perpetual,3,293.35%,440.03,43d 3h 27m,43d 3h 27m
ADAUSDT Perpetual,1,290.17%,6.01,43d 11h 11m,43d 11h 11m
UNIUSDT Perpetual,0,289.63%,784.92,1y 69d 18h 39m,1y 69d 18h 39m
ATOMUSDT Perpetual,0,289.54%,98.45,248d 2h 7m,248d 2h 7m
ADAUSDT Perpetual,0,288.52%,52.63,34d 19h 18m,34d 19h 18m
UNIUSDT Perpetual,0,285.90%,48.60,75d 23h 53m,75d 23h 53m
GALAUSDT Perpetual,1,283.33%,42.50,49d 16h 19m,49d 16h 19m
IOSTUSDT Perpetual,3,282.50%,15.82,45d 14h 46m,45d 14h 46m
AVAXUSDT Perpetual,1,281.81%,273.36,62d 23h 41m,62d 23h 41m
KSMUSDT Perpetual,0,281.53%,472.98,47d 15h,47d 15h
LITUSDT Perpetual,4,278.90%,1394.45,38d 15h 42m,38d 15h 42m
ATOMUSDT Perpetual,0,278.43%,448.27,77d 10h 51m,77d 10h 51m
DOGEUSDT Perpetual,2,277.22%,39.92,63d 23h 16m,63d 23h 16m
STORJUSDT Perpetual,6,272.52%,41.23,13d 12h 21m,13d 12h 21m
ANCBUSD Perpetual,7,272.31%,81.69,39d 11h 17m,39d 11h 17m
XTZUSDT Perpetual,6,270.03%,18.09,18d,18d
BCHUSDT Perpetual,0,269.76%,240.09,62d 8h 53m,62d 8h 53m
THETAUSDT Perpetual,7,269.15%,67.29,27d 23h 21m,27d 23h 21m
LITUSDT Perpetual,0,264.98%,48.17,40d 2h 16m,40d 2h 16m
LITUSDT Perpetual,0,264.25%,79.28,40d 8h 42m,40d 8h 42m
CRVUSDT Perpetual,0,263.79%,247.65,77d 11h 1m,77d 11h 1m
BNBUSDT Perpetual,0,260.53%,651.35,1y 94d 1h 22m,1y 94d 1h 22m
