cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,415,1426.79%,4280.37,1y 56d 6h 6m,1y 56d 6h 6m
ADAUSDT Perpetual,801,1391.68%,167.00,63d 5h,63d 5h
ETHUSDT Perpetual,189,1270.54%,3811.64,1y 56d 6h 27m,1y 56d 6h 27m
DOGEUSDT Perpetual,68,1024.19%,178.21,1y 1d 21h 31m,1y 1d 21h 31m
CHZUSDT Perpetual,17,930.29%,2375.52,1y 29d 20h 27m,1y 29d 20h 27m
TRXUSDT Perpetual,51,876.83%,184.13,156d 6h 14m,156d 6h 14m
ALICEUSDT Perpetual,11,819.16%,737.25,350d 6h 49m,350d 6h 49m
ETHUSDT Perpetual,0,818.90%,2022.70,1y 55d 12h 39m,1y 55d 12h 39m
ANKRUSDT Perpetual,11,768.42%,76.84,321d 15h 48m,321d 15h 48m
BAKEUSDT Perpetual,17,727.90%,72.79,49d 21h 11m,49d 21h 11m
ETHUSDT Perpetual,0,704.73%,1916.87,1y 54d 21h 39m,1y 54d 21h 39m
XMRUSDT Perpetual,6,702.66%,4216.00,159d 8h 25m,159d 8h 25m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 14h 11m,1y 33d 14h 11m
UNFIUSDT Perpetual,64,639.22%,127.84,30d 2h 24m,30d 2h 24m
API3USDT Perpetual,19,639.10%,127.82,38d 18h 45m,38d 18h 45m
XMRUSDT Perpetual,0,564.39%,1128.79,1y 26d 43m,1y 26d 43m
CRVUSDT Perpetual,0,502.72%,235.28,31d 22h 11m,31d 22h 11m
MATICUSDT Perpetual,1,491.27%,33.85,43d 17h 20m,43d 17h 20m
UNIUSDT Perpetual,0,472.85%,1480.03,1y 28d 20h 13m,1y 28d 20h 13m
BTCUSDT Perpetual,4,448.58%,121.12,22d 12h 20m,22d 12h 20m
BTCUSDT Perpetual,9,448.52%,121.10,22d 12h 19m,22d 12h 19m
BTCUSDT Perpetual,4,441.86%,220.93,1y 87d 17h 21m,1y 87d 17h 21m
LTCUSDT Perpetual,1,425.16%,1271.25,1y 28d 20h 11m,1y 28d 20h 11m
PEOPLEUSDT Perpetual,9,394.26%,32.61,44d 8m,44d 8m
ZECUSDT Perpetual,0,386.01%,193.01,140d 8h 40m,140d 8h 40m
LTCUSDT Perpetual,0,360.53%,93.27,246d 15h 34m,246d 15h 34m
ADAUSDT Perpetual,1,355.10%,23.93,63d 7h 10m,63d 7h 10m
KNCUSDT Perpetual,0,345.10%,862.77,1y 70d 5h 46m,1y 70d 5h 46m
LINKUSDT Perpetual,1,338.92%,273.85,62d 23h 9m,62d 23h 9m
ETHUSDT Perpetual,10,330.75%,47.20,31d 29m,31d 29m
BLZUSDT Perpetual,0,325.13%,97.54,154d 19h 59m,154d 19h 59m
ETHUSDT Perpetual,1,315.44%,315.45,13d 3h 35m,13d 3h 35m
KNCUSDT Perpetual,3,314.98%,314.98,22d 12h 4m,22d 12h 4m
GMTUSDT Perpetual,6,314.46%,471.69,14d 23h 27m,14d 23h 27m
TRXUSDT Perpetual,2,312.52%,400.03,178d 3h 53m,178d 3h 53m
TRXUSDT Perpetual,0,308.27%,154.14,103d 20h 41m,103d 20h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 18h 37m,238d 18h 37m
TRBUSDT Perpetual,5,304.61%,156.73,33d 20h 35m,33d 20h 35m
ETHBUSD Perpetual,16,304.14%,368.02,28d 16m,28d 16m
BTCUSDT Perpetual,7,302.59%,200.68,30d 12h 39m,30d 12h 39m
ETHUSDT Perpetual,5,300.99%,9.03,16d 3h 51m,16d 3h 51m
SNXUSDT Perpetual,46,300.45%,18.27,23d 15h 6m,23d 15h 6m
SOLUSDT Perpetual,3,295.40%,24.43,26d 17h 55m,26d 17h 55m
ARUSDT Perpetual,0,288.56%,259.71,140d 8h 44m,140d 8h 44m
GMTUSDT Perpetual,7,288.15%,17.29,18d 2h 9m,18d 2h 9m
UNIUSDT Perpetual,0,285.90%,48.60,61d 2h 51m,61d 2h 51m
1000SHIBUSDT Perpetual,5,284.15%,28.42,19d 17h 13m,19d 17h 13m
EOSUSDT Perpetual,0,282.58%,565.17,31d 11h 52m,31d 11h 52m
BTCBUSD Perpetual,15,276.58%,22.60,26d 3h 38m,26d 3h 38m
TLMBUSD Perpetual,1,276.09%,414.15,28d 6h 25m,28d 6h 25m
1000SHIBUSDT Perpetual,19,275.59%,22.05,21d 7h 54m,21d 7h 54m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 16h 37m,30d 16h 37m
APEUSDT Perpetual,0,269.95%,27.00,16d 4h 52m,16d 4h 52m
ALPHAUSDT Perpetual,1,263.37%,7.11,23d 40m,23d 40m
AXSUSDT Perpetual,2,253.09%,133.03,24d 12h 37m,24d 12h 37m
EOSUSDT Perpetual,2,250.43%,75.13,15d 20h 27m,15d 20h 27m
1000XECUSDT Perpetual,1,248.63%,12.43,21d 7h 48m,21d 7h 48m
ZRXUSDT Perpetual,8,247.20%,12.36,16d 16h 27m,16d 16h 27m
APEBUSD Perpetual,1,243.31%,4.74,18d 11h 20m,18d 11h 20m
IOSTUSDT Perpetual,2,241.93%,13.55,30d 17h 44m,30d 17h 44m
LINKUSDT Perpetual,0,241.87%,1209.38,65d 8h 54m,65d 8h 54m
AVAXUSDT Perpetual,0,239.06%,135.88,24d 12h 38m,24d 12h 38m
BNBUSDT Perpetual,0,238.89%,597.23,1y 79d 4h 19m,1y 79d 4h 19m
ANCBUSD Perpetual,5,231.96%,69.59,24d 14h 15m,24d 14h 15m
ATOMUSDT Perpetual,0,228.37%,77.65,233d 5h 4m,233d 5h 4m
SUSHIUSDT Perpetual,1,226.58%,81.57,53d 4h 55m,53d 4h 55m
BTCUSDT Perpetual,1,225.22%,23.96,20d 6h 11m,20d 6h 11m
KSMUSDT Perpetual,0,222.57%,373.92,32d 17h 57m,32d 17h 57m
NEARUSDT Perpetual,1,220.67%,115.68,24d 13h 12m,24d 13h 12m
API3USDT Perpetual,0,219.57%,27.23,14d 20h 24m,14d 20h 24m
GMTUSDT Perpetual,6,218.03%,8.70,31d 7h 13m,31d 7h 13m
MATICUSDT Perpetual,2,218.01%,109.01,50d 1h 7m,50d 1h 7m
MATICUSDT Perpetual,1,217.70%,34.83,51d 13m,51d 13m
ETHUSDT Perpetual,0,215.02%,19.35,19d 22h 46m,19d 22h 46m
ADAUSDT Perpetual,0,212.64%,35.34,166d 13h 37m,166d 13h 37m
CHZUSDT Perpetual,0,212.07%,21.21,21d 6h 10m,21d 6h 10m
ZILUSDT Perpetual,0,211.16%,2.32,94d 12h 22m,94d 12h 22m
ETHUSDT Perpetual,1,209.16%,24.77,30d 11h 30m,30d 11h 30m
MATICUSDT Perpetual,0,207.64%,26.70,20d 6h 33m,20d 6h 33m
MASKUSDT Perpetual,0,206.49%,413.00,23d 10h,23d 10h
PEOPLEUSDT Perpetual,0,205.74%,1028.73,47d 23h 47m,47d 23h 47m
THETAUSDT Perpetual,0,203.04%,204.06,29d 4h 30m,29d 4h 30m
STORJUSDT Perpetual,0,199.92%,59.98,24d 2h 30m,24d 2h 30m
MANAUSDT Perpetual,1,198.12%,39.63,33d 22h 4m,33d 22h 4m
SNXUSDT Perpetual,1,197.34%,24.29,14d 5h 51m,14d 5h 51m
BATUSDT Perpetual,0,197.05%,23.65,26d 23h 28m,26d 23h 28m
AVAXUSDT Perpetual,1,196.84%,190.94,48d 2h 39m,48d 2h 39m
LINKUSDT Perpetual,0,196.75%,107.55,21d 17h 48m,21d 17h 48m
UNFIUSDT Perpetual,0,194.21%,19.42,14d 19h 41m,14d 19h 41m
HNTUSDT Perpetual,1,192.39%,40.40,35d 13h 32m,35d 13h 32m
DOTUSDT Perpetual,0,191.45%,10.09,29d 15m,29d 15m
SANDUSDT Perpetual,1,190.77%,57.23,45d 17h 53m,45d 17h 53m
ETHUSDT Perpetual,2,189.41%,30.31,19d 5h 9m,19d 5h 9m
SOLBUSD Perpetual,2,189.20%,946.02,34d 58m,34d 58m
XRPUSDT Perpetual,2,189.16%,11.56,31d 1h 8m,31d 1h 8m
DOTUSDT Perpetual,2,188.96%,570.68,63d 22h 15m,63d 22h 15m
IOTXUSDT Perpetual,0,188.03%,13.44,29d 21h 31m,29d 21h 31m
BTSUSDT Perpetual,1,185.06%,186.91,53d 11h 42m,53d 11h 42m
XRPUSDT Perpetual,17,184.95%,23119.84,1y 52d 19h 17m,1y 52d 19h 17m
STORJUSDT Perpetual,0,184.44%,40.58,25d 5h 8m,25d 5h 8m
LINKUSDT Perpetual,0,184.37%,12.30,13d 7h 46m,13d 7h 46m
MATICUSDT Perpetual,0,183.79%,35.33,41d 13h 35m,41d 13h 35m
MASKUSDT Perpetual,0,183.60%,27.54,21d 8h 38m,21d 8h 38m
SOLUSDT Perpetual,0,183.31%,91.66,25d 11h 41m,25d 11h 41m
ETHUSDT Perpetual,1,182.36%,182.37,22d 17h 41m,22d 17h 41m
SANDUSDT Perpetual,0,181.65%,15.44,49d 15h 27m,49d 15h 27m
GMTUSDT Perpetual,0,179.36%,896.80,15d 17h 5m,15d 17h 5m
LINKUSDT Perpetual,0,178.11%,71.24,25d 10h 27m,25d 10h 27m
CVCUSDT Perpetual,0,177.05%,44.26,30d 4h 36m,30d 4h 36m
BTCBUSD Perpetual,1,176.86%,123.81,22d 12h 28m,22d 12h 28m
BTCBUSD Perpetual,1,175.97%,123.19,22d 12h 27m,22d 12h 27m
SNXUSDT Perpetual,0,175.87%,26.38,23d 21h 55m,23d 21h 55m
BCHUSDT Perpetual,0,175.45%,10.32,28d 4h 19m,28d 4h 19m
LTCUSDT Perpetual,0,174.65%,621.78,1y 41d 48m,1y 41d 48m
XRPUSDT Perpetual,1,173.04%,1.71,26d 13h 33m,26d 13h 33m
ETHBUSD Perpetual,0,171.39%,342.78,24d 14h 40m,24d 14h 40m
1000LUNCBUSD Perpetual,6,171.17%,17117.52,16d 3h 27m,16d 3h 27m
LITUSDT Perpetual,2,171.15%,855.74,23d 18h 40m,23d 18h 40m
THETAUSDT Perpetual,0,171.14%,42.79,13d 2h 19m,13d 2h 19m
BNBBUSD Perpetual,17,170.03%,12.14,31d 1h 44m,31d 1h 44m
SNXUSDT Perpetual,0,170.03%,50.31,16d 3h 15m,16d 3h 15m
BTCUSDT Perpetual,2,169.77%,127.86,16d 12h 38m,16d 12h 38m
SOLUSDT Perpetual,1,167.58%,251.38,13d 7h 25m,13d 7h 25m
SOLBUSD Perpetual,0,166.72%,166.72,27d 15h 7m,27d 15h 7m
ETHBUSD Perpetual,3,166.49%,21.73,27d 5h 27m,27d 5h 27m
TRXUSDT Perpetual,0,165.63%,240.17,120d 20h 52m,120d 20h 52m
