cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,417,1427.45%,4282.36,1y 56d 10h 6m,1y 56d 10h 6m
ADAUSDT Perpetual,811,1391.51%,166.98,63d 9h,63d 9h
ETHUSDT Perpetual,190,1275.45%,3826.36,1y 56d 10h 27m,1y 56d 10h 27m
DOGEUSDT Perpetual,69,1024.43%,178.25,1y 2d 1h 31m,1y 2d 1h 31m
CHZUSDT Perpetual,17,932.51%,2381.17,1y 30d 27m,1y 30d 27m
TRXUSDT Perpetual,51,876.21%,184.01,156d 10h 13m,156d 10h 13m
ETHUSDT Perpetual,0,825.35%,2038.63,1y 55d 16h 38m,1y 55d 16h 38m
ALICEUSDT Perpetual,11,819.16%,737.25,350d 10h 49m,350d 10h 49m
ANKRUSDT Perpetual,11,770.43%,77.04,321d 19h 48m,321d 19h 48m
BAKEUSDT Perpetual,17,737.26%,73.73,50d 1h 11m,50d 1h 11m
XMRUSDT Perpetual,7,712.75%,4276.55,159d 12h 25m,159d 12h 25m
ETHUSDT Perpetual,0,710.72%,1933.16,1y 55d 1h 39m,1y 55d 1h 39m
UNFIUSDT Perpetual,64,685.90%,137.18,30d 7h 24m,30d 7h 24m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 19h 11m,1y 33d 19h 11m
API3USDT Perpetual,19,615.60%,123.12,38d 23h 45m,38d 23h 45m
XMRUSDT Perpetual,0,601.49%,1203.00,1y 26d 5h 44m,1y 26d 5h 44m
MATICUSDT Perpetual,1,579.63%,39.94,43d 22h 20m,43d 22h 20m
CRVUSDT Perpetual,0,502.72%,235.28,32d 3h 11m,32d 3h 11m
BTCUSDT Perpetual,4,491.68%,132.75,22d 17h 20m,22d 17h 20m
BTCUSDT Perpetual,9,491.28%,132.65,22d 17h 20m,22d 17h 20m
UNIUSDT Perpetual,0,488.20%,1528.08,1y 29d 1h 13m,1y 29d 1h 13m
BTCUSDT Perpetual,4,445.62%,222.81,1y 87d 22h 21m,1y 87d 22h 21m
LTCUSDT Perpetual,1,436.50%,1305.14,1y 29d 1h 11m,1y 29d 1h 11m
ETHUSDT Perpetual,5,421.24%,12.64,16d 8h 51m,16d 8h 51m
PEOPLEUSDT Perpetual,10,408.95%,33.82,44d 5h 8m,44d 5h 8m
ZECUSDT Perpetual,0,394.56%,197.28,140d 13h 40m,140d 13h 40m
GMTUSDT Perpetual,7,388.65%,23.32,18d 7h 9m,18d 7h 9m
BTCUSDT Perpetual,7,361.46%,239.72,30d 17h 39m,30d 17h 39m
LTCUSDT Perpetual,0,360.53%,93.27,246d 20h 34m,246d 20h 34m
ADAUSDT Perpetual,1,360.04%,24.27,63d 12h 10m,63d 12h 10m
LINKUSDT Perpetual,1,352.09%,284.50,63d 4h 9m,63d 4h 9m
KNCUSDT Perpetual,0,349.62%,874.07,1y 70d 10h 46m,1y 70d 10h 46m
KNCUSDT Perpetual,3,348.06%,348.06,22d 17h 4m,22d 17h 4m
BLZUSDT Perpetual,0,339.58%,101.87,155d 59m,155d 59m
BTCUSDT Perpetual,1,334.94%,35.64,20d 11h 11m,20d 11h 11m
TRXUSDT Perpetual,2,315.23%,403.50,178d 8h 53m,178d 8h 53m
ETHUSDT Perpetual,10,315.22%,44.98,31d 5h 30m,31d 5h 30m
TRXUSDT Perpetual,0,310.07%,155.04,104d 1h 41m,104d 1h 41m
SNXUSDT Perpetual,46,308.06%,18.73,23d 20h 6m,23d 20h 6m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 23h 38m,238d 23h 38m
ZRXUSDT Perpetual,8,303.88%,15.19,16d 21h 27m,16d 21h 27m
GMTUSDT Perpetual,6,303.74%,455.61,15d 4h 27m,15d 4h 27m
EOSUSDT Perpetual,0,302.67%,605.35,31d 16h 52m,31d 16h 52m
APEUSDT Perpetual,0,301.59%,30.16,16d 9h 52m,16d 9h 52m
TRBUSDT Perpetual,5,298.25%,153.45,34d 1h 35m,34d 1h 35m
ARUSDT Perpetual,0,296.78%,267.11,140d 13h 44m,140d 13h 44m
SOLUSDT Perpetual,3,295.40%,24.43,26d 22h 55m,26d 22h 55m
1000SHIBUSDT Perpetual,5,293.77%,29.38,19d 22h 13m,19d 22h 13m
ETHUSDT Perpetual,0,286.93%,25.82,20d 3h 46m,20d 3h 46m
UNIUSDT Perpetual,0,285.90%,48.60,61d 7h 51m,61d 7h 51m
EOSUSDT Perpetual,2,281.27%,84.38,16d 1h 27m,16d 1h 27m
TLMBUSD Perpetual,1,274.62%,411.93,28d 11h 25m,28d 11h 25m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 21h 37m,30d 21h 37m
ETHUSDT Perpetual,1,271.38%,271.38,13d 8h 35m,13d 8h 35m
ETHUSDT Perpetual,2,270.76%,43.32,19d 10h 9m,19d 10h 9m
ALPHAUSDT Perpetual,1,269.51%,7.28,23d 5h 40m,23d 5h 40m
1000SHIBUSDT Perpetual,19,267.36%,21.39,21d 12h 54m,21d 12h 54m
BTCBUSD Perpetual,15,266.16%,21.75,26d 8h 38m,26d 8h 38m
AXSUSDT Perpetual,2,260.60%,136.97,24d 17h 37m,24d 17h 37m
APEBUSD Perpetual,1,255.67%,4.99,18d 16h 20m,18d 16h 20m
LINKUSDT Perpetual,0,255.01%,1275.07,65d 13h 54m,65d 13h 54m
1000XECUSDT Perpetual,1,251.28%,12.56,21d 12h 48m,21d 12h 48m
ETHBUSD Perpetual,16,250.41%,303.01,28d 5h 16m,28d 5h 16m
IOSTUSDT Perpetual,2,247.13%,13.84,30d 22h 44m,30d 22h 44m
DOTUSDT Perpetual,0,242.64%,12.79,29d 5h 15m,29d 5h 15m
BNBUSDT Perpetual,0,242.07%,605.18,1y 79d 9h 19m,1y 79d 9h 19m
KSMUSDT Perpetual,0,235.71%,396.00,32d 22h 58m,32d 22h 58m
SUSHIUSDT Perpetual,1,234.42%,84.39,53d 9h 55m,53d 9h 55m
ATOMUSDT Perpetual,0,233.63%,79.44,233d 10h 4m,233d 10h 4m
ANCBUSD Perpetual,5,233.18%,69.96,24d 19h 15m,24d 19h 15m
DOTUSDT Perpetual,2,232.28%,701.51,64d 3h 15m,64d 3h 15m
MASKUSDT Perpetual,0,228.41%,456.83,23d 15h,23d 15h
ETHBUSD Perpetual,2,227.70%,4.21,18d 16h 18m,18d 16h 18m
MATICUSDT Perpetual,2,225.19%,112.60,50d 6h 8m,50d 6h 8m
AVAXUSDT Perpetual,0,224.04%,127.35,24d 17h 38m,24d 17h 38m
ETHUSDT Perpetual,1,222.78%,26.38,30d 16h 30m,30d 16h 30m
NEARUSDT Perpetual,1,221.85%,116.30,24d 18h 12m,24d 18h 12m
