cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,396,1412.25%,4236.76,1y 54d 23h 6m,1y 54d 23h 6m
ADAUSDT Perpetual,753,1380.19%,165.62,61d 22h,61d 22h
ETHUSDT Perpetual,179,1252.82%,3758.47,1y 54d 23h 27m,1y 54d 23h 27m
DOGEUSDT Perpetual,65,1024.37%,178.24,1y 14h 31m,1y 14h 31m
CHZUSDT Perpetual,17,924.97%,2361.92,1y 28d 13h 27m,1y 28d 13h 27m
TRXUSDT Perpetual,50,873.77%,183.49,154d 23h 14m,154d 23h 14m
ALICEUSDT Perpetual,10,819.16%,737.25,348d 23h 49m,348d 23h 49m
ETHUSDT Perpetual,0,797.10%,1968.86,1y 54d 5h 39m,1y 54d 5h 39m
ANKRUSDT Perpetual,10,768.58%,76.86,320d 8h 48m,320d 8h 48m
XMRUSDT Perpetual,6,696.56%,4179.38,158d 1h 25m,158d 1h 25m
ETHUSDT Perpetual,0,685.96%,1865.83,1y 53d 14h 39m,1y 53d 14h 39m
UNFIUSDT Perpetual,59,659.01%,131.80,28d 19h 24m,28d 19h 24m
BTCUSDT Perpetual,34,640.73%,44.85,1y 32d 7h 11m,1y 32d 7h 11m
API3USDT Perpetual,19,626.36%,125.27,37d 11h 45m,37d 11h 45m
BAKEUSDT Perpetual,15,580.26%,58.03,48d 14h 11m,48d 14h 11m
XMRUSDT Perpetual,0,555.13%,1110.27,1y 24d 17h 44m,1y 24d 17h 44m
CRVUSDT Perpetual,0,502.72%,235.28,30d 15h 11m,30d 15h 11m
BTCUSDT Perpetual,3,440.04%,220.02,1y 86d 10h 21m,1y 86d 10h 21m
LTCUSDT Perpetual,1,422.10%,1262.09,1y 27d 13h 11m,1y 27d 13h 11m
UNIUSDT Perpetual,0,415.93%,1301.89,1y 27d 13h 13m,1y 27d 13h 13m
PEOPLEUSDT Perpetual,9,395.65%,32.72,42d 17h 8m,42d 17h 8m
ZECUSDT Perpetual,0,380.70%,190.35,139d 1h 40m,139d 1h 40m
BTCUSDT Perpetual,7,375.17%,101.30,21d 5h 20m,21d 5h 20m
DUSKUSDT Perpetual,5,370.78%,21.88,29d 17h 52m,29d 17h 52m
BTCUSDT Perpetual,2,366.39%,98.93,21d 5h 20m,21d 5h 20m
LTCUSDT Perpetual,0,360.53%,93.27,245d 8h 34m,245d 8h 34m
ADAUSDT Perpetual,1,354.04%,23.86,62d 10m,62d 10m
BAKEUSDT Perpetual,9,349.45%,359.55,19d 10h 9m,19d 10h 9m
KNCUSDT Perpetual,0,341.36%,853.40,1y 68d 22h 46m,1y 68d 22h 46m
ETHUSDT Perpetual,8,328.65%,46.90,29d 17h 29m,29d 17h 29m
LINKUSDT Perpetual,1,328.54%,265.46,61d 16h 9m,61d 16h 9m
BLZUSDT Perpetual,0,323.12%,96.94,153d 12h 59m,153d 12h 59m
TRXUSDT Perpetual,2,310.85%,397.90,176d 20h 53m,176d 20h 53m
ETHBUSD Perpetual,15,310.04%,375.15,26d 17h 16m,26d 17h 16m
AVAXUSDT Perpetual,0,307.43%,676.35,237d 11h 38m,237d 11h 38m
TRXUSDT Perpetual,0,306.80%,153.40,102d 13h 41m,102d 13h 41m
BTSUSDT Perpetual,0,306.37%,39.83,23d 14m,23d 14m
TRBUSDT Perpetual,5,301.30%,155.02,32d 13h 35m,32d 13h 35m
SOLUSDT Perpetual,2,287.21%,23.75,25d 10h 55m,25d 10h 55m
ETHUSDT Perpetual,1,284.98%,1.62,9d 8h 10m,9d 8h 10m
GMTUSDT Perpetual,6,283.22%,424.84,13d 16h 27m,13d 16h 27m
UNIUSDT Perpetual,0,272.11%,46.26,59d 19h 51m,59d 19h 51m
SNXUSDT Perpetual,45,271.21%,16.49,22d 8h 6m,22d 8h 6m
ARUSDT Perpetual,0,267.43%,240.69,139d 1h 44m,139d 1h 44m
