cryptoPair,copyPopularity,roi,pnl,runningTime,direction
BNBUSDT Perpetual,415,1432.42%,4297.29,1y 55d 23h 6m,1y 55d 23h 6m
ADAUSDT Perpetual,797,1382.23%,165.87,62d 22h,62d 22h
ETHUSDT Perpetual,184,1281.85%,3845.57,1y 55d 23h 27m,1y 55d 23h 27m
DOGEUSDT Perpetual,68,1024.94%,178.34,1y 1d 14h 31m,1y 1d 14h 31m
CHZUSDT Perpetual,17,945.48%,2414.30,1y 29d 13h 27m,1y 29d 13h 27m
TRXUSDT Perpetual,51,879.54%,184.70,155d 23h 14m,155d 23h 14m
ETHUSDT Perpetual,0,834.36%,2060.87,1y 55d 5h 39m,1y 55d 5h 39m
ALICEUSDT Perpetual,10,819.16%,737.25,349d 23h 49m,349d 23h 49m
BAKEUSDT Perpetual,16,812.19%,81.22,49d 14h 11m,49d 14h 11m
ANKRUSDT Perpetual,10,772.14%,77.21,321d 8h 48m,321d 8h 48m
ETHUSDT Perpetual,0,718.03%,1953.05,1y 54d 14h 39m,1y 54d 14h 39m
XMRUSDT Perpetual,6,699.67%,4198.03,159d 1h 25m,159d 1h 25m
UNFIUSDT Perpetual,62,683.87%,136.77,29d 19h 24m,29d 19h 24m
BTCUSDT Perpetual,36,640.73%,44.85,1y 33d 7h 11m,1y 33d 7h 11m
API3USDT Perpetual,19,620.50%,124.10,38d 11h 45m,38d 11h 45m
XMRUSDT Perpetual,0,558.45%,1116.90,1y 25d 17h 43m,1y 25d 17h 43m
MATICUSDT Perpetual,1,520.51%,35.86,43d 10h 20m,43d 10h 20m
CRVUSDT Perpetual,0,502.72%,235.28,31d 15h 11m,31d 15h 11m
BTCUSDT Perpetual,4,473.11%,127.74,22d 5h 20m,22d 5h 20m
BTCUSDT Perpetual,9,472.83%,127.67,22d 5h 19m,22d 5h 19m
UNIUSDT Perpetual,0,461.91%,1445.79,1y 28d 13h 13m,1y 28d 13h 13m
BTCUSDT Perpetual,3,444.48%,222.24,1y 87d 10h 21m,1y 87d 10h 21m
LTCUSDT Perpetual,1,431.36%,1289.79,1y 28d 13h 11m,1y 28d 13h 11m
PEOPLEUSDT Perpetual,9,407.24%,33.68,43d 17h 8m,43d 17h 8m
ZECUSDT Perpetual,0,390.80%,195.40,140d 1h 40m,140d 1h 40m
ADAUSDT Perpetual,1,361.10%,24.34,63d 10m,63d 10m
LTCUSDT Perpetual,0,360.53%,93.27,246d 8h 34m,246d 8h 34m
ETHUSDT Perpetual,5,354.48%,10.63,15d 20h 51m,15d 20h 51m
LINKUSDT Perpetual,1,348.01%,281.19,62d 16h 9m,62d 16h 9m
KNCUSDT Perpetual,0,347.52%,868.81,1y 69d 22h 46m,1y 69d 22h 46m
BTCUSDT Perpetual,7,341.73%,226.64,30d 5h 39m,30d 5h 39m
BLZUSDT Perpetual,0,338.36%,101.51,154d 12h 59m,154d 12h 59m
GMTUSDT Perpetual,7,335.68%,20.14,17d 19h 9m,17d 19h 9m
KNCUSDT Perpetual,3,330.59%,330.60,22d 5h 4m,22d 5h 4m
ETHUSDT Perpetual,10,323.66%,46.19,30d 17h 29m,30d 17h 29m
TRXUSDT Perpetual,2,314.95%,403.14,177d 20h 53m,177d 20h 53m
TRXUSDT Perpetual,0,310.12%,155.06,103d 13h 41m,103d 13h 41m
AVAXUSDT Perpetual,0,307.43%,676.35,238d 11h 37m,238d 11h 37m
GMTUSDT Perpetual,6,305.52%,458.29,14d 16h 27m,14d 16h 27m
SNXUSDT Perpetual,46,302.59%,18.40,23d 8h 6m,23d 8h 6m
TRBUSDT Perpetual,5,296.31%,152.45,33d 13h 35m,33d 13h 35m
BTCUSDT Perpetual,1,295.97%,31.49,19d 23h 11m,19d 23h 11m
SOLUSDT Perpetual,3,295.40%,24.43,26d 10h 55m,26d 10h 55m
ETHUSDT Perpetual,1,292.69%,292.69,12d 20h 35m,12d 20h 35m
EOSUSDT Perpetual,0,291.84%,583.68,31d 4h 52m,31d 4h 52m
APEUSDT Perpetual,0,291.73%,29.17,15d 21h 52m,15d 21h 52m
ZRXUSDT Perpetual,8,290.20%,14.51,16d 9h 27m,16d 9h 27m
1000SHIBUSDT Perpetual,5,289.42%,28.94,19d 10h 13m,19d 10h 13m
ARUSDT Perpetual,0,288.82%,259.95,140d 1h 44m,140d 1h 44m
UNIUSDT Perpetual,0,285.90%,48.60,60d 19h 51m,60d 19h 51m
ETHBUSD Perpetual,16,279.73%,338.48,27d 17h 16m,27d 17h 16m
JASMYUSDT Perpetual,0,274.50%,13.18,30d 9h 37m,30d 9h 37m
TLMBUSD Perpetual,1,272.29%,408.44,27d 23h 25m,27d 23h 25m
BTCBUSD Perpetual,15,265.94%,21.73,25d 20h 38m,25d 20h 38m
EOSUSDT Perpetual,2,262.83%,78.85,15d 13h 27m,15d 13h 27m
1000SHIBUSDT Perpetual,19,262.27%,20.98,21d 54m,21d 54m
AXSUSDT Perpetual,1,257.87%,135.54,24d 5h 37m,24d 5h 37m
LINKUSDT Perpetual,0,251.04%,1255.24,65d 1h 54m,65d 1h 54m
IOSTUSDT Perpetual,2,246.70%,13.82,30d 10h 44m,30d 10h 44m
ETHUSDT Perpetual,0,246.12%,22.15,19d 15h 46m,19d 15h 46m
1000XECUSDT Perpetual,1,246.11%,12.31,21d 48m,21d 48m
BNBUSDT Perpetual,0,240.11%,600.29,1y 78d 21h 19m,1y 78d 21h 19m
APEBUSD Perpetual,0,239.71%,4.67,18d 4h 20m,18d 4h 20m
ALPHAUSDT Perpetual,0,238.87%,6.45,22d 17h 40m,22d 17h 40m
ANCBUSD Perpetual,4,233.40%,70.02,24d 7h 15m,24d 7h 15m
KSMUSDT Perpetual,0,229.18%,385.03,32d 10h 57m,32d 10h 57m
SUSHIUSDT Perpetual,1,226.73%,81.63,52d 21h 55m,52d 21h 55m
ETHUSDT Perpetual,2,226.01%,36.16,18d 22h 9m,18d 22h 9m
ATOMUSDT Perpetual,0,224.67%,76.39,232d 22h 4m,232d 22h 4m
API3USDT Perpetual,0,219.57%,27.23,14d 13h 24m,14d 13h 24m
NEARUSDT Perpetual,1,219.07%,114.84,24d 6h 12m,24d 6h 12m
XMRUSDT Perpetual,1,218.46%,476.24,117d 19h 49m,117d 19h 49m
GMTUSDT Perpetual,6,218.03%,8.70,31d 13m,31d 13m
MATICUSDT Perpetual,2,217.59%,108.80,49d 18h 7m,49d 18h 7m
AVAXUSDT Perpetual,0,216.61%,123.12,24d 5h 38m,24d 5h 38m
MATICUSDT Perpetual,1,216.10%,34.58,50d 17h 13m,50d 17h 13m
ETHUSDT Perpetual,1,215.02%,25.46,30d 4h 30m,30d 4h 30m
DOTUSDT Perpetual,0,215.02%,11.33,28d 17h 15m,28d 17h 15m
ADAUSDT Perpetual,0,212.64%,35.34,166d 6h 37m,166d 6h 37m
PEOPLEUSDT Perpetual,0,211.65%,1058.27,47d 16h 47m,47d 16h 47m
ZILUSDT Perpetual,0,211.16%,2.32,94d 5h 22m,94d 5h 22m
MASKUSDT Perpetual,0,210.17%,420.36,23d 3h,23d 3h
MANAUSDT Perpetual,1,209.64%,41.93,33d 15h 4m,33d 15h 4m
DOTUSDT Perpetual,2,208.38%,629.33,63d 15h 15m,63d 15h 15m
SANDUSDT Perpetual,1,207.99%,62.40,45d 10h 53m,45d 10h 53m
LINKUSDT Perpetual,0,207.70%,113.53,21d 10h 48m,21d 10h 48m
AVAXUSDT Perpetual,1,206.67%,200.47,47d 19h 39m,47d 19h 39m
HNTUSDT Perpetual,1,200.01%,42.00,35d 6h 32m,35d 6h 32m
STORJUSDT Perpetual,0,199.85%,59.96,23d 19h 30m,23d 19h 30m
UNFIUSDT Perpetual,0,197.17%,19.72,14d 12h 41m,14d 12h 41m
SANDUSDT Perpetual,0,196.50%,16.70,49d 8h 27m,49d 8h 27m
SOLBUSD Perpetual,1,195.23%,976.16,33d 17h 58m,33d 17h 58m
THETAUSDT Perpetual,0,194.31%,195.29,28d 21h 30m,28d 21h 30m
LINKUSDT Perpetual,0,191.17%,12.75,13d 46m,13d 46m
BCHUSDT Perpetual,0,191.15%,11.24,27d 21h 19m,27d 21h 19m
CHZUSDT Perpetual,0,189.07%,18.91,20d 23h 10m,20d 23h 10m
XRPUSDT Perpetual,17,188.70%,23587.99,1y 52d 12h 17m,1y 52d 12h 17m
ETHUSDT Perpetual,1,188.55%,188.55,22d 10h 41m,22d 10h 41m
BTSUSDT Perpetual,1,188.19%,190.08,53d 4h 42m,53d 4h 42m
BATUSDT Perpetual,0,188.00%,22.56,26d 16h 28m,26d 16h 28m
IOTXUSDT Perpetual,0,187.60%,13.41,29d 14h 31m,29d 14h 31m
BTCBUSD Perpetual,1,186.32%,130.43,22d 5h 28m,22d 5h 28m
XRPUSDT Perpetual,2,185.60%,11.34,30d 18h 8m,30d 18h 8m
BTCBUSD Perpetual,1,185.60%,129.92,22d 5h 27m,22d 5h 27m
